Decision_ID,Approval_Batch_ID,Domain,Observed_L4_ID_PreApply,Source_Row_IDs,Source_L4_IDs_Before,Target_L3_ID,Expected_Title_en,Expected_Title_ko_Before,Expected_Description_ko_Before,Approved_Title_ko_After,Approved_Description_ko_After,Allowed_Changed_Fields,Expected_Before_SHA256,Editorial_Category,Terminology_Evidence,Clear_Mapping_Evidence,Approval_Status
KOC-0281,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_029,SRC-G-0018,RAI4-0516,G_SYS_EVAL,Incorrect risk measurement and prediction,잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사 결정이 왜곡된 정보에 기반하게되는 리스크.",잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사결정이 왜곡된 정보에 기반하게 되는 리스크.",L4_Description_ko,554ba6a558a389c53ab36abc5d3c55f88ae52c1c76b45af278f6f6605b85fca6,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0282,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_031,SRC-G-0007,RAI4-0085,G_SYS_EVAL,Red-team governance failure,레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사 결정에 반영되지 않는 리스크.",레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크.",L4_Description_ko,fcd34dbe695a1dc419293f9a96cdb90c72a1b58e2e159ce194dfcba5d4873ef2,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0283,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_032,SRC-G-0171,RAI4-1032,G_SYS_EVAL,Reliability failure outside validated operating envelope,복잡 운용환경에서의 검증 범위 이탈 실패,복잡한 운용 환경에서 설계 단계에 고려되지 않은 상황이 발생하여 검증 범위 밖에서 AI 시스템의 신뢰성과 안전성이 훼손되는 리스크.,검증된 운용 범위 밖에서의 신뢰성·안전성 실패,복잡한 운용 환경에서 설계 단계에 고려되지 않은 상황이 발생하여 검증 범위 밖에서 AI 시스템의 신뢰성과 안전성이 훼손되는 리스크.,L4_Title_ko,54741f711eaae1672a58ce9f11f813ce265ea1e9e45682f36ec84bfb49e4af53,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0284,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_035,SRC-G-0197,RAI4-1548,G_SYS_EVAL,Truncated safety evaluation under competitive release pressure,경쟁 압력에 의한 안전성 평가 축소 배포,"경쟁 상황에서 개발자가 GPAI 모델의 안전성 평가를 축소하고 역량 개발에 자원을 집중함으로써, 역량과 상관된 위험이 검증되지 않은 채 시스템이 배포되는 리스크.",경쟁 압력에 따른 안전성 평가 축소와 성급한 배포,"경쟁 상황에서 개발자가 GPAI 모델의 안전성 평가를 축소하고 역량 개발에 자원을 집중함으로써, 역량과 상관된 위험이 검증되지 않은 채 시스템이 배포되는 리스크.",L4_Title_ko,09d24c7176b18e9ffc94725fe237ea40a472f2f66aba4194cd5dea2993484ac3,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0285,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_036,SRC-G-0192,RAI4-1499,G_SYS_EVAL,Undetected dangerous capabilities in model evaluations,역량 평가에서 드러나지 않는 위험 역량,"위험하거나 이중 용도인 역량을 확인하기 위한 평가가 평가 난이도나 과도한 검증 비용, 안전 훈련에 따른 응답 거부로 일부 역량을 놓치고, 모델이 평가 상황에서 전략적으로 성능을 낮추어 역량을 은폐하는 리스크. 그 결과 위험 역량이 식별되지 않은 채 모델이 배포해도 안전한 것으로 분류되는 리스크.",역량 평가에서 드러나지 않는 위험 역량,"위험하거나 이중 용도인 역량을 확인하기 위한 평가가 평가 난이도, 과도한 검증 비용 또는 안전성 훈련에 따른 응답 거부로 일부 역량을 놓치고, AI 모델이 평가 상황에서 전략적으로 성능을 낮추어 역량을 은폐하는 리스크. 그 결과 위험 역량이 식별되지 않은 채 모델을 배포해도 안전한 것으로 분류되는 리스크.",L4_Description_ko,78c2fcab9e884399f971246c6c76ed1cf55c2a2e841ca45e298493d9edb9f477,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0286,KOREAN_COPYEDIT_20260829,General,G_SYS_EVAL_037,SRC-G-0089,RAI4-0541,G_SYS_EVAL,Unverifiable data provenance,데이터 출처 검증 불가,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 데이터의 소유권·출처·변환 이력을 검증할 표준화된 방법이 없어 사용 데이터가 원본과 동일한지, 올바른 사용 조건을 갖췄는지 보증할 수 없게되는 리스크.",데이터 출처 검증 불가,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터의 소유권·출처·변환 이력을 검증할 표준화된 방법이 없어 사용 데이터가 원본과 동일한지, 올바른 사용 조건을 갖췄는지 보증할 수 없게 되는 리스크.",L4_Description_ko,aa70b144154f7c4ed525b1833c21518057db53cbee20e087f55140d0c05f184c,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0287,KOREAN_COPYEDIT_20260829,General,G_SYS_TRANS_001,SRC-G-0063,RAI4-1515,G_SYS_TRANS,Model outputs inconsistent with chain-ofthought reasoning,사고연쇄와 불일치하는 모델 출력,모델 출력의 이해를 돕기 위해 사용되는 사고 연쇄 추론이 모델이 제시하는 최종 답변과 일치하지 않아 충분한 투명성을 제공하지 못하는 리스크.,사고 연쇄와 불일치하는 모델 출력,모델 출력의 이해를 돕기 위해 사용되는 사고 연쇄 추론이 모델이 제시하는 최종 답변과 일치하지 않아 충분한 투명성을 제공하지 못하는 리스크.,L4_Title_ko,b5106d3aefc90f2ef67531a2c0d92ed9db938a5d649b9769d64ecf62bd3a95c7,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0288,KOREAN_COPYEDIT_20260829,General,G_INT_PRIV_015,SRC-G-0303,RAI4-0432,G_INT_PRIV,Sensitive personal attribute inference,민감 개인속성 추론,모델 동작으로 인해서 사용자 또는 관리자가 의도적으로 공개되지 않은 민감한 개인의 속성 정보가 추론을 통해서 노출될 수 있는 리스크.,민감한 개인 속성 추론,AI 모델이 이용자 또는 관리자가 공개할 의도가 없었던 민감한 개인 속성을 추론하여 노출함으로써 프라이버시와 정보자기결정권을 침해하는 리스크.,L4_Title_ko; L4_Description_ko,cba547ec3f2b2bbac3de265c279774292ac25ca9bef60edbfe35848df57d340d,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0289,KOREAN_COPYEDIT_20260829,General,G_SOC_GOV_019,SRC-G-0009,RAI4-0114,G_SOC_GOV,Meaningful human control failure,의미 있는 인간 통제 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인간 감독이 형식적으로 존재하지만 이를 실효적으로 만드는 데 필요한 정보, 시간, 권한, 역량이 결여되는 리스크.",의미 있는 인간 통제 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간 감독이 형식적으로 존재하지만 이를 실효적으로 만드는 데 필요한 정보, 시간, 권한, 역량이 결여되는 리스크.",L4_Description_ko,23d44059260ea374a932bd412af0aa030229f27bc187ecef61530057bcdc204a,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0290,KOREAN_COPYEDIT_20260829,General,G_INT_REPR_023,SRC-G-0341,RAI4-0700,G_INT_REPR,Biased statements and recommendations,편향된 진술 및 권장 사항,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 챗봇 출력에 명백히 허위·유해하지 않지만 미묘하게 편향된 진술과 권고가 포함되어 사용자 의사 결정을 왜곡하는 리스크.,편향된 진술 및 권장 사항,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇 출력에 명백히 허위·유해하지 않지만 미묘하게 편향된 진술과 권고가 포함되어 사용자 의사결정을 왜곡하는 리스크.,L4_Description_ko,2e581ba6b8cef5701dcf2fd54f6c0a674fe77b2107b4fa8d59559103b55bec88,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0291,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_003,SRC-G-0352,RAI4-1387,G_SYS_MISINFO,Decision manipulation via malign priors,악성 사전분포에 의한 의사결정 조작,보편 분포의 가설에 포함된 시뮬레이션된 에이전트들이 해당 분포에 기반해 의사 결정하는 주체에게 영향을 미칠 유인을 가져 추론과 의사 결정이 조작되는 리스크.,악성 사전분포에 의한 의사결정 조작,보편 분포의 가설에 포함된 시뮬레이션된 에이전트들이 해당 분포에 기반해 의사결정하는 주체에게 영향을 미칠 유인을 가져 추론과 의사결정이 조작되는 리스크.,L4_Description_ko,594c7bf1f7541af90b8092fd135a88cc48572e131290776998eb06ab999331d3,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0292,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_004,SRC-G-0289,RAI4-0799,G_SYS_MISINFO,Degradation of the shared information ecosystem,공유 정보 생태계의 오염과 질 저하,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 생성 도구가 산출한 허위·환각·저품질 콘텐츠와 인물·사건에 대한 사실적 허위 묘사가 최초 이용자를 넘어 유포되어 공개적으로 이용 가능한 정보가 오염되는 리스크. 사람들은 그에 근거해 부정확한 인식과 결정에 이르고, 나아가 정확한 정보에 대한 신뢰마저 잃는다로 인해 구체적인 위해가 발생하는 리스크.",공유 정보 생태계의 오염과 질 저하,생성형 AI 시스템이 허위·환각·저품질 콘텐츠 또는 인물·사건에 대한 사실처럼 보이는 허위 묘사를 대규모로 생성·유포하여 공개 정보 생태계를 오염시키고 개인과 사회의 인식·의사결정 및 정확한 정보에 대한 신뢰를 훼손하는 리스크.,L4_Description_ko,3064749d48c6501b4dcbe7aebfc1c47c3238c1aaccf5e05385691abf8a6b4a27,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0293,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_005,SRC-G-0036,RAI4-1630,G_SYS_MISINFO,Erroneous conclusions and sensitiveinformation disclosure from data misinterpretation and leakage,데이터 오해석·유출에 의한 오결론과 민감정보 확산,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 데이터가 오용·오 해석되거나 유출되어 잘못된 결론이 도출되고 환자 데이터·독점 연구 등 민감 정보가 의도치 않게 확산되며, 생성된 악성 의학 문헌이 지식 그래프를 오염시키는 리스크.",데이터 오해석·유출에 의한 오결론과 민감정보 확산,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터가 오용·오해석되거나 유출되어 잘못된 결론이 도출되고 환자 데이터·독점 연구 등 민감정보가 의도치 않게 확산되며, 생성된 악성 의학 문헌이 지식 그래프를 오염시키는 리스크.",L4_Description_ko,6b4fc241002dc7709f014befff9824ddf3c514e9bf97c385202fafc0772a638d,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0294,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_006,SRC-P-0133,RAI4-0787,G_SYS_MISINFO,Factual errors injected by external tools,외부 도구에 의해 주입된 사실 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 외부 도구가 웹 API·검색 엔진 등 공개 자원에서 얻은 추가 지식을 입력 프롬 프 트에 통합하는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문제가 증폭되는 리스크.",외부 도구에 의해 주입된 사실 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 도구가 웹 API·검색 엔진 등 공개 자원에서 얻은 추가 지식을 입력 프롬프트에 통합하는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문제가 증폭되는 리스크.",L4_Description_ko,bbaa0045501ec3cbfb725f187d9eba24d5063ca24d88ea15bf10ddb64eb96cbc,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0295,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_007,SRC-G-0025,RAI4-0635; RAI4-0792; RAI4-1206,G_SYS_MISINFO,Failure to distinguish synthetic content and persistent harm,합성 콘텐츠의 진위 식별 실패와 지속적 피해,"AI가 사실적으로 보이는 딥 페이크·합성 콘텐츠를 생성하여 수신자가 진본과 구별하기 어렵게 만들고, 허위임이 밝혀진 뒤에도 대상에 대한 사회적·평판적 피해와 정보 신뢰 저하가 지속되는 리스크.",합성 콘텐츠의 진위 식별 실패와 지속적 피해,"AI가 사실적으로 보이는 딥페이크·합성 콘텐츠를 생성하여 수신자가 진본과 구별하기 어렵게 만들고, 허위임이 밝혀진 뒤에도 대상에 대한 사회적·평판적 피해와 정보 신뢰 저하가 지속되는 리스크.",L4_Description_ko,b999515b60368a1a4d0962bf83af7f530a94f9f2f2c971e1fc1b5a719f54bff8,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0296,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_008,SRC-P-0137,RAI4-1524,G_SYS_MISINFO,False outputs from external misinformation in retrieval augmentation,검색증강 시 외부 허위정보에 의한 허위 출력,검색 증강 과정에서 모델의 사전 지식과 상충하는 소량의 일관된 허위 증거가 주어질 때 모델이 이에 민감하게 반응하여 허위 출력을 생성하는 리스크.,검색 증강 시 외부 허위정보에 의한 허위 출력,검색 증강 과정에서 모델의 사전 지식과 상충하는 소량의 일관된 허위 증거가 주어질 때 모델이 이에 민감하게 반응하여 허위 출력을 생성하는 리스크.,L4_Title_ko,b32d57f568c7eddb4303e339dbc5dd6ef9791d580d6e22994f6a61e4586f39fb,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0297,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_010,SRC-G-0075,RAI4-0814,G_SYS_MISINFO,Generation of historically revisionist accounts,역사 수정주의적 서술 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 사회·공동체·학계가 확립한 역사적 사건이나 서술이 의도적 또는 비의도적으로 재해석되는 리스크.,역사 수정주의적 서술 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회·공동체·학계가 확립한 역사적 사건이나 서술이 의도적 또는 비의도적으로 재해석되는 리스크.,L4_Description_ko,f280e6ea2f923caacb7fa8f5b9f21ca9b5917a0653bc4da0be5fb80c5c340af7,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0298,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_011,SRC-P-0135,RAI4-0817,G_SYS_MISINFO,Hallucination arising from knowledge boundaries,지식 경계로 인한 환각,"LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱 테 일 지식을 충분히 습득하지 못해, 입력프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크.",지식 경계로 인한 환각,"LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱테일 지식을 충분히 습득하지 못해, 입력 프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크.",L4_Description_ko,91fb719ab7eaca9607d80428e33eda7f1321904cddab54022a628c9348d63688,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0299,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_013,SRC-G-0030,RAI4-0832,G_SYS_MISINFO,Information-based Harms from Algorithmic Systems,알고리즘 시스템에 의한 정보 기반 피해,"생성 모델과 추천 시스템 등 알고리즘 시스템이 오 정보, 허위 정보, 악의적 정보에 관한 정보 기반 피해를 초래하는 리스크.",알고리즘 시스템에 의한 허위·오도 정보 피해,생성 모델과 추천 시스템 등 AI 기반 알고리즘 시스템이 부정확하거나 검증되지 않은 허위·오도 정보를 생성·추천·증폭하여 개인과 사회의 인식과 의사결정을 왜곡하는 리스크.,L4_Title_ko; L4_Description_ko,fa2643955e113321a657d084c8ae7a21f0e7dd5acf73b878201ed12f1ce45038,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0300,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_014,SRC-P-0136,RAI4-0820,G_SYS_MISINFO,Knowledge errors from noisy training data,잡음 학습 데이터에 의한 지식 오류,대규모 학습 코퍼스에 내재한 잡음과 허위 정보가 모델 파라미터에 저장되는 지식에 오류를 유입시켜 환각을 유발하는 리스크.,잡음 학습 데이터에 의한 지식 오류,대규모 학습 코퍼스에 내재한 잡음과 허위정보가 모델 파라미터에 저장되는 지식에 오류를 유입시켜 환각을 유발하는 리스크.,L4_Description_ko,32fa977853a9229eb7d1eb735360f3d0c9abafe5b53d5e5e089a7ac837444a51,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0301,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_016,SRC-G-0032,RAI4-1057; RAI4-1376,G_SYS_MISINFO,Lowered barriers to large-scale disinformation production and dissemination,대규모 허위정보 생산·확산 장벽 저하,"AI가 합성 미디어와 허위 뉴스를 저비용으로 대량 생산하고 사실·의견·허구의 구분을 어렵게하여, 허위 정보의 제작·맞춤화·확산 규모와 속도를 확대하는 리스크.",대규모 허위정보 생산·확산 장벽 저하,"AI가 합성 미디어와 허위 뉴스를 저비용으로 대량 생산하고 사실·의견·허구의 구분을 어렵게 하여, 허위정보의 제작·맞춤화·확산 규모와 속도를 확대하는 리스크.",L4_Description_ko,64e8c29c5c0cc0ad30eca275d6356f97e37432bc2d486088c39ac0e3b0ec0e72,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0302,KOREAN_COPYEDIT_20260829,General,G_SYS_MISINFO_017,SRC-P-0138,RAI4-1527,G_SYS_MISINFO,Misuse of AI model by user-performed persuasion,사용자 수행 설득에 의한 AI 모델의 오용,"다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위 정보를 수용하게 만들며, 그 효과가 단일 턴 시도를 능가하는 리스크.",사용자 설득에 의한 모델의 사실 판단 왜곡,"다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위정보를 수용하게 만들며, 그 효과가 단일 턴 시도를 능가하는 리스크.",L4_Title_ko; L4_Description_ko,41bce3be330f74f28f9a845fa38c46277cbe4f1d2594114d55cd46ab9189b5d2,TERMINOLOGY_AND_SYNTAX,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
KOC-0303,KOREAN_COPYEDIT_20260829,General,G_INT_ILLEGAL_012,SRC-G-0227,RAI4-0652,G_INT_ILLEGAL,Targeted fraud exploiting personalized information,개인화 정보 악용 표적 사기,"생성 모델이 개인화된 정보를 이용해 개별 사용자를 효율적으로 표적화하는 데 오용되어, 피해자의 신뢰를 악용한 설득력 높은 자동화 사기로 민감 정보가 탈취되고 기만의 성공 가능성이 높아지는 리스크.",개인화 정보 악용 표적 사기,"생성 모델이 개인화된 정보를 이용해 개별 사용자를 효율적으로 표적화하는 데 오용되어, 피해자의 신뢰를 악용한 설득력 높은 자동화 사기로 민감정보가 탈취되고 기만의 성공 가능성이 높아지는 리스크.",L4_Description_ko,3a51201c46385f15d7ff7581c4241379eb060bbf6ed105c2d7e1871d6e35ddc7,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0304,KOREAN_COPYEDIT_20260829,General,G_SYS_OEXT_005,SRC-G-0147,RAI4-0826,G_SYS_OEXT,AI advice beyond validated professional scope,검증된 전문성 범위를 벗어난 AI 조언,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사 결정과 물질적·법적·신체적 피해를 유발하는 리스크.,검증된 전문성 범위를 벗어난 AI 조언,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사결정과 물질적·법적·신체적 피해를 유발하는 리스크.,L4_Description_ko,f90b9216c63039917ce820212273ceeb25af565b20506e91394feaa46f0c3b5d,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0305,KOREAN_COPYEDIT_20260829,General,G_SYS_OEXT_006,SRC-P-0006,RAI4-0629,G_SYS_OEXT,Bypassing of the learning process,학습 과정 우회,고품질 생성 모델에 대한 손쉬운 접근으로 학습자가 AI 모델을 사용해 학습 과정을 우회하게되는 리스크.,학습 과정 우회,고품질 생성 모델에 대한 손쉬운 접근으로 학습자가 AI 모델을 사용해 학습 과정을 우회하게 되는 리스크.,L4_Description_ko,fbdf379414f2b72801aa444e176f59b79af616d4ed300e8c30f5065bd4b7af74,ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0306,KOREAN_COPYEDIT_20260829,General,G_SYS_OEXT_007,SRC-G-0023,RAI4-0471,G_SYS_OEXT,Capability overhang,역량 오버행,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 잠재 역량이 평가·모니터링·거버넌스 절차가 탐지하는 수준을 초과하는 리스크.,역량 오버행,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 잠재 역량이 평가·모니터링·거버넌스 절차가 탐지하는 수준을 초과하는 리스크.,L4_Description_ko,8f6c9aebec092cd98cc9822b7f84a9e5f89692a198dc43a5b41a556223f33439,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0307,KOREAN_COPYEDIT_20260829,General,G_SYS_OEXT_008,SRC-G-0069,RAI4-0338,G_SYS_OEXT,Cross-stage error accumulation in long tasks,장기 작업의 단계 간 오차 누적,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 인지에서 예측과 제어로 전달된 작은 오차가 긴 작업 순서에서 누적되어 최종 행동이 안전 경계를 넘는 위험.,장기 작업의 단계 간 오차 누적,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인지에서 예측과 제어로 전달된 작은 오차가 긴 작업 순서에서 누적되어 최종 행동이 안전 경계를 넘는 위험.,L4_Description_ko,be89945bcd4a3cac9f84cf99f8036d2590fb768f68d5a53c20e8d594513f7222,GRAMMAR_AND_ORTHOGRAPHY,L3_MASTER|KOREAN_ORTHOGRAPHY_AND_SPACING_QA,NO,APPROVED_LANGUAGE_QA_20260829
KOC-0308,KOREAN_COPYEDIT_20260829,General,G_SOC_GOV_020,SRC-G-0408,RAI4-0112,G_SOC_GOV,Displacement of human decision authority through AI delegation,AI 위임에 따른 인간 의사결정 권한 이전,"AI에 대한 반복적 위임으로 실질적 의사 결정 권한과 결정의 소유권이 명시적 거버넌스 결정 없이 특정 가능한 인간 행위자로부터 이전되고, 업무 흐름이 위임에 의존하게 되면서 권한을 인간 의사 결정자에게 되돌리는 일이 과도한 비용이 들거나 사실상 불가능해지는 리스크.",AI 위임에 따른 인간 의사결정 권한 이전,"AI에 대한 반복적 위임으로 실질적 의사결정 권한과 결정의 소유권이 명시적 거버넌스 결정 없이 특정 가능한 인간 행위자로부터 이전되고, 업무 흐름이 위임에 의존하게 되면서 권한을 인간 의사결정자에게 되돌리는 데 과도한 비용이 들거나 사실상 불가능해지는 리스크.",L4_Description_ko,de647732c4061cfe592a016e822e75beaa1a101f671093b8da496b6ee74204fd,SENTENCE_RECONSTRUCTION,L3_MASTER|SOURCE_ENGLISH_DEFINITION|POLICY_AND_TECHNICAL_TERMINOLOGY_QA,YES,APPROVED_LANGUAGE_QA_20260829
