Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After,Korean_Copyedit_Decision_IDs,Korean_Copyedit_Applied,Final_QA_Decision_IDs,Final_QA_Applied,English_Copyedit_Decision_IDs,English_Copyedit_Applied
General,394,G_SOC_ENV_016,원자재 수요에 의한 자원 고갈,G_SOC_ENV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-262:지구가 곧 공급하지 못한다는 추정적 표현을 제거하고 유한 자원 고갈과 공급 제약이라는 검증 가능한 기제로 정제한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_ENV_011,원자재 수요에 의한 자원 고갈,G_SOC_ENV,KOC-0230,YES,FQA-262,YES,,NO
General,395,G_SOC_ENV_017,AI 가속 나노기술에 의한 독성 나노입자 통제 상실,G_SOC_ENV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-263:AI가 물질을 직접 변형하거나 화학 반응을 일으킨다는 부정확한 인과를 제거하고 AI 기반 설계·제조와 유해 입자 방출의 위험으로 정제한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_ENV_012,AI 기반 나노물질 설계·제조에 따른 유해 나노입자 방출,G_SOC_ENV,KOC-0231,YES,FQA-263,YES,,NO
General,396,G_SOC_ENV_018,지속불가능한 자원 사용,G_SOC_ENV,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_SOC_ENV_013,지속불가능한 자원 사용,G_SOC_ENV,,NO,,NO,EOC-0168,YES
General,397,G_SOC_GOV_001,AI 공급망의 책임성·무결성 실패,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_008,AI 공급망의 책임성·무결성 실패,G_SOC_GOV,KOC-0232,YES,,NO,,NO
General,398,G_SOC_GOV_002,모델 공급망 전반의 책임 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence; L4_ID,General,G_SOC_GOV_009,모델 공급망 전반의 책임 공백,G_SOC_GOV,KOC-0233,YES,,NO,,NO
General,399,G_SOC_GOV_003,검증 불가능한 AI 의사결정의 책임 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_010,검증 불가능한 AI 의사결정의 책임 공백,G_SOC_GOV,KOC-0234,YES,,NO,,NO
General,400,G_SOC_GOV_004,AI 시스템에 대한 고착화된 의존,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_SOC_GOV_011,AI 시스템에 대한 고착화된 의존,G_SOC_GOV,,NO,,NO,EOC-0169,YES
General,401,G_SOC_GOV_005,AI 자기이익 개입에 의한 권리 보호 약화,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_012,AI 자기이익 개입에 의한 권리 보호 약화,G_SOC_GOV,KOC-0235,YES,,NO,,NO
General,402,G_SOC_GOV_006,AI 피해의 책임·구제 및 시정 경로 실패,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_GOV_013,AI 피해의 책임·구제 및 시정 경로 실패,G_SOC_GOV,,NO,,NO,,NO
General,403,G_SOC_GOV_007,점진적인 통제력 상실,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_014,점진적인 통제력 상실,G_SOC_GOV,KOC-0236,YES,,NO,,NO
General,404,G_SOC_GOV_008,라이프사이클 거버넌스 불연속성,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_015,라이프사이클 거버넌스 불연속성,G_SOC_GOV,KOC-0237,YES,,NO,,NO
General,405,G_SOC_GOV_009,현지 책임 없는 현지화,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_en; L4_ID,General,G_SOC_GOV_016,현지 책임 없는 현지화,G_SOC_GOV,,NO,,NO,EOC-0170,YES
General,406,G_SOC_GOV_010,현지 규범·제도와의 불일치,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_017,현지 규범·제도와의 불일치,G_SOC_GOV,KOC-0238,YES,,NO,,NO
General,407,G_SOC_GOV_011,생성형 AI에 대한 규제 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence; L4_ID,General,G_SOC_GOV_018,생성형 AI에 대한 규제 공백,G_SOC_GOV,KOC-0239,YES,,NO,,NO
General,408,G_SOC_GOV_012,AI 발전에 뒤처지는 규제 지체,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_GOV_019,AI 발전에 뒤처지는 규제 지체,G_SOC_GOV,,NO,,NO,,NO
General,409,G_SOC_GOV_013,위험 소유권의 모호성,G_SOC_GOV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-264:위험 소유권이라는 직역을 조직 거버넌스에서 통용되는 리스크 책임 주체로 풀어 쓰고 책임을 부담한다는 자연스러운 호응을 사용한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_GOV_020,AI 리스크 책임 주체의 불명확성,G_SOC_GOV,,NO,FQA-264,YES,,NO
General,410,G_SOC_GOV_014,폭주 프로세스,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_SOC_GOV_021,양의 피드백에 따른 통제 불가능한 연쇄 과정,G_SOC_GOV,KOC-0240,YES,,NO,,NO
General,411,G_SOC_GOV_015,기능·책임 명세 공백,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_GOV_022,기능·책임 명세 공백,G_SOC_GOV,KOC-0241,YES,,NO,,NO
General,412,G_SOC_GOV_016,정보·책임 구조 부재에 의한 책임 귀속 불가,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_SOC_GOV_023,정보·책임 구조 부재에 의한 책임 귀속 불가,G_SOC_GOV,,NO,,NO,EOC-0171,YES
General,413,G_SOC_GOV_017,AI 구성요소 상호작용의 원인 규명 곤란,G_SOC_GOV,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-265:복수 구성요소의 상호작용으로 인한 피해 가능성을 반영하여 단일·복합 원인 귀인을 모두 명시한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_GOV_024,AI 구성요소 상호작용의 원인 규명 곤란,G_SOC_GOV,KOC-0242,YES,FQA-265,YES,,NO
General,414,G_SOC_GOV_018,AI 사고·아차사고 과소보고,G_SOC_GOV,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_SOC_GOV_025,AI 사고·아차사고 과소보고,G_SOC_GOV,,NO,,NO,EOC-0172,YES
General,415,G_SOC_POWER_001,사회경제적 불평등 증폭과 AI 이익의 집중,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_002,사회경제적 불평등 증폭과 AI 이익의 집중,G_SOC_POWER,KOC-0243,YES,,NO,EOC-0173,YES
General,416,G_SOC_POWER_002,공통 AI 플랫폼 집중에 따른 단일 장애점,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_003,공통 AI 플랫폼 집중에 따른 단일 장애점,G_SOC_POWER,KOC-0244,YES,,NO,EOC-0174,YES
General,417,G_SOC_POWER_003,연산 자원 접근 불평등,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-266:명칭을 정의에서 반복하는 동어반복을 제거하고 접근 격차가 개발·감사·활용 주체를 제한하는 결과를 직접 기술한다.,L4_Description_ko; Mapping evidence; L4_ID,General,G_SOC_POWER_004,연산 자원 접근 불평등,G_SOC_POWER,,NO,FQA-266,YES,,NO
General,418,G_SOC_POWER_004,AI 권력·시장 지배력의 집중,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_ID,General,G_SOC_POWER_005,AI 권력·시장 지배력의 집중,G_SOC_POWER,,NO,,NO,,NO
General,419,G_SOC_POWER_005,AI 자원을 둘러싼 갈등,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-267:conflict의 반복을 제거하고 반도체 제조 시설을 정책·산업 용어인 fabrication facilities로 정제한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_POWER_006,AI 자원을 둘러싼 갈등,G_SOC_POWER,KOC-0245,YES,FQA-267,YES,,NO
General,420,G_SOC_POWER_006,글로벌 AI 격차와 불평등,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_POWER_007,글로벌 AI 격차와 불평등,G_SOC_POWER,KOC-0246,YES,,NO,,NO
General,421,G_SOC_POWER_007,기업 AI 경쟁의 폐해,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_008,기업 AI 경쟁의 폐해,G_SOC_POWER,KOC-0247,YES,,NO,EOC-0175,YES
General,422,G_SOC_POWER_008,AI 시스템 접근 불평등과 기회로부터의 배제,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-059:책임 귀속과 동의의 한영 의미를 일치시키고 AI 에이전트의 매개 역할과 기회 배제·누적 불이익의 인과를 자연스러운 정책 문장으로 정제한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_POWER_009,AI 시스템 접근 불평등과 기회로부터의 배제,G_SOC_POWER,,NO,FQA-059,YES,,NO
General,423,G_SOC_POWER_009,노동 착취와 거시경제적 불평등 심화,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-268:노동 착취와 거시경제 피해를 중복 없이 병렬화하고 systemic inequality를 구조적 불평등으로 정확히 표현한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_POWER_010,노동 착취와 거시경제적 불평등 심화,G_SOC_POWER,KOC-0248,YES,FQA-268,YES,EOC-0176,YES
General,424,G_SOC_POWER_010,AI 개발 과정의 노동 착취,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-269:역외 외주라는 수식 범위를 노동 전체가 아닌 실제 외주되는 업무에 맞추고 content moderation 용어를 명시한다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SOC_POWER_011,AI 개발 과정의 노동 착취,G_SOC_POWER,KOC-0249,YES,FQA-269,YES,EOC-0177,YES
General,425,G_SOC_POWER_011,시장 독점,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SOC_POWER_012,시장 독점,G_SOC_POWER,KOC-0250,YES,,NO,,NO
General,426,G_SOC_POWER_012,AI 역량 비대칭에 따른 권력 불균형과 지정학 적 긴장,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_013,AI 역량 비대칭에 따른 권력 불균형과 지정학적 긴장,G_SOC_POWER,KOC-0251,YES,,NO,EOC-0178,YES
General,427,G_SOC_POWER_013,AI 지식의 사유화,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_ID,General,G_SOC_POWER_014,AI 지식의 사유화,G_SOC_POWER,KOC-0252,YES,,NO,EOC-0179,YES
General,428,G_SOC_POWER_014,기업 권력 비대칭에 의한 규제 포획,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_015,기업 권력 비대칭에 의한 규제 포획,G_SOC_POWER,KOC-0253,YES,,NO,EOC-0180,YES
General,429,G_SOC_POWER_015,AI 개발 경쟁에서의 안전 후순위화,G_SOC_POWER,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_ko; L4_Description_en; L4_ID,General,G_SOC_POWER_016,AI 개발 경쟁에서의 안전 후순위화,G_SOC_POWER,KOC-0254,YES,,NO,EOC-0181,YES
General,430,G_SOC_POWER_016,테러리스트의 첨단 AI 획득,G_SOC_POWER,,FINAL_QA_REMAP_PER_REVIEW,No second-round change request. | FQA-060:테러 행위자의 공격 계획·실행 역량 획득은 AI 접근 격차나 권력 집중이 아니라 위해 기술의 획득·운용을 지원하는 무기화 L3와 직접 일치하므로 L3 마스터 우선 원칙에 따라 재배치한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_WEAP_023,테러 행위자의 첨단 AI 역량 획득,G_INT_WEAP,KOC-0255,YES,FQA-060,YES,,NO
General,431,G_SOC_POWER_017,모델 접근으로 인한 이익의 불공정한 분배,G_SOC_POWER,,UNCHANGED,No second-round change request.,,General,G_SOC_POWER_017,모델 접근으로 인한 이익의 불공정한 분배,G_SOC_POWER,,NO,,NO,,NO
General,432,G_SOC_POWER_018,디지털 격차 확대,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-052:생성형 AI 표기를 통일하고 벤더가 서비스 접근을 차단한 지역의 거주자라는 범위를 한영에서 명확히 일치시킨다.,L4_Description_ko; L4_Description_en; Mapping evidence,General,G_SOC_POWER_018,디지털 격차 확대,G_SOC_POWER,,NO,FQA-052,YES,,NO
General,433,G_SOC_POWER_019,승자독식 역학,G_SOC_POWER,,UNCHANGED,No second-round change request.,,General,G_SOC_POWER_019,승자독식 역학,G_SOC_POWER,,NO,,NO,,NO
General,434,G_SOC_POWER_020,자본편중·시장집중·접근격차에 의한 불평등 심화,G_SOC_POWER,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-270:자본과 노동의 몫·수익·보상 변화를 경제학적으로 명확한 병렬 구조로 교정한다.,L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping evidence,General,G_SOC_POWER_020,자본 편중·시장 집중·접근 격차에 따른 불평등 심화,G_SOC_POWER,KOC-0256,YES,FQA-270,YES,EOC-0182,YES
General,435,G_SYS_CONTEST_001,높은 비용으로 인한 접근 배제,G_SYS_CONTEST,(jay) [이관] Inequality and Power Concentration,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SOC_POWER. | FQA-271:비문인 afford developing을 afford to develop or use로 교정한다.,L1/L2/L3 hierarchy; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_POWER_021,높은 비용으로 인한 접근 배제,G_SOC_POWER,,NO,FQA-271,YES,,NO
General,436,G_SYS_CONTEST_002,인간 참여형 형식적 승인,G_SYS_CONTEST,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_CONTEST_003,인간 참여형 형식적 승인,G_SYS_CONTEST,KOC-0257,YES,,NO,,NO
General,437,G_SYS_CONTEST_003,사용자 데이터 보유·재학습,G_SYS_CONTEST,(jay) [이관] Privacy Violation,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_INT_PRIV. | FQA-053:생성형 AI 표기를 통일하고 중복 목적격 조사를 제거하며 유효한 동의와 개인정보 통제권 침해를 직접 명시한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_PRIV_016,사용자 데이터 보유·재학습,G_INT_PRIV,,NO,FQA-053,YES,,NO
General,438,G_SYS_CONTEST_004,마찰 없는 AI 관계로 인한 개인 성장 저해,G_SYS_CONTEST,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en,General,G_SYS_CONTEST_004,마찰 없는 AI 관계로 인한 개인 성장 저해,G_SYS_CONTEST,KOC-0258,YES,,NO,EOC-0184,YES
General,439,G_SYS_CONTEXT_001,상황에 구애받지 않는 보편주의,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_Description_en,General,G_SYS_CONTEXT_001,상황에 구애받지 않는 보편주의,G_SYS_CONTEXT,,NO,,NO,EOC-0185,YES
General,440,G_SYS_CONTEXT_002,맥락적 프라이버시 보호 실패,G_SYS_CONTEXT,(jay) [분할] 복합적. 맥락 인식 실패 + Privacy violation 혼재되어 해당 L4를 분해 필요,INTENT_CORRECTION_SPLIT_APPLIED,원문에 맥락 단서 오해와 개인정보 노출 기제가 모두 존재한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_CONTEXT_008 | G_INT_PRIV_024,사회·상황적 단서의 오해 | 맥락적 개인정보 보호 실패,G_SYS_CONTEXT | G_INT_PRIV,,NO,,NO,EOC-0188,YES
General,441,G_SYS_CONTEXT_003,문화적 맥락 붕괴,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_CONTEXT_002,문화적 맥락 붕괴,G_SYS_CONTEXT,,NO,,NO,,NO
General,442,G_SYS_CONTEXT_004,이용자 정서 맥락 인식 실패,G_SYS_CONTEXT,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-272:정서 맥락을 apply한다고 표현한 의미 오류를 appropriately account for로 바로잡는다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SYS_CONTEXT_003,이용자 정서 맥락 인식 실패,G_SYS_CONTEXT,KOC-0259,YES,FQA-272,YES,EOC-0186,YES
General,443,G_SYS_CONTEXT_005,존대·공손 규범 보존 실패,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_CONTEXT_004,존대·공손 규범 보존 실패,G_SYS_CONTEXT,,NO,,NO,,NO
General,444,G_SYS_CONTEXT_006,저자원 언어 가치 손실,G_SYS_CONTEXT,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",USER_DIRECTED_MERGE_REPRESENTATIVE,User approved consolidation of the low-resource-language cultural-risk components; the unrelated human-dignity source is retained separately after independent lineage review.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_SOC_CULT_018 | G_Others_096 | G_SYS_EVAL_050,저자원 언어와 문화적 의미의 침식 | 저자원 언어에서의 성능·역량 부족 | 저자원 언어 안전성 평가의 불충분성,G_SOC_CULT | G_Others | G_SYS_EVAL,,NO,,NO,,NO
General,445,G_SYS_CONTEXT_007,개인화된 설득 취약성,G_SYS_CONTEXT,(jay) [이관] Unethical Conduct and Manipulation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_UNETH.,L1/L2/L3 hierarchy; L4_Title_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_UNETH_021,개인화된 설득 취약성,G_INT_UNETH,,NO,,NO,EOC-0065,YES
General,446,G_SYS_CONTEXT_008,맥락적 사회 규범 위반,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_CONTEXT_005,맥락적 사회 규범 위반,G_SYS_CONTEXT,KOC-0260,YES,,NO,,NO
General,447,G_SYS_EVAL_001,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_011,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,G_SYS_EVAL,KOC-0261,YES,,NO,,NO
General,448,G_SYS_EVAL_002,분포 변화에 대한 AI 평가·검증 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_012,분포 변화에 대한 AI 평가·검증 실패,G_SYS_EVAL,,NO,,NO,,NO
General,449,G_SYS_EVAL_003,AI 레지스트리 불완전성,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_013,AI 레지스트리 불완전성,G_SYS_EVAL,KOC-0262,YES,,NO,,NO
General,450,G_SYS_EVAL_004,보증 사례 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_014,보증 사례 실패,G_SYS_EVAL,KOC-0263,YES,,NO,,NO
General,451,G_SYS_EVAL_005,감사자 독립성 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_SYS_EVAL_015,감사자 독립성 실패,G_SYS_EVAL,KOC-0264,YES,,NO,EOC-0190,YES
General,452,G_SYS_EVAL_006,벤치마크 오염에 의한 모델 평가 무효화,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SYS_EVAL_016,벤치마크 오염에 의한 모델 평가 무효화,G_SYS_EVAL,KOC-0265,YES,,NO,EOC-0191,YES
General,453,G_SYS_EVAL_007,벤치마크 조작(gaming),G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_017,벤치마크 조작(gaming),G_SYS_EVAL,,NO,,NO,,NO
General,454,G_SYS_EVAL_008,합성 위험 시나리오의 편향된 평가 범위,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence; L4_ID,General,G_SYS_EVAL_018,합성 위험 시나리오의 편향된 평가 범위,G_SYS_EVAL,KOC-0266,YES,,NO,,NO
General,455,G_SYS_EVAL_009,AI 보증·감독 메커니즘의 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_en; L4_ID,General,G_SYS_EVAL_019,AI 보증·감독 메커니즘의 실패,G_SYS_EVAL,,NO,,NO,EOC-0192,YES
General,456,G_SYS_EVAL_010,인증 포획,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_020,인증 포획,G_SYS_EVAL,KOC-0267,YES,,NO,,NO
General,457,G_SYS_EVAL_011,변경 관리 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_021,변경 관리 실패,G_SYS_EVAL,KOC-0268,YES,,NO,,NO
General,458,G_SYS_EVAL_012,커뮤니티 가치 포착 실패,G_SYS_EVAL,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-273:capture의 직역을 피하고 가치의 수렴·문서화·반영이라는 평가·거버넌스 행위를 명확히 한다.,L4_Title_ko; L4_Title_en; L4_Description_ko; Mapping evidence; L4_ID,General,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,G_SYS_EVAL,KOC-0269,YES,FQA-273,YES,,NO
General,459,G_SYS_EVAL_013,데이터 수집 품질관리 결함,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,General,G_SYS_EVAL_023,데이터 수집 품질관리 결함,G_SYS_EVAL,KOC-0270,YES,,NO,EOC-0193,YES
General,460,G_SYS_EVAL_014,학습 데이터 어노테이션 결함,G_SYS_EVAL,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_108,학습 데이터 주석 결함,G_Others,KOC-0383,YES,,NO,EOC-0147,YES
General,461,G_SYS_EVAL_015,상황 인식을 이용한 평가 기만·배포 설득,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SYS_EVAL_024,상황 인식에 따른 평가 기만,G_SYS_EVAL,KOC-0271,YES,,NO,EOC-0194,YES
General,462,G_SYS_EVAL_016,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Title_en; L4_ID,General,G_SYS_EVAL_025,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,G_SYS_EVAL,,NO,,NO,EOC-0195,YES
General,463,G_SYS_EVAL_017,자기·상황 인식에 따른 평가 인지 행동 변화,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_ko; Mapping evidence; L4_ID,General,G_SYS_EVAL_026,평가 상황 인식에 따른 행동 변화,G_SYS_EVAL,KOC-0272,YES,,NO,,NO
General,464,G_SYS_EVAL_018,평가 쇼핑,G_SYS_EVAL,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-274:선택적 보고가 시스템 실제 위험을 왜곡한다는 한글 정의의 결과를 영문에 복원한다.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,General,G_SYS_EVAL_027,평가 쇼핑,G_SYS_EVAL,KOC-0273,YES,FQA-274,YES,EOC-0196,YES
General,465,G_SYS_EVAL_019,외부 평가 접근 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_028,외부 평가 접근 실패,G_SYS_EVAL,KOC-0274,YES,,NO,,NO
General,466,G_SYS_EVAL_020,역량 평가·출시 거버넌스 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_029,역량 평가·출시 거버넌스 실패,G_SYS_EVAL,KOC-0275,YES,,NO,,NO
General,467,G_SYS_EVAL_021,모델 결함의 공개·변경 추적 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_030,모델 결함의 공개·변경 추적 실패,G_SYS_EVAL,,NO,,NO,,NO
General,468,G_SYS_EVAL_022,참여적·가치 민감 설계의 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_031,참여적·가치 민감 설계의 실패,G_SYS_EVAL,KOC-0276,YES,,NO,,NO
General,469,G_SYS_EVAL_023,에이전트 사고의 실패 모드 모호성,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_032,에이전트 사고의 실패 모드 모호성,G_SYS_EVAL,KOC-0277,YES,,NO,,NO
General,470,G_SYS_EVAL_024,LLM 평가자 오판,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Title_en; L4_Description_en; L4_ID,General,G_SYS_EVAL_033,LLM 평가자 오판,G_SYS_EVAL,,NO,,NO,EOC-0197,YES
General,471,G_SYS_EVAL_025,감사 체크리스트의 형식적 준수,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,General,G_SYS_EVAL_034,감사 체크리스트의 형식적 준수,G_SYS_EVAL,KOC-0278,YES,,NO,,NO
General,472,G_SYS_EVAL_026,가이드라인 오염,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_035,가이드라인 오염,G_SYS_EVAL,,NO,,NO,,NO
