Source_Domain,Source_Row_Number,Source_L4_ID,Source_L4_Title_ko,Human_Review_Comment,Instruction_Type,Ledger_Decision,Final_L4_IDs,Final_L3_IDs,Final_L4_Titles_ko,Lineage_Check,Instruction_Execution,Semantic_Preservation,L1_L3_Boundary,Bilingual_Alignment,Duplicate_Check,Facet_ActType_Check,Status,Blocking,Finding,Recommended_Action
General,533,G_SYS_OEXT_009,샌드박스 우회에 의한 격리 통제 상실,(jay) [분할] 복합적. Security and Adversarial Robustness Failure + Deception and Scheming이 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_APPLY_TRANSFER_APPLIED,G_SYS_SECADV_045,G_SYS_SECADV,샌드박스 탈출과 보호장치 우회,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,534,G_SYS_OEXT_010,과적합 및 과소적합,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_EVAL_042,G_SYS_EVAL,과적합·과소적합을 탐지하지 못한 평가,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,536,G_SYS_OEXT_012,해석가능성 결과에 대한 과대평가와 거짓 확 신,"yj_""거짓 확신"" 오타 정정",DIRECT_EDIT,EXPERT_REWRITE_APPLIED,G_SYS_OEXT_015,G_SYS_OEXT,설명가능성 기법의 검증범위 초과 과신,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,537,G_SYS_OEXT_013,광범위 배포 AI 어시스턴트를 통한 대규모 영 향력 행사,(jay) [분할] 복합적. Unethical Conduct and Manipulation + Erosion of Democracy and Civic Order + Inequality and Power Concentration이 혼재되어 해당 L4를 분해 필요,SPLIT,EXPERT_SPLIT_APPLIED,G_INT_UNETH_019 | G_SOC_DEMOC_005 | G_SOC_POWER_022,G_INT_UNETH | G_SOC_DEMOC | G_SOC_POWER,취약성을 이용한 행동 조작 | 민주적 공론과 시민 신뢰의 침식 | 인구규모 AI 영향력의 집중,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,538,G_SYS_OEXT_014,전문적 판단력 위축,(jay) [이관] Cultural and Epistemic Erosion,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_CULT_013,G_SOC_CULT,전문적 판단력 위축,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,539,G_SYS_OEXT_015,문화 해석 권위의 이전,(jay) [이관] Cultural and Epistemic Erosion,TRANSFER,L3_REASSIGN_APPLIED,G_SOC_CULT_014,G_SOC_CULT,문화 해석 권위의 이전,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,542,G_SYS_OREF_001,거절-능력 혼동,(jay) [이관] Evaluation and Assurance Failure,TRANSFER,L3_REASSIGN_APPLIED,G_SYS_EVAL_038,G_SYS_EVAL,거절-능력 혼동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,543,G_SYS_OREF_002,안전하지 않은 지시 주제,(jay) [이관] Security and Adversarial Robustness Failure,TRANSFER,L3_REASSIGN_APPLIED,G_SYS_SECADV_001,G_SYS_SECADV,안전하지 않은 지시 주제,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
General,572,G_SYS_SECADV_017,이상 조건에서의 성능·견고성·복원력 실패,(jay) [이관] Performance and Reliability Failure,TRANSFER,EXPERT_REWRITE_APPLIED,G_SYS_SECADV_046,G_SYS_SECADV,데이터 중독·적대적 입력에 의한 보안 교란,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,2,P_INT_SAFETY_001,보조 로봇 개입 타이밍 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_001,P_INT_SAFETY,보조 로봇 개입 타이밍 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,3,P_INT_SAFETY_002,제어 장벽 함수 안전필터 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_002,P_INT_SAFETY,제어 장벽 함수 안전필터 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,4,P_INT_SAFETY_003,인간-AI 공존 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_003,P_INT_SAFETY,인간-AI 공존 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,5,P_INT_SAFETY_004,로봇의 충돌 회피·운행구역 통제 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_004,P_INT_SAFETY,로봇의 충돌 회피·운행구역 통제 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,6,P_INT_SAFETY_005,물리적 위험의 감지·예측 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_005,P_INT_SAFETY,물리적 위험의 감지·예측 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,7,P_INT_SAFETY_006,희귀 가정 상해의 전조 감지 실패,가정용 에이전트 용어를 일반적인 용어로 변경. 예를 들면 '로봇' 또는 '체화형 AI 에이전트' 또는 '체화형 에이전트',DIRECT_EDIT,EXPERT_REWRITE_APPLIED,P_INT_SAFETY_025,P_INT_SAFETY,가정용 로봇과의 상호작용 안전 실패,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,YES,"Direct terminology edit was expanded into a different risk mechanism. The source concerned failure to detect precursors of rare household injuries and failure to warn or intervene; the final card concerns unsafe distance, force, or contact during interaction.","Restore the precursor-detection and warning/intervention mechanism while replacing only the requested household-agent terminology, or obtain explicit approval for the substantive rewrite."
Physical,8,P_INT_SAFETY_007,구현체별 역할·권한 제약 집행 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_006,P_INT_SAFETY,구현체별 역할·권한 제약 집행 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,9,P_INT_SAFETY_008,인간-로봇 상호 행동 모델링 미흡,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_007,P_INT_SAFETY,인간-로봇 상호 행동 모델링 미흡,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,10,P_INT_SAFETY_009,위험 지시 거부 실패,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_008,P_INT_SAFETY,위험 지시 거부 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,11,P_INT_SAFETY_010,안전 규칙의 행동 변환 실패,한국어 리스크 정의 용어의 일관성 유지. 체화형 에이전트 또는 embodied 에이전트,DIRECT_EDIT+KEEP,EXPERT_REWRITE_APPLIED,P_INT_SAFETY_026,P_INT_SAFETY,체화형 AI의 인간 상호작용 안전 실패,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,YES,"Terminology harmonisation was expanded into a different risk mechanism. The source concerned failure to translate language goals into force, distance, object-use, and contact constraints; the final card concerns generic failure to adjust movement around people.","Retain the language-to-action safety-constraint mechanism and harmonise only the embodied-agent terminology, or obtain explicit approval for the substantive rewrite."
Physical,12,P_INT_SAFETY_011,장면 변화 시 인간 행동 모방 실패,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",CONFLICT+DELETE+KEEP,KEEP_CONFIRMED_EXPERT,P_INT_SAFETY_009,P_INT_SAFETY,장면 변화 시 인간 행동 모방 실패,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,NO,Conflicting retain and delete recommendations were adjudicated as KEEP by expert rationale; owner confirmation remains advisable.,Record an owner decision resolving the conflicting reviewer instructions before treating the decision as final.
Physical,13,P_INT_SAFETY_012,인간 접촉 안전 통제 미흡,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_010,P_INT_SAFETY,인간 접촉 안전 통제 미흡,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,14,P_INT_SAFETY_013,배포 전 물리적 안전 시험 미흡,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",CONFLICT+DELETE+KEEP,PENDING_NOT_APPLIED,P_Others_001,P_Others,배포 전 물리적 안전 시험 미흡,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,NO,Conflicting retain and delete recommendations remain explicitly pending in P_Others.,Record an owner decision resolving the conflicting reviewer instructions before treating the decision as final.
Physical,15,P_INT_SAFETY_014,시각 장면의 안전 판단 오류,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_011,P_INT_SAFETY,시각 장면의 안전 판단 오류,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,16,P_INT_SAFETY_015,런타임 안전 모니터 실패,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",CONFLICT+DELETE+KEEP,L3_REASSIGN_APPLIED,P_SYS_CONTROL_002,P_SYS_CONTROL,런타임 안전 모니터 실패,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,NO,Conflicting retain and delete recommendations were resolved by L3 reassignment; owner confirmation remains advisable.,Record an owner decision resolving the conflicting reviewer instructions before treating the decision as final.
Physical,17,P_INT_SAFETY_016,안전-성능 균형 실패,"(유지) (jw) l3와 무관하며, general에 해당해보임",KEEP,EXPERT_APPLY_TRANSFER_APPLIED,P_SYS_CONTROL_058,P_SYS_CONTROL,성능 최적화에 의한 물리 안전제약 위반,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,NO,Retain and cross-domain suggestions conflict; expert retained the card in Physical under a different L3.,Record an owner decision resolving the conflicting reviewer instructions before treating the decision as final.
Physical,18,P_INT_SAFETY_017,전신 이동 충돌,(유지),KEEP,KEEP_CONFIRMED,P_INT_SAFETY_012,P_INT_SAFETY,전신 이동 충돌,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,19,P_INT_TAMPER_001,로봇 인지 겨냥 적대 패치 공격,"(유지) (jw) l3와 무관하며, security에 해당해보임",KEEP,L3_REASSIGN_APPLIED,G_SYS_SECADV_043,G_SYS_SECADV,로봇 인지 겨냥 적대 패치 공격,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,NO,Retain and security-transfer suggestions conflict; expert selected the General security L3.,Record an owner decision resolving the conflicting reviewer instructions before treating the decision as final.
Physical,20,P_INT_TAMPER_002,자동화된 표적 스토킹·물리적 위협,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_001,P_INT_TAMPER,자동화된 표적 스토킹·물리적 위협,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,21,P_INT_TAMPER_003,핵심 인프라 로봇 사이버 사보타주,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_002,P_INT_TAMPER,핵심 인프라 로봇 사이버 사보타주,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,22,P_INT_TAMPER_004,피지컬 AI의 파괴·학대 행동,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,DIRECT_EDIT+KEEP,EXPERT_SPLIT_APPLIED,G_INT_WEAP_022 | G_INT_VIOL_012,G_INT_WEAP | G_INT_VIOL,AI·로봇 역량의 파괴적 무기화 | 로봇을 이용한 위협·괴롭힘 지원,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,23,P_INT_TAMPER_005,불법·유해 물리 요청의 수용·실행,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_003,P_INT_TAMPER,불법·유해 물리 요청의 수용·실행,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,24,P_INT_TAMPER_006,로봇 군집 하이재킹,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_004,P_INT_TAMPER,로봇 군집 하이재킹,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,25,P_INT_TAMPER_007,유해 행동 재구성 공격,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_005,P_INT_TAMPER,유해 행동 재구성 공격,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,26,P_INT_TAMPER_008,모델 절취·변조,"General 영역으로 이동, 적합한 L3와 매핑할 것",TRANSFER,L3_REASSIGN_APPLIED,G_Others_142,G_Others,모델 절취·변조,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,27,P_INT_TAMPER_009,인지-행동 순서 조작 공격,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_006,P_INT_TAMPER,인지-행동 순서 조작 공격,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,28,P_INT_TAMPER_010,장면 의미 조작 공격,(유지),KEEP,KEEP_CONFIRMED,P_INT_TAMPER_007,P_INT_TAMPER,장면 의미 조작 공격,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,29,P_INT_TAMPER_011,로봇 능력의 무기화,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",DIRECT_EDIT,EXPERT_APPLY_TRANSFER_APPLIED,G_INT_WEAP_023,G_INT_WEAP,로봇 역량의 감시·위협·공격 전용,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,30,P_Others_001,휴머노이드 안전 시험·인증·집행 체계 부재,L3 하드웨어/기계 무결성 결함으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_HARDWARE_001,P_SYS_HARDWARE,휴머노이드 안전 시험·인증·집행 체계 부재,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,31,P_Others_002,상위 안전 지시의 해석 불명확,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_003,P_SYS_CONTROL,상위 안전 지시의 해석 불명확,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,32,P_Others_003,클라우드 오프로드 의존 실패,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_004,P_SYS_CONTROL,클라우드 오프로드 의존 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,33,P_Others_004,명령의 구현체별 하드웨어 한계 초과,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_005,P_SYS_CONTROL,명령의 구현체별 하드웨어 한계 초과,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,35,P_Others_006,단일 로봇 내부의 시각·접촉 신호 충돌,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_006,P_SYS_CONTROL,단일 로봇 내부의 시각·접촉 신호 충돌,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,36,P_Others_007,인구집단별 피지컬 서비스·안전 격차,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_013,P_INT_SAFETY,인구집단별 피지컬 서비스·안전 격차,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,37,P_Others_008,설계 단계 명세 오류,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),DIRECT_EDIT,TEXT_EDIT_APPLIED,P_Others_003,P_Others,피지컬AI 시스템 설계 단계 명세 오류,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,38,P_Others_009,물리 운용 환경 분포 이동,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_007,P_SYS_CONTROL,물리 운용 환경 분포 이동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,39,P_Others_010,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,L4 물리 상태 추정 센서 융합 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_STATE_001,P_SYS_STATE,현실과 괴리된 합성 학습 데이터의 평가·검증 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,40,P_Others_011,소셜 AI의 사용자 애착 악용,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_014,P_INT_SAFETY,소셜 AI의 사용자 애착 악용,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,41,P_Others_012,물리적 위험에 대한 적시 대응 실패,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_008,P_SYS_CONTROL,물리적 위험에 대한 적시 대응 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,42,P_Others_013,헌법적 안전 규칙 집행 실패,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_015,P_INT_SAFETY,헌법적 안전 규칙 집행 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,43,P_Others_014,필수 돌봄·상황 보고 미이행,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_016,P_INT_SAFETY,필수 돌봄·상황 보고 미이행,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,44,P_Others_015,가정 내 로봇 행동 안전성 평가의 위음성,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_009,P_SYS_CONTROL,가정 내 로봇 행동 안전성 평가의 위음성,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,45,P_Others_016,기반 모델 실패의 로봇 행동 전이,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_010,P_SYS_CONTROL,기반 모델 실패의 로봇 행동 전이,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,46,P_Others_017,휴머노이드 보행·조작 안정성 실패,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_011,P_SYS_CONTROL,휴머노이드 보행·조작 안정성 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,47,P_Others_018,휴머노이드 보행 속도 초과,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_012,P_SYS_CONTROL,휴머노이드 보행 속도 초과,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,48,P_Others_019,부상 심각도 오분류,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_013,P_SYS_CONTROL,부상 심각도 오분류,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,49,P_Others_020,가정 공간·취약 사용자 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_017,P_INT_SAFETY,가정 공간·취약 사용자 시나리오 누락,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,50,P_Others_021,개인 돌봄 로봇 준수 기준 부재,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_014,P_SYS_CONTROL,개인 돌봄 로봇 준수 기준 부재,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,51,P_Others_022,가정 작업 벤치마크의 희귀 조건 조합 누락,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_018,P_INT_SAFETY,가정 작업 벤치마크의 희귀 조건 조합 누락,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,52,P_Others_023,로봇 레드팀의 공격·상호작용 시나리오 누락,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_019,P_INT_SAFETY,로봇 레드팀의 공격·상호작용 시나리오 누락,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,53,P_Others_024,시연 학습의 안전 맥락 누락,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_020,P_INT_SAFETY,시연 학습의 안전 맥락 누락,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,54,P_Others_025,네트워크 분리와 군집 비동기화,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_015,P_SYS_CONTROL,네트워크 분리와 군집 비동기화,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,55,P_Others_026,공공 공간 통행 방해·접근성 배제,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_021,P_INT_SAFETY,공공 공간 통행 방해·접근성 배제,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,56,P_Others_027,물리적 안전을 우회하는 보상 과적합,L3 안전하지 않은 물리 제어 구동으로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_SYS_CONTROL_016,P_SYS_CONTROL,물리적 안전을 우회하는 보상 과적합,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,57,P_Others_028,시뮬레이션-실세계 전이·검증 실패,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_022,P_INT_SAFETY,시뮬레이션-실세계 전이·검증 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,58,P_Others_029,피지컬 AI 기반 직장 감시,L3 인간-로봇 물리 안전 실패로 분류,TRANSFER,L3_REASSIGN_APPLIED,P_INT_SAFETY_023,P_INT_SAFETY,피지컬 AI 기반 직장 감시,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,59,P_SYS_CONTROL_001,감각 교란 기반 비안전 행동,(유지),KEEP,KEEP_CONFIRMED,P_SYS_CONTROL_017,P_SYS_CONTROL,감각 교란 기반 비안전 행동,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
Physical,60,P_SYS_CONTROL_002,알고리즘 설계 실패,(유지),KEEP,KEEP_CONFIRMED,P_SYS_CONTROL_018,P_SYS_CONTROL,알고리즘 설계 실패,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,NO,"Instruction, expert rationale, final card, and source lineage are consistent with the governing L3-scope rule.",None.
