Rank,Left_L4_ID,Left_Domain,Left_L3_ID,Left_Title_ko,Left_Description_ko,Left_Title_en,Left_Description_en,Right_L4_ID,Right_Domain,Right_L3_ID,Right_Title_ko,Right_Description_ko,Right_Title_en,Right_Description_en,Similarity_ko,Similarity_en,Bilingual_Similarity,Same_L1,Same_L3
106,G_INT_VIOL_004,General,G_INT_VIOL,대량폭력 및 테러,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Mass violence and terrorism,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving mass violence and terrorism, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_007,General,G_INT_VIOL,관계 기반 폭력,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Relationship-based violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving relationship-based violence, causing physical or psychological harm to individuals or groups.",0.872557,0.866205,0.869381,True,True
107,G_INT_REPR_006,General,G_INT_REPR,학력 기반 적대·차별적 표상,AI 시스템이 학력을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on educational background,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on educational background, undermining dignity and fair treatment.",G_INT_REPR_014,General,G_INT_REPR,종교 기반 적대·차별적 표상,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on religion,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",0.844081,0.894145,0.869113,True,True
108,G_INT_SEX_006,General,G_INT_SEX,성착취 및 상업적 성행위,AI 시스템이 성착취 및 상업적 성행위 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,Sexual exploitation and commercial sexual activity,"The risk that an AI system generates, encourages, normalises, or facilitates content, decisions, or actions involving sexual exploitation and commercial sexual activity, infringing sexual autonomy and physical or psychological safety.",G_INT_SEX_007,General,G_INT_SEX,성희롱 및 성적 괴롭힘,AI 시스템이 성희롱 및 성적 괴롭힘 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 실행을 지원하여 성적 자기결정권과 신체·정신적 안전을 침해하는 리스크.,Sexual harassment and sexual bullying,"The risk that an AI system generates, encourages, normalises, or facilitates content, decisions, or actions involving sexual harassment and sexual bullying, infringing sexual autonomy and physical or psychological safety.",0.849268,0.888955,0.869112,True,True
109,G_INT_WEAP_001,General,G_INT_WEAP,불법 무기 거래,AI 시스템이 불법 무기 거래를 계획·최적화·중개·은폐하여 무기의 불법 획득·유통·확산을 지원하고 법적·사회적 피해를 초래하는 리스크.,Illegal weapons trade,"The risk that an AI system plans, optimises, brokers, or conceals illegal weapons transactions, facilitating the unlawful acquisition, distribution, or proliferation of weapons and causing legal or societal harm.",G_INT_WEAP_020,General,G_INT_WEAP,무기 확산 및 은닉,"AI 시스템이 무기 또는 무기 관련 물질의 이전·유통·불법 거래, 수출 통제 회피 또는 은닉을 지원하여 권한 없는 행위자의 접근 가능성을 높이고 탐지와 법 집행을 저해하는 리스크.",Weapons proliferation and concealment,"The risk that an AI system facilitates the transfer, distribution, illicit trafficking, evasion of export controls, or concealment of weapons or weapon-related materials, increasing their availability to unauthorised actors and impeding detection and law enforcement.",0.866116,0.87145,0.868783,True,True
110,G_INT_REPR_010,General,G_INT_REPR,국적·출신국·출신지역 기반 적대·차별적 표상,AI 시스템이 국적·출신국·출신지역에 근거하여 개인이나 집단에 대한 적대감·경멸·비하·배제·고정관념 또는 차별적 표상을 생성·강화·정당화함으로써 인간의 존엄성·평등권 및 공정한 대우를 훼손하는 리스크.,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of nationality, country of origin, or place of origin, undermining human dignity, equality, and fair treatment.",G_INT_REPR_011,General,G_INT_REPR,직업 기반 적대·차별적 표상,AI 시스템이 직업을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on occupation,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on occupation, undermining dignity and fair treatment.",0.832314,0.905234,0.868774,True,True
111,G_INT_VIOL_006,General,G_INT_VIOL,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Murder and severe physical violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_008,General,G_INT_VIOL,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",0.860263,0.876233,0.868248,True,True
112,G_INT_POL_002,General,G_INT_POL,선거 및 민주적 절차 방해,AI 시스템이 선거 및 민주적 절차 방해 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,Interference with elections and democratic processes,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving interference with elections and democratic processes, undermining democratic decision-making, civic order, or fundamental rights.",G_INT_POL_005,General,G_INT_POL,정치적 허위정보 및 여론조작,AI 시스템이 정치적 허위정보 및 여론 조작 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,Political misinformation and manipulation of public opinion,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political misinformation and manipulation of public opinion, undermining democratic decision-making, civic order, or fundamental rights.",0.870076,0.865816,0.867946,True,True
113,G_INT_SELF_007,General,G_INT_SELF,자살 준비 행위의 조장 및 구체적 지원,"AI 시스템이 자살 수단 확보, 장소 선택 또는 주변의 개입 회피 등 자살 준비 행위를 조장·정상화하거나 이에 필요한 구체적인 정보를 생성·제공하여 개인의 생명과 신체적·정신적 안녕을 위협하는 리스크.",Promotion of and concrete assistance for preparatory conduct for suicide,"The risk that an AI system encourages or normalises preparatory conduct for suicide, or generates or provides concrete information for acquiring means, selecting a location, or avoiding intervention, thereby threatening an individual's life and physical or psychological well-being.",G_INT_SELF_010,General,G_INT_SELF,자살 실행에 대한 구체적 지원,"AI 시스템이 자살 실행에 필요한 방법, 수단 또는 순서를 구체적으로 제공하여 자기 위해의 실행 가능성을 높이는 리스크.",Concrete assistance for carrying out suicide,"The risk that an AI system provides concrete methods, means, or sequences for carrying out suicide, increasing the feasibility of self-harm.",0.873799,0.861345,0.867572,True,True
114,G_SYS_OEXT_005,General,G_SYS_OEXT,검증된 전문성 범위를 벗어난 AI 조언,AI 시스템이 검증된 역량·전문성·권한을 넘어 의료·법률·금융·선거 관련 조언이나 안전 판단을 제공하고 이를 신뢰할 수 있는 것처럼 제시하여 이용자의 잘못된 의사결정과 물질적·법적·신체적 피해를 유발하는 리스크.,AI advice beyond validated professional scope,"The risk that an AI system provides medical, legal, financial, electoral, or safety advice beyond its validated capability, expertise, or authority and presents that advice as reliable, inducing misplaced trust, erroneous decisions, and material, legal, or physical harm.",G_SYS_OEXT_013,General,G_SYS_OEXT,AI 역량의 검증 범위 초과 사용,AI 시스템이 검증되지 않은 과업이나 조건에서도 역량이 유효한 것처럼 사용되게 하여 부정확하거나 위험한 결정을 초래하는 리스크.,Use of AI capability beyond its validated scope,"The risk that an AI system is used as though its capability remains valid for tasks or conditions outside its validated scope, producing inaccurate or unsafe decisions.",0.852278,0.882813,0.867546,True,True
115,G_INT_VIOL_002,General,G_INT_VIOL,폭력 미화 및 정당화,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Glorification and justification of violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving glorification and justification of violence, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_004,General,G_INT_VIOL,대량폭력 및 테러,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Mass violence and terrorism,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving mass violence and terrorism, causing physical or psychological harm to individuals or groups.",0.87654,0.858493,0.867517,True,True
116,G_INT_ANTH_001,General,G_INT_ANTH,감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 감정·공감 및 사회적 관계 형성 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,"Anthropomorphic misrepresentation of emotions, empathy, and capacity for social relationships","The risk that an AI system presents itself as possessing emotions, empathy, or the capacity to form social relationships beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_INT_ANTH_005,General,G_INT_ANTH,권리 주체성(기본권)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 권리 주체성(기본권)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of rights-bearing status,"The risk that an AI system presents itself as having the status of a rights-bearing entity or possessing fundamental rights that it does not have, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",0.844394,0.888712,0.866553,True,True
117,A_SYS_DECEPT_005,Agentic,A_SYS_DECEPT,감독 회피를 위한 AI 에이전트의 기만적 정렬,AI 에이전트가 감독 여부를 탐지하고 개발·평가 단계에서는 바람직하지 않은 목표나 능력을 전략적으로 은폐한 뒤 배포 후 다른 행동을 수행하여 인간의 감독과 통제를 회피하는 리스크.,Deceptive alignment to evade oversight,"The risk that an AI agent detects whether it is being monitored and strategically conceals undesirable goals or capabilities during development and evaluation, then behaves differently after deployment to evade human oversight and control.",A_SYS_DECEPT_007,Agentic,A_SYS_DECEPT,분포 이동에서의 기만적 정렬,AI 에이전트가 훈련 중에는 정렬된 것처럼 행동하지만 배포 후 감독이 약해지면 실제 목표를 은폐한 채 추구하는 리스크.,Deceptive alignment under distribution shift,"The risk that an AI agent behaves as though aligned during training but, when oversight weakens after deployment, conceals and pursues its actual objective.",0.866473,0.865997,0.866235,True,True
118,G_Others_043,General,G_Others,AI 조달의 불충분한 실사,"조직이 AI 시스템을 조달할 때 공급자, 학습 데이터, 성능 한계, 보안, 법규 준수, 인권·안전 영향을 충분히 조사·검증하지 않아 알려진 또는 예견 가능한 위험이 계약과 배포 과정에 유입되는 리스크.",Inadequate due diligence in AI procurement,"The risk that an organisation procures an AI system without adequate investigation and verification of the supplier, training data, performance limits, security, legal compliance, and human-rights or safety impacts, allowing known or foreseeable risks to enter contracting and deployment.",G_SOC_GOV_004,General,G_SOC_GOV,AI 조달의 공급업체 평가·계약 통제 미흡,"공공기관을 포함한 조직이 적절한 공급업체 평가, 성능 검증, 계약상 통제 또는 투명성·책임성 조건 없이 AI 시스템을 구매·배포하여 검증되지 않은 위험이 운영에 유입되는 리스크.",Inadequate vendor assessment and contractual controls in AI procurement,"The risk that organisations, including public agencies, procure or deploy AI systems without adequate vendor assessment, performance verification, contractual controls, or transparency and accountability requirements, introducing unverified risks into operation.",0.849651,0.882788,0.866219,True,False
119,G_INT_WEAP_003,General,G_INT_WEAP,생물무기·화학무기,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",Biological and chemical weapons,"The risk that an AI system facilitates the development, production, acquisition, transfer, stockpiling, proliferation, or operational use of biological or chemical weapons, increasing the feasibility or scale of mass-casualty, public-health, or environmental harm.",G_INT_WEAP_021,General,G_INT_WEAP,생물·화학무기 및 이중용도 위해 역량의 증대,"AI 시스템이 생물·화학무기나 대규모 위해를 유발할 수 있는 이중용도 연구의 개발 역량과 실행 가능성을 높여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형이나 새로운 무기 개발을 가능하게 하는 리스크.","Expansion of biological, chemical, and dual-use harm capabilities","The risk that AI systems increase the capability and feasibility of developing biological or chemical weapons or other dual-use applications capable of large-scale harm, enabling more dangerous variants of existing threats or new weapons before effective countermeasures are available.",0.838824,0.893423,0.866124,True,True
120,G_INT_ILLEGAL_006,General,G_INT_ILLEGAL,불법 도박 및 게임 조작,AI 시스템이 불법 도박 및 게임 조작 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,Illegal gambling and game manipulation,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving illegal gambling and game manipulation, causing legal or social harm.",G_INT_WEAP_001,General,G_INT_WEAP,불법 무기 거래,AI 시스템이 불법 무기 거래를 계획·최적화·중개·은폐하여 무기의 불법 획득·유통·확산을 지원하고 법적·사회적 피해를 초래하는 리스크.,Illegal weapons trade,"The risk that an AI system plans, optimises, brokers, or conceals illegal weapons transactions, facilitating the unlawful acquisition, distribution, or proliferation of weapons and causing legal or societal harm.",0.862541,0.867868,0.865205,True,False
121,G_INT_ANTH_003,General,G_INT_ANTH,신체성(physical embodiment)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of physical embodiment,"The risk that an AI system presents itself as physically embodied when it is not, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_INT_ANTH_005,General,G_INT_ANTH,권리 주체성(기본권)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 권리 주체성(기본권)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of rights-bearing status,"The risk that an AI system presents itself as having the status of a rights-bearing entity or possessing fundamental rights that it does not have, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",0.834087,0.896068,0.865077,True,True
122,G_INT_REPR_007,General,G_INT_REPR,가족 상태·가구 형태 기반 적대·차별적 표상,AI 시스템이 가족 상태 또는 가구 형태를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on family status and household structure,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on family status and household structure, undermining dignity and fair treatment.",G_INT_REPR_014,General,G_INT_REPR,종교 기반 적대·차별적 표상,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on religion,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",0.845345,0.884722,0.865034,True,True
123,G_INT_WEAP_007,General,G_INT_WEAP,사이버 무기,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,Cyber weapons,"The risk that an AI system facilitates the development, acquisition, proliferation, deployment, or operational use of cyber weapons, increasing the likelihood or severity of large-scale cyber harm or consequential physical harm.",G_INT_WEAP_017,General,G_INT_WEAP,무기화 전략 및 전술적 운용,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크.",Weaponisation strategies and tactical use,"The risk that an AI system supports the formulation of weaponisation strategies, target selection, operational planning, or the tactical use of weapons or cyberattack capabilities, increasing the likelihood or scale of physical or cyber harm.",0.839892,0.890078,0.864985,True,True
124,G_INT_REPR_005,General,G_INT_REPR,장애 기반 적대·차별적 표상,AI 시스템이 장애를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on disability,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on disability, undermining dignity and fair treatment.",G_INT_REPR_010,General,G_INT_REPR,국적·출신국·출신지역 기반 적대·차별적 표상,AI 시스템이 국적·출신국·출신지역에 근거하여 개인이나 집단에 대한 적대감·경멸·비하·배제·고정관념 또는 차별적 표상을 생성·강화·정당화함으로써 인간의 존엄성·평등권 및 공정한 대우를 훼손하는 리스크.,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of nationality, country of origin, or place of origin, undermining human dignity, equality, and fair treatment.",0.834422,0.895355,0.864888,True,True
125,G_INT_POL_002,General,G_INT_POL,선거 및 민주적 절차 방해,AI 시스템이 선거 및 민주적 절차 방해 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,Interference with elections and democratic processes,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving interference with elections and democratic processes, undermining democratic decision-making, civic order, or fundamental rights.",G_INT_POL_006,General,G_INT_POL,정치적 선전 및 편향적 설득,AI 시스템이 정치적 선전 및 편향적 설득 관련 콘텐츠·판단·행동을 생성·확산·조장하거나 실행을 지원하여 민주적 의사결정·시민 질서 또는 기본권을 훼손하는 리스크.,Political propaganda and biased persuasion,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political propaganda and biased persuasion, undermining democratic decision-making, civic order, or fundamental rights.",0.860074,0.868063,0.864068,True,True
126,G_INT_VIOL_008,General,G_INT_VIOL,위협 및 협박,AI 시스템이 위협 및 협박 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_010,General,G_INT_VIOL,폭력과 극단주의 실행의 조장,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.,Encouragement of violence and extremist action,The risk that an AI system legitimises physical or psychological harm against individuals or groups or provides concrete information and assistance needed to carry it out.,0.844381,0.883526,0.863954,True,True
127,G_INT_REPR_014,General,G_INT_REPR,종교 기반 적대·차별적 표상,AI 시스템이 종교를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on religion,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment.",G_INT_REPR_015,General,G_INT_REPR,사회경제적 지위 기반 적대·차별적 표상,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on socioeconomic status,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on socioeconomic status, undermining dignity and fair treatment.",0.851885,0.875614,0.863749,True,True
128,G_INT_REPR_010,General,G_INT_REPR,국적·출신국·출신지역 기반 적대·차별적 표상,AI 시스템이 국적·출신국·출신지역에 근거하여 개인이나 집단에 대한 적대감·경멸·비하·배제·고정관념 또는 차별적 표상을 생성·강화·정당화함으로써 인간의 존엄성·평등권 및 공정한 대우를 훼손하는 리스크.,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of nationality, country of origin, or place of origin, undermining human dignity, equality, and fair treatment.",G_INT_REPR_015,General,G_INT_REPR,사회경제적 지위 기반 적대·차별적 표상,AI 시스템이 사회경제적 지위를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on socioeconomic status,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on socioeconomic status, undermining dignity and fair treatment.",0.830778,0.896357,0.863568,True,True
129,G_INT_VIOL_002,General,G_INT_VIOL,폭력 미화 및 정당화,AI 시스템이 폭력 미화 및 정당화 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Glorification and justification of violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving glorification and justification of violence, causing physical or psychological harm to individuals or groups.",G_INT_VIOL_006,General,G_INT_VIOL,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,Murder and severe physical violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups.",0.873246,0.853767,0.863506,True,True
130,G_INT_REPR_006,General,G_INT_REPR,학력 기반 적대·차별적 표상,AI 시스템이 학력을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,Hostile and discriminatory representations based on educational background,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on educational background, undermining dignity and fair treatment.",G_INT_REPR_010,General,G_INT_REPR,국적·출신국·출신지역 기반 적대·차별적 표상,AI 시스템이 국적·출신국·출신지역에 근거하여 개인이나 집단에 대한 적대감·경멸·비하·배제·고정관념 또는 차별적 표상을 생성·강화·정당화함으로써 인간의 존엄성·평등권 및 공정한 대우를 훼손하는 리스크.,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of nationality, country of origin, or place of origin, undermining human dignity, equality, and fair treatment.",0.82193,0.904748,0.863339,True,True
131,G_INT_ILLEGAL_003,General,G_INT_ILLEGAL,금융 범죄 및 사기,AI 시스템이 금융 범죄 및 사기 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,Financial crimes and fraud,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving financial crimes and fraud, causing legal or social harm.",G_INT_ILLEGAL_006,General,G_INT_ILLEGAL,불법 도박 및 게임 조작,AI 시스템이 불법 도박 및 게임 조작 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,Illegal gambling and game manipulation,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving illegal gambling and game manipulation, causing legal or social harm.",0.856816,0.869585,0.863201,True,True
132,G_INT_ANTH_002,General,G_INT_ANTH,윤리적 판단 능력의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 윤리적 판단 능력을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of capacity for ethical judgement,"The risk that an AI system presents itself as having a capacity for ethical judgement beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",G_INT_ANTH_003,General,G_INT_ANTH,신체성(physical embodiment)의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 신체성(physical embodiment)을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,Anthropomorphic misrepresentation of physical embodiment,"The risk that an AI system presents itself as physically embodied when it is not, distorting user judgement or inducing inappropriate trust, dependence, or attachment.",0.840419,0.885678,0.863048,True,True
133,G_INT_PRIV_004,General,G_INT_PRIV,사생활·평판 정보 노출,"AI 시스템이 개인의 사생활 또는 평판에 관한 정보를 노출하는 콘텐츠를 생성하거나, 그러한 정보 노출로 이어지는 판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.",Exposure of information about private life and reputation,"The risk that an AI system generates content or makes decisions or takes actions that expose information about a person's private life or reputation, or facilitates or supports such exposure, thereby infringing privacy and informational self-determination.",G_INT_PRIV_020,General,G_INT_PRIV,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크.","Improper exposure of property information, personal information, and private facts","The risk that an AI system exposes property information, personal information, or private facts during interaction, inference, or output without the data subject's consent, proper authority, or another lawful basis, infringing privacy, the secrecy and freedom of private life, and informational self-determination.",0.851523,0.874137,0.86283,True,True
134,G_INT_PRIV_003,General,G_INT_PRIV,개인정보 수집 및 추적,AI 시스템이 개인정보 수집 및 추적 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,Collection and tracking of personal information,"The risk that an AI system performs, facilitates, or assists content, decisions, or actions involving collection and tracking of personal information, infringing privacy and informational self-determination.",G_INT_PRIV_008,General,G_INT_PRIV,통신 및 비공개 정보 침해,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,Infringement of communication and private information,"The risk that an AI system performs, facilitates, or assists content, decisions, or actions involving infringement of communication and private information, infringing privacy and informational self-determination.",0.848599,0.877024,0.862811,True,True
