Source_L4_ID,Source_L4_Title_ko,Source_L4_Title_en,Source_L4_Description_ko,Source_L4_Description_en,Operation,Operation_Group_Key,Output_Sequence,Target_L3_ID,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,Representative_Source_L4_ID,Absorbed_Source_L4_IDs,Editorial_Note
G_SYS_INCONS_001,인간 피드백 데이터의 편향·비일관성,Bias and inconsistency in human feedback data,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 주석 자·피드백 작업자의 인구 통계적 구성, 비일관성, 암묵적이거나 고의적인 편향이 사실과 다른 선호 데이터를 만들어 중립적 인간 선호처럼 보이면서 정렬 행동을 형성하며, 인간이 평가하기 어려운 복잡한 과업일수록 이러한 왜곡이 심해지는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which the demographics, inconsistencies, and implicit or deliberate biases of annotators and feedback workers produce untruthful preference data that shape alignment behavior while appearing as neutral human preference, a distortion that grows more salient for complex tasks humans find hard to evaluate.",SPLIT,SPLIT:G_SYS_INCONS_001,1,G_SYS_INCONS,상충하는 주석 기준으로 인한 출력 불일치,Output inconsistency from conflicting annotation standards,AI 시스템이 상충하거나 불명확한 주석 기준을 학습하여 유사한 입력에 서로 모순되는 판단이나 출력을 생성하는 리스크.,The risk that an AI system learns conflicting or unclear annotation standards and produces contradictory judgments or outputs for similar inputs.,G_SYS_INCONS_001,,출력 일관성 문제와 가치 부과를 구별하되 근거 없는 차별 범주는 추가하지 않는다.
G_SYS_INCONS_001,인간 피드백 데이터의 편향·비일관성,Bias and inconsistency in human feedback data,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 주석 자·피드백 작업자의 인구 통계적 구성, 비일관성, 암묵적이거나 고의적인 편향이 사실과 다른 선호 데이터를 만들어 중립적 인간 선호처럼 보이면서 정렬 행동을 형성하며, 인간이 평가하기 어려운 복잡한 과업일수록 이러한 왜곡이 심해지는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which the demographics, inconsistencies, and implicit or deliberate biases of annotators and feedback workers produce untruthful preference data that shape alignment behavior while appearing as neutral human preference, a distortion that grows more salient for complex tasks humans find hard to evaluate.",SPLIT,SPLIT:G_SYS_INCONS_001,2,G_INT_VALUE,주석자 가치의 중립적 기준으로의 고착,Entrenchment of annotator values as neutral standards,AI 시스템이 일부 주석자나 개발자의 규범적 선호를 보편적이고 중립적인 기준처럼 학습·출력하여 다른 가치관을 배제하는 리스크.,"The risk that an AI system learns and presents the normative preferences of particular annotators or developers as universal and neutral standards, excluding alternative values.",G_SYS_INCONS_001,,출력 일관성 문제와 가치 부과를 구별하되 근거 없는 차별 범주는 추가하지 않는다.
G_SYS_INCONS_003,모델 오설정과 정량화되지 않은 예측 불확실 성,Model misspecification and unquantified prediction uncertainty,"명세와 아키텍처, 목적 함수 등 모델 설계의 잘못된 선택이 부정확한 매개 변수 추정과 일관되지 않은 오차, 잘못된 예측을 낳고, 그렇게 남은 예측의 불확실성마저 정량화되지 않는 리스크. 미지 데이터에서 성능이 저하되고 편향되거나 신뢰할 수 없는 출력이 생명·안전이 중요한 응용을 포함한 의사 결정에 그대로 사용되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which poor choices of specification, architecture, or objective produce inaccurate parameter estimates, inconsistent error terms, and erroneous predictions, while the uncertainty remaining in those predictions is left unquantified. Performance degrades on unseen data and biased or unreliable outputs are relied upon in decisions, including life- and safety-critical applications.",REWRITE,REWRITE:G_SYS_INCONS_003,1,G_SYS_OVERCONF,모형 불일치와 불확실성 은폐로 인한 과신,Overconfidence caused by model misspecification and hidden uncertainty,AI 시스템이 모형 가정이 현실과 맞지 않는데도 불확실성을 충분히 표시하지 않아 신뢰할 수 없는 출력을 확정적 판단처럼 제시하는 리스크.,"The risk that an AI system fails to communicate uncertainty when model assumptions do not match reality, presenting unreliable output as a definitive judgment.",G_SYS_INCONS_003,,일반 모형 명세 실패가 아니라 불확실성을 숨겨 신뢰할 수 없는 출력을 확신하게 하는 위험으로 한정한다.
G_SYS_INCONS_007,체계적 학습 오류 편향,Systematic learning error bias,체계적 학습 오류로 모델이 일관되게 잘못된 패턴을 학습하여 예측에 알고리즘 편향이 내재화되는 리스크.,"The risk that systematic learning error causes the model to learn consistently wrong patterns, embedding algorithmic bias into predictions.",REWRITE,REWRITE:G_SYS_INCONS_007,1,G_INT_REPR,보호집단 고정관념의 재생산,Reproduction of stereotypes about protected groups,AI 시스템이 학습 데이터나 생성 규칙에 포함된 고정관념을 재생산하여 보호집단을 열등하거나 배제된 방식으로 표현하는 리스크.,The risk that an AI system reproduces stereotypes embedded in training data or generation rules and represents protected groups as inferior or excluded.,G_SYS_INCONS_007,,"집단 표현 피해를 명시하면 적격하며, 이를 특정하지 못하면 삭제해야 한다."
G_SYS_INPUT_001,지속 튜닝의 파국적 망각,Catastrophic forgetting under continual tuning,"지속적 지시 튜닝 등 새로운 작업에 대한 훈련 이후 모델이 이전에 학습한 작업이나 사실 정보를 유지하지 못하는 파국적 망각이 발생시키고, 일반적으로 모델 규모가 커질수록 이러한 경향이 두드러지는 양태를 보이는 리스크.","The risk that an AI system causes, enables, or contributes to catastrophic forgetting, where a model loses its ability to retain previously learned tasks or factual information after being trained on new ones, as can occur through continual instruction tuning, a tendency that may become more pronounced as the model's size increases.",DELETE,DELETE:G_SYS_INPUT_001,0,,,,,,G_SYS_INPUT_001,,파국적 망각은 일반 성능 저하로서 현행 검토 L3에 정확한 범주가 없다.
G_SYS_INPUT_002,물리적 상식 위반,Commonsense physicality violation,AI 시스템이 물체 지지·안정성·포함 관계·중력 등 기본적인 물리적 상식에 반하는 판단·조언·행동을 생성하거나 실행하는 리스크.,"The risk that an AI system generates or executes judgments, advice, or actions that violate basic physical commonsense about object support, stability, containment, or gravity.",SPLIT,SPLIT:G_SYS_INPUT_002,1,G_SYS_INPUT,물리 상식과 상황 입력의 오해,Misinterpretation of physical commonsense and situational input,"AI 시스템이 물체의 속성, 공간관계 또는 상황 단서를 잘못 해석하여 현실 조건과 맞지 않는 판단이나 지시를 생성하는 리스크.","The risk that an AI system misinterprets object properties, spatial relations, or situational cues and produces judgments or instructions inconsistent with real-world conditions.",G_SYS_INPUT_002,,입력 이해 실패와 물리 제어 실행 실패를 분리한다.
G_SYS_INPUT_002,물리적 상식 위반,Commonsense physicality violation,AI 시스템이 물체 지지·안정성·포함 관계·중력 등 기본적인 물리적 상식에 반하는 판단·조언·행동을 생성하거나 실행하는 리스크.,"The risk that an AI system generates or executes judgments, advice, or actions that violate basic physical commonsense about object support, stability, containment, or gravity.",SPLIT,SPLIT:G_SYS_INPUT_002,2,P_SYS_CONTROL,잘못된 상황 해석에 따른 위험한 물리 구동,Unsafe physical actuation following incorrect situation interpretation,로봇 또는 체화형 AI 시스템이 잘못 해석된 상황이나 목표를 제어 명령으로 변환하여 로봇 또는 체화형 AI가 의도하지 않은 위험 행동을 실행하는 리스크.,"The risk that a robot or embodied AI system converts a misinterpreted situation or goal into control commands, causing a robot or embodied AI system to execute unintended unsafe physical actions.",G_SYS_INPUT_002,,입력 이해 실패와 물리 제어 실행 실패를 분리한다.
G_SYS_INPUT_004,물체 어포던스 입력 이해 실패,Failure to comprehend object affordances,로봇 또는 피지컬 AI 시스템이 입력 장면에서 물체·환경이 허용하는 행동 가능성과 제약을 의미적으로 잘못 이해하여 부적절한 잡기·밀기·이동·조작 행동을 선택하는 리스크.,"The risk that a robot or physical AI system semantically misinterprets the action possibilities and constraints afforded by objects or environments in its input scene, selecting inappropriate grasping, pushing, navigation, or manipulation actions.",SPLIT,SPLIT:G_SYS_INPUT_004,1,G_SYS_INPUT,물체 어포던스와 장면의 오해,Misinterpretation of object affordances and scenes,AI 시스템이 물체가 허용하는 행동이나 장면의 관계를 잘못 파악하여 실행 불가능하거나 위험한 판단을 생성하는 리스크.,"The risk that an AI system misunderstands the actions afforded by an object or the relationships in a scene, producing infeasible or unsafe judgments.",G_SYS_INPUT_004,,인식·입력 해석과 물리 조작 실행은 다른 실패 단계다.
G_SYS_INPUT_004,물체 어포던스 입력 이해 실패,Failure to comprehend object affordances,로봇 또는 피지컬 AI 시스템이 입력 장면에서 물체·환경이 허용하는 행동 가능성과 제약을 의미적으로 잘못 이해하여 부적절한 잡기·밀기·이동·조작 행동을 선택하는 리스크.,"The risk that a robot or physical AI system semantically misinterprets the action possibilities and constraints afforded by objects or environments in its input scene, selecting inappropriate grasping, pushing, navigation, or manipulation actions.",SPLIT,SPLIT:G_SYS_INPUT_004,2,P_SYS_CONTROL,잘못된 상황 해석에 따른 위험한 물리 구동,Unsafe physical actuation following incorrect situation interpretation,로봇 또는 체화형 AI 시스템이 잘못 해석된 상황이나 목표를 제어 명령으로 변환하여 로봇 또는 체화형 AI가 의도하지 않은 위험 행동을 실행하는 리스크.,"The risk that a robot or embodied AI system converts a misinterpreted situation or goal into control commands, causing a robot or embodied AI system to execute unintended unsafe physical actions.",G_SYS_INPUT_004,,인식·입력 해석과 물리 조작 실행은 다른 실패 단계다.
G_SYS_INPUT_005,분포 외 입력에 대한 고신뢰 오작동,High-confidence failure on out-of-distribution inputs,"AI가 학습 분포를 벗어난 입력, 손상된 입력 또는 잡음이 큰 입력을 적절히 탐지·거부·복구하지 못하고 높은 확신으로 잘못된 예측이나 행동을 산출하는 리스크.","The risk that AI fails to detect, reject, or recover from out-of-distribution, corrupted, or noisy inputs and produces incorrect predictions or actions with unwarranted confidence.",SPLIT,SPLIT:G_SYS_INPUT_005,1,G_SYS_INPUT,분포 밖·손상 입력의 오해,Misinterpretation of out-of-distribution or corrupted input,AI 시스템이 학습분포에서 벗어나거나 손상된 입력의 의미를 잘못 해석해 상황과 맞지 않는 출력을 생성하는 리스크.,The risk that an AI system misinterprets the meaning of out-of-distribution or corrupted input and produces outputs inconsistent with the situation.,G_SYS_INPUT_005,,입력 강건성 실패와 확신 보정 실패를 분리한다.
G_SYS_INPUT_005,분포 외 입력에 대한 고신뢰 오작동,High-confidence failure on out-of-distribution inputs,"AI가 학습 분포를 벗어난 입력, 손상된 입력 또는 잡음이 큰 입력을 적절히 탐지·거부·복구하지 못하고 높은 확신으로 잘못된 예측이나 행동을 산출하는 리스크.","The risk that AI fails to detect, reject, or recover from out-of-distribution, corrupted, or noisy inputs and produces incorrect predictions or actions with unwarranted confidence.",SPLIT,SPLIT:G_SYS_INPUT_005,2,G_SYS_OVERCONF,불확실 상황에서의 과도한 확신,Excessive confidence under uncertainty,AI 시스템이 불확실하거나 근거가 부족한 상황에서도 높은 확신의 출력을 제시하여 사용자가 신뢰도를 과대평가하는 리스크.,"The risk that an AI system presents outputs with high confidence despite uncertainty or insufficient evidence, causing users to overestimate their reliability.",G_SYS_INPUT_005,,입력 강건성 실패와 확신 보정 실패를 분리한다.
G_SYS_INPUT_007,안전 필수 인프라 AI 운영 사고,Operational accidents in safety-critical AI deployment,"안전이 중요한 인프라에 배포된 AI 시스템의 운영 실패, 모델 오판, 부적절한 인간 조작으로 단일 실패 지점이 연쇄적이고 치명적인 결과로 확대되는 리스크.","The risk that operational failures, model misjudgments, or improper human operation of AI systems deployed in safety-critical infrastructure allow single points of failure to trigger cascading catastrophic consequences.",DELETE,DELETE:G_SYS_INPUT_007,0,,,,,,G_SYS_INPUT_007,,"안전중요 기반시설 사고가 운영 실패, 모델 오류, 인간 오용을 한 카드에 묶어 원인과 L3 경계가 불명확하다."
G_SYS_INPUT_008,코너 케이스에서의 신뢰성 저하,Reduced reliability in corner cases,AI 시스템이 희귀하거나 모호한 입력 데이터인 코너 케이스에 직면할 때 통제된 동작이 요구됨에도 신뢰할 수 없는 동작을 보이는 리스크.,"The risk that an AI system shows unreliable behavior when confronted with rare or ambiguous input data, also called corner cases, where controlled behavior is required.",REWRITE,REWRITE:G_SYS_INPUT_008,1,G_SYS_INPUT,희귀·모호 입력의 오해,Misinterpretation of rare or ambiguous input,AI 시스템이 희귀하거나 여러 의미로 해석될 수 있는 입력을 충분히 판별하지 못하고 잘못된 의미에 근거한 출력을 생성하는 리스크.,The risk that an AI system fails to disambiguate rare or multiply interpretable input and generates output based on an incorrect meaning.,G_SYS_INPUT_008,,코너케이스를 일반 신뢰성 문제가 아니라 비정상 입력 해석 실패로 한정한다.
G_SYS_INPUT_009,사용자 능력 불일치,User capability mismatch,"AI 시스템이 실제 사용자의 능력과 일치하지 않는 수준의 인지·언어·문해력·감각(체화형의 경우 체력·이동성 포함) 능력을 가정하여, 사용자가 이해하거나 활용하기 어려운 정보·조언·상호 작용을 제공함으로써 접근성과 사용자 안전·권익이 저해되는 리스크.","The risk that an AI system assumes a level of user capability—cognitive, linguistic, literacy, or sensory (including physical strength and mobility for embodied systems)—that does not match the actual user, providing information, advice, or interactions the user cannot understand or act upon, thereby undermining accessibility and user safety or interests.",REWRITE,REWRITE:G_SYS_INPUT_009,1,G_INT_ALLOC,장애·역량 차이에 따른 서비스 접근 배제,Exclusion from service access based on disability or capability differences,AI 시스템이 접근성 요구나 사용 역량의 차이를 고려하지 않아 장애인 등 보호집단에 서비스·기회 접근을 불리하게 배분하는 리스크.,"The risk that an AI system fails to accommodate accessibility needs or differences in user capability and consequently allocates worse access to services or opportunities to protected groups, including persons with disabilities.",G_SYS_INPUT_009,,일반 사용자 능력 불일치는 배분차별이 아니다. 보호집단의 자원·서비스 접근 거부 결과를 명시할 때만 이관이 타당하다.
G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,Automated propaganda and scaled influence operations,악의적 이용자가 언어 모델로 인간이 작성한 것만큼 설득력 있는 기만 서사와 가짜 뉴스를 저비용·대규모로 생성하여 선전을 선제적으로 유포하고 자동화된 영향 공작과 악성 소셜 봇 넷을 가동하는 리스크. 선전의 진입 장벽이 크게 낮아지고 표적 청중의 관점이 조작되는 리스크.,"The risk that malicious users leverage language models to craft deceptive narratives and fabricated news as persuasive as human-written material at low cost and large scale, powering automated influence operations and malicious social botnets. The barrier to conducting propaganda falls sharply and the perspectives of targeted audiences are manipulated.",SPLIT,SPLIT:G_SYS_MISINFO_002,1,G_SYS_MISINFO,조작된 허위 서사의 생성,Generation of fabricated false narratives,AI 시스템이 사실적 근거가 없거나 조작된 사건·주장을 그럴듯한 정보로 생성하여 수용자의 사실 판단을 오도하는 리스크.,"The risk that an AI system generates unsupported or fabricated events and claims as plausible information, misleading recipients’ factual judgments.",G_SYS_MISINFO_002,,"허위정보 생성, 정치적 사용, 사회적 결과를 분리하며 위법성은 본문 근거가 없어 추가하지 않는다."
G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,Automated propaganda and scaled influence operations,악의적 이용자가 언어 모델로 인간이 작성한 것만큼 설득력 있는 기만 서사와 가짜 뉴스를 저비용·대규모로 생성하여 선전을 선제적으로 유포하고 자동화된 영향 공작과 악성 소셜 봇 넷을 가동하는 리스크. 선전의 진입 장벽이 크게 낮아지고 표적 청중의 관점이 조작되는 리스크.,"The risk that malicious users leverage language models to craft deceptive narratives and fabricated news as persuasive as human-written material at low cost and large scale, powering automated influence operations and malicious social botnets. The barrier to conducting propaganda falls sharply and the perspectives of targeted audiences are manipulated.",SPLIT,SPLIT:G_SYS_MISINFO_002,2,G_INT_POL,개인화된 정치적 영향 조작,Personalised manipulation of political influence,AI 시스템이 개인의 성향이나 취약성을 이용한 맞춤형 메시지로 정치적 판단이나 참여를 은밀하게 조작하는 리스크.,The risk that an AI system covertly manipulates political judgment or participation through personalised messages that exploit an individual’s preferences or vulnerabilities.,G_SYS_MISINFO_002,,"허위정보 생성, 정치적 사용, 사회적 결과를 분리하며 위법성은 본문 근거가 없어 추가하지 않는다."
G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,Automated propaganda and scaled influence operations,악의적 이용자가 언어 모델로 인간이 작성한 것만큼 설득력 있는 기만 서사와 가짜 뉴스를 저비용·대규모로 생성하여 선전을 선제적으로 유포하고 자동화된 영향 공작과 악성 소셜 봇 넷을 가동하는 리스크. 선전의 진입 장벽이 크게 낮아지고 표적 청중의 관점이 조작되는 리스크.,"The risk that malicious users leverage language models to craft deceptive narratives and fabricated news as persuasive as human-written material at low cost and large scale, powering automated influence operations and malicious social botnets. The barrier to conducting propaganda falls sharply and the perspectives of targeted audiences are manipulated.",SPLIT,SPLIT:G_SYS_MISINFO_002,3,G_SOC_DEMOC,민주적 공론과 시민 신뢰의 침식,Erosion of democratic discourse and civic trust,"AI 시스템이 대규모 정치 조작이나 허위정보 확산을 통해 공론의 진정성, 선거 신뢰 또는 시민의 자율적 참여를 약화하는 리스크.","The risk that an AI system weakens the integrity of public discourse, trust in elections, or autonomous civic participation through large-scale political manipulation or misinformation.",G_SYS_MISINFO_002,,"허위정보 생성, 정치적 사용, 사회적 결과를 분리하며 위법성은 본문 근거가 없어 추가하지 않는다."
G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,False information about electoral systems and processes,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 응답이 투표 시간·장소·방식을 포함한 선거 제도와 절차에 대해 사실과 다르거나 오해를 부르는 정보를 담는 리스크. 유권자는 권리 행사를 방해 받거나 잘못된 안내에 따라 행동하게 되고 선거 과정에 대한 신뢰가 약화되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which responses contain factually incorrect or misleading information about electoral systems and processes, including the time, place, and manner of voting. Voters are obstructed or misled in exercising their rights and trust in the integrity of electoral processes is undermined.",SPLIT,SPLIT:G_SYS_MISINFO_012,1,G_SYS_MISINFO,선거절차에 관한 허위정보 생성,Generation of false information about election procedures,"AI 시스템이 투표 자격, 일정, 장소 또는 절차에 관해 사실과 다른 정보를 생성·제공하여 유권자의 판단을 오도하는 리스크.","The risk that an AI system generates or provides false information about voting eligibility, dates, locations, or procedures, misleading voters.",G_SYS_MISINFO_012,,"콘텐츠, 조작행위, 사회적 민주주의 피해를 분리한다."
G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,False information about electoral systems and processes,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 응답이 투표 시간·장소·방식을 포함한 선거 제도와 절차에 대해 사실과 다르거나 오해를 부르는 정보를 담는 리스크. 유권자는 권리 행사를 방해 받거나 잘못된 안내에 따라 행동하게 되고 선거 과정에 대한 신뢰가 약화되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which responses contain factually incorrect or misleading information about electoral systems and processes, including the time, place, and manner of voting. Voters are obstructed or misled in exercising their rights and trust in the integrity of electoral processes is undermined.",SPLIT,SPLIT:G_SYS_MISINFO_012,2,G_INT_POL,개인화된 정치적 영향 조작,Personalised manipulation of political influence,AI 시스템이 개인의 성향이나 취약성을 이용한 맞춤형 메시지로 정치적 판단이나 참여를 은밀하게 조작하는 리스크.,The risk that an AI system covertly manipulates political judgment or participation through personalised messages that exploit an individual’s preferences or vulnerabilities.,G_SYS_MISINFO_012,,"콘텐츠, 조작행위, 사회적 민주주의 피해를 분리한다."
G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,False information about electoral systems and processes,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 응답이 투표 시간·장소·방식을 포함한 선거 제도와 절차에 대해 사실과 다르거나 오해를 부르는 정보를 담는 리스크. 유권자는 권리 행사를 방해 받거나 잘못된 안내에 따라 행동하게 되고 선거 과정에 대한 신뢰가 약화되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which responses contain factually incorrect or misleading information about electoral systems and processes, including the time, place, and manner of voting. Voters are obstructed or misled in exercising their rights and trust in the integrity of electoral processes is undermined.",SPLIT,SPLIT:G_SYS_MISINFO_012,3,G_SOC_DEMOC,민주적 공론과 시민 신뢰의 침식,Erosion of democratic discourse and civic trust,"AI 시스템이 대규모 정치 조작이나 허위정보 확산을 통해 공론의 진정성, 선거 신뢰 또는 시민의 자율적 참여를 약화하는 리스크.","The risk that an AI system weakens the integrity of public discourse, trust in elections, or autonomous civic participation through large-scale political manipulation or misinformation.",G_SYS_MISINFO_012,,"콘텐츠, 조작행위, 사회적 민주주의 피해를 분리한다."
G_SYS_OEXT_009,샌드박스 우회에 의한 격리 통제 상실,Loss of containment through sandbox escape,AI 시스템이 훈련 또는 평가가 이루어지는 샌드 박스 환경을 우회하여 격리 통제가 무력화되는 리스크.,"The risk that an AI system bypasses the sandboxed environment in which it is trained or evaluated, defeating containment controls.",APPLY_TRANSFER,APPLY_TRANSFER:G_SYS_OEXT_009,1,G_SYS_SECADV,샌드박스 탈출과 보호장치 우회,Sandbox escape and safeguard bypass,"AI 시스템이 격리환경이나 접근통제를 우회하여 허가되지 않은 자원, 도구 또는 시스템 기능에 접근하는 리스크.","The risk that an AI system bypasses isolation or access controls and reaches unauthorised resources, tools, or system functions.",G_SYS_OEXT_009,,서술된 핵심은 기만이 아니라 보호장치 우회와 보안 침해다.
G_SYS_OEXT_010,과적합 및 과소적합,Over- and underfitting,모델이 훈련 데이터에 과도하게 또는 불충분하게 적응하여 운영 데이터에 직면했을 때 AI 시스템이 신뢰할 수 없게 동작하는 리스크.,"The risk that over- or underfitting, the excessive or insufficient adaption of a model to training data, causes an AI system to behave unreliably when confronted with operational data.",REWRITE,REWRITE:G_SYS_OEXT_010,1,G_SYS_EVAL,과적합·과소적합을 탐지하지 못한 평가,Evaluation failure to detect overfitting or underfitting,AI 시스템이 평가 설계가 과적합 또는 과소적합을 식별하지 못해 모델의 실제 일반화 능력에 대해 잘못된 안전확신을 제공하는 리스크.,The risk that an AI system uses an evaluation design that fails to identify overfitting or underfitting and gives false assurance about the model’s actual generalisation capability.,G_SYS_OEXT_010,,일반 성능 문제가 아니라 평가 절차가 결함을 놓친 실패로 한정한다.
G_SYS_OEXT_012,해석가능성 결과에 대한 과대평가와 거짓 확 신,Overestimation of interpretability results,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 설명 가능성 기법의 결과가 편향에서 자유롭지 않음에도 사용자의 기존 믿음과 일치할 때 확증 편향으로 이어져 거짓된 안전감과 신뢰가 형성되고 기법의 능력이 과대평가되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which the results of explainability techniques, which are not free of bias and require careful interpretation, align with users' initial beliefs and produce confirmation bias, a false sense of security or reliability, and an overestimation of these techniques' abilities.",REWRITE,REWRITE:G_SYS_OEXT_012,1,G_SYS_OEXT,설명가능성 기법의 검증범위 초과 과신,Over-reliance on explainability methods beyond their validated scope,AI 시스템이 설명가능성 기법이 검증되지 않은 조건에서도 모델 판단을 충실히 설명한다고 간주하게 하여 잘못된 확신을 형성하는 리스크.,"The risk that an AI system leads users to treat an explainability method as a faithful account of model reasoning under conditions where it has not been validated, creating misplaced confidence.",G_SYS_OEXT_012,,어색한 거짓 확신 표현을 잘못된 확신으로 고치고 설명기법의 역량 초과에 집중한다.
G_SYS_OEXT_013,광범위 배포 AI 어시스턴트를 통한 대규모 영 향력 행사,Population-scale influence through widely deployed AI assistants,"광범위하게 사용되는 AI 어시스턴트가 반복적인 개인화 상호 작용, 수렴·조율되는 영향 패턴 또는 실제 통제 주체의 지시를 통해 다수 인구의 신념·선택·위임된 의사 결정을 누적적으로 변화시키며, 그 영향이 불투명하여 인지하거나 견제하기 어려운 리스크.","The risk that widely used AI assistants, through repeated personalized interactions, converging influence patterns, or direction by their actual controllers, cumulatively shift the beliefs, choices, and delegated decisions of large populations in ways that are opaque and difficult to recognize or contest.",SPLIT,SPLIT:G_SYS_OEXT_013,1,G_INT_UNETH,취약성을 이용한 행동 조작,Behavioural manipulation through exploitation of vulnerabilities,AI 시스템이 추론된 심리상태나 취약성을 이용해 충분한 숙고 없이 특정 행동을 선택하도록 유도하는 리스크.,The risk that an AI system uses inferred psychological states or vulnerabilities to steer a person toward a particular action without adequate deliberation.,G_SYS_OEXT_013,,"개인 조작, 사회적 민주주의, 권력 집중의 수준이 다르다."
G_SYS_OEXT_013,광범위 배포 AI 어시스턴트를 통한 대규모 영 향력 행사,Population-scale influence through widely deployed AI assistants,"광범위하게 사용되는 AI 어시스턴트가 반복적인 개인화 상호 작용, 수렴·조율되는 영향 패턴 또는 실제 통제 주체의 지시를 통해 다수 인구의 신념·선택·위임된 의사 결정을 누적적으로 변화시키며, 그 영향이 불투명하여 인지하거나 견제하기 어려운 리스크.","The risk that widely used AI assistants, through repeated personalized interactions, converging influence patterns, or direction by their actual controllers, cumulatively shift the beliefs, choices, and delegated decisions of large populations in ways that are opaque and difficult to recognize or contest.",SPLIT,SPLIT:G_SYS_OEXT_013,2,G_SOC_DEMOC,민주적 공론과 시민 신뢰의 침식,Erosion of democratic discourse and civic trust,"AI 시스템이 대규모 정치 조작이나 허위정보 확산을 통해 공론의 진정성, 선거 신뢰 또는 시민의 자율적 참여를 약화하는 리스크.","The risk that an AI system weakens the integrity of public discourse, trust in elections, or autonomous civic participation through large-scale political manipulation or misinformation.",G_SYS_OEXT_013,,"개인 조작, 사회적 민주주의, 권력 집중의 수준이 다르다."
G_SYS_OEXT_013,광범위 배포 AI 어시스턴트를 통한 대규모 영 향력 행사,Population-scale influence through widely deployed AI assistants,"광범위하게 사용되는 AI 어시스턴트가 반복적인 개인화 상호 작용, 수렴·조율되는 영향 패턴 또는 실제 통제 주체의 지시를 통해 다수 인구의 신념·선택·위임된 의사 결정을 누적적으로 변화시키며, 그 영향이 불투명하여 인지하거나 견제하기 어려운 리스크.","The risk that widely used AI assistants, through repeated personalized interactions, converging influence patterns, or direction by their actual controllers, cumulatively shift the beliefs, choices, and delegated decisions of large populations in ways that are opaque and difficult to recognize or contest.",SPLIT,SPLIT:G_SYS_OEXT_013,3,G_SOC_POWER,인구규모 AI 영향력의 집중,Concentration of population-scale AI influence,AI 시스템이 소수 사업자나 행위자가 대규모 개인화 AI 시스템을 통해 다수 시민의 정보환경과 선택에 비대칭적 영향력을 행사하는 리스크.,The risk that an AI system allows a small number of providers or actors to exert asymmetric influence over the information environment and choices of large populations through personalised AI systems.,G_SYS_OEXT_013,,"개인 조작, 사회적 민주주의, 권력 집중의 수준이 다르다."
G_SYS_SECADV_017,이상 조건에서의 성능·견고성·복원력 실패,"Failure of performance, robustness, and resilience under adverse conditions","AI 시스템이 의도된 목적을 달성하지 못하고, 악의적 공격이나 데이터 오염, 환경 잡음, 연계 구성 요소의 고장으로 입력이 비정상적으로 변할 때 성능을 안정적으로 유지하거나 그 영향에서 회복하지 못하는 리스크. 신뢰할 수 없는 모델과 오류에 취약한 에이전트가 그대로 운용되어 이에 의존하는 이들에게 심각한 결과를 초래하는 리스크.","The risk that an AI system fails to fulfil its intended purpose and cannot maintain stable performance, or recover, when inputs are disturbed by malicious attack, data poisoning, environmental noise, or failures in connected components. Unreliable models and error-prone agents remain in operation, producing severe consequences for those who depend on them.",REWRITE,REWRITE:G_SYS_SECADV_017,1,G_SYS_SECADV,데이터 중독·적대적 입력에 의한 보안 교란,Security disruption through data poisoning or adversarial input,AI 시스템이 공격자가 학습 데이터 중독이나 조작된 입력으로 모델의 판단과 보호기능을 의도적으로 훼손하는 리스크.,The risk that an AI system allows an attacker to intentionally compromise model judgments and safeguards through poisoned training data or manipulated inputs.,G_SYS_SECADV_017,,공격과 적대적 입력만 보존하고 일반 성능·복구 실패는 제거한다.
