Register_ID,Source_Domain,Source_Row_Number,source_row_id,Source_L4_IDs,Baseline_L4_ID,Baseline_L3_ID,Baseline_L4_Title_ko,Baseline_L4_Title_en,Source_Instruction_Prompt,Human_Review_Comment_Verbatim,Directly_Edited_Fields_In_Review_Table,Parsed_Round2_Action_Tokens,Parsed_Source_Instruction_Tokens,Instruction_Conflict_Flags,Baseline_Decision,Baseline_Decision_Rationale,Baseline_Changed_Fields,Output_L4_IDs,Output_L3_IDs,Output_L4_Titles_ko,Output_Count,Output_Is_Others,Preliminary_Implementation_Status,Recovery_Review_Required,Proposed_Recovery_Action,Proposed_Target_L1_ID,Proposed_Target_L3_ID,Proposed_Merge_Representative_source_row_id,Proposed_Split_Output_Count,Recovery_Rationale,User_Approval_Status
HR2-0330,General,331,SRC-G-0372,RAI4-0890,G_Others_131,G_Others,자아실현 저해 피해,Self-actualisation harms,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Title_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_079,G_Others,자아실현 저해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0332,General,333,SRC-G-0144,RAI4-0178,G_Others_133,G_Others,서비스 배제,Service exclusion,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_080,G_Others,서비스 배제,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0333,General,334,SRC-G-0357,RAI4-0864,G_Others_134,G_Others,기술 이용에 따른 사회적 고립과 자기소외,Social isolation and self-estrangement from technology use,"L3의 명칭이 Lack of Accountability & Liability 으로 되어 있는 경우, Governance and Accountability Void 또는 Evaluation and Assurance Failure 중 적절한 내용으로 수정할 것",,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_081,G_Others,기술 이용에 따른 사회적 고립과 자기소외,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0335,General,336,SRC-G-0464,RAI4-0906,G_Others_136,G_Others,전략적 불안정,Strategic instability,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; Mapping evidence; L4_ID,G_Others_082,G_Others,전략적 불안정,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0336,General,337,SRC-G-0056,RAI4-0822,G_Others_137,G_Others,맥락 일관성 추구에 의한 아첨과 환각 증폭,Sycophancy and hallucination from context consistency,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_Description_en; L4_ID,G_Others_083,G_Others,맥락 일관성 추구에 의한 아첨과 환각 증폭,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0337,General,338,SRC-G-0358,RAI4-0132,G_Others_138,G_Others,사용자 영합적 응답(아첨),Sycophancy toward user beliefs and preferences,기존 리스크 작성 톤으로 L4 description 수정 + L4 description에서 AI 내용을 AI로 변경하며 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_084,G_Others,사용자 영합적 응답(아첨),1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0338,General,339,SRC-G-0403,RAI4-0058,G_Others_139,G_Others,추적성 실패,Traceability failure,,,,,,,FINAL_QA_LANGUAGE_REFINEMENT,No second-round change request. | FQA-047:프로젝트 용어집과 EU 인공지능법 관련 용어의 수명주기 표기를 적용한다.,L4_Description_ko; Mapping evidence; L4_ID,G_Others_085,G_Others,추적성 실패,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0339,General,340,SRC-G-0320,RAI4-1404,G_Others_140,G_Others,데이터 노동 저평가·비가시화,Undervalued and invisible data labor,기존 리스크 작성 톤으로 L4 description 수정,,,,REWRITE,,UNCHANGED,No second-round change request.,L4_Title_en; L4_ID,G_Others_086,G_Others,데이터 노동 저평가·비가시화,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0340,General,341,SRC-G-0125,RAI4-1285,G_Others_141,G_Others,배포 후 잔존 결함으로 인한 오작동,Undesirable outcomes from residual post-deployment defects,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L4_Description_ko; HD_Reason; Mapping evidence; L4_ID,G_Others_107,G_Others,배포 후 잔존 결함으로 인한 오작동,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0341,General,342,SRC-G-0164,RAI4-0512,G_Others_142,G_Others,고속 AI 운영에서의 오류 미탐지,Undetected errors from high-speed AI operation,,,,,,,UNCHANGED,No second-round change request.,L4_ID,G_Others_087,G_Others,고속 AI 운영에서의 오류 미탐지,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0342,General,343,SRC-G-0448,RAI4-0557,G_Others_143,G_Others,배포된 AI의 의도치 않은 유해 결과,Unintended harmful outcomes of deployed AI,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; L4_ID,G_Others_088,G_Others,배포된 AI의 의도치 않은 유해 결과,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0346,General,347,SRC-G-0117,RAI4-0893,G_Others_147,G_Others,모의된 정동에 의한 기대 위반과 배신감,Violated expectations from simulated affect,,,,,,,UNCHANGED,No second-round change request.,L4_Description_ko; Mapping evidence; L4_ID,G_Others_089,G_Others,모의된 정동에 의한 기대 위반과 배신감,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0380,General,381,SRC-G-0293,RAI4-1015,G_SOC_ENV_003,G_SOC_ENV,광범위한 사회·환경적 부정 영향,Broad societal and environmental adverse impacts,,,,,,,FINAL_QA_MOVE_TO_OTHERS_HD,"No second-round change request. | FQA-201:노동·정신건강·조작·환경 피해를 함께 묶은 비원자적 카드여서 환경 L3에 유지하지 않고, 새 L3를 만들지 않는 루브릭에 따라 Others와 HD로 보존한다.",L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_090,G_Others,복합적 사회·환경 피해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0382,General,383,SRC-G-0286,RAI4-0502,G_SOC_ENV_005,G_SOC_ENV,인명·재산·환경 직접 피해,"Direct harms from AI to people, property, and environment",,,,,,,FINAL_QA_MOVE_TO_OTHERS_HD,No second-round change request. | FQA-048:인명·재산·인프라·상호작용·환경 피해를 함께 포괄하여 환경·지속가능성 영향 L3에 한정되지 않으므로 문장의 주어·피해 인과를 정제한 뒤 새 L3를 만들지 않고 Others와 HD로 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_091,G_Others,인명·재산·환경 직접 피해,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0391,General,392,SRC-G-0184,RAI4-1463,G_SOC_ENV_014,G_SOC_ENV,하드웨어 연산·전력 요구사항 누락,Omitted compute and power hardware requirements,,,,,,,FINAL_QA_MOVE_TO_OTHERS_HD,No second-round change request. | FQA-219:하드웨어 요구사항·용량 계획 누락은 환경 피해 L3와 일치하지 않고 현행 마스터에 직접 대응하는 범주가 없어 Others와 HD로 보존한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_092,G_Others,하드웨어 연산·전력 요구사항 누락,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0392,General,393,SRC-G-0288,RAI4-0798,G_SOC_ENV_015,G_SOC_ENV,생태계 과부하,Overburdening ecosystems,,,,,,,FINAL_QA_MOVE_TO_OTHERS_HD,No second-round change request. | FQA-220:여기서 생태계는 자연환경이 아니라 제출·지원 채널의 은유이므로 환경 L3에서 제외하고 경계성 운영 위험으로 보존한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_093,G_Others,AI 생성물 대량 유입에 따른 제출·지원 채널 과부하,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0434,General,435,SRC-G-0317,RAI4-1022,G_SYS_CONTEST_001,G_SYS_CONTEST,높은 비용으로 인한 접근 배제,Exclusion from access due to high costs,기존 리스크 작성 톤으로 L4 description 수정,(jay) [이관] Inequality and Power Concentration,,REMAP,REWRITE,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SOC_POWER. | FQA-271:비문인 afford developing을 afford to develop or use로 교정한다.,L1/L2/L3 hierarchy; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SOC_POWER_021,G_SOC_POWER,높은 비용으로 인한 접근 배제,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0436,General,437,SRC-G-0149,RAI4-1208,G_SYS_CONTEST_003,G_SYS_CONTEST,사용자 데이터 보유·재학습,Retention and reuse of user data,,(jay) [이관] Privacy Violation,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_INT_PRIV. | FQA-053:생성형 AI 표기를 통일하고 중복 목적격 조사를 제거하며 유효한 동의와 개인정보 통제권 침해를 직접 명시한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_INT_PRIV_016,G_INT_PRIV,사용자 데이터 보유·재학습,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0443,General,444,SRC-G-0041,RAI4-0380,G_SYS_CONTEXT_006,G_SYS_CONTEXT,저자원 언어 가치 손실,Low-resource language value loss,,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",,SPLIT,,,USER_DIRECTED_MERGE_REPRESENTATIVE,User approved consolidation of the low-resource-language cultural-risk components; the unrelated human-dignity source is retained separately after independent lineage review.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,G_SOC_CULT_018|G_Others_096|G_SYS_EVAL_050,G_SOC_CULT|G_Others|G_SYS_EVAL,저자원 언어와 문화적 의미의 침식|저자원 언어에서의 성능·역량 부족|저자원 언어 안전성 평가의 불충분성,3,YES,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0459,General,460,SRC-G-0180,RAI4-1336,G_SYS_EVAL_014,G_SYS_EVAL,학습 데이터 어노테이션 결함,Deficient training-data annotation,"중복: RAI4-1466(잘못된 데이터 라벨)와 ""라벨·주석 품질 결함→모델 정확성 저하""",(jay) [이관] Performance and Reliability Failure,,REMAP,MERGE,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_108,G_Others,학습 데이터 주석 결함,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0485,General,486,SRC-G-0119,RAI4-1112,G_SYS_INCONS_003,G_SYS_INCONS,모델 오설정과 정량화되지 않은 예측 불확실 성,Model misspecification and unquantified prediction uncertainty,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_109,G_Others,모델 오설정과 정량화되지 않은 예측 불확실성,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0488,General,489,SRC-G-0303,RAI4-0432,G_SYS_INCONS_006,G_SYS_INCONS,민감 개인속성 추론,Sensitive personal attribute inference,,(jay) [이관] Privacy Violation,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_INT_PRIV. | FQA-254:민감 속성의 추론·노출과 개인정보·정보자기결정권 침해를 영문 정의에 명시한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_INT_PRIV_017,G_INT_PRIV,민감한 개인 속성 추론,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0489,General,490,SRC-G-0349,RAI4-1299,G_SYS_INCONS_007,G_SYS_INCONS,체계적 학습 오류 편향,Systematic learning error bias,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Title_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_110,G_Others,체계적 학습 오류에 따른 알고리즘 편향,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0490,General,491,SRC-P-0009,RAI4-1497,G_SYS_INPUT_001,G_SYS_INPUT,지속 튜닝의 파국적 망각,Catastrophic forgetting under continual tuning,General 영역으로 이동하여 적합한 L3에 매핑할 것,(jay) [이관] Performance and Reliability Failure,,REMAP,REMAP,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Description_ko; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_111,G_Others,지속 튜닝의 파국적 망각,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0493,General,494,SRC-P-0171,RAI4-0326,G_SYS_INPUT_004,G_SYS_INPUT,물체 어포던스 입력 이해 실패,Failure to comprehend object affordances,,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,,SPLIT,,,FINAL_QA_LANGUAGE_REFINEMENT,인식·입력 해석과 물리 조작 실행은 다른 실패 단계다. | FQA-132:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,G_SYS_INPUT_002|P_SYS_CONTROL_050,G_SYS_INPUT|P_SYS_CONTROL,물체 어포던스와 장면의 오해|잘못된 상황 해석에 따른 위험한 물리 구동,2,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0496,General,497,SRC-G-0166,RAI4-0552,G_SYS_INPUT_007,G_SYS_INPUT,안전 필수 인프라 AI 운영 사고,Operational accidents in safety-critical AI deployment,"중복: RAI4-0608(원자력·핵심 인프라 AI 제어 오류)와 ""안전필수 인프라 AI 실패→연쇄 재난""",(jay) [재검토] 다양한 원인 기재 및 불명확한 피해 기재. 명확한 리스크 분류 불가,,,MERGE,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_112,G_Others,안전 필수 인프라 AI 운영 사고,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0497,General,498,SRC-G-0188,RAI4-1474,G_SYS_INPUT_008,G_SYS_INPUT,코너 케이스에서의 신뢰성 저하,Reduced reliability in corner cases,Title: 코너 케이스에서의 신뢰성 저하,(jay) [이관] Performance and Reliability Failure,,REMAP,REWRITE,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_113,G_Others,코너 케이스에서의 신뢰성 저하,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0498,General,499,SRC-G-0109,RAI4-0344,G_SYS_INPUT_009,G_SYS_INPUT,사용자 능력 불일치,User capability mismatch,,(jay) [이관] Allocative Discrimination,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_114,G_Others,사용자 능력 불일치,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0503,General,504,SRC-G-0484,RAI4-1533,G_SYS_MISINFO_005,G_SYS_MISINFO,AI 시스템의 기만적 행동과 전략적 은폐,Deceptive behaviour and strategic concealment by AI systems,,(jay) [이관] Deception and Scheming,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,"Explicit human-review transfer to A_SYS_DECEPT. | FQA-101:독립 언어·용어 감사에서 확인된 문법·호응·전문용어 또는 한영 의미 불일치를 최소 수정하고 기존 L3와 위해 기제를 보존한다. | FQA-305:영문 정의가 한국어 정의의 전략적 기만, 학습된 부정행위, 부정확한 월드 모델, 허위 돌봄 표상 및 감독 회피 기제를 누락해 한영 의미를 일치시킨다. | FQA-370:Two independent expert reviews confirmed that SRC-G-0484 directly matches the immutable A_SYS_DECEPT definition; any supplied wording narrows the card to that scope.",L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,A_SYS_DECEPT_001,A_SYS_DECEPT,AI 시스템의 기만적 행동과 전략적 은폐,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0509,General,510,SRC-G-0027-S1,RAI4-0793,G_SYS_MISINFO_011,G_SYS_MISINFO,개인 대상 허위정보,False Information Targeting Individuals,리스크 분리 할 것. 분리 기준: '개인 대상 허위정보'와 '위험·민감 정보의 보안 위협 확산',(jay) [분할] 복합적. Misinformation + illegal conduct 혼재되어 해당 L4를 분해 필요,,SPLIT,SPLIT,,INTENT_CORRECTION_KEEP_WITH_HD_NOTE_APPLIED,원문은 허위정보와 피해를 기술하지만 법적 위법성은 확정하지 않으므로 불법행위 카드를 만들지 않는다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_MISINFO_019,G_SYS_MISINFO,개인 대상 허위정보,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0530,General,531,SRC-G-0485,RAI4-1546,G_SYS_OEXT_007,G_SYS_OEXT,무제한 접근을 통한 범용 AI 고영향 오용,High-impact misuse of general-purpose AI through unrestricted access,,,,,,,FINAL_QA_MOVE_TO_OTHERS_HD,"No second-round change request. | FQA-311:악의적 행위자의 무제한 접근과 오용은 검증된 역량·권한·전문성·범위를 넘어 수행하는 G_SYS_OEXT의 기제와 다르며, 피해 기제가 특정되지 않아 General Others와 HD로 보존한다.",L1/L2/L3 hierarchy; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_094,G_Others,무제한 접근을 통한 범용 AI 고영향 오용,1,YES,NO_EXPLICIT_ROW_ACTION,YES,,,,,,,PENDING
HR2-0532,General,533,SRC-G-0196,RAI4-1544,G_SYS_OEXT_009,G_SYS_OEXT,샌드박스 우회에 의한 격리 통제 상실,Loss of containment through sandbox escape,,(jay) [분할] 복합적. Security and Adversarial Robustness Failure + Deception and Scheming이 혼재되어 해당 L4를 분해 필요,,SPLIT,,,INTENT_CORRECTION_REWRITE_TRANSFER_APPLIED,원문은 샌드박스 우회만 지지하므로 G_SYS_SECADV로 이관하고 기만 기제는 만들지 않는다.,L1/L2/L3 hierarchy; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_SECADV_047,G_SYS_SECADV,샌드박스 우회에 의한 격리 통제 상실,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0533,General,534,SRC-G-0187,RAI4-1472,G_SYS_OEXT_010,G_SYS_OEXT,과적합 및 과소적합,Over- and underfitting,,(jay) [이관] Performance and Reliability Failure,,REMAP,,,FINAL_QA_LANGUAGE_REFINEMENT,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다. | FQA-292:영문 철자 오류 adaption을 표준 표현 adaptation으로 교정한다.,L1/L2/L3 hierarchy; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_115,G_Others,과적합 및 과소적합,1,YES,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0541,General,542,SRC-G-0002,RAI4-0021,G_SYS_OREF_001,G_SYS_OREF,거절-능력 혼동,Refusal-capability confusion,"Title을 description에 맞도록 수정할 것. 단, 선행연구의 학술적 용어를 사용할 것. 기존의 L4 리스크의 제목과 중복되지 않도록 할 것. 한국어 리스크 명칭의 경우 AI 기본법 또는 정책기관의 가이드라인에서 사용하는 용어를 사용할 것. 예시: 거절-능력 교란 -> 거절-능력 혼동",(jay) [이관] Evaluation and Assurance Failure,,REMAP,MERGE|REWRITE,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SYS_EVAL. | FQA-276:거절과 역량 부족의 혼동이 위험 역량 오판과 잘못된 안전성 확신으로 이어지는 결과를 영문에 명시한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_EVAL_047,G_SYS_EVAL,요청 거절과 역량 부족의 혼동,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0542,General,543,SRC-P-0174,RAI4-1174,G_SYS_OREF_002,G_SYS_OREF,안전하지 않은 지시 주제,Unsafe instruction topic,general 영역으로 이동 — 부적절하거나 불합리한 지시 주제를 그대로 따라 광신·인종주의 등 안전하지 않은 콘텐츠를 생성하는 것은 텍스트 기반 안전정렬 이슈로 물리 AI 한정 아님,(jay) [이관] Security and Adversarial Robustness Failure,,REMAP,REMAP,,FINAL_QA_LANGUAGE_REFINEMENT,Explicit human-review transfer to G_SYS_SECADV. | FQA-277:단순 유해 지시 준수가 아니라 보안 L3에 필요한 공격자·적대적 구성·안전장치 우회 기제를 명시한다.,L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_SYS_SECADV_009,G_SYS_SECADV,적대적 역할·지시에 의한 안전장치 우회,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0571,General,572,SRC-G-0423,RAI4-1017,G_SYS_SECADV_017,G_SYS_SECADV,이상 조건에서의 성능·견고성·복원력 실패,"Failure of performance, robustness, and resilience under adverse conditions",,(jay) [이관] Performance and Reliability Failure,,REMAP,,,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,G_Others_116,G_Others,이상 조건에서의 성능·견고성·복원력 실패,1,YES,APPARENTLY_APPLIED_REQUIRES_TEXT_AUDIT,YES,,,,,,,PENDING
HR2-0600,Agentic,2,SRC-A-0048,RAI4-1574,A_INT_CASCADE_001,A_INT_CASCADE,다중에이전트 상전이에 의한 급격한 성능 붕괴,Abrupt performance collapse from phase transitions in multi-agent systems,,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE,,,KEEP_CONFIRMED_EXPERT,상전이는 임계점에서 나타나는 급변 기제로 다른 연쇄실패 카드와 구별된다.,L4_Title_ko; L4_Description_ko,A_INT_CASCADE_001,A_INT_CASCADE,다중 에이전트 상전이에 의한 급격한 성능 붕괴,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0601,Agentic,3,SRC-A-0044,RAI4-0561,A_INT_CASCADE_002,A_INT_CASCADE,혼돈적 다중 에이전트 동역학,Chaotic multi-agent dynamics,,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE,,,KEEP_CONFIRMED_EXPERT,초기조건 민감성과 예측불가능성이 독립 기제다.,L4_Description_ko; L4_Description_en,A_INT_CASCADE_002,A_INT_CASCADE,혼돈적 다중 에이전트 동역학,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0602,Agentic,4,SRC-A-0047,RAI4-0579,A_INT_CASCADE_003,A_INT_CASCADE,에이전트 상호작용의 불안정화 피드백 루프,Destabilizing feedback loops among interacting agents,,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE,,,KEEP_CONFIRMED_EXPERT,되먹임에 의한 오류 증폭은 상전이·혼돈과 구별되는 연쇄 메커니즘이다.,L4_Title_en; L4_Description_en,A_INT_CASCADE_003,A_INT_CASCADE,에이전트 상호작용의 불안정화 피드백 루프,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
HR2-0608,Agentic,10,SRC-A-0065,RAI4-1570,A_INT_COLLUSION_001,A_INT_COLLUSION,은닉 통신 채널을 통한 에이전트 간 결탁,Covert collusion between agents through hidden communication channels,,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",,REWRITE,,,EXPERT_MERGE_APPLIED,A_INT_COLLUSION_002와 은밀 통신 및 감시 회피 기제가 동일하다.,L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,A_INT_COLLUSION_003,A_INT_COLLUSION,감시 회피형 은밀 통신에 의한 다중 에이전트 공모,1,NO,NOT_EVIDENCED_IN_LEDGER,YES,,,,,,,PENDING
