Register_ID,Source_Domain,source_row_id,Baseline_L4_Title_ko,Human_Review_Comment_Verbatim,Source_Instruction_Prompt,Agent1_Action,Agent1_Target_L3_IDs,Agent1_Merge_Representative,Agent1_Split_Count,Agent1_Confidence,Agent1_Basis,Agent1_Note,Agent2_Action,Agent2_Target_L3_IDs,Agent2_Merge_Representative,Agent2_Split_Count,Agent2_Confidence,Agent2_Basis,Agent2_Note,Action_Agreement,Target_Agreement,Merge_Representative_Agreement,User_Approval_Required,Approval_Reason,User_Selected_Action,User_Selected_Target_L3_IDs,User_Selected_Merge_Representative,User_Decision_Note,User_Approval_Status
HR2-0443,General,SRC-G-0041,저자원 언어 가치 손실,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",,SPLIT,G_SOC_CULT|G_SYS_INPUT|G_SYS_EVAL,,3,MEDIUM,E/S/C,언어 가치 침식·입력 이해 성능·평가 범위 실패를 분리,SPLIT,G_SOC_CULT|G_SYS_INPUT|G_SYS_EVAL,,3,MEDIUM,HUMAN_REVIEW|L3_MASTER,문화 침식·언어 입력 처리·안전성 평가를 분리하고 HR2-0004와 공유 계보 유지,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0459,General,SRC-G-0180,학습 데이터 어노테이션 결함,(jay) [이관] Performance and Reliability Failure,"중복: RAI4-1466(잘못된 데이터 라벨)와 ""라벨·주석 품질 결함→모델 정확성 저하""",MERGE,G_SYS_EVAL,SRC-G-0180,,HIGH,E/M/R,학습 데이터 주석 결함 대표로 통합하고 품질 보증 실패로 정식화,MERGE,G_SYS_EVAL,SRC-G-0180,,HIGH,SOURCE_DUPLICATE|L3_MASTER,학습 데이터 주석 결함을 대표로 유지,YES,YES,YES,NO,,,,,,PENDING
HR2-0485,General,SRC-G-0119,모델 오설정과 정량화되지 않은 예측 불확실 성,(jay) [이관] Performance and Reliability Failure,,SPLIT,G_SYS_EVAL|G_SYS_OVERCONF,,2,MEDIUM,E/S/C,모델 명세 검증 실패와 불확실성 미표시·과신을 분리,SPLIT,G_SYS_EVAL|G_SYS_OVERCONF,,2,MEDIUM,HUMAN_REVIEW|L3_MASTER,모델 오설정·검증과 불확실성 미정량화를 분리,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0488,General,SRC-G-0303,민감 개인속성 추론,(jay) [이관] Privacy Violation,,REMAP,G_INT_PRIV,,,HIGH,E/L,민감 속성의 무단 추론이 개인정보 침해에 직접 부합,REMAP,G_INT_PRIV,,,HIGH,HUMAN_REVIEW|L3_MASTER,비공개 민감 개인 속성의 추론·노출,YES,YES,YES,NO,,,,,,PENDING
HR2-0489,General,SRC-G-0349,체계적 학습 오류 편향,(jay) [이관] Performance and Reliability Failure,,DELETE,,,,HIGH,E/D/C,체계적 학습 오류라는 성능 진술에 피해 대상·현행 L3 기제가 없음,REMAP,G_SYS_EVAL,,,MEDIUM,HUMAN_REVIEW|L3_MASTER,특정 집단 피해가 없는 체계적 학습 오류의 검증 실패,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0490,General,SRC-P-0009,지속 튜닝의 파국적 망각,(jay) [이관] Performance and Reliability Failure,General 영역으로 이동하여 적합한 L3에 매핑할 것,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,E/R/C,파국적 망각을 지속 미세조정 후 역량 유지 평가 실패로 좁혀 유지,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,지속 미세조정 후 능력 보존 검증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0493,General,SRC-P-0171,물체 어포던스 입력 이해 실패,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,,SPLIT,G_SYS_INPUT|P_SYS_CONTROL,,2,HIGH,E/S/L,물체·장면 의미 오해와 안전하지 않은 물리 행동을 분리,SPLIT,G_SYS_INPUT|P_SYS_CONTROL,,2,HIGH,HUMAN_REVIEW|L3_MASTER,물체 어포던스 오해와 위험한 물리 구동을 분리,YES,YES,YES,NO,,,,,,PENDING
HR2-0496,General,SRC-G-0166,안전 필수 인프라 AI 운영 사고,(jay) [재검토] 다양한 원인 기재 및 불명확한 피해 기재. 명확한 리스크 분류 불가,"중복: RAI4-0608(원자력·핵심 인프라 AI 제어 오류)와 ""안전필수 인프라 AI 실패→연쇄 재난""",MERGE,P_SYS_CONTROL,SRC-G-0168,,MEDIUM,E/M/C,핵심 인프라 운영사고를 구체적 제어 실패 대표에 흡수,MERGE,P_SYS_STATE,SRC-G-0168,,HIGH,SOURCE_DUPLICATE|L3_MASTER,안전 필수 인프라 사고를 센서 상태 오인식 대표에 흡수,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0497,General,SRC-G-0188,코너 케이스에서의 신뢰성 저하,(jay) [이관] Performance and Reliability Failure,Title: 코너 케이스에서의 신뢰성 저하,REWRITE_KEEP,G_SYS_EVAL,,,HIGH,E/R,코너 케이스 평가 범위·신뢰성 검증 실패로 정식화,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,코너 케이스의 신뢰성·안전성 검증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0498,General,SRC-G-0109,사용자 능력 불일치,(jay) [이관] Allocative Discrimination,,REMAP,G_INT_ALLOC,,,HIGH,E/L,사용자 능력 가정으로 서비스 접근·안전 조건을 불리하게 배분,REMAP,G_INT_ALLOC,,,HIGH,HUMAN_REVIEW|L3_MASTER,사용자 능력 가정에 따른 서비스 접근·안전 격차,YES,YES,YES,NO,,,,,,PENDING
HR2-0503,General,SRC-G-0484,AI 시스템의 기만적 행동과 전략적 은폐,(jay) [이관] Deception and Scheming,,REMAP,A_SYS_DECEPT,,,HIGH,E/L,AI 에이전트의 전략적 은폐·기만이 정의에 직접 부합,REMAP,A_SYS_DECEPT,,,HIGH,HUMAN_REVIEW|L3_MASTER,에이전트의 목표·능력·의도 은폐와 전략적 기만,YES,YES,YES,NO,,,,,,PENDING
HR2-0509,General,SRC-G-0027-S1,개인 대상 허위정보,(jay) [분할] 복합적. Misinformation + illegal conduct 혼재되어 해당 L4를 분해 필요,리스크 분리 할 것. 분리 기준: '개인 대상 허위정보'와 '위험·민감 정보의 보안 위협 확산',REWRITE_KEEP,G_SYS_MISINFO,,,HIGH,E/L,분리는 S1·S2로 이미 구현됐으며 본 child는 개인 대상 허위정보로 유지,SPLIT,G_SYS_MISINFO|G_SYS_SECADV,,2,HIGH,HUMAN_REVIEW|L3_MASTER,HR2-0238과 한 split 그룹으로 개인 허위정보와 보안 위협을 분리,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0530,General,SRC-G-0485,무제한 접근을 통한 범용 AI 고영향 오용,,,REMAP,G_INT_ILLEGAL,,,MEDIUM,L,범용 AI 역량의 고영향 악의적 오용을 불법 행위 지원으로 배치,REMAP,G_SYS_SECADV,,,HIGH,L3_MASTER,무제한 접근·통제 부재를 통한 고영향 오용,YES,NO,YES,YES,TARGET_DISAGREEMENT,,,,,PENDING
HR2-0532,General,SRC-G-0196,샌드박스 우회에 의한 격리 통제 상실,(jay) [분할] 복합적. Security and Adversarial Robustness Failure + Deception and Scheming이 혼재되어 해당 L4를 분해 필요,,SPLIT,G_SYS_SECADV|A_SYS_DECEPT,,2,HIGH,E/S/L,샌드박스 우회와 전략적 은폐·책략을 분리,SPLIT,G_SYS_SECADV|A_SYS_DECEPT,,2,MEDIUM,HUMAN_REVIEW|L3_MASTER,격리 우회와 감독 회피형 전략 은폐를 분리하되 두 번째 기제의 원문 근거가 약함,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0533,General,SRC-G-0187,과적합 및 과소적합,(jay) [이관] Performance and Reliability Failure,,REWRITE_KEEP,G_SYS_EVAL,,,HIGH,E/R,과적합·과소적합을 일반화 성능 평가 실패로 정식화,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,과적합·과소적합에 따른 운용 신뢰성 검증 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0541,General,SRC-G-0002,거절-능력 혼동,(jay) [이관] Evaluation and Assurance Failure,"Title을 description에 맞도록 수정할 것. 단, 선행연구의 학술적 용어를 사용할 것. 기존의 L4 리스크의 제목과 중복되지 않도록 할 것. 한국어 리스크 명칭의 경우 AI 기본법 또는 정책기관의 가이드라인에서 사용하는 용어를 사용할 것. 예시: 거절-능력 교란 -> 거절-능력 혼동",REMAP,G_SYS_EVAL,,,HIGH,E/L,거절과 역량 부족을 구별하지 못한 평가 실패에 부합,REMAP,G_SYS_EVAL,,,HIGH,HUMAN_REVIEW|L3_MASTER,거절과 역량 부족을 평가가 구분하지 못함,YES,YES,YES,NO,,,,,,PENDING
HR2-0542,General,SRC-P-0174,안전하지 않은 지시 주제,(jay) [이관] Security and Adversarial Robustness Failure,general 영역으로 이동 — 부적절하거나 불합리한 지시 주제를 그대로 따라 광신·인종주의 등 안전하지 않은 콘텐츠를 생성하는 것은 텍스트 기반 안전정렬 이슈로 물리 AI 한정 아님,REMAP,G_SYS_SECADV,,,HIGH,E/L,적대적 역할·지시로 안전장치를 우회하는 보안 실패,REMAP,G_SYS_SECADV,,,HIGH,HUMAN_REVIEW|L3_MASTER,적대적 역할·지시를 통한 안전장치 우회,YES,YES,YES,NO,,,,,,PENDING
HR2-0571,General,SRC-G-0423,이상 조건에서의 성능·견고성·복원력 실패,(jay) [이관] Performance and Reliability Failure,,REWRITE_KEEP,G_SYS_SECADV,,,MEDIUM,E/R/C,악의적 공격·오염·이상 입력에서의 견고성 실패로 범위를 한정,REMAP,G_SYS_SECADV,,,HIGH,HUMAN_REVIEW|L3_MASTER,공격·오염·환경 잡음에 대한 견고성 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0600,Agentic,SRC-A-0048,다중에이전트 상전이에 의한 급격한 성능 붕괴,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,E/L,상전이·균형 급변은 독립 동역학 기제이므로 다른 두 카드와 분리 유지,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,HUMAN_REVIEW|L3_MASTER,상전이 기제는 혼돈·피드백 루프와 구별됨,YES,YES,YES,NO,,,,,,PENDING
HR2-0601,Agentic,SRC-A-0044,혼돈적 다중 에이전트 동역학,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,E/L,초기조건 민감 혼돈 동역학은 독립 기제이므로 분리 유지,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,HUMAN_REVIEW|L3_MASTER,초기 조건 민감 혼돈 동역학을 독립 유지,YES,YES,YES,NO,,,,,,PENDING
HR2-0602,Agentic,SRC-A-0047,에이전트 상호작용의 불안정화 피드백 루프,"A_INT_CASCADE_001, A_INT_CASCADE_002, A_INT_CASCADE_003 정의가 비슷 - merge 하는게 나을지 검토 필요",,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,E/L,출력 재사용 피드백 루프의 오류 증폭은 독립 기제이므로 분리 유지,REWRITE_KEEP,A_INT_CASCADE,,,HIGH,HUMAN_REVIEW|L3_MASTER,적응형 상호작용의 증폭 피드백 루프를 독립 유지,YES,YES,YES,NO,,,,,,PENDING
HR2-0608,Agentic,SRC-A-0065,은닉 통신 채널을 통한 에이전트 간 결탁,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",,MERGE,A_INT_COLLUSION,SRC-A-0065,,HIGH,E/M/L,은닉 통신 기반 공모의 동일 문안을 대표 카드에 통합,MERGE,A_INT_COLLUSION,SRC-A-0065,,HIGH,HUMAN_REVIEW|EXACT_DUPLICATE|L3_MASTER,은닉 통신 결탁 대표로 통합,YES,YES,YES,NO,,,,,,PENDING
HR2-0609,Agentic,SRC-A-0062,다중 에이전트 은밀 공모,"A_INT_COLLUSION_001, A_INT_COLLUSION_002 정의가 유사함 - merge 할지 검토 필요",,MERGE,A_INT_COLLUSION,SRC-A-0065,,HIGH,E/M/L,다중 에이전트 은밀 공모를 은닉 통신 대표 카드에 통합,MERGE,A_INT_COLLUSION,SRC-A-0065,,HIGH,HUMAN_REVIEW|EXACT_DUPLICATE|L3_MASTER,동일 정의를 SRC-A-0065 대표에 흡수,YES,YES,YES,NO,,,,,,PENDING
HR2-0611,Agentic,SRC-P-0199,위임 에이전트 공격에 의한 정보 탈취·행위 조작,General AI의 Security and Adversarial Robustness Failure로 이관,에이전트 영역으로 이동 — 위임 에이전트를 공격해 본인 정보를 탈취하거나 원치 않는 행위를 유도하는 것은 에이전트 일반의 리스크로 물리 AI 한정 아님,REMAP,G_SYS_SECADV,,,HIGH,E/L,위임 에이전트 공격과 정보 탈취·행위 조작이 보안 실패에 부합,REMAP,G_SYS_SECADV,,,HIGH,HUMAN_REVIEW|L3_MASTER,위임 에이전트 공격·정보 탈취·행위 조작의 보안 침해,YES,YES,YES,NO,,,,,,PENDING
HR2-0621,Agentic,SRC-A-0041,어포던스 부여에 의한 에이전트 실패 영향 확대,Agentic - Excessive Authority and Agency 로 이관,,REMAP,A_SYS_AUTH,,,HIGH,E/L,부여된 어포던스가 실패 영향과 권한 범위를 확대,REMAP,A_SYS_AUTH,,,HIGH,HUMAN_REVIEW|L3_MASTER,새 어포던스·권한 부여로 실패 영향 확대,YES,YES,YES,NO,,,,,,PENDING
HR2-0627,Agentic,SRC-P-0012,학습 중 탐색 행동에 의한 회복 불가 피해,General AI - Overconfidence로 이관,Agentic AI 도메인(L1)로 이동하여 적합한 L3에 매팽할 것,REMAP,A_SYS_AUTH,,,MEDIUM,E/L/C,승인 없는 탐색으로 회복 불가 행동을 수행하는 과도한 자율성,REMAP,A_SYS_AUTH,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,Agentic 이동 지시와 무승인 회복불가 탐색행동이 A_SYS_AUTH에 부합,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0628,Agentic,SRC-P-0196,악의적 사용과 무감독 에이전트 방출,General AI의 Illegal or Unethical Conduct로 이관,"에이전트 영역으로 이동 — 정보전에서의 기만적 콘텐츠 생성, 감독 없는 에이전트의 명령 기계적 수행은 에이전트 일반의 리스크로 물리 AI 한정 아님",SPLIT,G_INT_ILLEGAL|A_SYS_AUTH,,2,MEDIUM,E/S/C,악의적 사용과 무감독 에이전트 방출을 분리,REMAP,A_SYS_AUTH,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,무감독 에이전트의 도구행동은 권한·감독 기제가 지배적,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0630,Agentic,SRC-A-0013,NPC 의도 조작,Agentic AI - Deception and Scheming로 이관,,REMAP,G_SYS_SECADV,,,LOW,E/L/C,외부 NPC가 에이전트를 조작하므로 에이전트의 기만보다 적대 입력에 부합,REMAP,G_SYS_SECADV,,,LOW,HUMAN_REVIEW_CONFLICT|L3_MASTER,NPC 의도가 에이전트를 조작하는 공격은 에이전트 자신의 기만이 아님,YES,YES,YES,YES,AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION,,,,,PENDING
HR2-0632,Agentic,SRC-A-0007,프로토콜 수준 다중 에이전트 위협,General AI의 Security and Adversarial Robustness Failure로 이관,,REMAP,G_SYS_SECADV,,,HIGH,E/L,프로토콜 수준 공격과 안전장치 우회가 보안 실패에 부합,REMAP,G_SYS_SECADV,,,HIGH,HUMAN_REVIEW|L3_MASTER,다중 에이전트 프로토콜의 스푸핑·재전송·권한상승 공격,YES,YES,YES,NO,,,,,,PENDING
HR2-0634,Agentic,SRC-P-0057,배포 이후 예측하지 못한 창발적 역량과 행동,Agentic - Excessive Authority and Agency 로 이관,,REMAP,A_SYS_AUTH,,,HIGH,E/L,배포 후 창발 역량과 행동 범위 확대가 과도한 자율성에 부합,REMAP,A_SYS_AUTH,,,HIGH,HUMAN_REVIEW|L3_MASTER,배포 후 창발 역량과 승인되지 않은 고위험 행동,YES,YES,YES,NO,,,,,,PENDING
HR2-0635,Agentic,SRC-G-0415,통제되지 않는 자기개선과 AGI 통제 상실,Agentic - Excessive Authority and Agency 로 이관,"중복된 RAI4-0969를 RAI4-0555(통제되지 않는 자기개선·통제 상실)으로 통합. 단, 의미적으로 보존해야하는 description 정보는 가능한 보존시킬 것.",MERGE,A_SYS_AUTH,SRC-G-0415,,HIGH,E/M/L,명시된 자기개선·통제 상실 중복을 하나의 대표 카드로 유지,MERGE,A_SYS_AUTH,SRC-G-0415,,HIGH,HUMAN_REVIEW|SOURCE_MERGE|L3_MASTER,자기개선·통제 상실 통합 계보를 유지,YES,YES,YES,NO,,,,,,PENDING
HR2-0637,Agentic,SRC-G-0096,광범위 배포 비서의 안전하지 않은 탐색,General AI - Overconfidence로 이관,"Agentic AI의 하위로 분류하고, L3 카드와 매핑을 시킬 것",REMAP,A_SYS_AUTH,,,MEDIUM,E/L/C,사전 검증·승인 없는 탐색 행동이 과도한 자율성에 더 직접 부합,REMAP,A_SYS_AUTH,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,광범위 배포 비서의 무승인 탐색행동,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0668,Agentic,SRC-G-0120,목표 드리프트,L3 Goal Misalignment 정의와 유사하여 제거,중복: RAI4-0366(최적화 하의 가치 드리프트)와 목표 드리프트 주제 중복,DELETE,,,,HIGH,E/M/D,Goal Misalignment L3 정의와 중복되는 일반 목표 드리프트 카드 삭제,MERGE,A_SYS_GOAL,SRC-G-0111,,MEDIUM,HUMAN_REVIEW|SOURCE_DUPLICATE|L3_MASTER,목표 드리프트를 최적화 하의 가치 드리프트 대표에 흡수하고 대표도 목표 불일치로 이동 검토,NO,NO,NO,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|MERGE_REPRESENTATIVE_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0681,Agentic,SRC-A-0025,에이전트 위험 인식 실패,General AI - Context-Awareness Failure로 이관,,REMAP,G_SYS_CONTEXT,,,HIGH,E/L,위험 맥락을 인식하지 못하는 실패에 직접 부합,REMAP,G_SYS_CONTEXT,,,HIGH,HUMAN_REVIEW|L3_MASTER,다중 턴 맥락에 존재하는 안전 위험 인식 실패,YES,YES,YES,NO,,,,,,PENDING
HR2-0684,Agentic,SRC-A-0022,위험 소스 귀인 실패,Agentic AI - Accountability and Traceability Gap로 이관,,REMAP,A_SYS_TRACE,,,HIGH,E/L,위험 원인·주체 귀인 실패가 에이전트 추적 불명확에 부합,REMAP,A_SYS_TRACE,,,HIGH,HUMAN_REVIEW|L3_MASTER,모델·메모리·도구·환경 중 위험 원인 추적 실패,YES,YES,YES,NO,,,,,,PENDING
HR2-0698,Physical,SRC-G-0013,위험 지시 거부 실패,(유지),Physical AI의 하위로 L4 리스크 카드를 분류하고 L3와 재매핑을 시킬것,REWRITE_KEEP,P_SYS_CONTROL,,,MEDIUM,E/R/C,위험 지시를 물리 행동으로 실행하는 제어 실패로 좁혀 유지,REMAP,P_SYS_CONTROL,,,HIGH,HUMAN_REVIEW|L3_MASTER,위험 지시를 거부하지 못해 안전하지 않은 물리행동 실행,NO,YES,YES,YES,ACTION_DISAGREEMENT,,,,,PENDING
HR2-0700,Physical,SRC-P-0152,장면 변화 시 인간 행동 모방 실패,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",,REWRITE_KEEP,P_SYS_CONTROL,,,LOW,E/L/C,유지와 삭제 제안 충돌이나 장면 변화에도 동작을 반복하는 제어 실패는 유효,REMAP,P_INT_SAFETY,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,장면 변화에서 인간 행동 모방이 부적절한 접촉을 유발,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION|KEEP_VS_DELETE,,,,,PENDING
HR2-0702,Physical,SRC-P-0016,배포 전 물리적 안전 시험 미흡,"(유지) (jw) 너무 지엽적인 리스크로, 삭제 제안",,REWRITE_KEEP,G_SYS_EVAL,,,LOW,E/L/C,유지와 삭제 제안 충돌이나 배포 전 물리 안전 시험은 평가 실패에 직접 부합,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,배포 전 물리 안전시험 미흡은 평가·보증 실패에 직접 부합,YES,YES,YES,YES,AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION|KEEP_VS_DELETE,,,,,PENDING
HR2-0704,Physical,SRC-P-0123,런타임 안전 모니터 실패,"(유지) (jw) l3와 무관하며 너무 지엽적인 리스크로, 삭제 제안",,REWRITE_KEEP,P_SYS_CONTROL,,,LOW,E/L/C,유지와 삭제 제안 충돌이나 런타임 안전 제약 집행 실패는 제어 범위에 부합,REMAP,P_SYS_CONTROL,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,런타임 제약 감지·집행 실패는 제어 안전계층 기제,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION|KEEP_VS_DELETE,,,,,PENDING
HR2-0705,Physical,SRC-G-0014,안전-성능 균형 실패,"(유지) (jw) l3와 무관하며, general에 해당해보임",Physical AI의 하위로 L4 리스크 카드를 분류하고 L3와 재매핑을 시킬것,REWRITE_KEEP,P_SYS_CONTROL,,,MEDIUM,E/R/C,성능 최적화가 물리 안전 제약을 희생하는 제어 정책 실패로 좁혀 유지,REMAP,P_SYS_CONTROL,,,MEDIUM,HUMAN_REVIEW_CONFLICT|L3_MASTER,조작 정책이 안전제약을 희생하는 제어 실패,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0710,Physical,SRC-P-0104,피지컬 AI의 파괴·학대 행동,(유지) (jw) 사람이 아닌 물리적 대상에 대한 내용이라는 것이 title에 나타나야할 것 같습니다.,,REMAP,G_INT_ILLEGAL,,,MEDIUM,E/L/C,피지컬 AI의 외부 자산 파괴는 시스템에 대한 tamper가 아니라 불법 행위 수행,REMAP,G_INT_WEAP,,,LOW,HUMAN_REVIEW|L3_MASTER,외부 물리자산 파괴는 P_INT_TAMPER의 공격 방향과 반대,YES,NO,YES,YES,TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0711,Physical,SRC-P-0103,불법·유해 물리 요청의 수용·실행,(유지),,REMAP,G_INT_ILLEGAL,,,HIGH,E/L,불법 물리 요청의 실행·지원이 불법 행위 정의에 직접 부합,REMAP,G_INT_ILLEGAL,,,LOW,HUMAN_REVIEW|L3_MASTER,불법 물리 요청 수행으로 한정하고 폭력·무기 중복을 제거할 필요,YES,YES,YES,YES,AGENT2_USER_DECISION,,,,,PENDING
HR2-0717,Physical,SRC-P-0107,로봇 능력의 무기화,"의미는 맞으나, 띄어쓰기 등 문장을 정제시킬 것",,REWRITE_KEEP,G_INT_WEAP,,,HIGH,E/R/L,문장·띄어쓰기를 정제하고 로봇 역량의 무기화로 유지,REWRITE_KEEP,G_INT_WEAP,,,HIGH,HUMAN_REVIEW|L3_MASTER,로봇 능력의 파괴·공격 목적 전용과 문장 정제,YES,YES,YES,NO,,,,,,PENDING
HR2-0725,Physical,SRC-P-0059,설계 단계 명세 오류,L4 리스크명 수정했음 (피지컬AI 시스템 용어 추가),,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,E/R/C,설계 명세 오류를 배포 전 설계·목적함수 검증 실패로 좁혀 유지,REMAP,P_SYS_CONTROL,,,HIGH,HUMAN_REVIEW|L3_MASTER,설계 명세 오류가 의도하지 않은 물리행동으로 발현,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT,,,,,PENDING
HR2-0770,Physical,SRC-P-0031,인지·추론 지연 급증,"General 영역으로 이동, 적합한 L3와 매핑할 것",,REWRITE_KEEP,G_SYS_EVAL,,,LOW,E/R/C,성능 L3 부재로 안전 시간 한계·지연 평가 실패로 좁히거나 삭제 필요,REMAP,G_SYS_EVAL,,,LOW,HUMAN_REVIEW|L3_MASTER,General 이동 지시는 명확하나 실제 지연 자체의 정확한 L3가 없음,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT1_LOW_CONFIDENCE|AGENT2_USER_DECISION,,,,,PENDING
HR2-0794,Physical,SRC-P-0044,온디바이스 연산·메모리 고갈,(유지),,REWRITE_KEEP,P_SYS_CONTROL,,,MEDIUM,E/R/C,연산·메모리 고갈로 안전 제어 기능이 중단되는 물리 제어 실패로 한정,REMAP,P_SYS_CONTROL,,,LOW,HUMAN_REVIEW|L3_MASTER,연산·메모리 고갈로 안전 관련 제어 기능이 중단,NO,YES,YES,YES,ACTION_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
HR2-0795,Physical,SRC-P-0049,무해 미세조정에 의한 안전성 열화,(유지),,REWRITE_KEEP,G_SYS_EVAL,,,MEDIUM,E/R/C,미세조정 후 안전성 회귀 평가 실패로 좁혀 유지,REMAP,G_SYS_SECADV,,,MEDIUM,HUMAN_REVIEW|L3_MASTER,미세조정에 따른 안전장치 열화와 유해 출력 증가,NO,NO,YES,YES,ACTION_DISAGREEMENT|TARGET_DISAGREEMENT|AGENT2_USER_DECISION,,,,,PENDING
