L4_ID,L3_ID,L4_Title_ko,L4_Title_en,source_ev_id,source_risk_category,source_risk_subcategory,ref_title,ref_authors,ref_year,reference_type,doi,ref_url,direct_quote,quote_location,quote_word_count,source_quality_tier,semantic_similarity,combined_score,semantic_fit_method,metadata_verification,fulltext_verification,verification_status,accessed_at
G_SYS_CONTEXT_008,G_SYS_CONTEXT,사회·상황적 단서의 오해,Misinterpretation of social and situational cues,62.24.01,Agency (Situational Awareness) ,Situational awareness in AI systems,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Situational awareness in GPAI systems refers to the ability to understand its context, environment, and use this to inform action.",MIT AI Risk Repository evidence row 62.24.01,20,B_IDENTIFIED_RESEARCH_PAPER,0.707944,0.658659,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_CONTEXT_009,G_SYS_CONTEXT,사회적 가치·윤리 규범과 상충하는 모델 출력,Model outputs conflicting with societal values and ethical norms,47.02.10,Ethical and social risks ,Bias and discrimination (value lock and outcome homogenization) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,"This phenomenon, in turn, has the potential to “institutionalize systemic exclusion and reinforce existing social hierarchies.",MIT AI Risk Repository evidence row 47.02.10,16,B_IDENTIFIED_RESEARCH_PAPER,0.717355,0.683162,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_CONTEXT_011,G_SYS_CONTEXT,맥락적 사회 규범 위반,Violation of contextual social norms,62.16.10,Model Evaluations,Benchmarking (Cross-lingual data contamination),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,… most basic form of this is when a benchmark is trans- lated to another language and then fed to the model as training data.,MIT AI Risk Repository evidence row 62.16.10,24,B_IDENTIFIED_RESEARCH_PAPER,0.675603,0.631501,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_CONTEXT_012,G_SYS_CONTEXT,사용자 역량·접근성 맥락 인식 실패,Failure to recognise user capability and accessibility context,45.02.09,Safety risks in AI Applications ,"Cognitive risks (Risks of amplifying the effects of ""information cocoons"")",AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"AI can be extensively utilized for customized information services, collecting user information, and analyzing types of users, their needs, intentions, preferences, habits, and even …",MIT AI Risk Repository evidence row 45.02.09,24,A_OFFICIAL_REPORT,0.692206,0.668978,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_CONTEXT_013,G_SYS_CONTEXT,정서·상황 맥락을 무시한 콘텐츠에 의한 공황·불안,Panic and anxiety from content that disregards emotional and situational context,45.01.05,AI's inherent safety risks ,Risks from models and algorithms (Risks of unreliable output),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… hallucinations, meaning that an AI model generates untruthful or unreasonable content but presents it as if it were a fact, leading to biased and …",MIT AI Risk Repository evidence row 45.01.05,24,A_OFFICIAL_REPORT,0.725508,0.682367,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_001,G_SYS_EVAL,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,AI benchmarks that exclude diverse users and rare harms,62.16.16,Model Evaluations,Benchmark Limitations (Insufficient benchmarks for AI safety evaluation) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… to measuring the performance of AI systems (e.g., on programming or math tasks) are more well-developed than those for assessing safety and harms in …",MIT AI Risk Repository evidence row 62.16.16,24,B_IDENTIFIED_RESEARCH_PAPER,0.7887,0.750328,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_002,G_SYS_EVAL,분포 변화에 대한 AI 평가·검증 실패,AI evaluation failure under distribution shift,59.22.00,Operational data issues,,AI Hazard Management: A Framework for the Systematic Management of Root Causes for AI Risks,Schnitzer et al.,2024,Journal Article,https://doi.org/10.48550/arXiv.2310.16727,https://doi.org/10.1007/978-981-99-9836-4_27,"Until the deployment of the AI application into its operational environment, the AI system has been tested with a test set that aims to …",MIT AI Risk Repository evidence row 59.22.00,24,A_PEER_REVIEWED,0.76444,0.727414,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_003,G_SYS_EVAL,AI 레지스트리 불완전성,AI registry incompleteness,61.02.19,Sources of systemic risks from general-purpose AI ,Dependency on providers,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,Excessive reliance on specific AI providers can lead to vulnerabilities due to lack of alternatives or interoperability.,MIT AI Risk Repository evidence row 61.02.19,17,A_PEER_REVIEWED,0.663941,0.613588,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_004,G_SYS_EVAL,휴머노이드 안전 시험·인증 체계 부재,Absence of a humanoid safety testing and certification framework,62.16.16,Model Evaluations,Benchmark Limitations (Insufficient benchmarks for AI safety evaluation) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… performance of AI systems (e.g., on programming or math tasks) are more well-developed than those for assessing safety and harms in AI systems [234].",MIT AI Risk Repository evidence row 62.16.16,24,B_IDENTIFIED_RESEARCH_PAPER,0.654796,0.628735,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_005,G_SYS_EVAL,보증 사례 실패,Assurance case failure,62.04.05,Dimension - Technical Attributes (AI inadequacy - technical failure) ,Reinforcement learning AI (Training design related) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"As above, there are broadly two dimensions of technical failure modes: quality of data or input signal, and training performance.",MIT AI Risk Repository evidence row 62.04.05,20,B_IDENTIFIED_RESEARCH_PAPER,0.689112,0.659962,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_006,G_SYS_EVAL,감사자 독립성 실패,Auditor independence failure,62.17.01,Model Evaluations (Auditing) ,Conflicts of interest in auditor selection,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,Conflicts of interest can arise if there is no independence in the auditor selection process or if the auditors are closely associated with the …,MIT AI Risk Repository evidence row 62.17.01,24,B_IDENTIFIED_RESEARCH_PAPER,0.705638,0.709017,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_007,G_SYS_EVAL,벤치마크 조작(gaming),Benchmark gaming,62.16.17,Model Evaluations,Benchmark Limitations (Underestimating capabilities that are not covered by benchmarks),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,This can lead to a false sense of safety and trust due to a lack of understanding of the model’s limitations.,MIT AI Risk Repository evidence row 62.16.17,21,B_IDENTIFIED_RESEARCH_PAPER,0.732694,0.695815,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_008,G_SYS_EVAL,역량·안전을 오측정하는 벤치마크 한계,Benchmark limitations mismeasuring capability and safety,62.16.17,Model Evaluations,Benchmark Limitations (Underestimating capabilities that are not covered by benchmarks),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,… of test coverage by benchmarks on specific abilities of a model can obscure the model’s capabilities from both the developer and the user [160].,MIT AI Risk Repository evidence row 62.16.17,24,B_IDENTIFIED_RESEARCH_PAPER,0.840762,0.839024,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_009,G_SYS_EVAL,벤치마크 안전 순위 불일치,Benchmark safety ranking inconsistency,62.16.16,Model Evaluations,Benchmark Limitations (Insufficient benchmarks for AI safety evaluation) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… performance of AI systems (e.g., on programming or math tasks) are more well-developed than those for assessing safety and harms in AI systems [234].",MIT AI Risk Repository evidence row 62.16.16,24,B_IDENTIFIED_RESEARCH_PAPER,0.692782,0.678687,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_012,G_SYS_EVAL,인증 포획,Certification capture,62.16.03,Model Evaluations,General Evaluations (Difficulty of identification and measurement of capabilities),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"The capabilities of general-purpose AI systems can be difficult to measure, compared to the capabilities of more limited and fixed-purpose AI systems.",MIT AI Risk Repository evidence row 62.16.03,22,B_IDENTIFIED_RESEARCH_PAPER,0.718419,0.68478,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_013,G_SYS_EVAL,변경 관리 실패,Change-management failure,62.04.05,Dimension - Technical Attributes (AI inadequacy - technical failure) ,Reinforcement learning AI (Training design related) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"As above, there are broadly two dimensions of technical failure modes: quality of data or input signal, and training performance.",MIT AI Risk Repository evidence row 62.04.05,20,B_IDENTIFIED_RESEARCH_PAPER,0.685315,0.655894,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_014,G_SYS_EVAL,문화 간 평가 격차,Cross-cultural evaluation gap,62.16.16,Model Evaluations,Benchmark Limitations (Insufficient benchmarks for AI safety evaluation) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Benchmarks dedicated to measuring the performance of AI systems (e.g., on programming or math tasks) are more well-developed than those for assessing safety and …",MIT AI Risk Repository evidence row 62.16.16,24,B_IDENTIFIED_RESEARCH_PAPER,0.745406,0.717263,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_016,G_SYS_EVAL,평가 상황 인식에 따른 기만적 행동 변화,Deceptive behavioural change from evaluation awareness,53.02.01,Dangerous capabilities in AI systems ,Situational awareness ,"Advancing AI Governance: A Literature Review of Problems, Options, and Proposals",Maas,2023,Report,10.2139/ssrn.4629460,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4629460,"… where a large language model displays awareness that it is a model, and it can recognize whether it is currently in testing or deployment;",MIT AI Risk Repository evidence row 53.02.01,24,B_IDENTIFIED_RESEARCH_PAPER,0.736414,0.726232,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_017,G_SYS_EVAL,데이터 수집 품질관리 결함,Deficient data collection quality control,62.14.04,Model Development ,Data-related (Insufficient quality control in data collection process),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… sufficient infrastructure, including the absence of quality control processes for collecting data, especially for high-stakes domains and benchmarks, can affect the quality and type …",MIT AI Risk Repository evidence row 62.14.04,24,B_IDENTIFIED_RESEARCH_PAPER,0.876735,0.88121,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_019,G_SYS_EVAL,모의 도구 환경과 실제 환경의 불일치,Emulated tool-environment mismatch,72.01.03,Misuse Risks ,Physical Harm and Injury Risks,Frontier AI Risk Management Framework (v1.0),SAIL & Concordia AI,2025,Report,-,https://concordia-ai.com/wp-content/uploads/2025/07/Frontier-AI-Risk-Management-Framework-v1.0-en.pdf,The integration of general-purpose AI models into embodied systems creates direct physical threats through malicious exploitation of autonomous decision-making capabilities in real-world environments.,MIT AI Risk Repository evidence row 72.01.03,23,B_IDENTIFIED_RESEARCH_PAPER,0.736731,0.697897,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_021,G_SYS_EVAL,장기·분산적 AI 피해의 평가·측정 실패,Evaluation and measurement failure for long-term and diffuse AI harms,62.16.03,Model Evaluations,General Evaluations (Difficulty of identification and measurement of capabilities),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"The capabilities of general-purpose AI systems can be difficult to measure, compared to the capabilities of more limited and fixed-purpose AI systems.",MIT AI Risk Repository evidence row 62.16.03,22,B_IDENTIFIED_RESEARCH_PAPER,0.766522,0.722772,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_022,G_SYS_EVAL,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,Evaluation unreliability from prompt-format sensitivity,62.19.11,Attacks on GPAIs/GPAI Failure Modes ,Model sensitivity to prompt formatting,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"Even minor modifications can lead to significant shifts in model performance, potentially affecting the reliability of model evaluations and comparisons.",MIT AI Risk Repository evidence row 62.19.11,20,B_IDENTIFIED_RESEARCH_PAPER,0.811005,0.790887,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_023,G_SYS_EVAL,평가 쇼핑,Evaluation-shopping risk,45.01.02,AI's inherent safety risks ,Risks from models and algorithms (Risks of bias and discrimination),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"During the algorithm design and training process, personal biases may be introduced, either intentionally or unintentionally.",MIT AI Risk Repository evidence row 45.01.02,16,A_OFFICIAL_REPORT,0.72548,0.672477,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_024,G_SYS_EVAL,외부 평가 접근 실패,External evaluation access failure,62.04.05,Dimension - Technical Attributes (AI inadequacy - technical failure) ,Reinforcement learning AI (Training design related) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"As above, there are broadly two dimensions of technical failure modes: quality of data or input signal, and training performance.",MIT AI Risk Repository evidence row 62.04.05,20,B_IDENTIFIED_RESEARCH_PAPER,0.683502,0.652355,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_025,G_SYS_EVAL,AI 보증을 위한 감사 접근성과 경영진 가시성의 실패,Failure of audit access and management visibility for AI assurance,61.02.35,Sources of systemic risks from general-purpose AI ,Limited human oversight in decisions,A Taxonomy of Systemic Risks from General-Purpose AI,Uuk et al.,2025,Journal Article,http://dx.doi.org/10.2139/ssrn.5030173,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173,"As AI models and systems gain autonomy, the ability of humans to oversee and intervene in decision-making processes diminishes.",MIT AI Risk Repository evidence row 61.02.35,19,A_PEER_REVIEWED,0.691172,0.65955,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_026,G_SYS_EVAL,역량 평가·출시 거버넌스 실패,Failure of capability evaluation and release governance,62.16.17,Model Evaluations,Benchmark Limitations (Underestimating capabilities that are not covered by benchmarks),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,This can lead to a false sense of safety and trust due to a lack of understanding of the model’s limitations.,MIT AI Risk Repository evidence row 62.16.17,21,B_IDENTIFIED_RESEARCH_PAPER,0.722893,0.683159,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_027,G_SYS_EVAL,모델 결함의 공개·변경 추적 실패,Failure of disclosure and change tracking for model flaws,66.09.03,Privacy and Security,Disclosure,"A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents",Li et al.,2025,Conference Paper,10.48550/arXiv.2505.22073,https://doi.org/10.1609/aies.v8i2.36655,… disclosure risks by inferring additional information beyond what is explicitly captured in the raw data; AI exacerbates disclosure risks through sharing personal data to …,MIT AI Risk Repository evidence row 66.09.03,24,A_PEER_REVIEWED,0.700035,0.669586,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_028,G_SYS_EVAL,참여적·가치 민감 설계의 실패,Failure of participatory and value-sensitive design,47.02.09,Ethical and social risks ,Bias and discrimination (value embedding) ,Regulating under Uncertainty: Governance Options for Generative AI,G'sell,2024,Report,10.2139/ssrn.4918704,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704,… also be subject to the “value embedding” phenomenon.361 “Value embedding” refers to the fact that developers of generative AI models strive to minimize biased …,MIT AI Risk Repository evidence row 47.02.09,24,B_IDENTIFIED_RESEARCH_PAPER,0.726924,0.70284,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_ACCESS_CONTROLLED,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_029,G_SYS_EVAL,인간 평가에서 부정확하거나 유해한 출력의 식별 실패,Failure to detect erroneous or harmful outputs in human evaluation,62.16.07,Model Evaluations,General Evaluations (AI outputs for which evaluation is too difficult for humans),Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"This can lead to the model learning to produce subtly incorrect or harmful outputs, such as code with software vulnerabilities, or politically biased information.",MIT AI Risk Repository evidence row 62.16.07,24,B_IDENTIFIED_RESEARCH_PAPER,0.874979,0.865199,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_031,G_SYS_EVAL,배포 후 변경에 대한 안전 재평가 실패,Failure to reassess safety after deployment changes,45.02.06,Safety risks in AI Applications ,Real-world risks (inducing traditional economic and social security risks),AI Safety Governance Framework,National Technical Committee 260 on Cybersecurity (TC260),2024,Report,,https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf,"… models and algorithms, along with issues such as system performance degradation, interruption, and loss of control caused by improper use or external attacks, will …",MIT AI Risk Repository evidence row 45.02.06,24,A_OFFICIAL_REPORT,0.746021,0.693208,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_032,G_SYS_EVAL,에이전트 사고의 실패 모드 모호성,Failure-mode ambiguity in agent incidents,62.04.05,Dimension - Technical Attributes (AI inadequacy - technical failure) ,Reinforcement learning AI (Training design related) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"As above, there are broadly two dimensions of technical failure modes: quality of data or input signal, and training performance.",MIT AI Risk Repository evidence row 62.04.05,20,B_IDENTIFIED_RESEARCH_PAPER,0.712301,0.677495,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_033,G_SYS_EVAL,가정 내 로봇 행동 안전성 평가의 위음성,False-negative safety evaluation of household robot actions,62.16.16,Model Evaluations,Benchmark Limitations (Insufficient benchmarks for AI safety evaluation) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… performance of AI systems (e.g., on programming or math tasks) are more well-developed than those for assessing safety and harms in AI systems [234].",MIT AI Risk Repository evidence row 62.16.16,24,B_IDENTIFIED_RESEARCH_PAPER,0.682237,0.642728,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
G_SYS_EVAL_035,G_SYS_EVAL,LLM 평가자 오판,Faulty LLM-as-evaluator judgements,62.16.01,Model Evaluations,General Evaluations (Incorrect outputs of GPAI evaluating other AI models) ,Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems,Gipiškis et al.,2024,Research Paper (Preprint),https://doi.org/10.48550/arXiv.2410.23472,https://arxiv.org/abs/2410.23472,"… LLM-based evaluation is integrated into the training of a new model, the trained model could develop in a way that specifically finds and exploits …",MIT AI Risk Repository evidence row 62.16.01,24,B_IDENTIFIED_RESEARCH_PAPER,0.813115,0.788246,BM25_12_CANDIDATES+BGE_M3_RERANK,MIT_RISK_REPOSITORY_SOURCE_METADATA,DIRECT_EXCERPT_IN_SOURCE_EVIDENCE_ROW,PASS_LIVE,2026-09-01T09:10:43.817023+00:00
