Round4_Row_ID,Source_File,Source_Row_Number,Domain_Before,L4_ID_Before,L4_Title_ko_Before,Human_Review_Round4_Comment,휴먼검수 4차 반영결과,Review_State,Interpreted_Intent,Action,Final_Disposition,L4_ID_After,Domain_After,L2_ID_After,L3_ID_After,Reviewer_A,Reviewer_B,Adjudication,Lineage_Status
HR4-R0325,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,326,General,G_SYS_EVAL_002,분포 변화에 대한 AI 평가·검증 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_002,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0326,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,327,General,G_SYS_EVAL_003,AI 레지스트리 불완전성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_003,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0327,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,328,General,G_SYS_EVAL_004,휴머노이드 안전 시험·인증 체계 부재,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_004,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0328,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,329,General,G_SYS_EVAL_005,보증 사례 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_005,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0329,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,330,General,G_SYS_EVAL_006,감사자 독립성 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_006,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0330,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,331,General,G_SYS_EVAL_007,벤치마크 조작(gaming),ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_007,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0331,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,332,General,G_SYS_EVAL_008,역량·안전을 오측정하는 벤치마크 한계,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_008,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0332,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,333,General,G_SYS_EVAL_009,벤치마크 안전 순위 불일치,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_009,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0333,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,334,General,G_SYS_EVAL_012,인증 포획,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_012,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0334,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,335,General,G_SYS_EVAL_013,변경 관리 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_013,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0335,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,336,General,G_SYS_EVAL_014,문화 간 평가 격차,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_014,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0336,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,337,General,G_SYS_EVAL_016,평가 상황 인식에 따른 기만적 행동 변화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_016,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0337,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,338,General,G_SYS_EVAL_017,데이터 수집 품질관리 결함,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_017,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0338,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,339,General,G_SYS_EVAL_019,모의 도구 환경과 실제 환경의 불일치,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_019,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0339,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,340,General,G_SYS_EVAL_021,장기·분산적 AI 피해의 평가·측정 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_021,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0340,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,341,General,G_SYS_EVAL_022,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_022,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0341,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,342,General,G_SYS_EVAL_023,평가 쇼핑,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_023,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0342,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,343,General,G_SYS_EVAL_024,외부 평가 접근 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_024,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0343,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,344,General,G_SYS_EVAL_025,AI 보증을 위한 감사 접근성과 경영진 가시성의 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_025,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0344,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,345,General,G_SYS_EVAL_026,역량 평가·출시 거버넌스 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_026,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0345,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,346,General,G_SYS_EVAL_027,모델 결함의 공개·변경 추적 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_027,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0346,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,347,General,G_SYS_EVAL_028,참여적·가치 민감 설계의 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_028,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0347,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,348,General,G_SYS_EVAL_029,인간 평가에서 부정확하거나 유해한 출력의 식별 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_029,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0348,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,349,General,G_SYS_EVAL_031,배포 후 변경에 대한 안전 재평가 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_031,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0349,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,350,General,G_SYS_EVAL_032,에이전트 사고의 실패 모드 모호성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_032,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0350,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,351,General,G_SYS_EVAL_033,가정 내 로봇 행동 안전성 평가의 위음성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_033,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0351,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,352,General,G_SYS_EVAL_035,LLM 평가자 오판,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_035,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0352,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,353,General,G_SYS_EVAL_036,감사 체크리스트의 형식적 준수,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_036,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0353,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,354,General,G_SYS_EVAL_037,기본권 영향 평가 격차,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_037,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0354,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,355,General,G_SYS_EVAL_038,에이전트 벤치마크의 범위·심층성 불균형,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_038,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0355,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,356,General,G_SYS_EVAL_039,학습된 가치 표상 측정의 부정확성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_039,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0356,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,357,General,G_SYS_EVAL_040,AI 모델 설정과 평가의 부적절성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_040,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0357,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,358,General,G_SYS_EVAL_041,성능 요구사항 계획 미흡,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_041,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0358,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,359,General,G_SYS_EVAL_042,저자원 언어 안전성 평가의 불충분성,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_042,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0359,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,360,General,G_SYS_EVAL_043,운영설계영역(ODD) 명세 미흡,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_043,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0360,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,361,General,G_SYS_EVAL_044,배포 전 물리적 안전 시험 미흡,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_044,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0361,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,362,General,G_SYS_EVAL_045,잘못된 위험 측정과 예측 오류,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_045,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0362,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,363,General,G_SYS_EVAL_046,개발 과정 문서화와 데이터 이해의 부족,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_046,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0363,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,364,General,G_SYS_EVAL_048,AI 비서의 편익·피해 평가 지표 부재,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_048,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0364,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,365,General,G_SYS_EVAL_052,평가 데이터·지침 오염에 의한 모델 평가 무효화,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_052,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0365,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,366,General,G_SYS_EVAL_054,AI 모델 학습·평가 결과의 재현 불가,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_054,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0366,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,367,General,G_SYS_EVAL_056,하드웨어 연산·전력 요구사항 누락,[논의 필요] '성능·신뢰성 결함' 또는 '거버넌스·책임 공백'으로 이동 필요,논의 반영 및 이동: 직접적인 피해가 연산·전력 용량 계획 결함에 따른 성능·서비스 신뢰성 저하이므로 G_SYS_PERF_019로 이동하였다.,COMMENT_PRESENT,"Among the two categories proposed for discussion, G_SYS_PERF is selected because the direct realised harm is technical performance and service-reliability degradation.",DISCUSSION_ADJUDICATED_MOVE_REWRITE,APPLIED,G_SYS_PERF_019,General,G_SYS,G_SYS_PERF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0367,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,368,General,G_SYS_EVAL_058,인지·추론 지연의 급증,[이동] '성능·신뢰성 결함'으로 이동 필요,이동 반영: 인지·추론 지연 급증에 따른 안전 대응 실패로 재정의하여 G_SYS_PERF_020으로 이동하였다.,COMMENT_PRESENT,The reviewer explicitly identified the latency spike as an operational performance and reliability failure rather than an evaluation failure.,MOVE_REWRITE,APPLIED,G_SYS_PERF_020,General,G_SYS,G_SYS_PERF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0368,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,369,General,G_SYS_EVAL_059,배포 후 모니터링·감시 실패,[이동] '거버넌스·책임 공백'으로 이동 필요,이동 반영: 배포 후 감시·시정 체계 부재로 재정의하여 G_SOC_GOV_045로 이동하였다.,COMMENT_PRESENT,The reviewer explicitly directed post-deployment surveillance failure to Governance and Accountability Void.,MOVE_REWRITE,APPLIED,G_SOC_GOV_045,General,G_SOC,G_SOC_GOV,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0369,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,370,General,G_SYS_EVAL_060,레드팀 거버넌스 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_060,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0370,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,371,General,G_SYS_EVAL_062,요청 거절과 역량 부족의 혼동,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_062,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0371,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,372,General,G_SYS_EVAL_065,도구 에이전트 보안 테스트 커버리지 격차,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_065,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0372,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,373,General,G_SYS_EVAL_066,모델 평가의 자기 선호 편향,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_066,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0373,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,374,General,G_SYS_EVAL_067,체계적 학습 오류에 따른 알고리즘 편향,[이동] '성능·신뢰성 결함'으로 이동 필요,이동 반영: 체계적 학습 오류에 따른 예측 성능 결함으로 재정의하여 G_SYS_PERF_021로 이동하였다.,COMMENT_PRESENT,The reviewer explicitly selected Performance and Reliability Failure; the wording avoids conflating predictive error with the separate fairness concept of discriminatory bias.,MOVE_REWRITE,APPLIED,G_SYS_PERF_021,General,G_SYS,G_SYS_PERF,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_CROSSWALK
HR4-R0374,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,375,General,G_SYS_EVAL_068,경쟁 압력에 따른 안전성 평가 축소와 성급한 배포,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_068,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0375,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,376,General,G_SYS_EVAL_069,결과 전파 과소평가,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_069,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0376,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,377,General,G_SYS_EVAL_070,역량 평가에서 드러나지 않는 위험 역량,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_070,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0377,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,378,General,G_SYS_EVAL_071,고속 AI 운영에서의 오류 미탐지,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_071,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0378,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,379,General,G_SYS_EVAL_072,데이터 출처 검증 불가,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_072,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0379,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,380,General,G_SYS_EVAL_073,학습된 가치 표상의 평가 편향,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_073,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0380,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,381,General,G_SYS_EVAL_074,감사자 역량 부족에 따른 과대 보증,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_074,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0381,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,382,General,G_SYS_EVAL_075,잠재 역량 미탐지에 따른 평가·검증 실패,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_075,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0382,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,383,General,G_SYS_EVAL_076,피지컬 AI 벤치마크의 희귀 조건·취약 사용자 누락,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_076,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
HR4-R0383,L4_General_Human_Review_Round4_KTSPACE_937139849_20260901.csv,384,General,G_SYS_EVAL_077,피지컬 AI 안전 준수 기준의 측정 가능성 결여,ok,이견 없음: 현행 명칭·정의·배치를 유지하였다.,KEEP_CONFIRMED,Reviewer recorded no objection.,NO_CHANGE,KEEP_CONFIRMED,G_SYS_EVAL_077,General,G_SYS,G_SYS_EVAL,REVIEWED,REVIEWED,USER_APPROVED_ROUND4,ID_RETAINED
