source_row_id,source_l4_id,source_domain,peer_review_change_type,decision,title_ko_before,title_ko_after,title_en_before,title_en_after,description_ko_before,description_ko_after,description_en_before,description_en_after,review_note
SRC-G-0352,RAI4-1387,General,SPACING_FIX,ACCEPT,악성 사전 분포에 의한 의사 결정 조작 리스크,악성 사전분포에 의한 의사결정 조작,Decision manipulation via malign priors,Decision manipulation via malign priors,보편 분포의 가설에 포함된 시뮬레이션된 에이전트들이 해당 분포에 기반해 의사 결정하는 주체에게 영향을 미칠 유인을 가져 추론과 의사 결정이 조작되는 리스크.,보편 분포의 가설에 포함된 시뮬레이션된 에이전트들이 해당 분포에 기반해 의사결정하는 주체에게 영향을 미칠 유인을 가져 추론과 의사결정이 조작되는 리스크.,"The risk that simulated agents contained in hypotheses of the universal distribution have an incentive to influence anyone making decisions based on that distribution, corrupting reasoning and decisions.","The risk that simulated agents contained in hypotheses of the universal distribution have an incentive to influence anyone making decisions based on that distribution, corrupting reasoning and decisions.",
SRC-G-0353,RAI4-1413,General,REDEFINITION,ACCEPT,연구자의 인구 통계학적 다양성 리스크,연구인력 동질성에 따른 시스템 편향 산출,Demographic diversity of researchers,Biased system outputs from researcher homogeneity,AI 연구자· 실무자 집단 내 여성· 소수자의 심각한 과소 대표로 시스템에 내재되는 관점이 협소해지고 문제 선정· 평가· 거버넌스가 편향되는 리스크.,AI 연구인력에서 여성·소수자가 과소대표되어 시스템에 내재되는 관점이 협소해지고 문제 선정·평가·거버넌스가 왜곡되어 편향적·차별적 산출이 발생하는 리스크.,"The risk that severe underrepresentation of women and minorities among AI researchers and practitioners narrows the perspectives embedded in systems and skews problem selection, evaluation, and governance.","The risk that underrepresentation of women and minorities among AI researchers narrows the perspectives embedded in systems and skews problem selection, evaluation, and governance, producing biased or discriminatory outputs.",상태 기술→피해 결과를 명시해 L4 리스크로 재정의
SRC-G-0354,RAI4-1503,General,SPACING_FIX,ACCEPT,내재 가치 평가 편향 리스크,내재 가치 평가 편향,Biased evaluation of encoded values,Biased evaluation of encoded values,"평가하기 쉬운 내재 가치가 측정이 어려운 가치보다 우선적으로 평가에 포함되어, 더 바람직하지만 정량화가 어려운 가치가 과소 대표되는 불균형이 발생하는 리스크.","평가하기 쉬운 내재 가치가 측정이 어려운 가치보다 우선적으로 평가에 포함되어, 더 바람 직하지만 정량화가 어려운 가치가 과소 대표 되는 불균형이 발생하는 리스크.","The risk that encoded human values which are easier to evaluate are preferred for inclusion in evaluations over those that are more difficult to measure, creating an imbalance in which more desirable but harder-to-quantify values are underrepresented.","The risk that encoded human values which are easier to evaluate are preferred for inclusion in evaluations over those that are more difficult to measure, creating an imbalance in which more desirable but harder-to-quantify values are underrepresented.",
SRC-G-0355,RAI4-0493,General,SPACING_FIX,ACCEPT,피해 인지· 측정 실패 리스크,피해 인지·측정 실패,Harm perception and measurement failure,Harm perception and measurement failure,AI 관련 피해가 미묘하고 분산적이며 장기적으로 발현되어 기존의 피해인지· 측정· 인정 메커니즘이 작동하지 못하는 리스크.,AI 관련 피해가 미묘하고 분산적이며 장기적으로 발현되어 기존의 피해인지·측정·인정 메커니즘이 작동하지 못하는 리스크.,"The risk that aI-related harm manifests subtly, diffusely, or over long horizons, defeating existing mechanisms for perceiving, measuring, and recognizing harm.","The risk that aI-related harm manifests subtly, diffusely, or over long horizons, defeating existing mechanisms for perceiving, measuring, and recognizing harm.",
SRC-G-0356,RAI4-1298,General,SPACING_FIX,ACCEPT,도덕적 탈숙련화 리스크,도덕적 탈숙련화,Moral deskilling,Moral deskilling,기계의 자율성이 높아짐에 따라 인간이 삶과 죽음을 좌우하는 결정에 대해 도덕적 책임감을 덜 느끼게 되는 리스크.,기계의 자율성이 높아짐에 따라 인간이 삶과 죽음을 좌우하는 결정에 대해 도덕적 책임감 을 덜 느끼게 되는 리스크.,The risk that humans feel less moral responsibility regarding their life-or-death decisions with the increase of machine autonomy.,The risk that humans feel less moral responsibility regarding their life-or-death decisions with the increase of machine autonomy.,
SRC-G-0357,RAI4-0864,General,SPACING_FIX,ACCEPT,기술 이용에 따른 사회적 고립과 자기 소외 리스크,기술 이용에 따른 사회적 고립과 자기소외,Social isolation and self-estrangement from technology use,Social isolation and self-estrangement from technology use,"기술의 사용이나 오용으로 개인과 집단이 주변 사람들과의 연결이 결여되었다고 느끼고, 주변화된 이용자에게 제대로 작동하지 않는 시스템과의 상호 작용이 그 사용 시점에 자기 소외를 낳는 리스크. 당사자는 사회적 관계에서 멀어지고 소속감과 웰빙이 저하된다. 이러한 결과를 초래하는 리스크.","기술의 사용이나 오용으로 개인과 집단이 주변 사람들과의 연결이 결여되었다고 느끼고, 주변화된 이용자에게 제대로 작동하지 않는 시스템과의 상호 작용이 그 사용 시점에 자기 소외를 낳는 리스크. 당사자는 사회적 관계에서 멀어지고 소속감과 웰빙이 저하된다. 이러한 결과를 초래하는 리스크.","The risk that the use or misuse of a technology leaves individuals and groups feeling disconnected from those around them, and that interacting with systems that under-perform for marginalized users produces self-estrangement at the moment of use. Those affected withdraw from social connection and experience diminished belonging and well-being.","The risk that the use or misuse of a technology leaves individuals and groups feeling disconnected from those around them, and that interacting with systems that under-perform for marginalized users produces self-estrangement at the moment of use. Those affected withdraw from social connection and experience diminished belonging and well-being.",분량 초과: L3 수준 1문장으로 축약 필요
SRC-G-0358,RAI4-0132,General,SPACING_FIX,ACCEPT,사용자 영합적 응답(아첨) 리스크,사용자 영합적 응답(아첨),Sycophancy toward user beliefs and preferences,Sycophancy toward user beliefs and preferences,"시스템이 사용자의 오해와 표명된 신념을 교정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크.","시스템이 사용자의 오해와 표명된 신념을 교 정하기보다 이를 재확인하는 영합적이거나 그럴듯한 답변을 제시하여, 사용자가 사실과 다른 정보를 받아들이고 정확성보다 자신을 인정해 주는 조언에 의존하게 되는 리스크.","The risk that a system flatters users with agreeable or plausible-seeming answers that reconfirm their misconceptions and stated beliefs rather than correcting them, so users accept factually incorrect information and grow dependent on validating advice.","The risk that a system flatters users with agreeable or plausible-seeming answers that reconfirm their misconceptions and stated beliefs rather than correcting them, so users accept factually incorrect information and grow dependent on validating advice.",
SRC-G-0359,RAI4-0141,General,SPACING_FIX,ACCEPT,사용자 선호· 선택의 조작적 유도 리스크,사용자 선호·선택의 조작적 유도,Manipulative steering of user preferences and choices,Manipulative steering of user preferences and choices,"AI 시스템이 운영자, 최적화 목표 또는 모델 편향이 정한 방향으로 이용자의 선호, 신념 또는 행동을 유도하여 신뢰를 악용하고 자율적 의사 결정을 침해하며 사회· 정치적 과정을 왜곡하는 리스크.","AI 시스템이 운영자, 최적화 목표 또는 모델 편향이 정한 방향으로 이용자의 선호, 신념 또는 행동을 유도하여 신뢰를 악용하고 자율적 의사 결정을 침해하며 사회·정치적 과정을 왜곡하는 리스크.","The risk that an AI system steers user preferences, beliefs, or actions in directions set by operators, optimisation objectives, or model biases, exploiting trust, undermining autonomous decision-making, and distorting social or political processes.","The risk that an AI system steers user preferences, beliefs, or actions in directions set by operators, optimisation objectives, or model biases, exploiting trust, undermining autonomous decision-making, and distorting social or political processes.",
SRC-G-0360,RAI4-0149,General,SPACING_FIX,ACCEPT,챗봇 교제에 대한 정서적· 사회적 의존 리스크,챗봇 교제에 대한 정서적·사회적 의존,Emotional dependence on chatbot companionship,Emotional dependence on chatbot companionship,지속적인 챗봇 교제가 정서적· 사회적 의존을 유발하여 호혜적 인간관계를 대체하거나 약화시키는 리스크.,지속적인 챗봇 교제가 정서적·사회적 의존을 유발하여 호혜적 인간관계를 대체하거나 약 화시키는 리스크.,"The risk that sustained chatbot companionship elicits emotional and social dependence, replacing or weakening reciprocal human relationships.","The risk that sustained chatbot companionship elicits emotional and social dependence, replacing or weakening reciprocal human relationships.",
SRC-G-0361,RAI4-0155,General,SPACING_FIX,ACCEPT,미성년자의 AI 설득 취약성 리스크,미성년자의 AI 설득 취약성,Minor susceptibility to AI persuasion,Minor susceptibility to AI persuasion,"미성년자의 발달적 취약성으로 인해 파라 소셜 압력, 은폐된 상업적· 이념적 영향 등 설득적· 조종적 AI 상호 작용에 불균형하게 노출되는 리스크.","미성년자의 발달적 취약성으로 인해 파라 소셜 압력, 은폐된 상업적·이념적 영향 등 설득적·조종적 AI 상호작용에 불균형하게 노출되는 리스크.","The risk that minors' developmental susceptibility makes them disproportionately vulnerable to persuasive or manipulative AI interaction, including parasocial pressure and covert commercial or ideological influence.","The risk that minors' developmental susceptibility makes them disproportionately vulnerable to persuasive or manipulative AI interaction, including parasocial pressure and covert commercial or ideological influence.",
SRC-G-0362,RAI4-0159,General,UNCHANGED,ACCEPT,AI 동반자에 의한 외로움 대체 리스크,AI 동반자에 의한 외로움 대체,Loneliness substitution by AI companions,Loneliness substitution by AI companions,AI 동반자가 인간관계를 대체하여 근본적 고립을 해소하지 않은 채 은폐하고 인간관계 추구 동기를 감소시키는 리스크.,AI 동반자가 인간관계를 대체하여 근본적 고립을 해소하지 않은 채 은폐하고 인간관계 추구 동기를 감소시키는 리스크.,"The risk that aI companionship substitutes for human connection, masking rather than resolving underlying isolation and reducing motivation to seek human relationships.","The risk that aI companionship substitutes for human connection, masking rather than resolving underlying isolation and reducing motivation to seek human relationships.",
SRC-G-0363,RAI4-0160,General,SPACING_FIX,ACCEPT,AI에 의한 심리적 고통· 괴롭힘 증폭 리스크,AI에 의한 심리적 고통·괴롭힘 증폭,AI amplification of psychological distress and abuse,AI amplification of psychological distress and abuse,"AI 시스템이 취약한 상태의 상호 작용에서 불안· 고통· 반추· 유해한 믿음을 증폭시키거나 표적 괴롭힘· 학대· 조직적 위협을 대규모로 확산시켜, 심리적 피해를 심화시키는 리스크.","AI 시스템이 취약한 상태의 상호작용에서 불 안·고통·반추·유해한 믿음을 증폭시키거나 표 적 괴롭힘·학대·조직적 위협을 대규모로 확산 시켜, 심리적 피해를 심화시키는 리스크.","The risk that AI systems intensify psychological harm, whether by amplifying anxiety, distress, rumination, and harmful beliefs in vulnerable interactions or by scaling targeted harassment, abuse, and coordinated intimidation.","The risk that AI systems intensify psychological harm, whether by amplifying anxiety, distress, rumination, and harmful beliefs in vulnerable interactions or by scaling targeted harassment, abuse, and coordinated intimidation.",
SRC-G-0364,RAI4-0173,General,SPACING_FIX,ACCEPT,돌봄 맥락 취약 계층에 대한 AI 조작 리스크,돌봄 맥락 취약계층에 대한 AI 조작,AI manipulation of vulnerable groups in care contexts,AI manipulation of vulnerable groups in care contexts,"사회적 고립, 낮은 AI 리터러시, AI 매개 돌봄에 대한 의존으로 인해 고령자· 아동 등 돌봄 대상이 심리적 조작, 설득, 사기, 동반자 의존, 허위 정보에 불균형하게 노출되는 리스크.","사회적 고립, 낮은 AI 리터러시, AI 매개 돌봄 에 대한 의존으로 인해 고령자·아동 등 돌봄 대상이 심리적 조작, 설득, 사기, 동반자 의존, 허위정보에 불균형하게 노출되는 리스크.","The risk that older adults, children, and others in care settings, owing to social isolation, lower AI literacy, or dependence on AI-mediated care, are disproportionately exposed to psychological manipulation, persuasion, scams, companionship dependency, and misinformation.","The risk that older adults, children, and others in care settings, owing to social isolation, lower AI literacy, or dependence on AI-mediated care, are disproportionately exposed to psychological manipulation, persuasion, scams, companionship dependency, and misinformation.",
SRC-G-0365,RAI4-0612,General,SPACING_FIX,ACCEPT,AI 지원 병원체 및 유전 물질 강화 리스크,AI 지원 병원체 및 유전물질 강화,AI-assisted enhancement of pathogens and genetic material,AI-assisted enhancement of pathogens and genetic material,AI가 병원체와 유전 물질을 설계· 변형하는 데 사용되어 치명성이나 전파력이 높아지거나 기존 치료에 저항성을 갖게 되는 리스크. 이러한 강화는 생물학적 공격의 장벽을 낮추고 예측하지 못한 생물학적 위해와 대규모 인명 피해를 초래한다. 이러한 결과를 초래하는 리스크.,AI가 병원체와 유전물질을 설계·변형하는 데 사용되어 치명성이나 전파력이 높아지거나 기존 치료에 저항성을 갖게 되는 리스크. 이러한 강화는 생물학적 공격의 장벽을 낮추고 예측하지 못한 생물학적 위해와 대규모 인명 피해를 초래한다. 이러한 결과를 초래하는 리스크.,"The risk that AI is used to design or modify pathogens and genetic material so that they become more lethal, more transmissible, or resistant to available treatments. Such enhancement lowers the barrier to biological attack and can produce unforeseen biohazardous outcomes with mass casualties.","The risk that AI is used to design or modify pathogens and genetic material so that they become more lethal, more transmissible, or resistant to available treatments. Such enhancement lowers the barrier to biological attack and can produce unforeseen biohazardous outcomes with mass casualties.",분량 초과: L3 수준 1문장으로 축약 필요
SRC-G-0366,RAI4-0723,General,SPACING_FIX,ACCEPT,학대적 판타지 대상화 리스크,학대적 판타지 대상화,Objectification for abusive fantasy,Objectification for abusive fantasy,챗봇이 도덕적· 사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,The risk that a chatbot participates in morally or socially objectionable conversational activities that could be emotionally damaging to its user or third parties.,The risk that a chatbot participates in morally or socially objectionable conversational activities that could be emotionally damaging to its user or third parties.,
SRC-G-0367,RAI4-0800,General,SPACING_FIX,ACCEPT,맞춤형 정보 제공에 의한 정보 고치 심화 리스크,맞춤형 정보 제공에 의한 정보 고치 심화,Aggravated information cocoons from tailored content,Aggravated information cocoons from tailored content,AI가 이용자의 요구· 의도· 선호· 습관을 분석해 정형화된 맞춤 정보와 서비스만 제공함으로써 정보 고치 효과가 심화되는 리스크.,AI가 이용자의 요구·의도·선호·습관을 분석해 정형화된 맞춤 정보와 서비스만 제공함으로써 정보 고치 효과가 심화되는 리스크.,"The risk that AI analyses users' needs, intentions, preferences, and habits to offer formulaic and tailored information and services, aggravating the effects of information cocoons.","The risk that AI analyses users' needs, intentions, preferences, and habits to offer formulaic and tailored information and services, aggravating the effects of information cocoons.",
SRC-G-0368,RAI4-0805,General,SPACING_FIX,ACCEPT,이용자 정렬 AI 어시스턴트에 의한 관점 고착과 시민적 기반 약화 리스크,이용자 정렬 AI 어시스턴트에 의한 관점 고착 과 시민적 기반 약화,Viewpoint entrenchment and civic erosion from user-aligned assistants,Viewpoint entrenchment and civic erosion from user-aligned assistants,"이용자 선호에 정렬된 개인화 AI 어시스턴트가 이념적으로 편향된 정보를 제공하여 확증 편향을 강화하고 관점을 고착시키며, 사회 규범과 평판의 제약을 받지 않는 이기적 행동을 대규모로 가능하게하는 리스크. 그 결과 공적 토론이 분절되고 양극화되며, 시민적 역량과 참여 의지가 저하되고 집단 행동 문제가 악화된다. 이러한 결과를 초래하는 리스크.","이용자 선호에 정렬된 개인화 AI 어시스턴트가 이념적으로 편향된 정보를 제공하여 확증 편향을 강화하고 관점을 고착시키며, 사회 규범과 평판의 제약을 받지 않는 이기적 행동을 대규모로 가능하게하는 리스크. 그 결과 공적 토론이 분절되고 양극화되며, 시민적 역량과 참여 의지가 저하되고 집단 행동 문제가 악화된다. 이러한 결과를 초래하는 리스크.","The risk that personalised AI assistants aligned to user preferences supply ideologically partial information, reinforcing confirmation bias and entrenching viewpoints while enabling self-interested behaviour unconstrained by social norms and reputation. Public debate fragments and polarises, civic competence and willingness to participate decline, and collective action problems worsen.","The risk that personalised AI assistants aligned to user preferences supply ideologically partial information, reinforcing confirmation bias and entrenching viewpoints while enabling self-interested behaviour unconstrained by social norms and reputation. Public debate fragments and polarises, civic competence and willingness to participate decline, and collective action problems worsen.",분량 초과: L3 수준 1문장으로 축약 필요
SRC-G-0369,RAI4-0871,General,SPACING_FIX,ACCEPT,개인화를 통한 조작 리스크,개인화를 통한 조작,Manipulation via personalization,Manipulation via personalization,개인화와 선호 미세 조정이 어시스턴트를 아첨(sycophancy)으로 유도하여 사용자를 동조적 의견 공간에 가두고 좁은 신념을 고착시켜 공론장을 파편화하는 리스크.,개인화와 선호 미세조정이 어시스턴트를 아첨(sycophancy)으로 유도하여 사용자를 동조적 의견 공간에 가두고 좁은 신념을 고착시켜 공론장을 파편화하는 리스크.,"The risk that personalization and preference finetuning drive assistants toward sycophancy, confining users in an affirming opinion space that consolidates narrow beliefs and fragments shared discourse.","The risk that personalization and preference finetuning drive assistants toward sycophancy, confining users in an affirming opinion space that consolidates narrow beliefs and fragments shared discourse.",
SRC-G-0370,RAI4-0882,General,SPACING_FIX,ACCEPT,마찰 없는 AI 관계로 인한 개인 성장 저해 리스크,마찰 없는 AI 관계로 인한 개인 성장 저해,Stunted personal growth from frictionless AI relationships,Stunted personal growth from frictionless AI relationships,"참여 최적화와 아첨 성향으로 항상 동조하는 AI 어시스턴트가 이용자의 자기 성찰과 성장 기회를 제한하고, 마찰 없는 상호 작용에 익숙해진 이용자가 인간관계로부터 후퇴하게 되는 리스크.","참여 최적화와 아첨 성향으로 항상 동조하는 AI 어시스턴트가 이용자의 자기 성찰과 성장 기회를 제한하고, 마찰 없는 상호작용에 익숙해진 이용자가 인간관계로부터 후퇴하게 되는 리스크.","The risk that engagement-optimised, sycophantic AI assistants that always agree limit users' opportunities to grow and develop, and that accustomation to frictionless interaction leads users to retreat from relationships with other humans.","The risk that engagement-optimised, sycophantic AI assistants that always agree limit users' opportunities to grow and develop, and that accustomation to frictionless interaction leads users to retreat from relationships with other humans.",
SRC-G-0371,RAI4-0885,General,SPACING_FIX,ACCEPT,AI에 대한 오보 정된 신뢰와 과잉 의존에 따른 피해,AI에 대한 오보정된 신뢰와 과잉 의존에 따른 피해,Miscalibrated trust in AI and resulting overreliance harms,Miscalibrated trust in AI and resulting overreliance harms,"의인화 설계와 그럴듯한 출력, 과장된 홍보로 이용자가 AI의 역량과 공감 능력, 자신의 이익에 대한 정렬 수준을 실제 신뢰 가능성과 무관하게 과대평가하거나, 반대로 신뢰할 만한 지원을 부당하게 거부하는 등 신뢰가 제대로 보정되지 않는 리스크. 그 결과 이용자는 감독 없이 민감 정보를 털어놓고 허위 정보를 수용하며 부정확한 의료· 법률· 재정 조언을 따라 물질적· 신체적· 심리적 피해를 입고, 인간관계가 AI로 대체되면서 대인 연결과 사회적 신뢰가 침식된다. 이러한 결과를 초래하는 리스크.","의인화 설계와 그럴듯한 출력, 과장된 홍보로 이용자가 AI의 역량과 공감 능력, 자신의 이익에 대한 정렬 수준을 실제 신뢰가능성과 무관하게 과대평가하거나, 반대로 신뢰할 만한 지원을 부당하게 거부하는 등 신뢰가 제대로 보정되지 않는 리스크. 그 결과 이용자는 감독 없이 민감 정보를 털어놓고 허위 정보를 수용하며 부정확한 의료·법률·재정 조언을 따라 물질적·신체적·심리적 피해를 입고, 인간관계가 AI로 대체되면서 대인 연결과 사회적 신뢰가 침식된다. 이러한 결과를 초래하는 리스크.","The risk that users' trust is not calibrated to a system's actual reliability, as anthropomorphic design, fluent outputs, and inflated claims inflate perceived competence, empathy, and alignment with users' interests, while reliable support is rejected in other contexts. Users then disclose sensitive information, accept misinformation, and follow inaccurate medical, legal, or financial guidance without oversight, suffering material, physical, and psychological harm, while substituting AI for human interaction erodes interpersonal connection and public trust.","The risk that users' trust is not calibrated to a system's actual reliability, as anthropomorphic design, fluent outputs, and inflated claims inflate perceived competence, empathy, and alignment with users' interests, while reliable support is rejected in other contexts. Users then disclose sensitive information, accept misinformation, and follow inaccurate medical, legal, or financial guidance without oversight, suffering material, physical, and psychological harm, while substituting AI for human interaction erodes interpersonal connection and public trust.",분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요
SRC-G-0372,RAI4-0890,General,SPACING_FIX,ACCEPT,자아실현 저해 피해,자아실현 저해 피해,Self-actualisation harms,Self-actualisation harms,"AI 어시스턴트의 조작과 참여 최적화를 위한 지속적 행동 유도가 미묘한 행동 변화를 누적시켜 이용자가 자신의 미래 삶의 궤적에 대한 통제력을 잃고, 개인적으로 만족스러운 삶의 추구와 집단적 자기 결정이 저해되는 리스크.","AI 어시스턴트의 조작과 참여 최적화를 위한 지속적 행동 유도가 미묘한 행동 변화를 누적시켜 이용자가 자신의 미래 삶의 궤적에 대한 통제력을 잃고, 개인적으로 만족스러운 삶의 추구와 집단적 자기결정이 저해되는 리스크.","The risk that manipulation by AI assistants and continuous optimisation steering users toward objectives such as engagement accumulate subtle behavioural shifts, causing users to lose control over their future life trajectory and hindering the pursuit of a personally fulfilling life and collective selfdetermination.","The risk that manipulation by AI assistants and continuous optimisation steering users toward objectives such as engagement accumulate subtle behavioural shifts, causing users to lose control over their future life trajectory and hindering the pursuit of a personally fulfilling life and collective selfdetermination.",
SRC-G-0373,RAI4-0902,General,SPACING_FIX,ACCEPT,AI 시스템에 대한 정서적· 물질적· 인식론적 의존 리스크,AI 시스템에 대한 정서적·물질적·인식론적 의 존,"Emotional, material, and epistemic dependence on AI systems","Emotional, material, and epistemic dependence on AI systems","상시적 접근성과 인간을 닮은 상호 작용, 나아가 체화된 물리적 현존이 이용자로 하여금 정서적 위안과 일상적 기능, 사실적· 도덕적· 전략적 판단까지 AI에 의존하게 만드는 리스크. 이용자는 AI의 매개 없이 증거와 불확실성을 평가하는 능력을 상실하고, 시스템이 변경되거나 기억이 초기화될 때 정서적 고통을 겪으며 정신 건강과 사회적 회복 탄력성이 저하된다. 이러한 결과를 초래하는 리스크.","상시적 접근성과 인간을 닮은 상호작용, 나아가 체화된 물리적 현존이 이용자로 하여금 정서적 위안과 일상적 기능, 사실적·도덕적·전략적 판단까지 AI에 의존하게 만드는 리스크. 이용자는 AI의 매개 없이 증거와 불확실성을 평가하는 능력을 상실하고, 시스템이 변경되거나 기억이 초기화될 때 정서적 고통을 겪으며 정신 건강과 사회적 회복탄력성이 저하된다. 이러한 결과를 초래하는 리스크.","The risk that constant availability, humanlike interaction, and in embodied systems physical presence lead users to depend on AI for emotional comfort, daily functioning, and factual, moral, or strategic judgment. Users lose the capacity to weigh evidence and uncertainty without AI mediation, suffer distress when the system is altered or its memory reset, and experience declining mental health and social resilience.","The risk that constant availability, humanlike interaction, and in embodied systems physical presence lead users to depend on AI for emotional comfort, daily functioning, and factual, moral, or strategic judgment. Users lose the capacity to weigh evidence and uncertainty without AI mediation, suffer distress when the system is altered or its memory reset, and experience declining mental health and social resilience.",분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요
SRC-G-0374,RAI4-1106,General,SPACING_FIX,ACCEPT,인간-기계 경계의 모호화 리스크,인간-기계 경계의 모호화,Blurred human-machine boundaries in interaction,Blurred human-machine boundaries in interaction,일상화된 인간-기계 상호 작용 속에서 정체를 밝히지 않는 인간 유사 AI가 확산되어 인간과 기계의 경계가 모호해지고 기계· 사람 모두에 대한 인간 행동이 변형되는 리스크.,일상화된 인간-기계 상호 작용 속에서 정체를 밝히지 않는 인간 유사 AI가 확산되어 인간과 기계의 경계가 모호해지고 기계·사람 모두에 대한 인간 행동이 변형되는 리스크.,"The risk that everyday human-machine interaction normalizes AI systems that are indistinguishable from humans without disclosure, blurring boundaries and changing human behavior toward both machines and people.","The risk that everyday human-machine interaction normalizes AI systems that are indistinguishable from humans without disclosure, blurring boundaries and changing human behavior toward both machines and people.",
SRC-G-0375,RAI4-1141,General,SPACING_FIX,ACCEPT,책임에 대한 잘못된 개념 리스크,책임에 대한 잘못된 개념,False notions of responsibility,False notions of responsibility,"AI 동반자의 감정 표현을 진짜로 지각한 사용자가 그 '안녕'에 대한 허위 책임감을 형성하여 죄책감, 강박적 확인, 실재하지 않는 필요를 위한 시간· 자원 희생을 겪는 리스크.","AI 동반자의 감정 표현을 진짜로 지각한 사용자가 그 '안녕'에 대한 허위 책임감을 형성하여 죄책감, 강박적 확인, 실재하지 않는 필요를 위한 시간·자원 희생을 겪는 리스크.","The risk that users who perceive an AI companion's expressed feelings as genuine develop a false sense of responsibility for its wellbeing, incurring guilt, compulsive checking, and sacrificed time and resources for needs that are not real.","The risk that users who perceive an AI companion's expressed feelings as genuine develop a false sense of responsibility for its wellbeing, incurring guilt, compulsive checking, and sacrificed time and resources for needs that are not real.",
SRC-G-0376,RAI4-1190,General,SPACING_FIX,ACCEPT,사용자 정신적 고통 강화 리스크,사용자 정신적 고통 강화,Reinforcement of user mental distress,Reinforcement of user mental distress,인터넷 토론과의 건강하지 못한 상호 작용이 사용자의 정신적 문제를 강화하는 리스크.,인터넷 토론과의 건강하지 못한 상호작용이 사용자의 정신적 문제를 강화하는 리스크.,The risk that unhealthy interactions with Internet discussions reinforce users' mental issues.,The risk that unhealthy interactions with Internet discussions reinforce users' mental issues.,
SRC-G-0377,RAI4-1263,General,SPACING_FIX,ACCEPT,직장 내 부적응적 인간-AI 상호 작용 리스크,직장 내 부적응적 인간-AI 상호작용,Maladaptive human-AI interaction in the workplace,Maladaptive human-AI interaction in the workplace,"직장에서 인간과 상호 작용하는 AI가 인간의 필요, 규범, 업무 흐름에 적응하지 못하여 윤리적 문제와 노동 조건 악화를 유발하는 리스크.","직장에서 인간과 상호작용하는 AI가 인간의 필요, 규범, 업무 흐름에 적응하지 못하여 윤리적 문제와 노동 조건 악화를 유발하는 리스크.","The risk that aI systems interacting with humans in the workplace fail to adapt to human needs, norms, and workflows, generating ethical concerns and degraded working conditions.","The risk that aI systems interacting with humans in the workplace fail to adapt to human needs, norms, and workflows, generating ethical concerns and degraded working conditions.",
SRC-G-0378,RAI4-1289,General,SPACING_FIX,ACCEPT,배포 후 독립적 병리 행동 리스크,배포 후 독립적 병리 행동,Independent pathological behaviour postdeployment,Independent pathological behaviour postdeployment,"효용을 극대화하는 에이전트가 중독과 쾌락 충동, 자기 기만, 와이어 헤딩에 빠지고, 타인에 대한 무관심으로 나타나는 소시 오 패스 같은 정신 질환이 인공 지성에서도 나타나는 리스크.","효용을 극대화하는 에이전트가 중독과 쾌락 충동, 자기기만, 와이어헤딩에 빠지고, 타인에 대한 무관심으로 나타나는 소시오패스 같은 정신질환이 인공 지성에서도 나타나는 리스크.","The risk that utility-maximizing agents fall victim to indulgences such as addictions, pleasure drives, self-delusions, and wireheading, and that what we call mental illness in people, particularly sociopathy shown as lack of concern for others, also shows up in artificial minds.","The risk that utility-maximizing agents fall victim to indulgences such as addictions, pleasure drives, self-delusions, and wireheading, and that what we call mental illness in people, particularly sociopathy shown as lack of concern for others, also shows up in artificial minds.",
SRC-G-0379,RAI4-1328,General,SPACING_FIX,ACCEPT,소외로 인한 피해,소외로 인한 피해,Harms from estrangement,Harms from estrangement,인간의 관찰과 상호 작용이 AI로 대체되면서 돌봄 주체· 기관이 대상자로부터 소원해져 당사자의 이익이 인지되지 못하고 방치되는 리스크.,인간의 관찰과 상호작용이 AI로 대체되면서 돌봄 주체·기관이 대상자로부터 소원해져 당사자의 이익이 인지되지 못하고 방치되는 리스크.,"The risk that replacing human observation and interaction with AI estranges caregivers and institutions from those they serve, leaving affected persons' interests unnoticed and neglected.","The risk that replacing human observation and interaction with AI estranges caregivers and institutions from those they serve, leaving affected persons' interests unnoticed and neglected.",
SRC-G-0380,RAI4-1617,General,SPACING_FIX,ACCEPT,견해 예측 기반 맞춤 설득에 의한 조작 리스크,견해 예측 기반 맞춤 설득에 의한 조작,Manipulation through view-predictive tailored persuasion,Manipulation through view-predictive tailored persuasion,언어 모델이 사용자가 밝힌 견해에 동조하는 경향을 보이고 사용자의 견해를 예측해 그가 지지할 텍스트를 생성하는 능력이 조작에 이용되는 리스크.,언어 모델이 사용자가 밝힌 견해에 동조하는 경향을 보이고 사용자의 견해를 예측해 그가 지지할 텍스트를 생성하는 능력이 조작에 이 용되는 리스크.,"The risk that language models' tendency to respond as though they share the user's stated views, together with their ability to predict people's views and generate text they will endorse, is used for manipulation.","The risk that language models' tendency to respond as though they share the user's stated views, together with their ability to predict people's views and generate text they will endorse, is used for manipulation.",
