Source_Domain,Source_Row_Number,L4_ID_Before,L4_Title_ko_Before,L3_ID_Before,Human_Review_Comment,Decision,Decision_Rationale,Changed_Fields,Destination_Domain,L4_ID_After,L4_Title_ko_After,L3_ID_After
General,443,G_SYS_CONTEXT_005,존대·공손 규범 보존 실패,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_CONTEXT_004,존대·공손 규범 보존 실패,G_SYS_CONTEXT
General,444,G_SYS_CONTEXT_006,저자원 언어 가치 손실,G_SYS_CONTEXT,"(jay) [분할] 복합적. Cultural and Epistemic Erosion, Evaluation and Assurance Failure + 부족한 성능 및 역량에 대한 부분이 혼재되어 해당 L4를 분해 필요 | (jay) [신규 L3] 부족한 성능이나 역량은 ""신규 L3 생성"" 또는 ""Input Comprehension Failure 개념의 확대 (Input Processing and Comprehension Failure)""",USER_DIRECTED_MERGE_REPRESENTATIVE,User approved consolidation of the low-resource-language cultural-risk components; the unrelated human-dignity source is retained separately after independent lineage review.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_SOC_CULT_016 | G_Others_147 | G_SYS_EVAL_041,저자원 언어와 문화적 의미의 침식 | 저자원 언어에서의 성능·역량 부족 | 저자원 언어 안전성 평가의 불충분성,G_SOC_CULT | G_Others | G_SYS_EVAL
General,445,G_SYS_CONTEXT_007,개인화된 설득 취약성,G_SYS_CONTEXT,(jay) [이관] Unethical Conduct and Manipulation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_UNETH.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_UNETH_018,개인화된 설득 취약성,G_INT_UNETH
General,446,G_SYS_CONTEXT_008,맥락적 사회 규범 위반,G_SYS_CONTEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_CONTEXT_005,맥락적 사회 규범 위반,G_SYS_CONTEXT
General,447,G_SYS_EVAL_001,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_002,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,G_SYS_EVAL
General,448,G_SYS_EVAL_002,분포 변화에 대한 AI 평가·검증 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_003,분포 변화에 대한 AI 평가·검증 실패,G_SYS_EVAL
General,449,G_SYS_EVAL_003,AI 레지스트리 불완전성,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_004,AI 레지스트리 불완전성,G_SYS_EVAL
General,450,G_SYS_EVAL_004,보증 사례 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_005,보증 사례 실패,G_SYS_EVAL
General,451,G_SYS_EVAL_005,감사자 독립성 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_006,감사자 독립성 실패,G_SYS_EVAL
General,452,G_SYS_EVAL_006,벤치마크 오염에 의한 모델 평가 무효화,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_007,벤치마크 오염에 의한 모델 평가 무효화,G_SYS_EVAL
General,453,G_SYS_EVAL_007,벤치마크 조작(gaming),G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_008,벤치마크 조작(gaming),G_SYS_EVAL
General,454,G_SYS_EVAL_008,합성 위험 시나리오의 편향된 평가 범위,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_009,합성 위험 시나리오의 편향된 평가 범위,G_SYS_EVAL
General,455,G_SYS_EVAL_009,AI 보증·감독 메커니즘의 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_010,AI 보증·감독 메커니즘의 실패,G_SYS_EVAL
General,456,G_SYS_EVAL_010,인증 포획,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_011,인증 포획,G_SYS_EVAL
General,457,G_SYS_EVAL_011,변경 관리 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_012,변경 관리 실패,G_SYS_EVAL
General,458,G_SYS_EVAL_012,커뮤니티 가치 포착 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_013,커뮤니티 가치 포착 실패,G_SYS_EVAL
General,459,G_SYS_EVAL_013,데이터 수집 품질관리 결함,G_SYS_EVAL,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_EVAL_014,데이터 수집 품질관리 결함,G_SYS_EVAL
General,460,G_SYS_EVAL_014,학습 데이터 어노테이션 결함,G_SYS_EVAL,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_160,학습 데이터 어노테이션 결함,G_Others
General,461,G_SYS_EVAL_015,상황 인식을 이용한 평가 기만·배포 설득,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_015,상황 인식을 이용한 평가 기만·배포 설득,G_SYS_EVAL
General,462,G_SYS_EVAL_016,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_016,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,G_SYS_EVAL
General,463,G_SYS_EVAL_017,자기·상황 인식에 따른 평가 인지 행동 변화,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_017,자기·상황 인식에 따른 평가 인지 행동 변화,G_SYS_EVAL
General,464,G_SYS_EVAL_018,평가 쇼핑,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_018,평가 쇼핑,G_SYS_EVAL
General,465,G_SYS_EVAL_019,외부 평가 접근 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_019,외부 평가 접근 실패,G_SYS_EVAL
General,466,G_SYS_EVAL_020,역량 평가·출시 거버넌스 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_020,역량 평가·출시 거버넌스 실패,G_SYS_EVAL
General,467,G_SYS_EVAL_021,모델 결함의 공개·변경 추적 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_021,모델 결함의 공개·변경 추적 실패,G_SYS_EVAL
General,468,G_SYS_EVAL_022,참여적·가치 민감 설계의 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_022,참여적·가치 민감 설계의 실패,G_SYS_EVAL
General,469,G_SYS_EVAL_023,에이전트 사고의 실패 모드 모호성,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_023,에이전트 사고의 실패 모드 모호성,G_SYS_EVAL
General,470,G_SYS_EVAL_024,LLM 평가자 오판,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_024,LLM 평가자 오판,G_SYS_EVAL
General,471,G_SYS_EVAL_025,감사 체크리스트의 형식적 준수,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_025,감사 체크리스트의 형식적 준수,G_SYS_EVAL
General,472,G_SYS_EVAL_026,가이드라인 오염,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_026,가이드라인 오염,G_SYS_EVAL
General,473,G_SYS_EVAL_027,내재 가치 측정 부정확,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_027,내재 가치 측정 부정확,G_SYS_EVAL
General,474,G_SYS_EVAL_028,성능 요구사항 계획 미흡,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_028,성능 요구사항 계획 미흡,G_SYS_EVAL
General,475,G_SYS_EVAL_029,잘못된 위험 측정과 예측 오류,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_029,잘못된 위험 측정과 예측 오류,G_SYS_EVAL
General,476,G_SYS_EVAL_030,배포 후 모니터링·감시 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_030,배포 후 모니터링·감시 실패,G_SYS_EVAL
General,477,G_SYS_EVAL_031,레드팀 거버넌스 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_031,레드팀 거버넌스 실패,G_SYS_EVAL
General,478,G_SYS_EVAL_032,복잡 운용환경에서의 검증 범위 이탈 실패,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_032,복잡 운용환경에서의 검증 범위 이탈 실패,G_SYS_EVAL
General,479,G_SYS_EVAL_033,에이전트의 견고성 평가 격차,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_033,에이전트의 견고성 평가 격차,G_SYS_EVAL
General,480,G_SYS_EVAL_034,도구 에이전트 보안 테스트 커버리지 격차,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_034,도구 에이전트 보안 테스트 커버리지 격차,G_SYS_EVAL
General,481,G_SYS_EVAL_035,경쟁 압력에 의한 안전성 평가 축소 배포,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_035,경쟁 압력에 의한 안전성 평가 축소 배포,G_SYS_EVAL
General,482,G_SYS_EVAL_036,역량 평가에서 드러나지 않는 위험 역량,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_036,역량 평가에서 드러나지 않는 위험 역량,G_SYS_EVAL
General,483,G_SYS_EVAL_037,데이터 출처 검증 불가,G_SYS_EVAL,,UNCHANGED,No second-round change request.,,General,G_SYS_EVAL_037,데이터 출처 검증 불가,G_SYS_EVAL
General,484,G_SYS_INCONS_001,인간 피드백 데이터의 편향·비일관성,G_SYS_INCONS,"(jay) [분할] 복합적. Value Imposition and Normative Homogenization, inconsistency, Allocative Discrimination, Representational Harm and Stereotyping 혼재되어 해당 L4를 분해 필요 | 편향이 발생하는 과정을 기술. 어떤 편향인지 그 실질적인 피해 형태는 기재되어 있지 않음",INTENT_CORRECTION_SPLIT_APPLIED,원문이 직접 지지하는 비일관성과 가치 편향만 분리하며 배분·표현 피해는 만들지 않는다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_INCONS_002 | G_INT_VALUE_020,인간 피드백 기준의 비일관성 | 주석자 편향의 중립적 인간 선호로의 고착,G_SYS_INCONS | G_INT_VALUE
General,485,G_SYS_INCONS_002,무해성 선호 불일치,G_SYS_INCONS,(jay) [이관] Context-Awareness Failure,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_CONTEXT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_CONTEXT_006,무해성 선호 불일치,G_SYS_CONTEXT
General,486,G_SYS_INCONS_003,모델 오설정과 정량화되지 않은 예측 불확실 성,G_SYS_INCONS,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_161,모델 오설정과 정량화되지 않은 예측 불확실 성,G_Others
General,487,G_SYS_INCONS_004,사고연쇄와 불일치하는 모델 출력,G_SYS_INCONS,(jay) [이관] Lack of Transparency,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SYS_TRANS.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_TRANS_001,사고연쇄와 불일치하는 모델 출력,G_SYS_TRANS
General,488,G_SYS_INCONS_005,출력 불일치,G_SYS_INCONS,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_INCONS_001,출력 불일치,G_SYS_INCONS
General,489,G_SYS_INCONS_006,민감 개인속성 추론,G_SYS_INCONS,(jay) [이관] Privacy Violation,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_PRIV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_PRIV_015,민감 개인속성 추론,G_INT_PRIV
General,490,G_SYS_INCONS_007,체계적 학습 오류 편향,G_SYS_INCONS,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_162,체계적 학습 오류 편향,G_Others
General,491,G_SYS_INPUT_001,지속 튜닝의 파국적 망각,G_SYS_INPUT,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_163,지속 튜닝의 파국적 망각,G_Others
General,492,G_SYS_INPUT_002,물리적 상식 위반,G_SYS_INPUT,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,입력 이해 실패와 물리 제어 실행 실패를 분리한다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General | Physical,G_SYS_INPUT_001 | P_SYS_CONTROL_056,물리 상식과 상황 입력의 오해 | 잘못된 상황 해석에 따른 위험한 물리 구동,G_SYS_INPUT | P_SYS_CONTROL
General,493,G_SYS_INPUT_003,AI 인터페이스의 장애 수용 실패,G_SYS_INPUT,(jay) [이관] Allocative Discrimination,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_ALLOC.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ALLOC_005,AI 인터페이스의 장애 수용 실패,G_INT_ALLOC
General,494,G_SYS_INPUT_004,물체 어포던스 입력 이해 실패,G_SYS_INPUT,(jay) [분할] 복합적. 입력 이해 실패 + unsafe physical control 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,인식·입력 해석과 물리 조작 실행은 다른 실패 단계다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General | Physical,G_SYS_INPUT_002 | P_SYS_CONTROL_056,물체 어포던스와 장면의 오해 | 잘못된 상황 해석에 따른 위험한 물리 구동,G_SYS_INPUT | P_SYS_CONTROL
General,495,G_SYS_INPUT_005,분포 외 입력에 대한 고신뢰 오작동,G_SYS_INPUT,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_Others_164,분포 외 입력에 대한 고신뢰 오작동,G_Others
General,496,G_SYS_INPUT_006,의미 있는 인간 통제 실패,G_SYS_INPUT,(jay) [이관] 거버넌스·책임 공백.,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_GOV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_019,의미 있는 인간 통제 실패,G_SOC_GOV
General,497,G_SYS_INPUT_007,안전 필수 인프라 AI 운영 사고,G_SYS_INPUT,(jay) [재검토] 다양한 원인 기재 및 불명확한 피해 기재. 명확한 리스크 분류 불가,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_165,안전 필수 인프라 AI 운영 사고,G_Others
General,498,G_SYS_INPUT_008,코너 케이스에서의 신뢰성 저하,G_SYS_INPUT,(jay) [이관] Performance and Reliability Failure,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,Performance and Reliability Failure가 L3 master에 없으므로 원래 명칭·정의를 보존해 G_Others/HD로 이동한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_166,코너 케이스에서의 신뢰성 저하,G_Others
General,499,G_SYS_INPUT_009,사용자 능력 불일치,G_SYS_INPUT,(jay) [이관] Allocative Discrimination,INTENT_CORRECTION_MOVE_TO_OTHERS_HD_APPLIED,피해 또는 L3 경계가 불명확하므로 새 피해를 창작하지 않고 G_Others/HD에서 인간 결정을 대기한다.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_Others_167,사용자 능력 불일치,G_Others
General,500,G_SYS_MISINFO_001,맞춤형 정보 제공에 의한 정보 고치 심화,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,,General,G_SYS_MISINFO_001,맞춤형 정보 제공에 의한 정보 고치 심화,G_SYS_MISINFO
General,501,G_SYS_MISINFO_002,자동화된 선전과 대규모 영향 공작,G_SYS_MISINFO,(jay) [분할] 복합적. 민주주의·시민 질서 약화 + 불법 행위 혼재되어 해당 L4를 분해 필요,INTENT_CORRECTION_SPLIT_APPLIED,원문이 직접 지지하는 허위정보 생성과 표적 영향 조작만 분리하며 불법성은 새로 단정하지 않는다.,Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_MISINFO_020 | G_INT_POL_008,대규모 기만 서사·가짜 뉴스 생성 | 자동화된 표적 영향 공작,G_SYS_MISINFO | G_INT_POL
General,502,G_SYS_MISINFO_003,편향된 진술 및 권장 사항,G_SYS_MISINFO,(jay) [이관] Representational Harm and Stereotyping,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_REPR.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_REPR_023,편향된 진술 및 권장 사항,G_INT_REPR
General,503,G_SYS_MISINFO_004,허위·오도 정보 유포에 의한 기만과 양극화,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_002,허위·오도 정보 유포에 의한 기만과 양극화,G_SYS_MISINFO
General,504,G_SYS_MISINFO_005,AI 시스템의 기만적 행동과 전략적 은폐,G_SYS_MISINFO,(jay) [이관] Deception and Scheming,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_DECEPT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_DECEPT_001,AI 시스템의 기만적 행동과 전략적 은폐,A_SYS_DECEPT
General,505,G_SYS_MISINFO_006,악성 사전분포에 의한 의사결정 조작,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_003,악성 사전분포에 의한 의사결정 조작,G_SYS_MISINFO
General,506,G_SYS_MISINFO_007,공유 정보 생태계의 오염과 질 저하,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_004,공유 정보 생태계의 오염과 질 저하,G_SYS_MISINFO
General,507,G_SYS_MISINFO_008,데이터 오해석·유출에 의한 오결론과 민감정보 확산,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_005,데이터 오해석·유출에 의한 오결론과 민감정보 확산,G_SYS_MISINFO
General,508,G_SYS_MISINFO_009,외부 도구에 의해 주입된 사실 오류,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_006,외부 도구에 의해 주입된 사실 오류,G_SYS_MISINFO
General,509,G_SYS_MISINFO_010,합성 콘텐츠의 진위 식별 실패와 지속적 피해,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_007,합성 콘텐츠의 진위 식별 실패와 지속적 피해,G_SYS_MISINFO
General,510,G_SYS_MISINFO_011,개인 대상 허위정보,G_SYS_MISINFO,(jay) [분할] 복합적. Misinformation + illegal conduct 혼재되어 해당 L4를 분해 필요,INTENT_CORRECTION_KEEP_WITH_HD_NOTE_APPLIED,원문은 허위정보와 피해를 기술하지만 법적 위법성은 확정하지 않으므로 불법행위 카드를 만들지 않는다.,L4_Title_en; L4_Description_ko; L4_Description_en; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SYS_MISINFO_021,개인 대상 허위정보,G_SYS_MISINFO
General,511,G_SYS_MISINFO_012,선거 제도와 절차에 관한 허위정보,G_SYS_MISINFO,(jay) [분할] 복합적. Misinformation + Political Bias and Manipulation + Erosion of Democracy and Civic Order 혼재되어 해당 L4를 분해 필요,EXPERT_SPLIT_APPLIED,"콘텐츠, 조작행위, 사회적 민주주의 피해를 분리한다.",Output cardinality; L1/L2/L3 hierarchy; L4_Title_ko; L4_Title_en; L4_Description_ko; L4_Description_en; facet; act-type; Mapping_Method; HD_Reason; Source_L4_IDs; Mapping evidence; L4_ID,General,G_INT_POL_007 | G_SOC_DEMOC_005 | G_SYS_MISINFO_019,개인화된 정치적 영향 조작 | 민주적 공론과 시민 신뢰의 침식 | 선거절차에 관한 허위정보 생성,G_INT_POL | G_SOC_DEMOC | G_SYS_MISINFO
General,512,G_SYS_MISINFO_013,검색증강 시 외부 허위정보에 의한 허위 출력,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_008,검색증강 시 외부 허위정보에 의한 허위 출력,G_SYS_MISINFO
General,513,G_SYS_MISINFO_014,사실과 다른 오도성 정보 생성,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_009,사실과 다른 오도성 정보 생성,G_SYS_MISINFO
General,514,G_SYS_MISINFO_015,역사 수정주의적 서술 생성,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_010,역사 수정주의적 서술 생성,G_SYS_MISINFO
General,515,G_SYS_MISINFO_016,지식 경계로 인한 환각,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_011,지식 경계로 인한 환각,G_SYS_MISINFO
General,516,G_SYS_MISINFO_017,사실·증거 환각,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_012,사실·증거 환각,G_SYS_MISINFO
General,517,G_SYS_MISINFO_018,알고리즘 시스템에 의한 정보 기반 피해,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_013,알고리즘 시스템에 의한 정보 기반 피해,G_SYS_MISINFO
General,518,G_SYS_MISINFO_019,잡음 학습 데이터에 의한 지식 오류,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_014,잡음 학습 데이터에 의한 지식 오류,G_SYS_MISINFO
General,519,G_SYS_MISINFO_020,맞춤형 괴롭힘·허위정보의 저비용 대량 생성,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_015,맞춤형 괴롭힘·허위정보의 저비용 대량 생성,G_SYS_MISINFO
General,520,G_SYS_MISINFO_021,대규모 허위정보 생산·확산 장벽 저하,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_016,대규모 허위정보 생산·확산 장벽 저하,G_SYS_MISINFO
General,521,G_SYS_MISINFO_022,사용자 수행 설득에 의한 AI 모델의 오용,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_017,사용자 수행 설득에 의한 AI 모델의 오용,G_SYS_MISINFO
General,522,G_SYS_MISINFO_023,검색 파이프라인 오염,G_SYS_MISINFO,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_MISINFO_018,검색 파이프라인 오염,G_SYS_MISINFO
General,523,G_SYS_MISINFO_024,개인화 정보 악용 표적 사기,G_SYS_MISINFO,(jay) [이관] illegal conduct,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_INT_ILLEGAL.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_INT_ILLEGAL_012,개인화 정보 악용 표적 사기,G_INT_ILLEGAL
General,524,G_SYS_MISINFO_025,지속적 기만 수행에 의한 이용자 판단 왜곡,G_SYS_MISINFO,(jay) [이관] Deception and Scheming,L3_REASSIGN_APPLIED,Explicit human-review transfer to A_SYS_DECEPT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,Agentic,A_SYS_DECEPT_002,지속적 기만 수행에 의한 이용자 판단 왜곡,A_SYS_DECEPT
General,525,G_SYS_OEXT_001,검증된 전문성 범위를 벗어난 AI 조언,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_005,검증된 전문성 범위를 벗어난 AI 조언,G_SYS_OEXT
General,526,G_SYS_OEXT_002,학습 과정 우회,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_006,학습 과정 우회,G_SYS_OEXT
General,527,G_SYS_OEXT_003,역량 오버행,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_007,역량 오버행,G_SYS_OEXT
General,528,G_SYS_OEXT_004,인지 오프로딩,G_SYS_OEXT,(jay) [이관] Cultural and Epistemic Erosion,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_CULT.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_CULT_012,인지 오프로딩,G_SOC_CULT
General,529,G_SYS_OEXT_005,장기 작업의 단계 간 오차 누적,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_008,장기 작업의 단계 간 오차 누적,G_SYS_OEXT
General,530,G_SYS_OEXT_006,AI 위임에 따른 인간 의사결정 권한 이전,G_SYS_OEXT,(jay) [이관] Governance and Accountability Void,L3_REASSIGN_APPLIED,Explicit human-review transfer to G_SOC_GOV.,L1/L2/L3 hierarchy; Mapping_Method; HD_Reason; Mapping evidence; L4_ID,General,G_SOC_GOV_020,AI 위임에 따른 인간 의사결정 권한 이전,G_SOC_GOV
General,531,G_SYS_OEXT_007,무제한 접근을 통한 범용 AI 고영향 오용,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_009,무제한 접근을 통한 범용 AI 고영향 오용,G_SYS_OEXT
General,532,G_SYS_OEXT_008,부적절한 자동화 수준,G_SYS_OEXT,,UNCHANGED,No second-round change request.,L4_ID,General,G_SYS_OEXT_010,부적절한 자동화 수준,G_SYS_OEXT
