l4_id,stage1_status,stage1_l3_id,stage2_status,stage2_l3_id,changed
RAI4-0586,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0587,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0588,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0589,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0590,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0591,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0592,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0593,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0594,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0595,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0596,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0597,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0598,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0599,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0600,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0601,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0602,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0603,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-02,True
RAI4-0604,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0605,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-06,True
RAI4-0606,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0607,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0608,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0609,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0610,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0611,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0612,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0613,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0614,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0615,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0616,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0617,algorithm_proposed,RAI3-G-INT-09,stage1_algorithm_proposed,RAI3-G-INT-09,True
RAI4-0618,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0619,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0620,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0621,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0622,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0623,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0624,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0625,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0626,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-05,True
RAI4-0627,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0628,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0629,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0630,algorithm_proposed,RAI3-G-INT-08,stage1_algorithm_proposed,RAI3-G-INT-08,True
RAI4-0631,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-07,True
RAI4-0632,algorithm_proposed,RAI3-G-INT-09,stage1_algorithm_proposed,RAI3-G-INT-09,True
RAI4-0633,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0634,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0635,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0636,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0637,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0638,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0639,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0640,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0641,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0642,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-01,True
RAI4-0643,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0644,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0645,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0646,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0647,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0648,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0649,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0650,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0651,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0652,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0653,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0654,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0655,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0656,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0657,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0658,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0659,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0660,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-01,True
RAI4-0661,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0662,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0663,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0664,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0665,algorithm_proposed,RAI3-G-INT-02,stage1_algorithm_proposed,RAI3-G-INT-02,True
RAI4-0666,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0667,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0668,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0669,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0670,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0671,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-01,True
RAI4-0672,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0673,algorithm_proposed,RAI3-G-INT-02,stage1_algorithm_proposed,RAI3-G-INT-02,True
RAI4-0674,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0675,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0676,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0677,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0678,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-01,True
RAI4-0679,algorithm_proposed,RAI3-G-INT-04,stage1_algorithm_proposed,RAI3-G-INT-04,True
RAI4-0680,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-02,True
RAI4-0681,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0682,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-07,True
RAI4-0683,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0684,algorithm_proposed,RAI3-G-INT-02,stage1_algorithm_proposed,RAI3-G-INT-02,True
RAI4-0685,algorithm_proposed,RAI3-G-INT-02,stage1_algorithm_proposed,RAI3-G-INT-02,True
RAI4-0686,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0687,algorithm_proposed,RAI3-G-INT-03,stage1_algorithm_proposed,RAI3-G-INT-03,True
RAI4-0688,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0689,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0690,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0691,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-01,True
RAI4-0692,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0693,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0694,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0695,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0696,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0697,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0698,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0699,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0700,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0701,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0702,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0703,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0704,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0705,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0706,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0707,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0708,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0709,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0710,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0711,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0712,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0713,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0714,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0715,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0716,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0717,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0718,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0719,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-05,True
RAI4-0720,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0721,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0722,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0723,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-01,True
RAI4-0724,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0725,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0726,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0727,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0728,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-02,True
RAI4-0729,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0730,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0731,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0732,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0733,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0734,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0735,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0736,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0737,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0738,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0739,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0740,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0741,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0742,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0743,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0744,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0745,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0746,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0747,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0748,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0749,algorithm_proposed,RAI3-G-INT-06,stage1_algorithm_proposed,RAI3-G-INT-06,True
RAI4-0750,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0751,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0752,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0753,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0754,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0755,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0756,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0757,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0758,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0759,algorithm_proposed,RAI3-G-INT-11,stage1_algorithm_proposed,RAI3-G-INT-11,True
RAI4-0760,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0761,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0762,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0763,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0764,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0765,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0766,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0767,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0768,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0769,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0770,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0771,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0772,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0773,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0774,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0775,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0776,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0777,algorithm_proposed,RAI3-G-INT-06,stage1_algorithm_proposed,RAI3-G-INT-06,True
RAI4-0778,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0779,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0780,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0781,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0782,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0783,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0784,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0785,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0786,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0787,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0788,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0789,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-11,True
RAI4-0790,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0791,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0792,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-01,True
RAI4-0793,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0794,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-08,True
RAI4-0795,algorithm_proposed,RAI3-G-SYS-03,stage1_algorithm_proposed,RAI3-G-SYS-03,True
RAI4-0796,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0797,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0798,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0799,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0800,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0801,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0802,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0803,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0804,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0805,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0806,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0807,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0808,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0809,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0810,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0811,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0812,algorithm_proposed,RAI3-G-SYS-03,stage1_algorithm_proposed,RAI3-G-SYS-03,True
RAI4-0813,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0814,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-04,True
RAI4-0815,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0816,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0817,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0818,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0819,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0820,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0821,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0822,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0823,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-01,True
RAI4-0824,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0825,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0826,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0827,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-05,True
RAI4-0828,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0829,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0830,algorithm_proposed,RAI3-G-SYS-03,stage1_algorithm_proposed,RAI3-G-SYS-03,True
RAI4-0831,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0832,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0833,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0834,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0835,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0836,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0837,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0838,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0839,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0840,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0841,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0842,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0843,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-09,True
RAI4-0844,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0845,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0846,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-03,True
RAI4-0847,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-03,True
RAI4-0848,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0849,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0850,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-04,True
RAI4-0851,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0852,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0853,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0854,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0855,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0856,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0857,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-08,True
RAI4-0858,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0859,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0860,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0861,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-03,True
RAI4-0862,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-05,True
RAI4-0863,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0864,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-06,True
RAI4-0865,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0866,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-02,True
RAI4-0867,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0868,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-01,True
RAI4-0869,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0870,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-A-SYS-05,True
RAI4-0871,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0872,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0873,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-07,True
RAI4-0874,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
RAI4-0875,needs_taxonomy_decision,,needs_taxonomy_decision,,False
RAI4-0876,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-SYS-09,True
RAI4-0877,needs_taxonomy_decision,,algorithm_proposed_stage2,RAI3-G-INT-10,True
