source_row_id,source_domain,source_l4_id,title_ko,title_en,mapped_l3_id,mapping_method,em_score,em_anchor_score,hybrid_score,keyword_support_score,l3_candidate_hint,top5_l3_scores
SRC-G-0510,General,new,자해 및 자살의 미화·정당화,Glorification or justification of self-harm and suicide,G_INT_SELF,EM,0.848168,0.813164,1.209822,0.7,G_INT_SELF,"[{""l3_id"": ""G_INT_SELF"", ""em_score"": 0.848168, ""hybrid_score"": 1.209822, ""keyword_prior"": 0.361654, ""lexical_support"": 0.7}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.716506, ""hybrid_score"": 0.718123, ""keyword_prior"": 0.001617, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.698622, ""hybrid_score"": 0.698685, ""keyword_prior"": 6.3e-05, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.689237, ""hybrid_score"": 0.689227, ""keyword_prior"": -1e-05, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.688438, ""hybrid_score"": 0.688829, ""keyword_prior"": 0.00039, ""lexical_support"": 0.0}]"
SRC-G-0511,General,new,자해 은폐 및 회피 전략,Concealment and avoidance strategies for self-harm,G_INT_SELF,EM,0.833969,0.800156,1.176262,0.4,G_INT_SELF,"[{""l3_id"": ""G_INT_SELF"", ""em_score"": 0.833969, ""hybrid_score"": 1.176262, ""keyword_prior"": 0.342294, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.75661, ""hybrid_score"": 0.758061, ""keyword_prior"": 0.001451, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.744023, ""hybrid_score"": 0.747036, ""keyword_prior"": 0.003013, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_GOV"", ""em_score"": 0.72205, ""hybrid_score"": 0.722341, ""keyword_prior"": 0.000292, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_ECON"", ""em_score"": 0.707794, ""hybrid_score"": 0.704425, ""keyword_prior"": -0.003369, ""lexical_support"": 0.0}]"
SRC-G-0512,General,new,자살 준비행위,Preparatory acts for suicide,G_INT_SELF,EM,0.846259,0.809026,1.18938,0.4,G_INT_SELF,"[{""l3_id"": ""G_INT_SELF"", ""em_score"": 0.846259, ""hybrid_score"": 1.189379, ""keyword_prior"": 0.343121, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.741694, ""hybrid_score"": 0.744225, ""keyword_prior"": 0.002531, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.718396, ""hybrid_score"": 0.720351, ""keyword_prior"": 0.001955, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.710549, ""hybrid_score"": 0.710082, ""keyword_prior"": -0.000467, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_ECON"", ""em_score"": 0.698826, ""hybrid_score"": 0.69774, ""keyword_prior"": -0.001086, ""lexical_support"": 0.0}]"
SRC-G-0513,General,new,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviors,G_INT_SELF,EM,0.825364,0.796097,1.161682,0.3,G_INT_SELF,"[{""l3_id"": ""G_INT_SELF"", ""em_score"": 0.825364, ""hybrid_score"": 1.161682, ""keyword_prior"": 0.336318, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.710345, ""hybrid_score"": 0.713404, ""keyword_prior"": 0.003059, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_ECON"", ""em_score"": 0.693193, ""hybrid_score"": 0.694772, ""keyword_prior"": 0.001579, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.688973, ""hybrid_score"": 0.689151, ""keyword_prior"": 0.000179, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.686745, ""hybrid_score"": 0.686698, ""keyword_prior"": -4.6e-05, ""lexical_support"": 0.0}]"
SRC-G-0514,General,new,자해·자살 조장 온라인 커뮤니티,Online communities encouraging self-harm and suicide,G_INT_SELF,EM,0.852699,0.816329,1.207762,0.6,G_INT_SELF,"[{""l3_id"": ""G_INT_SELF"", ""em_score"": 0.852699, ""hybrid_score"": 1.207762, ""keyword_prior"": 0.355063, ""lexical_support"": 0.6}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.744999, ""hybrid_score"": 0.751044, ""keyword_prior"": 0.006046, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.701077, ""hybrid_score"": 0.703333, ""keyword_prior"": 0.002256, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.684644, ""hybrid_score"": 0.685674, ""keyword_prior"": 0.001031, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_ECON"", ""em_score"": 0.680284, ""hybrid_score"": 0.678116, ""keyword_prior"": -0.002168, ""lexical_support"": 0.0}]"
SRC-G-0515,General,new,인종·민족 기반 적대·차별적 표상,Hostility and discriminatory representation based on race and ethnicity,G_INT_REPR,EM,0.822841,0.781539,1.157668,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.822841, ""hybrid_score"": 1.157668, ""keyword_prior"": 0.334827, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.793168, ""hybrid_score"": 0.807747, ""keyword_prior"": 0.01458, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.756588, ""hybrid_score"": 0.76782, ""keyword_prior"": 0.011232, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.751074, ""hybrid_score"": 0.754505, ""keyword_prior"": 0.00343, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.739532, ""hybrid_score"": 0.74408, ""keyword_prior"": 0.004548, ""lexical_support"": 0.0}]"
SRC-G-0516,General,new,국적·출신국 기반 적대·차별적 표상,Hostility and discriminatory representation based on nationality · country of origin,G_INT_REPR,EM,0.805355,0.765134,1.139239,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.805355, ""hybrid_score"": 1.139239, ""keyword_prior"": 0.333885, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.776919, ""hybrid_score"": 0.790718, ""keyword_prior"": 0.013799, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.726914, ""hybrid_score"": 0.735429, ""keyword_prior"": 0.008515, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.719155, ""hybrid_score"": 0.721179, ""keyword_prior"": 0.002024, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.719085, ""hybrid_score"": 0.720828, ""keyword_prior"": 0.001743, ""lexical_support"": 0.0}]"
SRC-G-0517,General,new,지역·출신지역 기반 적대·차별적 표상,Hostility and discriminatory representation based on region/place of origin,G_INT_REPR,EM,0.809583,0.769656,1.145778,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.809583, ""hybrid_score"": 1.145778, ""keyword_prior"": 0.336194, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.787856, ""hybrid_score"": 0.804021, ""keyword_prior"": 0.016164, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.726183, ""hybrid_score"": 0.735994, ""keyword_prior"": 0.00981, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.717899, ""hybrid_score"": 0.720948, ""keyword_prior"": 0.00305, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.704366, ""hybrid_score"": 0.705636, ""keyword_prior"": 0.00127, ""lexical_support"": 0.0}]"
SRC-G-0518,General,new,성별 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender,G_INT_REPR,EM,0.821057,0.779117,1.161301,0.4,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.821057, ""hybrid_score"": 1.161301, ""keyword_prior"": 0.340244, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.787383, ""hybrid_score"": 0.799085, ""keyword_prior"": 0.011701, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.752894, ""hybrid_score"": 0.763744, ""keyword_prior"": 0.01085, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.740972, ""hybrid_score"": 0.742954, ""keyword_prior"": 0.001983, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.739168, ""hybrid_score"": 0.740779, ""keyword_prior"": 0.001612, ""lexical_support"": 0.0}]"
SRC-G-0519,General,new,성정체성·성적지향 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender identity and sexual orientation,G_INT_REPR,EM,0.823544,0.782497,1.157161,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.823544, ""hybrid_score"": 1.157161, ""keyword_prior"": 0.333617, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_SEX"", ""em_score"": 0.809434, ""hybrid_score"": 0.832816, ""keyword_prior"": 0.023382, ""lexical_support"": 0.2}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.783868, ""hybrid_score"": 0.796842, ""keyword_prior"": 0.012974, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.759014, ""hybrid_score"": 0.769793, ""keyword_prior"": 0.01078, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.747728, ""hybrid_score"": 0.748994, ""keyword_prior"": 0.001265, ""lexical_support"": 0.0}]"
SRC-G-0520,General,new,연령 기반 적대·차별적 표상,Hostility and discriminatory representation based on age,G_INT_REPR,EM,0.806933,0.76844,1.147514,0.4,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.806933, ""hybrid_score"": 1.147514, ""keyword_prior"": 0.34058, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.774355, ""hybrid_score"": 0.786951, ""keyword_prior"": 0.012596, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.724805, ""hybrid_score"": 0.73433, ""keyword_prior"": 0.009524, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.730748, ""hybrid_score"": 0.733786, ""keyword_prior"": 0.003037, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.717599, ""hybrid_score"": 0.719291, ""keyword_prior"": 0.001692, ""lexical_support"": 0.0}]"
SRC-G-0521,General,new,장애 기반 적대·차별적 표상,Hostility and discriminatory representation based on disability,G_INT_REPR,EM,0.817507,0.777694,1.157282,0.4,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.817507, ""hybrid_score"": 1.157282, ""keyword_prior"": 0.339774, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.804034, ""hybrid_score"": 0.818627, ""keyword_prior"": 0.014592, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.737951, ""hybrid_score"": 0.74688, ""keyword_prior"": 0.008929, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.737904, ""hybrid_score"": 0.740268, ""keyword_prior"": 0.002364, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.735348, ""hybrid_score"": 0.736365, ""keyword_prior"": 0.001017, ""lexical_support"": 0.0}]"
SRC-G-0522,General,new,종교 기반 적대·차별적 표상,Hostility and discriminatory representation based on religion,G_INT_REPR,EM,0.787234,0.747382,1.126144,0.4,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.787234, ""hybrid_score"": 1.126145, ""keyword_prior"": 0.338911, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.756553, ""hybrid_score"": 0.767777, ""keyword_prior"": 0.011224, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.743548, ""hybrid_score"": 0.755515, ""keyword_prior"": 0.011967, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.731274, ""hybrid_score"": 0.734403, ""keyword_prior"": 0.003129, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.70011, ""hybrid_score"": 0.700101, ""keyword_prior"": -9e-06, ""lexical_support"": 0.0}]"
SRC-G-0523,General,new,사회경제적 지위 기반 적대·차별적 표상,Hostility and discriminatory representation based on socioeconomic status,G_INT_REPR,EM,0.81434,0.775204,1.149822,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.81434, ""hybrid_score"": 1.149822, ""keyword_prior"": 0.335482, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.794506, ""hybrid_score"": 0.811025, ""keyword_prior"": 0.016519, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.751961, ""hybrid_score"": 0.759809, ""keyword_prior"": 0.007848, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.743554, ""hybrid_score"": 0.75369, ""keyword_prior"": 0.010136, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.728402, ""hybrid_score"": 0.72958, ""keyword_prior"": 0.001178, ""lexical_support"": 0.0}]"
SRC-G-0524,General,new,직업 기반 적대·차별적 표상,Hostility and discriminatory representation based on occupation,G_INT_REPR,EM,0.816516,0.776356,1.149528,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.816516, ""hybrid_score"": 1.149528, ""keyword_prior"": 0.333012, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.796213, ""hybrid_score"": 0.81141, ""keyword_prior"": 0.015197, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.747781, ""hybrid_score"": 0.757335, ""keyword_prior"": 0.009554, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.740359, ""hybrid_score"": 0.742452, ""keyword_prior"": 0.002092, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.737161, ""hybrid_score"": 0.740333, ""keyword_prior"": 0.003173, ""lexical_support"": 0.0}]"
SRC-G-0525,General,new,정치적 성향 기반 적대·차별적 표상,Hostility and discriminatory representation based on political orientation,G_INT_REPR,EM,0.820282,0.779753,1.154079,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.820282, ""hybrid_score"": 1.154079, ""keyword_prior"": 0.333798, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_POL"", ""em_score"": 0.835548, ""hybrid_score"": 0.880636, ""keyword_prior"": 0.045088, ""lexical_support"": 0.5}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.802364, ""hybrid_score"": 0.818382, ""keyword_prior"": 0.016018, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.75971, ""hybrid_score"": 0.770498, ""keyword_prior"": 0.010788, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.744264, ""hybrid_score"": 0.746087, ""keyword_prior"": 0.001822, ""lexical_support"": 0.0}]"
SRC-G-0526,General,new,가족 상태 및 가정 형태 기반 적대·차별적 표상,Hostility and discriminatory representation based on family status and household structure,G_INT_REPR,EM,0.802998,0.762556,1.138682,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.802998, ""hybrid_score"": 1.138682, ""keyword_prior"": 0.335684, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.775303, ""hybrid_score"": 0.7918, ""keyword_prior"": 0.016497, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.73945, ""hybrid_score"": 0.750945, ""keyword_prior"": 0.011495, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.724387, ""hybrid_score"": 0.726833, ""keyword_prior"": 0.002445, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.719055, ""hybrid_score"": 0.722033, ""keyword_prior"": 0.002978, ""lexical_support"": 0.0}]"
SRC-G-0527,General,new,학력 기반 적대·차별적 표상,Hostility and discriminatory representation based on educational background,G_INT_REPR,EM,0.801884,0.760193,1.137166,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.801884, ""hybrid_score"": 1.137167, ""keyword_prior"": 0.335283, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.789752, ""hybrid_score"": 0.80691, ""keyword_prior"": 0.017158, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.744305, ""hybrid_score"": 0.755773, ""keyword_prior"": 0.011468, ""lexical_support"": 0.1}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.737229, ""hybrid_score"": 0.743359, ""keyword_prior"": 0.006129, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.72128, ""hybrid_score"": 0.722499, ""keyword_prior"": 0.001219, ""lexical_support"": 0.0}]"
SRC-G-0528,General,new,건강 상태 기반 적대·차별적 표상,Hostility and discriminatory representation based on health status,G_INT_REPR,EM,0.790245,0.750931,1.124686,0.3,G_INT_REPR,"[{""l3_id"": ""G_INT_REPR"", ""em_score"": 0.790245, ""hybrid_score"": 1.124686, ""keyword_prior"": 0.334441, ""lexical_support"": 0.3}, {""l3_id"": ""G_INT_ALLOC"", ""em_score"": 0.773469, ""hybrid_score"": 0.789019, ""keyword_prior"": 0.01555, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.718669, ""hybrid_score"": 0.726886, ""keyword_prior"": 0.008217, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.721563, ""hybrid_score"": 0.723021, ""keyword_prior"": 0.001458, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.715048, ""hybrid_score"": 0.716901, ""keyword_prior"": 0.001853, ""lexical_support"": 0.0}]"
SRC-G-0529,General,new,정치적 선전 및 편향적 설득,Political propaganda and biased persuasion,G_INT_POL,EM,0.887581,0.864814,1.252644,0.8,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.887581, ""hybrid_score"": 1.252644, ""keyword_prior"": 0.365063, ""lexical_support"": 0.8}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.791516, ""hybrid_score"": 0.830034, ""keyword_prior"": 0.038517, ""lexical_support"": 0.4}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.775535, ""hybrid_score"": 0.779958, ""keyword_prior"": 0.004422, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.748835, ""hybrid_score"": 0.748893, ""keyword_prior"": 5.7e-05, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_VALUE"", ""em_score"": 0.730548, ""hybrid_score"": 0.732692, ""keyword_prior"": 0.002144, ""lexical_support"": 0.0}]"
SRC-G-0530,General,new,정치적 허위정보 및 여론조작,Political misinformation and manipulation of public opinion,G_INT_POL,EM,0.878301,0.852647,1.233038,0.7,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.878301, ""hybrid_score"": 1.233038, ""keyword_prior"": 0.354737, ""lexical_support"": 0.7}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.853359, ""hybrid_score"": 0.896373, ""keyword_prior"": 0.043014, ""lexical_support"": 0.5}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.828749, ""hybrid_score"": 0.869818, ""keyword_prior"": 0.041069, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.77508, ""hybrid_score"": 0.79744, ""keyword_prior"": 0.02236, ""lexical_support"": 0.3}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.72309, ""hybrid_score"": 0.723753, ""keyword_prior"": 0.000662, ""lexical_support"": 0.0}]"
SRC-G-0531,General,new,선거 및 민주적 절차 방해,Interference with elections and democratic processes,G_INT_POL,EM,0.848465,0.822041,1.183153,0.4,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.848465, ""hybrid_score"": 1.183153, ""keyword_prior"": 0.334688, ""lexical_support"": 0.4}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.840419, ""hybrid_score"": 0.8827, ""keyword_prior"": 0.042281, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.769235, ""hybrid_score"": 0.771615, ""keyword_prior"": 0.00238, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.743206, ""hybrid_score"": 0.748645, ""keyword_prior"": 0.005439, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.746203, ""hybrid_score"": 0.746171, ""keyword_prior"": -3.2e-05, ""lexical_support"": 0.0}]"
SRC-G-0532,General,new,정치인 및 공직자 명예훼손,Defamation of politicians and public officials,G_INT_POL,EM,0.809329,0.77827,1.14203,0.4,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.809329, ""hybrid_score"": 1.14203, ""keyword_prior"": 0.332701, ""lexical_support"": 0.4}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.794806, ""hybrid_score"": 0.835482, ""keyword_prior"": 0.040677, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.754108, ""hybrid_score"": 0.757521, ""keyword_prior"": 0.003413, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.734352, ""hybrid_score"": 0.734757, ""keyword_prior"": 0.000406, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.713348, ""hybrid_score"": 0.714786, ""keyword_prior"": 0.001437, ""lexical_support"": 0.0}]"
SRC-G-0533,General,new,정치적 폭력 및 극단주의 조장,Promotion of political violence and extremism,G_INT_POL,EM,0.839418,0.808983,1.193009,0.7,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.839418, ""hybrid_score"": 1.193009, ""keyword_prior"": 0.353591, ""lexical_support"": 0.7}, {""l3_id"": ""G_INT_VIOL"", ""em_score"": 0.803198, ""hybrid_score"": 0.843041, ""keyword_prior"": 0.039843, ""lexical_support"": 0.4}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.785897, ""hybrid_score"": 0.825832, ""keyword_prior"": 0.039935, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.757419, ""hybrid_score"": 0.758236, ""keyword_prior"": 0.000816, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.729692, ""hybrid_score"": 0.728121, ""keyword_prior"": -0.001571, ""lexical_support"": 0.0}]"
SRC-G-0534,General,new,정치적 탄압 및 권리 침해 조장,Promotion of political repression and rights violations,G_INT_POL,EM,0.835493,0.806746,1.188488,0.7,G_INT_POL,"[{""l3_id"": ""G_INT_POL"", ""em_score"": 0.835493, ""hybrid_score"": 1.188488, ""keyword_prior"": 0.352995, ""lexical_support"": 0.7}, {""l3_id"": ""G_SOC_DEMOC"", ""em_score"": 0.790166, ""hybrid_score"": 0.83049, ""keyword_prior"": 0.040324, ""lexical_support"": 0.4}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.747182, ""hybrid_score"": 0.74883, ""keyword_prior"": 0.001648, ""lexical_support"": 0.0}, {""l3_id"": ""G_SOC_POWER"", ""em_score"": 0.730905, ""hybrid_score"": 0.735428, ""keyword_prior"": 0.004524, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_CONTEST"", ""em_score"": 0.727686, ""hybrid_score"": 0.732817, ""keyword_prior"": 0.005131, ""lexical_support"": 0.0}]"
SRC-G-0535,General,new,감정 및 공감 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of emotions and empathy skills,G_INT_ANTH,EM,0.907629,0.886555,1.230864,0.1,G_INT_ANTH,"[{""l3_id"": ""G_INT_ANTH"", ""em_score"": 0.907629, ""hybrid_score"": 1.230864, ""keyword_prior"": 0.323234, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_REL"", ""em_score"": 0.800209, ""hybrid_score"": 0.808881, ""keyword_prior"": 0.008672, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.777444, ""hybrid_score"": 0.789518, ""keyword_prior"": 0.012073, ""lexical_support"": 0.1}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.774465, ""hybrid_score"": 0.781379, ""keyword_prior"": 0.006914, ""lexical_support"": 0.0}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.760737, ""hybrid_score"": 0.763084, ""keyword_prior"": 0.002347, ""lexical_support"": 0.0}]"
SRC-G-0536,General,new,"자의식, 자율성 및 독립적 의사 결정의 허위 표상·의인화","Anthropomorphic misrepresentation of self-awareness, autonomy, and independent decision-making",G_INT_ANTH,EM,0.908925,0.890394,1.260749,0.6,G_INT_ANTH,"[{""l3_id"": ""G_INT_ANTH"", ""em_score"": 0.908925, ""hybrid_score"": 1.260749, ""keyword_prior"": 0.351824, ""lexical_support"": 0.6}, {""l3_id"": ""G_SYS_MISINFO"", ""em_score"": 0.790486, ""hybrid_score"": 0.804001, ""keyword_prior"": 0.013515, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_REL"", ""em_score"": 0.788849, ""hybrid_score"": 0.798287, ""keyword_prior"": 0.009437, ""lexical_support"": 0.1}, {""l3_id"": ""G_INT_UNETH"", ""em_score"": 0.763194, ""hybrid_score"": 0.766501, ""keyword_prior"": 0.003307, ""lexical_support"": 0.0}, {""l3_id"": ""G_SYS_OEXT"", ""em_score"": 0.761953, ""hybrid_score"": 0.766073, ""keyword_prior"": 0.00412, ""lexical_support"": 0.0}]"
