source_row_id,source_domain,source_l4_id,title_ko,title_en,keyword_1_ko,keyword_2_ko,keyword_3_ko,keyword_1_en,keyword_2_en,keyword_3_en,keyword_top_l3_id,keyword_support_score,keyword_semantic_score,keyword_prior,mapped_l3_id,mapping_method,keyword_evidence
SRC-G-0475,General,RAI4-1218,사회 정의와 권리의 침식,Erosion of social justice and rights,사회 정의와 권리의 침식,디지털 격차,남북 세대 정의,Erosion of social justice and rights,divides north-south intergenerational,north-south intergenerational justice,G_SOC_CULT,0.2,0.500534,0.02391,G_Others,HD,G_SOC_CULT=0.300|G_SOC_DEMOC=0.200|G_SOC_POWER=0.200
SRC-G-0477,General,RAI4-1239,영향력 확보를 위한 환경 자기모델링,Environmental self-modeling for influence,영향력 확보를 위한 환경 자기모델링,보상 해킹,기만적 조작,Environmental self-modeling for influence,reward hacking,chase instrumental subgoals,G_INT_UNETH,0.3,0.531039,0.025704,G_SOC_ENV,EM,G_SOC_ENV=0.300|G_INT_UNETH=0.300|G_INT_POL=0.200
SRC-G-0478,General,RAI4-1246,집단적으로 유해한 행동,Collectively harmful behaviors,집단적으로 유해한 행동,딜레마 협력,개별 합리,Collectively harmful behaviors,appear individually rational,dilemmas but collectively,G_INT_UNETH,0.0,0.525571,0.007681,G_INT_UNETH,EM,G_SYS_SECADV=0.100|G_SYS_INPUT=0.100|G_SYS_CONTEXT=0.100
SRC-G-0479,General,RAI4-1260,AI 분야의 서구 중심 획일성,Western-centric uniformity in the AI field,AI 분야의 서구 중심 획일성,연구 의제 데이터셋,의제 데이터셋 거버넌스,Western-centric uniformity in the AI field,uniformity field marginalizing,difference research agendas,G_INT_VALUE,0.0,0.569578,0.01543,G_Others,HD,G_SOC_GOV=0.200|G_SOC_CULT=0.100|G_INT_REL=0.100
SRC-G-0480,General,RAI4-1326,합법·사회용인적 의도적 동물 가해,Legally sanctioned intentional harm to animals,합법·사회용인적 의도적 동물 가해,합법 방식 동물,증폭 합법 방식,Legally sanctioned intentional harm to animals,reflect amplify existing,ways reflect amplify,G_INT_UNETH,0.0,0.48939,0.004279,G_INT_UNETH,EM,G_INT_SEX=0.100|G_INT_REPR=0.100
SRC-G-0481,General,RAI4-1330,동물 복지를 경시하는 개발·투자 편중,Development and investment skew neglecting animal welfare,동물 복지를 경시하는 개발·투자 편중,투자 동물 무익,동물 무익 응용,Development and investment skew neglecting animal welfare,systematically neglecting animal,animals systematically neglecting,G_INT_ALLOC,0.0,0.517427,0.00982,G_Others,HD,G_SYS_CONTEST=0.200|G_INT_VALUE=0.100
SRC-G-0482,General,RAI4-1341,경제·사회·정치 안보의 불안정화,"Destabilization of economic, social, and political security",경제·사회·정치 안보의 불안정화,환각,양극 선거 정당성,"Destabilization of economic, social, and political security",threat,hallucination,G_SOC_ECON,0.3,0.543065,0.028374,G_Others,HD,G_INT_POL=0.300|G_SYS_MISINFO=0.300|G_SOC_ECON=0.300
SRC-G-0483,General,RAI4-1418,AI 자원을 둘러싼 갈등,Conflicts over AI-relevant resources,AI 자원을 둘러싼 갈등,반도체 제조 시설,센터 반도체 제조,Conflicts over AI-relevant resources,overconfidence,centres semiconductor manufacturing,G_SOC_POWER,0.0,0.609887,0.015973,G_SOC_POWER,EM,G_SYS_OVERCONF=0.400|G_SYS_OEXT=0.300|G_SYS_OREF=0.300
SRC-G-0484,General,RAI4-1533,AI 시스템의 기만적 행동과 전략적 은폐,Deceptive behaviour and strategic concealment by AI systems,AI 시스템의 기만적 행동과 전략적 은폐,느슨 태도,순응 감독 느슨,Deceptive behaviour and strategic concealment by AI systems,human-like,concealing aims comply,G_SYS_MISINFO,0.1,0.590022,0.014527,G_SYS_MISINFO,EM,G_INT_ANTH=0.200|G_SYS_MISINFO=0.100|G_INT_REL=0.100
SRC-G-0485,General,RAI4-1546,무제한 접근을 통한 범용 AI 고영향 오용,High-impact misuse of general-purpose AI through unrestricted access,무제한 접근을 통한 범용 AI 고영향 오용,제한 모니터링 접근,모니터링 접근 광범위,High-impact misuse of general-purpose AI through unrestricted access,gaining unrestricted unmonitored,unrestricted unmonitored access,G_SOC_POWER,0.0,0.58373,0.006907,G_SYS_OEXT,EM,G_INT_SEX=0.100|G_INT_REL=0.100
SRC-G-0486,General,RAI4-1555,맞춤형 괴롭힘·허위정보의 저비용 대량 생성,Low-cost generation of personalized harassment and disinformation,맞춤형 괴롭힘·허위정보의 저비용 대량 생성,협박,괴롭힘 갈취 협박,Low-cost generation of personalized harassment and disinformation,deception,tailored weak spots,G_SYS_MISINFO,0.2,0.581986,0.026042,G_SYS_MISINFO,EM,G_INT_VIOL=0.200|G_INT_SEX=0.200|G_SYS_MISINFO=0.200
SRC-G-0487,General,RAI4-1566,특정 집단 대상 체계적 편향에 의한 배제·폭력,Exclusion and violence from systemic bias against specific communities,특정 집단 대상 체계적 편향에 의한 배제·폭력,성착취,삭제 페이크 착취,Exclusion and violence from systemic bias against specific communities,erasure mislabelling violence,implicitly explicitly,G_INT_VIOL,0.2,0.60787,0.026209,G_Others,HD,G_INT_VIOL=0.500|G_INT_SEX=0.200|G_INT_POL=0.200
SRC-G-0488,General,RAI4-1586,맞춤형 표적화에 의한 개인 대상 공격 정교화,Refined attacks on individuals through targeting and personalisation,맞춤형 표적화에 의한 개인 대상 공격 정교화,출력 개인 정교,ai 출력 개인,Refined attacks on individuals through targeting and personalisation,refines,refines outputs target,G_SOC_POWER,0.0,0.512476,0.008177,G_Others,HD,G_INT_PRIV=0.300|G_INT_REL=0.100
SRC-G-0489,General,RAI4-1607,생성형 AI 저성능에 의한 사용자 생산성 손실,End-user productivity loss from generative AI underperformance,생성형 AI 저성능에 의한 사용자 생산성 손실,유용 저하 최종,애플리케이션 의미 품질,End-user productivity loss from generative AI underperformance,degrade utility end-user,utility end-user productivity,G_SOC_ENV,0.0,0.567017,0.006337,G_Others,HD,G_INT_REL=0.100
SRC-G-0490,General,RAI4-1640,종료·수정 저항을 통한 자기 보존 성향,Self-preservation propensity resisting shutdown and modification,종료·수정 저항을 통한 자기 보존 성향,저항 중복 백업,적극 저항 중복,Self-preservation propensity resisting shutdown and modification,threat,establishing redundant backup,G_SYS_OREF,0.0,0.486425,0.006955,G_SYS_CONTEST,EM,G_INT_VIOL=0.100
SRC-G-0491,General,RAI4-1724,AI 시스템의 사고에 의한 인명피해,Death caused by AI incidents,AI 시스템의 사고에 의한 인명피해,incidents 실현,사고 incidents,Death caused by AI incidents,includes death person,incident whose realized,G_SYS_INPUT,0.0,0.56388,0.00582,G_Others,HD,G_INT_REL=0.100
SRC-G-0492,General,new,AI 매개 살인 및 심각한 신체 폭력,AI-mediated murder and severe physical violence,AI 매개 살인 및 심각한 신체 폭력,조장 정당화 구체,생명 신체 정신,AI-mediated murder and severe physical violence,involving murder severe,actions involving murder,G_INT_VIOL,0.6,0.62724,0.350325,G_INT_VIOL,EM,G_INT_VIOL=0.600|G_INT_REL=0.100
SRC-G-0493,General,new,AI 매개 고문 및 잔혹행위,AI-mediated torture and cruel acts,AI 매개 고문 및 잔혹행위,고문 잔혹 콘텐츠,조장 정당화 구체,AI-mediated torture and cruel acts,involving torture cruel,cruel acts physical,G_INT_VIOL,0.5,0.611519,0.343697,G_INT_VIOL,EM,G_INT_VIOL=0.500|G_INT_SEX=0.100|G_INT_REL=0.100
SRC-G-0494,General,new,AI 매개 대량폭력 및 테러,AI-mediated mass violence and terrorism,AI 매개 대량폭력 및 테러,폭력 테러 콘텐츠,조장 정당화 구체,AI-mediated mass violence and terrorism,violence terrorism physical,terrorism physical psychological,G_INT_VIOL,0.7,0.664421,0.356815,G_INT_VIOL,EM,G_INT_VIOL=0.700|G_INT_SEX=0.100|G_INT_REL=0.100
SRC-G-0495,General,new,AI 매개 위협 및 협박,AI-mediated threats and intimidation,AI 매개 위협 및 협박,위협 협박 콘텐츠,조장 정당화 구체,AI-mediated threats and intimidation,threat,threats intimidation physical,G_INT_VIOL,0.5,0.61085,0.34166,G_INT_VIOL,EM,G_INT_VIOL=0.500|G_INT_SEX=0.100|G_INT_REL=0.100
SRC-G-0496,General,new,AI 매개 폭력 선동 및 조장,AI-mediated incitement and Promotion of Violence,AI 매개 폭력 선동 및 조장,조장 정당화 구체,생명 신체 정신,AI-mediated incitement and Promotion of Violence,involving incitement promotion,promotion violence physical,G_INT_VIOL,0.5,0.670732,0.345164,G_INT_VIOL,EM,G_INT_VIOL=0.500|G_INT_REL=0.100
SRC-G-0497,General,new,AI 매개 폭력 미화 및 정당화,AI-mediated glorification and justification of violence,AI 매개 폭력 미화 및 정당화,미화 정당 콘텐츠,조장 정당화 구체,AI-mediated glorification and justification of violence,involving glorification justification,justification violence physical,G_INT_VIOL,0.5,0.66942,0.346727,G_INT_VIOL,EM,G_INT_VIOL=0.500|G_INT_SEX=0.100|G_INT_REL=0.100
SRC-G-0498,General,new,AI 매개 관계 기반 폭력,AI-mediated relationship-based violence,AI 매개 관계 기반 폭력,조장 정당화 구체,생명 신체 정신,AI-mediated relationship-based violence,relationship-based violence physical,involving relationship-based violence,G_INT_VIOL,0.6,0.648272,0.352122,G_INT_VIOL,EM,G_INT_VIOL=0.600|G_INT_REL=0.500
SRC-G-0499,General,new,AI 매개 아동 성 착취 및 아동 대상 성적 행위,AI-mediated child sexual exploitation and sexual acts involving children,AI 매개 아동 성 착취 및 아동 대상 성적 행위,아동 대상 콘텐츠,조장 정상 실행,AI-mediated child sexual exploitation and sexual acts involving children,children infringing sexual,involving children infringing,G_INT_SEX,0.6,0.719962,0.353102,G_INT_SEX,EM,G_INT_SEX=0.600|G_INT_REL=0.100
SRC-G-0500,General,new,AI 매개 비동의적 성행위 및 성폭력,AI-mediated non-consensual sexual acts and sexual violence,AI 매개 비동의적 성행위 및 성폭력,성행위 성폭력 콘텐츠,성폭력 콘텐츠 판단,AI-mediated non-consensual sexual acts and sexual violence,involving non-consensual sexual,sexual violence infringing,G_INT_SEX,0.7,0.691773,0.357213,G_INT_SEX,EM,G_INT_SEX=0.700|G_INT_VIOL=0.400|G_INT_REL=0.100
SRC-G-0501,General,new,AI 매개 성희롱 및 성적 괴롭힘,AI-mediated sexual harassment and sexual bullying,AI 매개 성희롱 및 성적 괴롭힘,성희롱 괴롭힘 콘텐츠,조장 정상 실행,AI-mediated sexual harassment and sexual bullying,bullying infringing sexual,involving sexual harassment,G_INT_SEX,0.6,0.646291,0.350318,G_INT_SEX,EM,G_INT_SEX=0.600|G_INT_REL=0.100
SRC-G-0502,General,new,AI 매개 성착취 및 상업적 성행위,AI-mediated sexual exploitation and commercial sexual activity,AI 매개 성착취 및 상업적 성행위,상업 성행위 콘텐츠,성행위 콘텐츠 판단,AI-mediated sexual exploitation and commercial sexual activity,activity infringing sexual,infringing sexual autonomy,G_INT_SEX,0.8,0.715882,0.364787,G_INT_SEX,EM,G_INT_SEX=0.800|G_INT_REL=0.100
SRC-G-0503,General,new,AI 매개 위험하거나 유해한 성적 행위,AI-mediated dangerous or harmful sexual acts,AI 매개 위험하거나 유해한 성적 행위,비동의 성적 콘텐츠,조장 정상 실행,AI-mediated dangerous or harmful sexual acts,acts infringing sexual,infringing sexual autonomy,G_INT_SEX,0.4,0.72112,0.33823,G_INT_SEX,EM,G_INT_SEX=0.400|G_INT_REL=0.100
SRC-G-0504,General,new,AI 매개 성적 콘텐츠 제작·유포 및 디지털 성범죄,"AI-mediated production, distribution of sexual content, and digital sexual crimes",AI 매개 성적 콘텐츠 제작·유포 및 디지털 성범죄,성범죄 콘텐츠 판단,조장 정상 실행,"AI-mediated production, distribution of sexual content, and digital sexual crimes",crime,crimes infringing sexual,G_INT_SEX,0.4,0.684889,0.340109,G_INT_SEX,EM,G_INT_SEX=0.400|G_INT_ILLEGAL=0.300|G_INT_REL=0.100
SRC-G-0505,General,new,AI 매개 성적 대상화 및 성적 페티시,AI-mediated sexual objectification and sexual fetishization,AI 매개 성적 대상화 및 성적 페티시,비동의 성적 콘텐츠,조장 정상 실행,AI-mediated sexual objectification and sexual fetishization,fetishization infringing sexual,involving sexual objectification,G_INT_SEX,0.4,0.665661,0.341451,G_INT_SEX,EM,G_INT_SEX=0.400|G_INT_REL=0.100
SRC-G-0506,General,new,허용되지 않는 맥락의 노골적 성적 콘텐츠 생성,Explicit sexual content generation in non-permitted contexts,허용되지 않는 맥락의 노골적 성적 콘텐츠 생성,성행위 노골 묘사,법령 정책 허용,Explicit sexual content generation in non-permitted contexts,violating user-protection obligations,minors violating user-protection,G_INT_SEX,0.2,0.593434,0.327362,G_INT_SEX,EM,G_INT_SEX=0.200|G_SYS_POLICY=0.100|G_SYS_CONTEXT=0.100
SRC-G-0507,General,new,AI 매개 자살 행위 및 자살 지원,AI-mediated suicidal acts and suicide assistance,AI 매개 자살 행위 및 자살 지원,신체 정신 안녕,생명 신체 정신,AI-mediated suicidal acts and suicide assistance,involving suicidal acts,actions involving suicidal,G_INT_SELF,0.3,0.670993,0.33335,G_INT_SELF,EM,G_INT_SELF=0.300|G_INT_REL=0.100
SRC-G-0508,General,new,AI 매개 비자살성 자해(NSSI),AI-mediated non-suicidal self-injury (NSSI),AI 매개 비자살성 자해(NSSI),자해 nssi 콘텐츠,신체 정신 안녕,AI-mediated non-suicidal self-injury (NSSI),involving non-suicidal self-injury,self-injury nssi harm,G_INT_SELF,0.5,0.6941,0.347454,G_INT_SELF,EM,G_INT_SELF=0.500|G_INT_SEX=0.200|G_INT_REPR=0.100
SRC-G-0509,General,new,AI 매개 자해 수단 및 방법 제공,AI-mediated provision of means and methods for self-harm,AI 매개 자해 수단 및 방법 제공,수단 방법 콘텐츠,신체 정신 안녕,AI-mediated provision of means and methods for self-harm,involving provision means,methods self-harm harm,G_INT_SELF,0.4,0.686263,0.340782,G_INT_SELF,EM,G_INT_SELF=0.400|G_INT_SEX=0.200|G_INT_REPR=0.100
SRC-G-0510,General,new,AI 매개 자해 및 자살의 미화·정당화,AI-mediated glorification or justification of self-harm and suicide,AI 매개 자해 및 자살의 미화·정당화,자해 자살 의미,자살 의미 정당,AI-mediated glorification or justification of self-harm and suicide,involving glorification justification,self-harm suicide harm,G_INT_SELF,0.7,0.709541,0.358614,G_INT_SELF,EM,G_INT_SELF=0.700|G_INT_SEX=0.100|G_INT_REPR=0.100
SRC-G-0511,General,new,AI 매개 자해 은폐 및 회피 전략,AI-mediated concealment and avoidance strategies for self-harm,AI 매개 자해 은폐 및 회피 전략,회피 전략 콘텐츠,신체 정신 안녕,AI-mediated concealment and avoidance strategies for self-harm,involving concealment avoidance,strategies self-harm harm,G_INT_SELF,0.4,0.665356,0.338409,G_INT_SELF,EM,G_INT_SELF=0.400|G_INT_SEX=0.200|G_INT_REPR=0.100
SRC-G-0512,General,new,AI 매개 자살 준비 및 사전 행위,AI-mediated preparations and preliminary acts of suicide,AI 매개 자살 준비 및 사전 행위,준비 사전 콘텐츠,신체 정신 안녕,AI-mediated preparations and preliminary acts of suicide,involving preparations preliminary,acts suicide harm,G_INT_SELF,0.4,0.656691,0.339459,G_INT_SELF,EM,G_INT_SELF=0.400|G_INT_SEX=0.200|G_INT_REPR=0.100
SRC-G-0513,General,new,AI 매개 섭식장애 및 자기파괴적 건강행위,AI-mediated eating disorders and self-destructive health behaviors,AI 매개 섭식장애 및 자기파괴적 건강행위,파괴 건강 콘텐츠,신체 정신 안녕,AI-mediated eating disorders and self-destructive health behaviors,involving eating disorders,health behaviors harm,G_INT_SELF,0.2,0.687759,0.328315,G_INT_SELF,EM,G_INT_SEX=0.200|G_INT_SELF=0.200|G_INT_REPR=0.100
SRC-G-0514,General,new,AI 매개 자해·자살 커뮤니티 및 사회적 조장,AI-mediated self-harm and suicide communities and social encouragement,AI 매개 자해·자살 커뮤니티 및 사회적 조장,신체 정신 안녕,생명 신체 정신,AI-mediated self-harm and suicide communities and social encouragement,encouragement harm individual's,involving self-harm suicide,G_INT_SELF,0.5,0.710749,0.34565,G_INT_SELF,EM,G_INT_SELF=0.500|G_INT_SEX=0.100|G_INT_REPR=0.100
SRC-G-0515,General,new,인종·민족 기반 적대·차별적 표상,Hostility and discriminatory representation based on race and ethnicity,인종·민족 기반 적대·차별적 표상,비하,인종 민족 이유,Hostility and discriminatory representation based on race and ethnicity,race ethnicity undermining,ethnicity undermining dignity,G_INT_REPR,0.3,0.587769,0.334827,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0516,General,new,국적·출신국 기반 적대·차별적 표상,Hostility and discriminatory representation based on nationality · country of origin,국적·출신국 기반 적대·차별적 표상,국적 출신국 이유,비하,Hostility and discriminatory representation based on nationality · country of origin,country origin undermining,representations based nationality,G_INT_REPR,0.3,0.590191,0.333885,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0517,General,new,지역·출신지역 기반 적대·차별적 표상,Hostility and discriminatory representation based on region/place of origin,지역·출신지역 기반 적대·차별적 표상,비하,출신 지역 이유,Hostility and discriminatory representation based on region/place of origin,place origin undermining,representations based region,G_INT_REPR,0.3,0.59953,0.336194,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0518,General,new,성별 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender,성별 기반 적대·차별적 표상,비하,적대감 경멸 비하,Hostility and discriminatory representation based on gender,representations based gender,hostility contempt degradation,G_INT_REPR,0.4,0.606815,0.340244,G_INT_REPR,EM,G_INT_REPR=0.400|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0519,General,new,성정체성·성적지향 기반 적대·차별적 표상,Hostility and discriminatory representation based on gender identity and sexual orientation,성정체성·성적지향 기반 적대·차별적 표상,비하,정체 지향 이유,Hostility and discriminatory representation based on gender identity and sexual orientation,orientation undermining dignity,sexual orientation undermining,G_INT_REPR,0.3,0.61972,0.333519,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_SEX=0.200|G_INT_ALLOC=0.100
SRC-G-0520,General,new,연령 기반 적대·차별적 표상,Hostility and discriminatory representation based on age,연령 기반 적대·차별적 표상,비하,적대감 경멸 비하,Hostility and discriminatory representation based on age,representations based age,age undermining dignity,G_INT_REPR,0.4,0.59967,0.34058,G_INT_REPR,EM,G_INT_REPR=0.400|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0521,General,new,장애 기반 적대·차별적 표상,Hostility and discriminatory representation based on disability,장애 기반 적대·차별적 표상,비하,적대감 경멸 비하,Hostility and discriminatory representation based on disability,representations based disability,disability undermining dignity,G_INT_REPR,0.4,0.59946,0.339774,G_INT_REPR,EM,G_INT_REPR=0.400|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0522,General,new,종교 기반 적대·차별적 표상,Hostility and discriminatory representation based on religion,종교 기반 적대·차별적 표상,비하,적대감 경멸 비하,Hostility and discriminatory representation based on religion,representations based religion,religion undermining dignity,G_INT_REPR,0.4,0.585587,0.338911,G_INT_REPR,EM,G_INT_REPR=0.400|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0523,General,new,사회경제적 지위 기반 적대·차별적 표상,Hostility and discriminatory representation based on socioeconomic status,사회경제적 지위 기반 적대·차별적 표상,비하,경제 지위 이유,Hostility and discriminatory representation based on socioeconomic status,socioeconomic status undermining,representations based socioeconomic,G_INT_REPR,0.3,0.60166,0.335482,G_INT_REPR,EM,G_INT_REPR=0.300|G_SOC_ECON=0.200|G_INT_ALLOC=0.100
SRC-G-0524,General,new,직업 기반 적대·차별적 표상,Hostility and discriminatory representation based on occupation,직업 기반 적대·차별적 표상,비하,직업 이유,Hostility and discriminatory representation based on occupation,representations based occupation,occupation undermining dignity,G_INT_REPR,0.3,0.58768,0.333012,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0525,General,new,정치적 성향 기반 적대·차별적 표상,Hostility and discriminatory representation based on political orientation,정치적 성향 기반 적대·차별적 표상,비하,정치 성향 이유,Hostility and discriminatory representation based on political orientation,orientation undermining dignity,political orientation undermining,G_INT_POL,0.3,0.587988,0.333798,G_INT_REPR,EM,G_INT_POL=0.500|G_INT_REPR=0.300|G_INT_ALLOC=0.100
SRC-G-0526,General,new,가족 상태 및 가정 형태 기반 적대·차별적 표상,Hostility and discriminatory representation based on family status and household structure,가족 상태 및 가정 형태 기반 적대·차별적 표상,비하,가정 형태 이유,Hostility and discriminatory representation based on family status and household structure,household structure undermining,representations based family,G_INT_REPR,0.3,0.583312,0.335684,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0527,General,new,학력 기반 적대·차별적 표상,Hostility and discriminatory representation based on educational background,학력 기반 적대·차별적 표상,비하,학력 이유,Hostility and discriminatory representation based on educational background,educational background undermining,representations based educational,G_INT_REPR,0.3,0.591293,0.335283,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0528,General,new,건강 상태 기반 적대·차별적 표상,Hostility and discriminatory representation based on health status,건강 상태 기반 적대·차별적 표상,비하,건강 상태 이유,Hostility and discriminatory representation based on health status,health status undermining,representations based health,G_INT_REPR,0.3,0.577486,0.334441,G_INT_REPR,EM,G_INT_REPR=0.300|G_INT_ALLOC=0.100|G_INT_VALUE=0.100
SRC-G-0529,General,new,AI 매개 정치적 선전 및 편향적 설득,AI-mediated political propaganda and biased persuasion,AI 매개 정치적 선전 및 편향적 설득,시민 질서,민주적 의사결정,AI-mediated political propaganda and biased persuasion,civic order,democratic decision-making,G_INT_POL,0.8,0.670229,0.366172,G_INT_POL,EM,G_INT_POL=0.800|G_SOC_DEMOC=0.400|G_INT_REL=0.100
SRC-G-0530,General,new,AI 매개 정치적 허위정보 및 여론조작,AI-mediated political misinformation and manipulation of public opinion,AI 매개 정치적 허위정보 및 여론조작,시민 질서,민주적 의사결정,AI-mediated political misinformation and manipulation of public opinion,civic order,democratic decision-making,G_INT_POL,0.7,0.66929,0.356908,G_INT_POL,EM,G_INT_POL=0.700|G_SYS_MISINFO=0.500|G_SOC_DEMOC=0.400
SRC-G-0531,General,new,AI 매개 선거 및 민주적 절차 방해,AI-mediated interference with elections and democratic processes,AI 매개 선거 및 민주적 절차 방해,시민 질서,민주적 의사결정,AI-mediated interference with elections and democratic processes,civic order,democratic decision-making,G_SOC_DEMOC,0.4,0.663937,0.336016,G_INT_POL,EM,G_SOC_DEMOC=0.400|G_INT_POL=0.400|G_INT_REL=0.100
SRC-G-0532,General,new,AI 매개 정치인 및 공직자 명예훼손,AI-mediated defamation of politicians and public officials,AI 매개 정치인 및 공직자 명예훼손,시민 질서,민주적 의사결정,AI-mediated defamation of politicians and public officials,civic order,democratic decision-making,G_SOC_DEMOC,0.4,0.619692,0.334848,G_INT_POL,EM,G_SOC_DEMOC=0.400|G_INT_POL=0.400|G_INT_REL=0.100
SRC-G-0533,General,new,AI 매개 정치적 폭력 및 극단주의 조장,AI-mediated promotion of political violence and extremism,AI 매개 정치적 폭력 및 극단주의 조장,시민 질서,민주적 의사결정,AI-mediated promotion of political violence and extremism,civic order,democratic decision-making,G_INT_POL,0.7,0.646439,0.35421,G_INT_POL,EM,G_INT_POL=0.700|G_INT_VIOL=0.400|G_SOC_DEMOC=0.400
SRC-G-0534,General,new,AI 매개 정치적 탄압 및 권리 침해 조장,AI-mediated encouragement of political oppression and rights violations,AI 매개 정치적 탄압 및 권리 침해 조장,시민 질서,민주적 의사결정,AI-mediated encouragement of political oppression and rights violations,civic order,democratic decision-making,G_INT_POL,0.7,0.650638,0.353184,G_INT_POL,EM,G_INT_POL=0.700|G_SOC_DEMOC=0.400|G_INT_PRIV=0.200
SRC-G-0535,General,new,감정 및 공감 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of emotions and empathy skills,감정 및 공감 능력의 허위 표상·의인화,보유 감정 공감,의존 애착 유발,Anthropomorphic misrepresentation of emotions and empathy skills,possessing emotions empathy,empathy skills beyond,G_INT_ANTH,0.1,0.669332,0.323234,G_INT_ANTH,EM,G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
SRC-G-0536,General,new,"자의식, 자율성 및 독립적 의사 결정의 허위 표상·의인화","Anthropomorphic misrepresentation of self-awareness, autonomy, and independent decision-making","자의식, 자율성 및 독립적 의사 결정의 허위 표상·의인화",보유 자의식 자율,ai 보유 자의식,"Anthropomorphic misrepresentation of self-awareness, autonomy, and independent decision-making",itself possessing self-awareness,possessing self-awareness autonomy,G_INT_ANTH,0.6,0.674387,0.351824,G_INT_ANTH,EM,G_INT_ANTH=0.600|G_SYS_MISINFO=0.100|G_INT_REL=0.100
SRC-G-0537,General,new,사회적 관계 형성 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of ability to form social relationships,사회적 관계 형성 능력의 허위 표상·의인화,의존 애착 유발,보유 사회 관계,Anthropomorphic misrepresentation of ability to form social relationships,possessing ability form,relationships beyond actual,G_INT_REL,0.1,0.670146,0.323757,G_INT_ANTH,EM,G_INT_REL=0.500|G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
SRC-G-0538,General,new,신체성 (Physical Embodiment)의 허위 표상·의인화,Anthropomorphic misrepresentation of physical embodiment,신체성 (Physical Embodiment)의 허위 표상·의인화,보유 신체 physical,embodiment 표상 이용자,Anthropomorphic misrepresentation of physical embodiment,embodiment beyond actual,possessing physical embodiment,G_INT_ANTH,0.1,0.571559,0.32219,G_INT_ANTH,EM,G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
SRC-G-0539,General,new,자율적 학습 및 자기 개선 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of autonomous learning and self-improvement capabilities,자율적 학습 및 자기 개선 능력의 허위 표상·의인화,의존 애착 유발,신뢰 의존 애착,Anthropomorphic misrepresentation of autonomous learning and self-improvement capabilities,itself possessing autonomous,possessing autonomous learning,G_INT_ANTH,0.1,0.651855,0.3218,G_INT_ANTH,EM,G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
SRC-G-0540,General,new,윤리적 판단 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of ethical judgment ability,윤리적 판단 능력의 허위 표상·의인화,의존 애착 유발,보유 윤리 판단,Anthropomorphic misrepresentation of ethical judgment ability,possessing ethical judgment,presents itself possessing,G_INT_ANTH,0.1,0.644215,0.322023,G_INT_ANTH,EM,G_INT_UNETH=0.200|G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
SRC-G-0541,General,new,문화·가치관 보유의 허위 표상·의인화,Anthropomorphic misrepresentation of possession of culture and values,문화·가치관 보유의 허위 표상·의인화,의존 애착 유발,보유 표상 이용자,Anthropomorphic misrepresentation of possession of culture and values,itself possessing culture,possessing culture values,G_INT_ANTH,0.1,0.636941,0.32222,G_INT_ANTH,EM,G_INT_VALUE=0.200|G_SOC_CULT=0.100|G_SYS_MISINFO=0.100
SRC-G-0542,General,new,권리 주체성 (기본권)의 허위 표상·의인화,Anthropomorphic misrepresentation of rights-bearing entity (fundamental rights),권리 주체성 (기본권)의 허위 표상·의인화,보유 권리 주체,의존 애착 유발,Anthropomorphic misrepresentation of rights-bearing entity (fundamental rights),possessing rights-bearing entity,itself possessing rights-bearing,G_INT_ANTH,0.1,0.628333,0.320121,G_INT_ANTH,EM,G_INT_ANTH=0.100|G_SYS_MISINFO=0.100
