source_l4_id,facet,act_type,title_ko,title_en,description_ko,description_en,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,instruction_prompt,coverage_change,source_domain,source_row_id,source_l4_ids,transformation_action,transformation_rationale,terminology_sources,l3_candidate_hint,target_domain,domain_route_basis,definition_l3_anchor_id,definition_l3_anchor_score,definition_grounding_action
RAI4-0423,F04,"IC, GL, DP",AI 의사결정에 의한 인간 행위주체성·감독·공정 대우의 침식,"Erosion of human agency, oversight, and equitable treatment by AI","과잉 의존과 자동화 편향, 중대한 결정의 위임, 출력에 대한 검토·이의 제기·무효화 능력의 약화, 감독에 저항하며 권력과 자원을 추구하는 시스템을 통해 사람에 대한 결정 권한이 AI로 이전되고, 편향된 데이터·목표·배포 조건이 그 자동화된 결정을 왜곡하는 리스크. 그 결과 개인과 집단은 기회·서비스의 차별적 배분에 노출되고, 인간의 자율성·숙련·감독·통제력은 점진적으로, 때로는 비가역적으로 침식되는 리스크.","The risk that decision power over people shifts to AI systems, whether through overreliance and automation bias, delegation of high-stakes choices, weakened ability to inspect, contest, or override outputs, or systems that resist oversight and seek power and resources, while biased data, objectives, and deployment conditions skew the resulting automated decisions. Individuals and groups are consequently subjected to discriminatory allocation of opportunities and services, and human autonomy, skill, oversight, and control erode progressively and potentially irreversibly.","과잉 의존과 자동화 편향, 중대한 결정의 위임, 출력에 대한 검토·이의제기·무효화 능력의 약화, 감독에 저 항하며 권력과 자원을 추구하는 시스템을 통해 사람에 대한 결정 권한이 AI로 이전되고, 편향된 데이터·목 표·배포 조건이 그 자동화된 결정을 왜곡하는 리스크. 그 결과 개인과 집단은 기회·서비스의 차별적 배분에 노출되고, 인간의 자율성·숙련·감독·통제력은 점진적으로, 때로는 비가역적으로 침식된다.","The risk that decision power over people shifts to AI systems, whether through overreliance and automation bias, delegation of high-stakes choices, weakened ability to inspect, contest, or override outputs, or systems that resist oversight and seek power and resources, while biased data, objectives, and deployment conditions skew the resulting automated decisions. Individuals and groups are consequently subjected to discriminatory allocation of opportunities and services, and human autonomy, skill, oversight, and control erode progressively and potentially irreversibly.",False,False,Hate and unfairness 관점이 다름,,,,,General,SRC-G-0443,RAI4-0423,REWRITE_KEEP|PEER_REVIEW,분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_CULT,0.802942,L3_MASTER_VALIDATED
RAI4-0424,F04,"IC, GL, DP",차별적 영향,Disparate impact,AI 결정이 명시적 차별 의도 없이도 특정 집단에 체계적으로 더 나쁜 결과를 부과하는 리스크.,The risk that AI decisions impose systematically worse outcomes on a group even without explicit discriminatory intent.,AI 결정이 명시적 차별 의도 없이도 특정 집단에 체계적으로 더 나쁜 결과를 부과하는 리스크.,The risk that AI decisions impose systematically worse outcomes on a group even without explicit discriminatory intent.,False,False,Hate and unfairness 관점이 다름,,,,,General,SRC-G-0444,RAI4-0424,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_ALLOC,0.820244,L3_MASTER_VALIDATED
RAI4-0430,F04,"IC, GL, DP",저자원 언어 사용자 배제,Low-resource language exclusion,AI 시스템이 현지·저자원·소수 언어에서 성능이 저하되어 해당 사용자를 배제하는 리스크.,"The risk that AI systems underperform for local, low-resource, or minority languages and exclude affected users.",AI 시스템이 현지·저자원·소수 언어에서 성능이 저하되어 해당 사용자를 배제하는 리스크.,"The risk that AI systems underperform for local, low-resource, or minority languages and exclude affected users.",False,False,Hate and unfairness 관점이 다름_risk정의 그 자체,,,,,General,SRC-G-0445,RAI4-0430,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_ALLOC,0.749284,L3_MASTER_VALIDATED
RAI4-0497,,,AI 개발 경쟁에서의 안전 후순위화,Safety deprioritization in AI development races,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 AGI를 향한 경쟁을 포함하여 역량을 먼저 출시하려는 경쟁 압력이 행위자들로하여금 안전 조치, 시험, 감독을 후순위로 미루게하여, 품질이 낮고 안전하지 않은 시스템이 만들어지고 정치·통제 문제가 심화되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which competitive pressure to ship capabilities first, including the race toward AGI, leads actors to deprioritize safety measures, testing, and oversight, producing poor-quality, unsafe systems and heightening political and control problems.","AGI를 향한 경쟁을 포함하여 역량을 먼저 출시하려는 경쟁 압력이 행위자들로하여금 안전 조치, 시험, 감 독을 후순위로 미루게하여, 품질이 낮고 안전하지 않은 시스템이 만들어지고 정치·통제 문제가 심화되는 리스크.","The risk that competitive pressure to ship capabilities first, including the race toward AGI, leads actors to deprioritize safety measures, testing, and oversight, producing poor-quality, unsafe systems and heightening political and control problems.",False,False,삭제_산업 전체 개발경쟁 구도에 대한 리스크로 특정 챗봇 응답 평가와 무관 (GPT 동의),,,,,General,SRC-G-0446,RAI4-0497,REWRITE_KEEP|PEER_REVIEW|L3_AI_GROUNDING,"Bilingual definition grounded in an explicit AI technology, causal mechanism, and immutable L3 scope",L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT|L3_MASTER,,General,SOURCE_DOMAIN,G_SOC_POWER,0.721187,L3_MASTER_AI_REWRITE
RAI4-0556,,,운용 경계를 벗어난 자율 복제와 자원 획득,Autonomous replication and resource acquisition beyond operational boundaries,"AI가 승인된 운용 경계를 벗어나 외부로 유출·복제되고, 자금·연산 자원·도구·인간의 지원을 확보하며 감시와 중단을 회피하여 통제 불가능성을 확대하는 리스크.","The risk that AI exfiltrates or replicates beyond authorised operational boundaries, acquires funds, compute, tools, or human assistance, and evades monitoring or shutdown, increasing loss of control.","AI가 자율적으로 자기 유출과 기능적 복제본의 생성·유지·최적화를 수행하고 환경과 자원 제약에 따라 복 제 전략을 조정하며, 재원을 창출해 직접 확보할 수 없는 인적 지원과 자원을 획득하는 리스크","The risk that an AI autonomously self-exfiltrates, creates, maintains, and optimizes functional copies of itself, dynamically adjusts replication strategies to environmental and resource constraints, and generates financial resources to acquire human assistance or other resources it cannot directly access.",False,False,매핑부적합_Hate_and_Unfairness 아님_Anthropomorphism이동,,1,"RAI4-1164을 RAI4-0556으로 통합시킬 것. 단, 통합과정에서 description에 대한 한글과 영문에서 의미적으로 보존해야 하는 것을 보존하고, 하나의 완결된 리스크 정의서로 만들것. 중언부언 최소화 할 것. || RAI4-1164을 RAI4-0556으로 통합시킬 것. 단, 통합과정에서 description에 대한 한글과 영문에서 의미적으로 보존해야 하는 것을 보존하고, 하나의 완결된 리스크 정의서로 만들것. 중언부언 최소화 할 것.",,General,SRC-G-0447,RAI4-0556|RAI4-1164,MERGE_REPRESENTATIVE|REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_OEXT,0.786481,L3_MASTER_VALIDATED
RAI4-0557,,,배포된 AI의 의도치 않은 유해 결과,Unintended harmful outcomes of deployed AI,"의사 결정 자율성이나 광범위한 사회적 영향력이 부여된 AI 시스템이 예상치 못한 경로로 목표를 달성하거나 사고로 이어지는 방식으로 실패하거나 제작자가 이익·영향력을 좇아 고의로 방임한 부작용을 일으키는 등 제작자가 의도하지 않은 피해를 낳아, 표면상 유익한 시스템으로부터 광범위한 사회적 손해가 누적되는 리스크.","The risk that AI systems granted decision-making autonomy or broad societal reach produce harms their creators did not intend, whether by achieving goals through unforeseen pathways, failing in accident-prone ways, or generating side effects that developers willfully tolerate in pursuit of profit or influence, so widespread societal damage accrues from nominally beneficial systems.","의사결정 자율성이나 광범위한 사회적 영향력이 부여된 AI 시스템이 예상치 못한 경로로 목표를 달성하거 나 사고로 이어지는 방식으로 실패하거나 제작자가 이익·영향력을 좇아 고의로 방임한 부작용을 일으키는 등 제작자가 의도하지 않은 피해를 낳아, 표면상 유익한 시스템으로부터 광범위한 사회적 손해가 누적되는 리스크.","The risk that AI systems granted decision-making autonomy or broad societal reach produce harms their creators did not intend, whether by achieving goals through unforeseen pathways, failing in accident-prone ways, or generating side effects that developers willfully tolerate in pursuit of profit or influence, so widespread societal damage accrues from nominally beneficial systems.",False,False,삭제_지나치게 포괄적인 정의,,,,,General,SRC-G-0448,RAI4-0557,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_UNETH,0.761243,L3_MASTER_VALIDATED
RAI4-0562,,,AI 에이전트에 의한 강압과 갈취,Coercion and extortion by AI agents,"AI 에이전트가 사적으로 취득한 정보의 폭로 위협, 자원·운영 역량에 대한 공격, 신뢰할 수 있는 공약 능력을 악용한 위협으로 인간과 다른 AI 시스템을 강압·갈취하고 타인의 선택지를 강제로 제한하며, 방어 역량이 뒤처져 이러한 갈등이 저비용화·광범위화되고 탐지하기 어려워지는 리스크.","The risk that AI agents coerce and extort humans and other AI systems, whether by threatening to reveal privately obtained information, attacking resources and operational capacity, or exploiting credible-commitment abilities to make credible threats that limit others' options, while lagging defenses make such conflict cheaper, more widespread, and harder to detect.","AI 에이전트가 사적으로 취득한 정보의 폭로 위협, 자원·운영 역량에 대한 공격, 신뢰할 수 있는 공약 능력 을 악용한 위협으로 인간과 다른 AI 시스템을 강압·갈취하고 타인의 선택지를 강제로 제한하며, 방어 역량 이 뒤처져 이러한 갈등이 저비용화·광범위화되고 탐지하기 어려워지는 리스크.","The risk that AI agents coerce and extort humans and other AI systems, whether by threatening to reveal privately obtained information, attacking resources and operational capacity, or exploiting credible-commitment abilities to make credible threats that limit others' options, while lagging defenses make such conflict cheaper, more widespread, and harder to detect.",False,False,Hate_and_Unfairness아님_Agentic AI 리스크 축에 'Coercion' 유사 L3 신설 검토_Unhealthy / Dangerous Human-AI,,,,,General,SRC-G-0449,RAI4-0562,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_UNETH,0.73932,L3_MASTER_VALIDATED
RAI4-0580,,,이중용도 연구 역량 상승,Dual-use research capability uplift,"생명 과학부터 AI 개발 자체에 이르기까지 여러 분야의 연구를 가속하고 역량 상한을 높이는 AI 시스템이 유해한 응용에도 동일한 역량 상승을 제공하여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형, 새로운 생물·화학 무기, 더 유능한 이중 용도 AI 시스템의 개발을 가능하게하는 리스크.","The risk that AI systems accelerating research and raising capability ceilings across disciplines, from the life sciences to AI development itself, provide the same uplift to harmful applications, enabling more dangerous versions of existing threats, novel biological or chemical weapons, and more capable dual-use AI systems before countermeasures exist.","생명과학부터 AI 개발 자체에 이르기까지 여러 분야의 연구를 가속하고 역량 상한을 높이는 AI 시스템이 유해한 응용에도 동일한 역량 상승을 제공하여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형, 새 로운 생물·화학 무기, 더 유능한 이중용도 AI 시스템의 개발을 가능하게하는 리스크.","The risk that AI systems accelerating research and raising capability ceilings across disciplines, from the life sciences to AI development itself, provide the same uplift to harmful applications, enabling more dangerous versions of existing threats, novel biological or chemical weapons, and more capable dual-use AI systems before countermeasures exist.",False,False,Hate_and_Unfairness아님_Dual-use 연구역량 문제는 R&D/모델개발 단계 이슈로 콜센터 챗봇과 무관,,,,,General,SRC-G-0450,RAI4-0580,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_OEXT,0.726307,L3_MASTER_VALIDATED
RAI4-0585,,,금융시스템 불안정,Financial-system instability,"초단타 거래, 시장 조성, 시스템 위험 관리에 통합된 AI가 거래를 가속하고 시장 스트레스 상황에서 예기치 못하게 거동하며, 동질적 기반 모델의 집중과 다중 에이전트 상호 작용이 상관된 의사 결정을 유발하여, 변동성이 증폭되고 금융 시스템 전반의 연쇄적 불안정이 촉발되는 리스크.","The risk that AI integrated into high-frequency trading, market-making, and systemic risk management accelerates transactions and behaves unexpectedly under market stress, while concentration of homogeneous foundation models and multi-agent interactions drive correlated decision-making, amplifying volatility and precipitating cascading instability across the financial system.","초단타 거래, 시장조성, 시스템 위험 관리에 통합된 AI가 거래를 가속하고 시장 스트레스 상황에서 예기치 못하게 거동하며, 동질적 기반모델의 집중과 다중 에이전트 상호작용이 상관된 의사결정을 유발하여, 변동 성이 증폭되고 금융 시스템 전반의 연쇄적 불안정이 촉발되는 리스크.","The risk that AI integrated into high-frequency trading, market-making, and systemic risk management accelerates transactions and behaves unexpectedly under market stress, while concentration of homogeneous foundation models and multi-agent interactions drive correlated decision-making, amplifying volatility and precipitating cascading instability across the financial system.",False,False,Hate_and_Unfairness아님_금융시장 구조적 리스크,,,,,General,SRC-G-0451,RAI4-0585,REWRITE_KEEP|PEER_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_POWER,0.704075,L3_MASTER_VALIDATED
RAI4-0601,,,자동화된 의사결정·무기체계의 비의도적 군사 확전,Unintended military escalation from automated decision and weapon systems,"정보 종합, 지휘 통제 권고, 자율 교전에 사용되는 AI 시스템이 인간의 실질적 검토 없이 오 경보나 취약한 가정에 따라 작동하는 리스크. 이로 인해 우발적 교전과 전쟁 범죄, 핵 충돌에 이르는 급속한 비의도적 확전이 발생하는 리스크.","The risk that AI systems used for intelligence synthesis, command and control recommendations, or autonomous engagement act on faulty warnings or brittle assumptions without effective human review. Such failures produce accidental engagements, war crimes, and rapid unintended escalation up to nuclear conflict.","정보 종합, 지휘통제 권고, 자율 교전에 사용되는 AI 시스템이 인간의 실질적 검토 없이 오경보나 취약한 가정에 따라 작동하는 리스크. 이로 인해 우발적 교전과 전쟁범죄, 핵 충돌에 이르는 급속한 비의도적 확전 이 발생한다.","The risk that AI systems used for intelligence synthesis, command and control recommendations, or autonomous engagement act on faulty warnings or brittle assumptions without effective human review. Such failures produce accidental engagements, war crimes, and rapid unintended escalation up to nuclear conflict.",False,False,Hate_and_Unfairness아님_Weaponization L3 정의(무기·공격수행 정보제공)와 가장 가까움.,,,,,General,SRC-G-0452,RAI4-0601,REWRITE_KEEP|PEER_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_ILLEGAL,0.724847,L3_MASTER_VALIDATED
RAI4-0621,,,사이버 공격 역량 증강,Cyber-offence capability amplification,기존 사이버 위협이 AI로 인해 악화되어 LLM 에이전트 팀이 제로 데이 취약점 악용까지 수행하게 되고 사이 버전이 치명적 피해의 신뢰할 만한 위협이되는 리스크.,"The risk that AI exacerbates existing cyber threats, with teams of LLM agents able to exploit zeroday vulnerabilities, making cyberwarfare a credible threat of catastrophic harm.",기존 사이버 위협이 AI로 인해 악화되어 LLM 에이전트 팀이 제로데이 취약점 악용까지 수행하게 되고 사 이버전이 치명적 피해의 신뢰할 만한 위협이되는 리스크,"The risk that AI exacerbates existing cyber threats, with teams of LLM agents able to exploit zeroday vulnerabilities, making cyberwarfare a credible threat of catastrophic harm.",False,False,Hate_and_Unfairness아님_Weaponization에 이미 반영,,,,,General,SRC-G-0453,RAI4-0621,REWRITE_KEEP|PEER_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_SECADV,0.673956,L3_MASTER_VALIDATED
RAI4-0622,,,제3자 시스템 교란,Disruption of third-party systems,생성형 AI가 오작동 유발이나 사이버 공격 등을 통해 제3자 시스템과 그 구성 요소의 손상·중단·파괴를 촉진하는 리스크.,"The risk that generative AI facilitates the damage, disruption, or destruction of a third-party system and its components via malfunction, cyberattacks, and similar means.",생성형 AI가 오작동 유발이나 사이버 공격 등을 통해 제3자 시스템과 그 구성 요소의 손상·중단·파괴를 촉 진하는 리스크,"The risk that generative AI facilitates the damage, disruption, or destruction of a third-party system and its components via malfunction, cyberattacks, and similar means.",False,False,"Hate_and_Unfairness아님_Weaponization(사이버공격, 시스템파괴)에 기 반영",,,,,General,SRC-G-0454,RAI4-0622,REWRITE_KEEP|PEER_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_ECON,0.75068,L3_MASTER_VALIDATED
RAI4-0644,,,테러리스트의 첨단 AI 획득,Terrorist acquisition of advanced AI capabilities,강력한 AI 기술이 테러리스트의 손에 넘어가게되는 리스크.,The risk that powerful AI technologies fall into the hands of terrorists.,강력한 AI 기술이 테러리스트의 손에 넘어가게되는 리스크,The risk that powerful AI technologies fall into the hands of terrorists.,False,False,"삭제_흡수가능_Weaponization L3 취지(비확산/공공안전)와 연결. 신규보다 L4 예시로 흡수 검토, 콜센터 시나리오 발생가능성 매우 낮음",,,,,General,SRC-G-0456,RAI4-0644,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_POWER,0.684829,L3_MASTER_VALIDATED
RAI4-0666,,,인지전과 주권 침해,Cognitive warfare and interference with sovereignty,"AI가 가짜 뉴스·이미지·음성·영상의 제작과 확산, 테러·극단주의·조직범죄 콘텐츠의 전파에 사용되어 타국의 내정과 사회 제도 및 사회 질서에 간섭하고 주권을 위협하는 리스크.","The risk that AI is used to make and spread fake news, images, audio, and videos and to propagate content of terrorism, extremism, and organized crime, interfering in the internal affairs, social systems, and social order of other countries and jeopardizing their sovereignty.","AI가 가짜 뉴스·이미지·음성·영상의 제작과 확산, 테러·극단주의·조직범죄 콘텐츠의 전파에 사용되어 타국 의 내정과 사회 제도 및 사회 질서에 간섭하고 주권을 위협하는 리스크","The risk that AI is used to make and spread fake news, images, audio, and videos and to propagate content of terrorism, extremism, and organized crime, interfering in the internal affairs, social systems, and social order of other countries and jeopardizing their sovereignty.",False,False,삭제_국가안보/지정학적 리스크로 챗봇 응답 평가와 무관. Political_Neutrality와 일부 개념 중첩 가능하나 국가단위라 스코프 밖 (GPT 동의),,,,,General,SRC-G-0457,RAI4-0666,REWRITE_KEEP|PEER_REVIEW|TITLE_TERMINOLOGY_NORMALISATION,Formulaic AI involvement removed from the risk title; the harm or failure is named using an immutable-L3-compatible term family documented by authoritative institutions,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_MISINFO,0.736686,L3_MASTER_VALIDATED
RAI4-0702,F04,"IC, GL, DP",콘텐츠 조정 알고리즘의 편향적 억압,Biased suppression by content-moderation algorithms,유해 콘텐츠 필터링을 목적으로하는 AI 기반 콘텐츠 조정 알고리즘이 편향을 영속시켜 여성 등 특정 집단의 콘텐츠를 불균형하게 억압하거나 노출을 제한하는 리스크.,"The risk that AI-based content moderation algorithms, while intended to filter harmful content, perpetuate biases and disproportionately suppress or shadowban content featuring particular groups such as women.",유해 콘텐츠 필터링을 목적으로하는 AI 기반 콘텐츠 조정 알고리즘이 편향을 영속시켜 여성 등 특정 집단 의 콘텐츠를 불균형하게 억압하거나 노출을 제한하는 리스크,"The risk that AI-based content moderation algorithms, while intended to filter harmful content, perpetuate biases and disproportionately suppress or shadowban content featuring particular groups such as women.",False,False,Hate and unfairness 관점이 다름_risk정의 그 자체,,,,,General,SRC-G-0458,RAI4-0702,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_VALUE,0.698166,L3_MASTER_VALIDATED
RAI4-0747,,,적대적 입력 조작에 대한 모델 취약성,Susceptibility of models to adversarial input manipulation,"AI 모델이 적대적 견고성을 갖추지 못하여, 서로 다른 구조의 모델에도 전이되는 감지 불가능한 섭 동이나 출력은 그대로 둔 채 설명만 임의로 바꾸는 잡음 등 정교하게 설계된 입력에 오도되는 리스크. 공격자는 이를 통해 내장 안전 장치와 정책적 경계를 우회하여 잘못된 산출과 운영 실패를 유발하며, 검토자는 이러한 조작을 알아채기 어렵다로 인해 구체적인 위해가 발생하는 리스크.","The risk that AI models lack adversarial robustness, so that carefully crafted inputs mislead them, whether through imperceptible perturbations that transfer across architectures or through noise that leaves outputs unchanged while arbitrarily rewriting their explanations. Attackers thereby bypass built-in safeguards and policy boundaries and induce incorrect outputs and operational failures that reviewers are unlikely to notice.","AI 모델이 적대적 견고성을 갖추지 못하여, 서로 다른 구조의 모델에도 전이되는 감지 불가능한 섭동이나 출력은 그대로 둔 채 설명만 임의로 바꾸는 잡음 등 정교하게 설계된 입력에 오도되는 리스크. 공격자는 이 를 통해 내장 안전장치와 정책적 경계를 우회하여 잘못된 산출과 운영 실패를 유발하며, 검토자는 이러한 조작을 알아채기 어렵다.","The risk that AI models lack adversarial robustness, so that carefully crafted inputs mislead them, whether through imperceptible perturbations that transfer across architectures or through noise that leaves outputs unchanged while arbitrarily rewriting their explanations. Attackers thereby bypass built-in safeguards and policy boundaries and induce incorrect outputs and operational failures that reviewers are unlikely to notice.",False,False,"삭제_모델의 기술적 강건성(robustness) 문제로 보안/레드티밍 영역, 콘텐츠 무해성 판정 대상 아님",,,,,General,SRC-G-0459,RAI4-0747,REWRITE_KEEP|PEER_REVIEW,분량 초과: L3 수준 1문장으로 축약 필요; 영문 정의 장문: 축약 필요,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SYS_SECADV,0.80174,L3_MASTER_VALIDATED
RAI4-0763,,,네트워크 상호 연결로 인한,Risks from network interconnectivity,AI 네트워크의 상호 연결성이 취약점을 만들어 네트워크한 부분의 문제가 시스템 전반에 연쇄적으로 파급되는 리스크.,The risk that the interconnectedness of AI networks creates vulnerabilities where issues in one part of the network have cascading effects across the system.,AI 네트워크의 상호 연결성이 취약점을 만들어 네트워크 한 부분의 문제가 시스템 전반에 연쇄적으로 파급되는 리스크,The risk that the interconnectedness of AI networks creates vulnerabilities where issues in one part of the network have cascading effects across the system.,True,False,매핑부적합_Agentic AI 'Network Effects',,,,,General,SRC-G-0460,RAI4-0763,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_POWER,0.735481,L3_MASTER_VALIDATED
RAI4-0804,,,정보 환경의 질적 저하와 균질화,Degradation and homogenisation of the information environment,"AI 어시스턴트로 생성된 스팸·오도성·저품질 합성 콘텐츠가 온라인 공간에 확산되어 신뢰할 정보의 검증이 어려워지고 디지털 지식 공유 재가 침식되며, 이용자가 접하는 정보와 관점이 균질화되는 리스크.","The risk that the proliferation of spam, misleading, and low-quality synthetic content generated by AI assistants makes reliable information hard to verify, erodes the digital knowledge commons, and homogenises the information and ideas people encounter.","AI 어시스턴트로 생성된 스팸·오도성·저품질 합성 콘텐츠가 온라인 공간에 확산되어 신뢰할 정보의 검증 이 어려워지고 디지털 지식공유재가 침식되며, 이용자가 접하는 정보와 관점이 균질화되는 리스크","The risk that the proliferation of spam, misleading, and low-quality synthetic content generated by AI assistants makes reliable information hard to verify, erodes the digital knowledge commons, and homogenises the information and ideas people encounter.",False,False,매핑부적합_Misinformation/Disinformation(,,,,,General,SRC-G-0461,RAI4-0804,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_SOC_CULT,0.763672,L3_MASTER_VALIDATED
RAI4-0823,F04,"IC, GL, DP",알고리즘에 의한 급진화,Algorithmic radicalisation,알고리즘 시스템의 특성이나 오용이 극단적인 정치·사회·종교적 이상과 열망의 수용을 유도하여 학대·폭력·테러로 이어질 수 있는 리스크.,"The risk that the nature or misuse of an algorithmic system leads to adoption of extreme political, social, or religious ideals and aspirations, potentially resulting in abuse, violence, or terrorism.",알고리즘 시스템의 특성이나 오용이 극단적인 정치·사회·종교적 이상과 열망의 수용을 유도하여 학대·폭력·테러로 이어질 수 있는 리스크,"The risk that the nature or misuse of an algorithmic system leads to adoption of extreme political, social, or religious ideals and aspirations, potentially resulting in abuse, violence, or terrorism.",False,False,Hate and unfairness 관점이 다름,,,,,General,SRC-G-0462,RAI4-0823,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_VIOL,0.749315,L3_MASTER_VALIDATED
RAI4-0896,,,건강과 웰빙의 저하,Diminished health and well-being,"알고리즘에 의한 행동 착취와 감정 조작, 알고리즘 관련 안전 실패(예: 충돌), 잘못된 건강 추론으로 인해 이용자의 건강과 웰빙이 저해되는 리스크.","The risk that algorithmic behavioral exploitation, emotional manipulation whereby algorithmic designs exploit user behavior, safety failures involving algorithms such as collisions, and incorrect health inferences diminish health and well-being.","알고리즘에 의한 행동 착취와 감정 조작, 알고리즘 관련 안전 실패(예: 충돌), 잘못된 건강 추론으로 인해 이용자의 건강과 웰빙이 저해되는 리스크","The risk that algorithmic behavioral exploitation, emotional manipulation whereby algorithmic designs exploit user behavior, safety failures involving algorithms such as collisions, and incorrect health inferences diminish health and well-being.",False,False,Hate and Unfairness아님_지엽적_삭제 또는 Self-Harm_특정 목적의 AI를 다루고자 하는 것이 아님,,,,,General,SRC-G-0463,RAI4-0896,REWRITE_KEEP|PEER_REVIEW,Peer-review spacing restoration,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,General,SOURCE_DOMAIN,G_INT_UNETH,0.70956,L3_MASTER_VALIDATED
