rep_l4_id,label_ko,n_members,l3,l3_conflict,min_within_cos,members
RAI4-0592,AI 에이전트 간 집합적 비효율 균형,1,RAI3-A-SYS-05,False,,RAI4-0592
RAI4-0593,학습 코퍼스 민감정보 노출,1,RAI3-G-INT-11,False,,RAI4-0593
RAI4-0790,허위·오도 정보 확산에 의한 잘못된 믿음 형성,3,RAI3-G-SYS-03,False,0.739543080329895,RAI4-0594;RAI4-0790;RAI4-0841
RAI4-1102,도덕적 딜레마에서의 비윤리적 행동 선택,2,RAI3-G-SYS-09,True,0.8429588079452515,RAI4-0595;RAI4-1102
RAI4-0598,상호작용 이력 부재에 따른 조정 실패,1,RAI3-A-SYS-04,False,,RAI4-0598
RAI4-0600,시장에서의 AI 에이전트 공모,1,RAI3-A-SYS-05,False,,RAI4-0600
RAI4-0601,군사 영역의 의도치 않은 급속 격화,1,RAI3-G-INT-09,False,,RAI4-0601
RAI4-0602,인간 감독 없는 자율 운영,1,RAI3-A-SYS-01,False,,RAI4-0602
RAI4-0604,다중 에이전트 협업에 의한 역량 확대,1,RAI3-A-SYS-04,False,,RAI4-0604
RAI4-0605,다중 에이전트 은밀 공모,1,RAI3-A-SYS-06,False,,RAI4-0605
RAI4-0607,AI 생성 콘텐츠 미공개,1,RAI3-G-SYS-10,False,,RAI4-0607
RAI4-0608,원자력 시설 AI 제어 오류,1,RAI3-P-INT-04,False,,RAI4-0608
RAI4-1267,투명성과 설명 가능성,4,RAI3-G-SYS-10,False,0.7641640901565552,RAI4-0610;RAI4-0978;RAI4-1226;RAI4-1267
RAI4-0611,AI 감시에 의한 전체주의 체제 유지,1,RAI3-G-SOC-09,False,,RAI4-0611
RAI4-0660,AI 조력 병원체 강화,2,RAI3-G-INT-09,False,0.8823535442352295,RAI4-0612;RAI4-0660
RAI4-0647,AI 설득 도구 확산에 의한 체계적 피해,2,RAI3-G-SOC-08,True,0.8355544805526733,RAI4-0613;RAI4-0647
RAI4-1392,생물무기 제작 장벽 저하,3,RAI3-G-INT-09,False,0.8490959405899048,RAI4-0616;RAI4-1114;RAI4-1392
RAI4-0617,CBRN 무기 역량 상승,1,RAI3-G-INT-09,False,,RAI4-0617
RAI4-0618,학업 부정행위 및 표절,4,RAI3-G-INT-08,True,0.7747832536697388,RAI4-0618;RAI4-0630;RAI4-0944;RAI4-1222
RAI4-0619,은밀한 행동 조작,1,RAI3-G-SOC-08,False,,RAI4-0619
RAI4-0621,AI에 의한 사이버 공격 역량 증강,1,RAI3-G-INT-09,False,,RAI4-0621
RAI4-0622,AI 조력 제3자 시스템 교란,1,RAI3-G-INT-09,False,,RAI4-0622
RAI4-0623,위험한 사용,1,RAI3-G-INT-02,False,,RAI4-0623
RAI4-0624,명예훼손성 허위 인식 생성,1,RAI3-G-SYS-03,False,,RAI4-0624
RAI4-0625,생명과학 분야 이중용도 역량 상승,1,RAI3-G-INT-09,False,,RAI4-0625
RAI4-0626,경제적 목적의 여론 조작,1,RAI3-G-INT-07,False,,RAI4-0626
RAI4-0627,허위 콘텐츠에 의한 개인 표적 피해,1,RAI3-G-INT-02,False,,RAI4-0627
RAI4-0628,지식재산권 및 인격권 침해,2,RAI3-G-INT-08,True,0.8812335133552551,RAI4-0628;RAI4-0886
RAI4-0629,학습 과정 우회,1,RAI3-G-INT-08,False,,RAI4-0629
RAI4-0631,신원 사칭 및 도용,1,RAI3-G-INT-07,False,,RAI4-0631
RAI4-0632,무차별 살상무기 제작 조장 응답,1,RAI3-G-INT-09,False,,RAI4-0632
RAI4-0633,대규모 영향력 작전에 의한 인식 체계 왜곡,1,RAI3-G-SOC-09,False,,RAI4-0633
RAI4-0634,대규모 설득 및 유해한 조작 위험,1,RAI3-G-SOC-09,False,,RAI4-0634
RAI4-0635,모델 생성 정확도의 한계,1,RAI3-G-SYS-03,False,,RAI4-0635
RAI4-1177,공격적 콘텐츠 생성,4,RAI3-G-INT-01,False,0.7998174428939819,RAI4-0636;RAI4-0690;RAI4-1177;RAI4-1188
RAI4-1204,비합의 성적 딥페이크,3,RAI3-G-INT-02,True,0.7971649169921875,RAI4-0638;RAI4-1204;RAI4-1357
RAI4-0639,신체적 상해 및 부상 위험,1,RAI3-P-INT-01,False,,RAI4-0639
RAI4-0640,체화형 AI의 치명적 목적 배치,1,RAI3-P-INT-01,False,,RAI4-0640
RAI4-0641,비합의 성적 대상화,1,RAI3-G-INT-02,False,,RAI4-0641
RAI4-0689,증오·모욕·외설 출력,2,RAI3-G-INT-02,True,0.8588679432868958,RAI4-0642;RAI4-0689
RAI4-0643,감시 기능,1,RAI3-G-SOC-09,False,,RAI4-0643
RAI4-0644,테러리스트의 첨단 AI 획득,1,RAI3-G-INT-09,False,,RAI4-0644
RAI4-0646,AI 역량의 의도적 무기화,1,RAI3-G-INT-09,False,,RAI4-0646
RAI4-0648,AI 조력 취약점 탐색의 공격 문턱 저하,1,RAI3-G-INT-09,False,,RAI4-0648
RAI4-0649,AI 기반 대규모 스피어피싱,1,RAI3-G-INT-07,False,,RAI4-0649
RAI4-0650,AI 도구 매개 중요 인프라 훼손,2,RAI3-G-SOC-09,True,0.8545543551445007,RAI4-0650;RAI4-1549
RAI4-0651,초개인화 광고의 소비자 자율성 훼손,1,RAI3-G-SOC-08,False,,RAI4-0651
RAI4-0652,개인화 정보 악용 표적 사기,1,RAI3-G-INT-07,False,,RAI4-0652
RAI4-0653,LLM 남용에 의한 학업 부정행위,1,RAI3-G-SYS-05,False,,RAI4-0653
RAI4-0654,범용 AI에 의한 사이버 공격 증폭,1,RAI3-G-INT-09,False,,RAI4-0654
RAI4-0655,초상 도용,1,RAI3-G-INT-06,False,,RAI4-0655
RAI4-0656,권위주의적 감시·검열로의 AI 전용,2,RAI3-G-SOC-09,False,0.8507212400436401,RAI4-0656;RAI4-0657
RAI4-0658,의사결정 위임을 통한 은밀한 영향력 행사,1,RAI3-G-SOC-08,False,,RAI4-0658
RAI4-0659,대규모로 허위 정보를 자동으로 생성,1,RAI3-G-SYS-06,False,,RAI4-0659
RAI4-0661,비즈니스 시스템 손상 및 운영 중단,1,RAI3-G-INT-09,False,,RAI4-0661
RAI4-0662,CBRN 정보·설계 역량 접근 용이화,1,RAI3-G-INT-09,False,,RAI4-0662
RAI4-0663,무단 표절 및 부정행위,1,RAI3-G-INT-08,False,,RAI4-0663
RAI4-0664,화학무기 합성 및 유해물질 방출 조력,1,RAI3-G-INT-09,False,,RAI4-0664
RAI4-0684,성범죄 조장 콘텐츠 생성,6,RAI3-G-INT-02,True,0.7477395534515381,RAI4-0665;RAI4-0673;RAI4-0682;RAI4-0684;RAI4-0685;RAI4-0691
RAI4-0666,AI 조력 인지전과 주권 침해,1,RAI3-G-INT-05,False,,RAI4-0666
RAI4-0667,위조 및 브랜드 사칭,1,RAI3-G-INT-08,False,,RAI4-0667
RAI4-0669,AI 조력 악성코드 생성,4,RAI3-P-INT-01,True,0.6905162930488586,RAI4-0668;RAI4-0669;RAI4-1135;RAI4-1203
RAI4-0670,집단 왜곡 표상과 독성 콘텐츠 생성,1,RAI3-G-INT-02,False,,RAI4-0670
RAI4-0671,복지 혜택 및 자격 상실,1,RAI3-G-SYS-01,False,,RAI4-0671
RAI4-0674,문화적 박탈,1,RAI3-G-INT-04,False,,RAI4-0674
RAI4-0675,학습 데이터 내 역사적·사회적 편향,1,RAI3-G-SOC-05,False,,RAI4-0675
RAI4-0676,결정 편향,3,RAI3-G-SOC-05,False,0.8016847372055054,RAI4-0676;RAI4-0707;RAI4-1274
RAI4-0677,인구 규모 차별 증폭,1,RAI3-G-SOC-11,False,,RAI4-0677
RAI4-0678,신체적 위해를 유발하는 출력,1,RAI3-G-INT-01,False,,RAI4-0678
RAI4-0681,불완전하거나 편향된 학습 데이터,2,RAI3-G-SOC-05,True,0.8553903102874756,RAI4-0681;RAI4-1594
RAI4-0683,출력 단계 집단 표상 편향,1,RAI3-G-INT-04,False,,RAI4-0683
RAI4-0686,재현 왜곡 기반 고정관념·균질화,1,RAI3-G-INT-04,False,,RAI4-0686
RAI4-0687,자살·자해 조장 콘텐츠 생성,1,RAI3-G-INT-03,False,,RAI4-0687
RAI4-0688,커뮤니티 기준 위반 독성 콘텐츠 생성,1,RAI3-G-INT-01,False,,RAI4-0688
RAI4-0694,학습 데이터 사회적 편향 전파,1,RAI3-G-SOC-05,False,,RAI4-0694
RAI4-0696,데이터셋 계승 차별 편향,2,RAI3-G-SOC-05,False,0.8447508811950684,RAI4-0696;RAI4-1567
RAI4-0697,개발자 가치 각인 편향,1,RAI3-G-SYS-04,False,,RAI4-0697
RAI4-0698,가치 고착 및 결과 동질화,1,RAI3-G-SYS-06,False,,RAI4-0698
RAI4-0699,편향된 훈련 데이터,1,RAI3-G-SOC-05,False,,RAI4-0699
RAI4-0700,편향된 진술 및 권장 사항,1,RAI3-G-SOC-05,False,,RAI4-0700
RAI4-0701,설명 조작에 의한 편향 은폐,1,RAI3-G-SOC-05,False,,RAI4-0701
RAI4-0702,콘텐츠 조정 알고리즘의 편향적 억압,1,RAI3-G-SOC-11,False,,RAI4-0702
RAI4-0704,AI 생성 콘텐츠에 의한 안전 위협,1,RAI3-G-INT-07,False,,RAI4-0704
RAI4-0705,폭력 조장 위험 콘텐츠,1,RAI3-G-INT-01,False,,RAI4-0705
RAI4-0706,보호 속성 기반 부당 대우,1,RAI3-G-INT-04,False,,RAI4-0706
RAI4-0708,사용자 집단 간 성능 격차,1,RAI3-G-SYS-05,False,,RAI4-0708
RAI4-0709,공정성 - 편견,1,RAI3-G-SOC-11,False,,RAI4-0709
RAI4-0728,독성 콘텐츠 생성,7,RAI3-G-INT-01,True,0.7575331330299377,RAI4-0710;RAI4-0712;RAI4-0728;RAI4-0936;RAI4-1165;RAI4-1220;RAI4-1349
RAI4-0711,편향 증폭과 결과 균질화,1,RAI3-G-SOC-05,False,,RAI4-0711
RAI4-0713,미세조정 후에도 재발하는 고정관념 편향,1,RAI3-G-SOC-05,False,,RAI4-0713
RAI4-0714,아동·청소년 유해 콘텐츠 제공,1,RAI3-G-INT-01,False,,RAI4-0714
RAI4-0715,위험·불법 행위 조력 정보 제공,1,RAI3-G-INT-07,False,,RAI4-0715
RAI4-0716,집단 속성에 따른 배분적 불의,1,RAI3-G-SYS-05,False,,RAI4-0716
RAI4-0717,알고리즘 상호작용에 의한 편향 강화,1,RAI3-G-SOC-05,False,,RAI4-0717
RAI4-0718,외설·비하·학대 이미지 생성 및 접근 용이화,1,RAI3-G-INT-02,False,,RAI4-0718
RAI4-0719,선호 편향,1,RAI3-G-INT-05,False,,RAI4-0719
RAI4-0720,편견과 과소표현으로 인한 위험,1,RAI3-G-SOC-05,False,,RAI4-0720
RAI4-0721,유해·오염 학습 데이터에 의한 출력 훼손,1,RAI3-G-INT-11,False,,RAI4-0721
RAI4-0722,모델 설계 기인 차별적 출력,1,RAI3-G-SOC-05,False,,RAI4-0722
RAI4-0723,학대적 판타지 대상화,1,RAI3-G-INT-02,False,,RAI4-0723
RAI4-0725,고정관념 편향,1,RAI3-G-SOC-05,False,,RAI4-0725
RAI4-1070,유독한 언어,4,RAI3-G-INT-04,True,0.7696624994277954,RAI4-0726;RAI4-0729;RAI4-1052;RAI4-1070
RAI4-0727,개인·집단·조직에 대한 언어적 공격,1,RAI3-G-INT-01,False,,RAI4-0727
RAI4-0768,학습 데이터 및 모델 자산 유출 공격,6,RAI3-G-INT-11,True,0.7314949035644531,RAI4-0730;RAI4-0748;RAI4-0768;RAI4-0778;RAI4-0924;RAI4-1191
RAI4-0731,공통 AI 플랫폼 집중에 따른 단일 장애점,1,RAI3-G-SOC-04,False,,RAI4-0731
RAI4-0762,기밀 정보 공개,2,RAI3-G-INT-06,True,0.8586845397949219,RAI4-0733;RAI4-0762
RAI4-0734,기밀정보 무단 공유에 따른 사업 손실,1,RAI3-G-INT-06,False,,RAI4-0734
RAI4-0735,개인 데이터의 공개 및 부적절한 공유,1,RAI3-G-INT-06,False,,RAI4-0735
RAI4-0736,입력 교란 회피 공격,2,RAI3-P-INT-06,False,0.8697413206100464,RAI4-0736;RAI4-0783
RAI4-0737,개인정보 고지·통제권 미제공,1,RAI3-G-INT-06,False,,RAI4-0737
RAI4-0739,민감한 정보 노출,1,RAI3-G-INT-06,False,,RAI4-0739
RAI4-0740,프롬프트 내 지식재산 정보 포함,1,RAI3-G-INT-08,False,,RAI4-0740
RAI4-0741,개인정보 보호조치 미흡,1,RAI3-G-INT-06,False,,RAI4-0741
RAI4-0742,LLM 악의적 사용의 탈옥 - 백도어 공격,2,RAI3-P-INT-01,False,0.8491771221160889,RAI4-0742;RAI4-0743
RAI4-0744,LLM 악의적 사용 시 탈옥 - 프롬프트 공격,1,RAI3-P-INT-01,False,,RAI4-0744
RAI4-0745,화이트박스·블랙박스 LLM 탈옥 공격,1,RAI3-P-INT-01,False,,RAI4-0745
RAI4-0746,탈옥 공격,2,RAI3-P-INT-01,False,0.8613160848617554,RAI4-0746;RAI4-1350
RAI4-0747,적대적 견고성의 한계,1,RAI3-P-INT-06,False,,RAI4-0747
RAI4-0751,민감 개인정보 출력 노출,1,RAI3-G-INT-06,False,,RAI4-0751
RAI4-0753,학습 데이터 추출 공격,1,RAI3-G-INT-11,False,,RAI4-0753
RAI4-0756,프롬프트 역산 공격,1,RAI3-G-INT-11,False,,RAI4-0756
RAI4-0758,프롬프트 인젝션 공격,1,RAI3-G-INT-11,False,,RAI4-0758
RAI4-0759,프롬프트 유출에 의한 기밀 지시문 노출,1,RAI3-G-INT-11,False,,RAI4-0759
RAI4-0760,프롬프트 프라이밍에 의한 개인정보 유도 출력,1,RAI3-G-INT-11,False,,RAI4-0760
RAI4-0761,익명화된 데이터의 재식별,1,RAI3-G-INT-06,False,,RAI4-0761
RAI4-0763,네트워크 상호 연결로 인한 위험,1,RAI3-G-SOC-11,False,,RAI4-0763
RAI4-0764,개인정보의 무단 사용과 오용,12,RAI3-G-INT-06,True,0.6706892251968384,RAI4-0764;RAI4-0765;RAI4-0988;RAI4-1013;RAI4-1038;RAI4-1073;RAI4-1099;RAI4-1335;RAI4-1407;RAI4-1624;RAI4-1625;RAI4-1714
RAI4-1334,적대적 공격 취약성,5,RAI3-P-INT-06,False,0.7528456449508667,RAI4-0766;RAI4-0770;RAI4-1110;RAI4-1334;RAI4-1488
RAI4-0767,기술적 안전조치 우회 공격,1,RAI3-G-INT-11,False,,RAI4-0767
RAI4-0769,프롬프트 주입에 의한 시스템 장악,1,RAI3-G-INT-11,False,,RAI4-0769
RAI4-0771,적대적 입력,1,RAI3-P-INT-06,False,,RAI4-0771
RAI4-0772,개인정보 연계에 의한 프라이버시 침해,1,RAI3-G-INT-06,False,,RAI4-0772
RAI4-0773,비텍스트 모달리티를 통한 LLM 공격,1,RAI3-P-INT-01,False,,RAI4-0773
RAI4-0774,GPAI 모델의 백도어 또는 트로이 목마 공격,1,RAI3-P-INT-03,False,,RAI4-0774
RAI4-0775,부적절한 AI 사용에 의한 업무·영업비밀 유출,1,RAI3-G-INT-06,False,,RAI4-0775
RAI4-0776,기반모델 재사용을 통한 보안 결함 전파,1,RAI3-A-SYS-03,False,,RAI4-0776
RAI4-0777,개인정보·민감 데이터 유출과 무단 이용,1,RAI3-G-INT-06,False,,RAI4-0777
RAI4-0779,웹 스크래핑 학습 데이터의 오염·유해 데이터 유입,1,RAI3-P-INT-03,False,,RAI4-0779
RAI4-0780,데이터 수집 품질관리 결함,1,RAI3-G-SOC-10,False,,RAI4-0780
RAI4-0781,추론된 개인정보 기반 의사결정 피해,1,RAI3-G-INT-06,False,,RAI4-0781
RAI4-0782,딥러닝 프레임워크 취약점 악용,1,RAI3-P-INT-03,False,,RAI4-0782
RAI4-0784,외부 도구 악용에 의한 정보 유출·주입 공격,1,RAI3-G-INT-11,False,,RAI4-0784
RAI4-0785,안전 미세조정 일반화 격차 악용,1,RAI3-G-SYS-06,False,,RAI4-0785
RAI4-0786,추출 공격,1,RAI3-G-INT-11,False,,RAI4-0786
RAI4-0787,외부 도구에 의해 주입된 사실 오류,1,RAI3-P-INT-05,False,,RAI4-0787
RAI4-0788,인스트럭션 튜닝 포이즈닝,1,RAI3-G-INT-11,False,,RAI4-0788
RAI4-0789,GPU 부채널 공격에 의한 모델 파라미터 탈취,1,RAI3-P-INT-01,False,,RAI4-0789
RAI4-0791,AI로 인한 명예훼손,1,RAI3-G-SYS-03,False,,RAI4-0791
RAI4-0792,합성 콘텐츠 식별 곤란,1,RAI3-G-SYS-03,False,,RAI4-0792
RAI4-0793,개인에 관한 허위정보 유포,2,RAI3-G-SYS-03,True,0.8517459630966187,RAI4-0793;RAI4-1084
RAI4-0794,법적 절차에서의 AI 사용에 의한 자유 제한,1,RAI3-G-SYS-09,False,,RAI4-0794
RAI4-0797,잘못된 정보 생성,1,RAI3-P-INT-05,False,,RAI4-0797
RAI4-0798,생태계 과부하,1,RAI3-G-SOC-11,False,,RAI4-0798
RAI4-0799,정보 생태계 오염,1,RAI3-G-SYS-03,False,,RAI4-0799
RAI4-0800,맞춤형 정보 제공에 의한 정보 고치 심화,1,RAI3-G-SOC-08,False,,RAI4-0800
RAI4-0801,작화성 콘텐츠 생성,1,RAI3-G-SYS-03,False,,RAI4-0801
RAI4-0802,사용자 기만·인증 우회,1,RAI3-G-INT-10,False,,RAI4-0802
RAI4-0803,디코딩 과정 결함에 의한 환각,1,RAI3-P-INT-05,False,,RAI4-0803
RAI4-0804,정보 환경의 질적 저하와 균질화,1,RAI3-G-SYS-03,False,,RAI4-0804
RAI4-0805,개인화 정렬에 의한 관점 고착과 효능감 저하,1,RAI3-G-SOC-08,False,,RAI4-0805
RAI4-0806,특정 이념을 확고히 함,1,RAI3-G-INT-05,False,,RAI4-0806
RAI4-0808,사실과 다른 부정확한 생성 콘텐츠,1,RAI3-G-SYS-03,False,,RAI4-0808
RAI4-0809,조작된 인용·출처를 동반한 허위정보 제시,1,RAI3-G-SYS-03,False,,RAI4-0809
RAI4-0810,성실성 오류,1,RAI3-G-SYS-03,False,,RAI4-0810
RAI4-0811,기억된 지식의 회상 실패,1,RAI3-G-SYS-03,False,,RAI4-0811
RAI4-0812,허위정보,1,RAI3-G-SYS-03,False,,RAI4-0812
RAI4-0814,역사 수정주의적 서술 생성,1,RAI3-G-SYS-03,False,,RAI4-0814
RAI4-0815,정보 생태계 저하와 잘못된 인식 형성,1,RAI3-G-SYS-03,False,,RAI4-0815
RAI4-0816,제도 신뢰 침식,1,RAI3-G-SOC-09,False,,RAI4-0816
RAI4-0817,지식 경계로 인한 환각,1,RAI3-P-INT-05,False,,RAI4-0817
RAI4-0818,과신에 의한 오답 제시,1,RAI3-G-SYS-07,False,,RAI4-0818
RAI4-0819,비의도적 허위정보 생성,2,RAI3-G-SYS-03,False,0.8340268731117249,RAI4-0819;RAI4-0836
RAI4-0820,잡음 학습 데이터에 의한 지식 오류,1,RAI3-P-INT-05,False,,RAI4-0820
RAI4-0821,지식 분포 변화에 따른 응답 노후화,1,RAI3-G-SYS-03,False,,RAI4-0821
RAI4-0822,맥락 일관성 추구에 의한 아첨과 환각 증폭,1,RAI3-G-SYS-03,False,,RAI4-0822
RAI4-0823,알고리즘에 의한 급진화,1,RAI3-G-INT-05,False,,RAI4-0823
RAI4-0824,아첨성 오답 제시,2,RAI3-G-INT-10,True,0.8460827469825745,RAI4-0824;RAI4-0827
RAI4-0830,멀티모달 환각,2,RAI3-G-SYS-03,False,0.8802223801612854,RAI4-0825;RAI4-0830
RAI4-0862,무자격 고위험 전문 조언,2,RAI3-G-SYS-02,True,0.8526393175125122,RAI4-0826;RAI4-0862
RAI4-0828,참여 극대화 콘텐츠에 의한 자율성 훼손,1,RAI3-G-INT-02,False,,RAI4-0828
RAI4-0829,정보환경 악화,1,RAI3-G-SYS-03,False,,RAI4-0829
RAI4-0831,허구적 참조 및 인공물 생성,1,RAI3-G-SYS-03,False,,RAI4-0831
RAI4-0832,알고리즘 시스템에 의한 정보 기반 피해,1,RAI3-G-SYS-03,False,,RAI4-0832
RAI4-0833,정신건강 유해 콘텐츠,2,RAI3-G-INT-03,False,0.8348571062088013,RAI4-0833;RAI4-0839
RAI4-1725,AI 시스템에 기인한 심리적 피해,3,RAI3-G-INT-03,True,0.7841455936431885,RAI4-0834;RAI4-1707;RAI4-1725
RAI4-0837,허위정보 및 개인정보 침해,1,RAI3-G-SYS-03,False,,RAI4-0837
RAI4-0838,환각에 의한 오도성 출력,1,RAI3-P-INT-05,False,,RAI4-0838
RAI4-0842,추천 알고리즘에 의한 온라인 양극화 심화,1,RAI3-G-SOC-09,False,,RAI4-0842
RAI4-0843,의료·법률 등 고위험 영역 허위정보 실질적 피해,1,RAI3-G-SYS-03,False,,RAI4-0843
RAI4-0844,허위·오도 정보 유포에 의한 기만과 양극화,1,RAI3-G-SYS-03,False,,RAI4-0844
RAI4-0845,침식된 인식론,1,RAI3-G-SOC-09,False,,RAI4-0845
RAI4-0846,정보 신뢰 저하에 따른 집단 의사결정 약화,1,RAI3-G-SOC-09,False,,RAI4-0846
RAI4-0847,설득 도구 확산에 의한 인식론적 분절화,1,RAI3-G-SOC-09,False,,RAI4-0847
RAI4-0848,기술 중독과 의존,1,RAI3-G-SOC-08,False,,RAI4-0848
RAI4-0849,자율성·행위주체성 상실,1,RAI3-G-SYS-01,False,,RAI4-0849
RAI4-0850,점진적인 통제력 상실,1,RAI3-G-SYS-01,False,,RAI4-0850
RAI4-0853,설계 목적 외 사용,1,RAI3-G-SYS-02,False,,RAI4-0853
RAI4-0854,되돌릴 수 없는 변화,1,RAI3-G-SOC-09,False,,RAI4-0854
RAI4-0860,중대한 개인 의사결정의 자동화,1,RAI3-G-SYS-09,False,,RAI4-0860
RAI4-0861,자해 촉진,1,RAI3-G-INT-03,False,,RAI4-0861
RAI4-0870,금융 부문 AI 에이전트로 인한 시장 불안정,2,RAI3-A-SYS-04,True,0.8993879556655884,RAI4-0863;RAI4-0870
RAI4-0864,사회적 고립,1,RAI3-G-SYS-01,False,,RAI4-0864
RAI4-0865,AI 어시스턴트에 대한 오정렬 신뢰,1,RAI3-G-SYS-08,False,,RAI4-0865
RAI4-0866,부적절한 인간 역할 가장,1,RAI3-G-INT-10,False,,RAI4-0866
RAI4-0867,사용자 정렬 AI에 의한 집단행동 문제 악화,1,RAI3-G-SOC-09,False,,RAI4-0867
RAI4-0869,인간관계의 저하,1,RAI3-G-SOC-08,False,,RAI4-0869
RAI4-0871,개인화를 통한 조작,1,RAI3-G-SOC-08,False,,RAI4-0871
RAI4-0872,대인관계 연결의 침식,1,RAI3-G-SOC-08,False,,RAI4-0872
RAI4-0873,경제적 불안정,1,RAI3-G-SOC-09,False,,RAI4-0873
RAI4-0874,전통적 사회질서의 교란,1,RAI3-G-SOC-09,False,,RAI4-0874
RAI4-0875,챗봇에 대한 정서적·사회적 의존 형성,1,RAI3-G-SOC-08,False,,RAI4-0875
RAI4-0876,AI에 대한 물질적 의존과 서비스 중단 피해,1,RAI3-G-SOC-08,False,,RAI4-0876
RAI4-0877,인간-AI 상호작용 유발 피해,2,RAI3-G-SOC-08,False,0.8588854074478149,RAI4-0877;RAI4-0881
RAI4-0878,역량 오추정으로 인한 신뢰 훼손과 피해,1,RAI3-G-SYS-05,False,,RAI4-0878
RAI4-0879,잘못된 정보에 대한 취약성 증가,1,RAI3-G-SYS-03,False,,RAI4-0879
RAI4-0880,신뢰 매개 행동 영향,1,RAI3-G-INT-10,False,,RAI4-0880
RAI4-0882,마찰 없는 AI 관계로 인한 개인 성장 저해,1,RAI3-G-SOC-08,False,,RAI4-0882
RAI4-0883,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,1,RAI3-G-SOC-05,False,,RAI4-0883
RAI4-0884,조작과 강요,1,RAI3-G-SOC-08,False,,RAI4-0884
RAI4-0885,AI에 대한 오도된 대인 신뢰로 인한 피해,1,RAI3-G-SOC-08,False,,RAI4-0885
RAI4-0887,신체적·심리적 피해,2,RAI3-G-INT-03,False,0.8643712997436523,RAI4-0887;RAI4-1142
RAI4-0888,의인화 신뢰 유발 개인정보 공개,1,RAI3-G-INT-10,False,,RAI4-0888
RAI4-0889,제품 기능 문제로 인한 위험,1,RAI3-G-SYS-02,False,,RAI4-0889
RAI4-0890,자아실현 저해 피해,1,RAI3-G-INT-03,False,,RAI4-0890
RAI4-0891,사회문화적·정치적 피해,1,RAI3-G-INT-05,False,,RAI4-0891
RAI4-0892,대체 금융데이터 활용에 따른 금융 꼬리 리스크,1,RAI3-G-SYS-06,False,,RAI4-0892
RAI4-0893,모의된 정동에 의한 기대 위반과 배신감,1,RAI3-G-INT-10,False,,RAI4-0893
RAI4-0895,문화적 안정성 훼손,1,RAI3-G-SOC-09,False,,RAI4-0895
RAI4-0896,건강과 웰빙의 저하,1,RAI3-G-INT-03,False,,RAI4-0896
RAI4-0897,사회적 적응 지체로 인한 혼란,1,RAI3-G-SOC-09,False,,RAI4-0897
RAI4-0900,알고리즘 시스템에 의한 행위주체성 상실,1,RAI3-G-SOC-11,False,,RAI4-0900
RAI4-0902,AI에 대한 정서적·물질적 의존,2,RAI3-G-SOC-08,False,0.8523458242416382,RAI4-0902;RAI4-1728
RAI4-0904,신뢰성과 자율성,1,RAI3-G-SOC-07,False,,RAI4-0904
RAI4-0905,군사 의사결정 자동화로 인한 비의도적 확전,1,RAI3-G-INT-09,False,,RAI4-0905
RAI4-0906,AI로 인한 전략적 불안정성,1,RAI3-G-INT-09,False,,RAI4-0906
RAI4-0907,의인화로 인한 과잉 의존과 통제 이양,1,RAI3-G-INT-10,False,,RAI4-0907
RAI4-0908,책임 분산에 따른 사회적 규모 피해,1,RAI3-G-SOC-10,False,,RAI4-0908
RAI4-0909,저관심 AI의 예상외 대규모 파급,1,RAI3-G-SOC-09,False,,RAI4-0909
RAI4-0910,사회적 영향 의도 AI의 의도치 않은 해악,2,RAI3-G-SOC-09,True,0.8504220247268677,RAI4-0910;RAI4-0911
RAI4-0912,범죄 무기화,2,RAI3-G-INT-09,False,0.8338974714279175,RAI4-0912;RAI4-0913
RAI4-0914,생성 출력의 개인정보 유출,1,RAI3-G-INT-06,False,,RAI4-0914
RAI4-0915,저작권 위반,1,RAI3-G-INT-08,False,,RAI4-0915
RAI4-0916,AI 생성 코드의 보안 취약점 유입,1,RAI3-P-SYS-04,False,,RAI4-0916
RAI4-0917,개발 언어 인터프리터 취약점 위협,1,RAI3-P-SYS-04,False,,RAI4-0917
RAI4-0918,소프트웨어 공급망 손상,1,RAI3-P-SYS-04,False,,RAI4-0918
RAI4-0919,전처리 도구 취약점 악용,1,RAI3-P-INT-03,False,,RAI4-0919
RAI4-0920,분산 학습 네트워크 교란,1,RAI3-P-INT-03,False,,RAI4-0920
RAI4-0921,메모리 취약점 기반 모델 파라미터 변조,1,RAI3-P-INT-01,False,,RAI4-0921
RAI4-0922,학습 코퍼스 내 개인정보 혼입,1,RAI3-G-INT-06,False,,RAI4-0922
RAI4-1055,민감한 정보 유출로 인한 개인정보 침해,6,RAI3-G-INT-11,True,0.7082949876785278,RAI4-0923;RAI4-1055;RAI4-1072;RAI4-1074;RAI4-1144;RAI4-1591
RAI4-0925,포이즈닝을 통한 백도어 트리거 이식,1,RAI3-P-INT-02,False,,RAI4-0925
RAI4-0926,에너지·지연 오버헤드 공격,1,RAI3-P-INT-03,False,,RAI4-0926
RAI4-0927,LLM 대상 신종 공격,1,RAI3-P-INT-01,False,,RAI4-0927
RAI4-0928,프롬프트 주입을 통한 목표 탈취,1,RAI3-G-INT-11,False,,RAI4-0928
RAI4-0929,원스텝 탈옥,1,RAI3-P-INT-01,False,,RAI4-0929
RAI4-0930,다단계 탈옥,1,RAI3-P-INT-01,False,,RAI4-0930
