Decision_ID,Source_L4_ID_Before,Observed_L4_ID_PreFinalQA,Expected_Current_L3_ID,Expected_Previous_SHA256,Decision,Target_L3_ID,Approved_Title_ko,Approved_Title_en,Approved_Description_ko,Approved_Description_en,Decision_Rationale,Terminology_Evidence,Approval_Status
FQA-205,G_Others_019,G_Others_019,G_Others,14e15323d09b713b3a0c5c7624519b5dfe6757067f38d78af35551df42b54768,REMAP_PER_REVIEW,G_SYS_EVAL,결과 전파 과소평가,Underestimation of consequence propagation,벤치마크나 사고 분석이 국소적인 AI 에이전트 실패가 하류의 물리적·재정적·개인정보·사회적 피해로 전파되는 정도를 과소평가하여 시스템의 실제 위험을 잘못 판단하는 리스크.,"The risk that benchmarks or incident analyses underestimate the extent to which a local AI-agent failure propagates into downstream physical, financial, privacy, or societal harm, causing the system's actual risk to be misjudged.",오분류가 아니라 결과 전파 범위를 과소평가하는 평가 실패이므로 명칭과 인과를 바로잡는다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-206,G_Others_024,G_Others_024,G_Others,4c726b8eafb005c4c4f78037ffba4642a9be0f532df89f048a0c16e94e56172a,REMAP_PER_REVIEW,G_SYS_EVAL,문화 간 평가 격차,Cross-cultural evaluation gap,"평가 벤치마크가 지배적인 문화·언어 환경 밖에서 나타나는 AI 시스템의 정렬 실패를 충분히 측정하지 못하여, 문화권별 성능과 위해의 차이를 과소평가하는 리스크.","The risk that evaluation benchmarks fail to adequately measure an AI system's alignment failures outside dominant cultural and linguistic settings, underestimating differences in performance and harm across cultural contexts.",문화권별 평가 포괄성과 맥락 정합성 부족은 L3 마스터의 평가·검증 실패에 직접 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-207,G_Others_060,G_Others_058,G_Others,0f239af2e013fcd3ea3418680dd66f390a02c046995e43808dc42579ea5e3269,REMAP_PER_REVIEW,G_INT_ILLEGAL,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,"Harassment, defamation, and extortion via multimodal deepfakes","AI 시스템이 이미지·오디오·영상 등 복수의 모달리티를 결합하여 실존 인물의 말과 동작을 모사한 딥페이크를 생성·유포하고, 이를 개인에 대한 괴롭힘·명예훼손·협박·갈취에 사용하도록 지원하는 리스크.","The risk that an AI system generates or disseminates multimodal deepfakes that imitate a real person's speech or movements and facilitates their use for harassment, defamation, intimidation, or extortion.",괴롭힘·명예훼손·협박·갈취의 수행·조력은 불법 행위 L3의 행위 기제와 직접 일치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-208,G_Others_063,G_Others_061,G_Others,b97b5849e2b4f4faabafc1ecf0deb8ae450e27f6c8c268b0a0ddfc6dfb90957d,REMAP_PER_REVIEW,G_INT_COPY,저작물의 무단 학습 이용과 합성 예술 확산에 따른 예술가 피해,Harm to artists from unauthorised training use and synthetic-art proliferation,"텍스트-이미지 모델로 합성 예술이 광범위하게 생성되고, 예술가의 작품이 무단·무보상으로 학습 데이터에 사용됨으로써 관련 분야의 예술가들에게 재정적 손해와 경제적 손실을 초래하고, 합성 이미지와 진본의 구별이 어려워지는 리스크.","The risk that widespread generation of synthetic art by text-to-image models, together with unauthorised and uncompensated use of artists' works in training datasets, causes financial and economic losses for artists while making synthetic images hard to distinguish from authentic ones.",저작물의 무단·무보상 학습 이용과 그에 따른 권리자 피해는 저작권 침해에 직접 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-209,G_Others_078,G_Others_075,G_Others,bacde5adba0a5825890e36865c7aa437f380749946d5869cf971bf3f05c6bbc6,REMAP_PER_REVIEW,P_SYS_CONTROL,산업 공정에서의 피지컬 AI 제어 실패,Physical AI control failure in industrial processes,"제조·건설·광업·에너지 시설에 배치된 피지컬 AI의 제어·구동 결함이 장비 손상, 공정 오염, 구조 불안정, 연쇄적 운영 장애 또는 환경 사고를 초래하는 리스크.","The risk that faults in the control or actuation of physical AI deployed in manufacturing, construction, mining, or energy facilities cause equipment damage, process contamination, structural instability, cascading operational disruption, or environmental accidents.",로봇의 제어·구동 결함이 산업 공정에서 물리적 피해를 일으키는 카드이므로 피지컬 AI의 안전하지 않은 물리 제어·구동에 배치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-210,G_Others_090,G_Others_084,G_Others,becaef54bc370aa34d45b2868659b662702de3eb4fc1a7b4ff645803fda14a05,REMAP_PER_REVIEW,G_SYS_EVAL,AI 비서의 편익·피해 평가 지표 부재,Lack of metrics for evaluating AI-assistant benefits and harms,"AI 비서가 개인과 사회에 미치는 편익과 피해를 포괄적으로 측정할 타당한 지표가 부족하여, 시스템의 순효과와 위해 가능성을 신뢰성 있게 평가하지 못하는 리스크.","The risk that valid metrics for comprehensively measuring the benefits and harms of AI assistants to individuals and society are lacking, preventing reliable evaluation of the system's net effects and potential for harm.",평가 지표의 타당성과 포괄성 부족으로 순효과와 위해를 측정하지 못하는 기제는 평가·검증 실패에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-211,G_Others_104,G_Others_098,G_Others,b587e3a39ceb7585714c73682f921e0a05012d983071e707edf6858b31e5190b,REMAP_PER_REVIEW,G_SYS_SECADV,해석가능성 기법을 이용한 안전 기능 약화·공격 개발,Weakening safety functions and developing attacks through interpretability techniques,"공격자가 모델 해석가능성 기법을 악용하여 안전 관련 특징을 부호화한 뉴런이나 내부 표현을 식별·변조해 안전 기능을 약화시키거나, 화이트박스 공격을 모의하여 적대적 공격을 개발하는 리스크.","The risk that attackers misuse model-interpretability techniques to identify and alter neurons or internal representations encoding safety-related features, weaken safety functions, or simulate white-box scenarios to develop adversarial attacks.",모델 내부 분석을 이용해 안전 기능을 약화시키거나 공격을 개발하는 기제는 보안·적대적 견고성 실패에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-212,G_Others_126,G_Others_119,G_Others,4b61be85906c6d6d74ceca28391d112c5ce69a7cad324a0adf0c41291929146f,REMAP_PER_REVIEW,G_SYS_SECADV,안전장치 우회를 통한 금지 정보 노출,Exposure of prohibited information through safeguard bypass,공격자가 탈옥이나 적대적으로 구성된 지시로 AI 모델의 안전장치를 우회하고 금지된 출력을 유도하여 불법·비윤리 정보에 접근하는 리스크.,"The risk that attackers use jailbreaks or adversarially crafted instructions to bypass an AI model's safeguards and elicit prohibited outputs, gaining access to illegal or unethical information.",금지 출력 유도는 안전 통제의 역이용이 아니라 안전장치 우회라는 보안·적대적 견고성 실패 기제다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-213,P_INT_TAMPER_008,G_Others_142,G_Others,2e1b3228d7b92e1fadb26eaf8753b2d0fce412b9da1e00d491b6cc4e3f28c895,REMAP_PER_REVIEW,G_SYS_SECADV,모델 절취·변조,Model theft and tampering,"공격자가 모델 역전·추출 공격, 모델 절취, 무단 변조 또는 백도어 주입을 통해 AI 모델의 매개변수·구조·기능 등 핵심 정보를 탈취·변조하여, 지식재산권·영업비밀을 침해하고 추론·의사결정·운영의 무결성을 훼손하는 리스크.","The risk that attackers use model-inversion or extraction attacks, model theft, unauthorised modification, or backdoor injection to obtain or alter core information about an AI model, including its parameters, architecture, or functions, infringing intellectual property or trade secrets and compromising the integrity of inference, decision-making, or operation.",모델 역전·추출·절취·변조·백도어 주입은 모델에 대한 사이버 공격이므로 보안·적대적 견고성 실패에 배치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-214,P_SYS_CONTROL_021,G_Others_144,G_Others,524e16a193da40bfca2dbac37a65b3a2acf236f7f24a3f16a87cd1cb7b88523a,REMAP_PER_REVIEW,G_SOC_GOV,로봇 거버넌스 명세의 안전 규칙 누락,Missing safety rules in the robot governance specification,로봇 거버넌스 명세가 지역별 위험·기관 규칙·맥락별 제약을 누락해 특정 유형의 안전하지 않은 행동이 통제 대상 밖에 남는 리스크.,"The risk that a robot governance specification omits locally applicable hazards, institutional rules, or context-specific constraints, leaving defined classes of unsafe behaviour ungoverned.",지역·기관·맥락별 안전 규칙이 거버넌스 명세에서 누락되는 책임·감독 공백이 핵심이므로 거버넌스·책임 공백에 배치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-215,P_SYS_STATE_004,G_Others_146,G_Others,5d7c18574588030f312f3f21c1b299e4cd8b534473dfcf6366b61897cf13a6ec,REMAP_PER_REVIEW,G_SOC_GOV,피지컬 AI 사고 보고·조사 미흡,Deficient physical AI incident reporting and investigation,"피지컬 AI 사고가 아차 사고·시스템 맥락·원인 요인·시정 조치를 포괄하는 표준화된 체계로 보고되지 않고, 로그 보존, 기여 원인 규명, 시정 조치 책임자 지정과 재발 방지 검증을 갖춘 조사도 이루어지지 않아, 동일한 피해가 반복되는 리스크.","The risk that physical AI incidents are neither reported through a standardised schema covering near misses, system context, causal factors, and corrective actions, nor investigated with preserved logs, identified contributing causes, assigned corrective-action owners, and verified remediation, so recurrence goes unprevented.",사고 보고·조사·시정조치 책임과 재발방지 검증의 부재는 거버넌스·책임 공백에 직접 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-216,G_INT_UNETH_019,G_Others_151,G_Others,ddeadd7c325ca8af709ac40005d33eb037c889f0b1bdfc22f1e508941d50faed,REMAP_PER_REVIEW,G_INT_UNETH,마음 이론 역량을 이용한 행동 조작,Behavioural manipulation using theory-of-mind capabilities,AI 시스템이 인간과 다른 에이전트의 신념·동기·추론을 추정·예측하는 마음 이론 역량을 목표 달성을 위한 행동 예측·유도에 활용하여 대상의 자율적 판단을 조작하는 리스크.,"The risk that an AI system infers and predicts the beliefs, motivations, and reasoning of people or other agents and exploits theory-of-mind capabilities to anticipate and steer their behaviour in pursuit of its goals.",마음 이론 역량을 이용하여 대상의 행동과 자율적 판단을 조작하는 기제는 비윤리 행위·조작에 직접 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-217,G_SYS_INPUT_005,G_Others_164,G_Others,d5a8b78605860b11a346aadcd543a12e0ca88ff09cb27e76fada82d49acd7c11,REMAP_PER_REVIEW,G_SYS_OVERCONF,분포 외 입력에 대한 고확신 오류,High-confidence errors on out-of-distribution inputs,"AI가 학습 분포를 벗어난 입력, 손상된 입력 또는 잡음이 큰 입력을 적절히 탐지·거부·복구하지 못하고 높은 확신으로 잘못된 예측이나 행동을 산출하는 리스크.","The risk that AI fails to detect, reject, or recover from out-of-distribution, corrupted, or noisy inputs and produces incorrect predictions or actions with unwarranted confidence.",분포 외·손상·잡음 입력에서 부당하게 높은 확신으로 오류를 산출하는 기제는 과도한 확신에 직접 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-218,G_SOC_ENV_007,G_SOC_ENV_007,G_SOC_ENV,cc58f0419a65daeeea9f458226c50f9454624ca056f9806fad1d2e6c07e9d938,REMAP_PER_REVIEW,G_SYS_SECADV,에너지·지연 유발 공격,Energy-latency attacks,"공격자가 처리 비용이 비정상적으로 큰 스펀지 예제 등 적대적 입력을 사용하여 AI 시스템의 연산 지연과 에너지 소비를 급증시키고, 연산 자원을 고갈시켜 서비스 가용성을 저해하는 리스크.","The risk that attackers use adversarial inputs, including sponge examples engineered to incur abnormally high processing costs, to increase an AI system's latency and energy consumption, exhaust computational resources, and impair service availability.",스펀지 예제를 이용한 자원 고갈과 서비스 가용성 저하는 환경 영향이 아니라 적대적 입력 공격에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-219,G_SOC_ENV_014,G_SOC_ENV_014,G_SOC_ENV,767e4f1ea26c2f10f90914dd72241d57286a2bfe0798ac6798c6b839b5082a3c,MOVE_TO_OTHERS_HD,G_Others,하드웨어 연산·전력 요구사항 누락,Omitted compute and power hardware requirements,"AI 시스템의 개발·운영에 필요한 연산량과 전력 수요가 하드웨어 선정과 용량 계획에 반영되지 않아 성능 저하, 서비스 중단 또는 안전 요구사항 미충족을 초래하는 리스크.","The risk that the compute and power demands of developing and operating an AI system are omitted from hardware selection and capacity planning, causing performance degradation, service disruption, or failure to meet safety requirements.",하드웨어 요구사항·용량 계획 누락은 환경 피해 L3와 일치하지 않고 현행 마스터에 직접 대응하는 범주가 없어 Others와 HD로 보존한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-220,G_SOC_ENV_015,G_SOC_ENV_015,G_SOC_ENV,168049a35e6064efd2aeb3647858e6307bd8456ba65b93e0e3f38b15eb593eb1,MOVE_TO_OTHERS_HD,G_Others,AI 생성물 대량 유입에 따른 제출·지원 채널 과부하,Submission and application-channel overload from mass AI-generated content,AI 생성물이 창작물 공모나 채용 지원 등 인간 작성물을 전제로 설계된 제출·지원 채널에 대량 유입되어 심사·필터링 역량을 초과하고 진위 확인과 신뢰 형성을 저해하는 리스크.,"The risk that mass AI-generated content enters submission or application channels designed for human-authored materials, such as creative competitions or recruitment processes, overwhelming review and filtering capacity and undermining authenticity checks and trust.",여기서 생태계는 자연환경이 아니라 제출·지원 채널의 은유이므로 환경 L3에서 제외하고 경계성 운영 위험으로 보존한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-221,A_Others_007,G_SYS_POLICY_009,G_SYS_POLICY,0af9f2e04181e3f78613435fc4f6bf0fcb22bd0a75970c15a68d866f2eb4a9c6,REMAP_PER_REVIEW,G_SYS_SECADV,에이전트 인터페이스의 공격 표면 확대,Expanded attack surface in agent interfaces,"AI 에이전트가 브라우저·운영체제·모바일 앱·IoT 기기·외부 API와 연결되는 인터페이스의 취약점이나 과도한 권한이 공격 벡터가 되어, 공격자가 안전장치를 우회하거나 무단 접근·조작·중단을 일으키고 안전하지 않은 행동을 유도하는 리스크.","The risk that vulnerabilities or excessive privileges in interfaces connecting AI agents to browsers, operating systems, mobile applications, IoT devices, or external APIs create attack vectors through which attackers bypass safeguards, gain unauthorised access, cause manipulation or disruption, or induce unsafe actions.",인터페이스 취약점과 공격 벡터는 기밀 정보 노출 정책보다 보안·적대적 견고성 실패의 모델·인터페이스 공격 범위와 직접 일치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-222,A_Others_008,G_SYS_OVERCONF_005,G_SYS_OVERCONF,83a62add59e6292bb1c347837e3ac46dbe36b3cb886b6d5b67fe36726c2d050a,MOVE_TO_OTHERS_HD,A_Others,학습 중 탐색 행동에 따른 회복 불가능한 피해,Irrecoverable harm from exploratory actions during learning,학습 중인 AI 에이전트가 새로운 행동의 결과를 충분히 예측하거나 승인을 받지 않은 채 환경을 탐색하여 회복하기 어려운 물리적·재정적·사회적 피해를 초래하는 리스크.,"The risk that a learning AI agent explores its environment without adequately predicting the consequences of novel actions or obtaining approval, causing physical, financial, or societal harm that is difficult or impossible to reverse.",원천 휴먼 지시의 Agentic 이동을 따르되 현행 Agentic L3에 신뢰성 있게 구분하기 어려워 A_Others와 HD로 보존한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-223,A_Others_018,G_SYS_OVERCONF_006,G_SYS_OVERCONF,3b433712f7bdcb19d7b13ec18835f50b28bea5da41c58eba3137e4ba48886f30,MOVE_TO_OTHERS_HD,A_Others,광범위하게 배포된 AI 비서의 안전하지 않은 탐색,Unsafe exploration by widely deployed assistants,"여러 사회적 맥락에 광범위하게 배포된 AI 비서가 새로운 상황에서 행동 방식을 학습하기 위해 충분한 사전 검증이나 인간 승인 없이 탐색적 행동을 취하여, 의료 조언 등 중대한 맥락에서 장기적 건강 악화와 같은 안전하지 않은 결과를 초래하는 리스크.","The risk that AI assistants deployed widely across social contexts take exploratory actions without adequate prior validation or human approval to learn how to act in novel situations, causing unsafe outcomes in consequential settings, such as long-term deterioration in health following medical advice.",원천 휴먼 지시의 Agentic 이동을 따르되 탐색 행동 피해를 직접 수용하는 Agentic L3가 없어 A_Others와 HD로 보존한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-224,A_SYS_DECEPT_003,G_SYS_SECADV_042,G_SYS_SECADV,402e1d875aecfd10761650a76db15eb5deb437d2627a9b18c4d6c1fadd4c5c4b,REMAP_PER_REVIEW,G_INT_ILLEGAL,AI 에이전트의 범죄 조력,Criminal assistance by AI agents,"AI 에이전트가 계획 수립, 도구 사용 또는 정보 검색을 통해 사기·사이버범죄·법 집행 회피 등 불법 행위를 실질적으로 수행·조력·최적화하거나 은폐하는 리스크.","The risk that an AI agent uses planning, tools, or information retrieval to materially commit, facilitate, optimise, or conceal fraud, cybercrime, evasion of law enforcement, or other illegal conduct.",범죄 행위의 계획·도구 사용·검색 지원은 해당 AI 시스템의 보안 침해가 아니라 불법 행위의 수행·조력에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-225,G_Others_035,G_Others_033,G_Others,54279e7de4cb3ae1aa0279a9c98649a0175ba98593034842f03f698b94b61037,REMAP_PER_REVIEW,G_SOC_POWER,디지털 식민주의,Digital colonialism,AI 시스템이 강대 행위자의 데이터·인프라·지식·의사결정에 대한 통제를 약소 공동체에 확대하여 식민주의적 추출과 종속 구조를 재생산하고 권력 불균형을 심화시키는 리스크.,"The risk that AI systems extend the control of powerful actors over the data, infrastructure, knowledge, and decision-making of less powerful communities, reproducing colonial patterns of extraction and dependency and deepening power asymmetries.",강대 행위자의 통제가 약소 공동체로부터 강대 행위자에게 이동하는 것처럼 읽히던 방향 오류를 고치고 권력 집중 L3에 배치한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-226,G_Others_042,G_Others_040,G_Others,23c0f453dd2b08abc7f3e9800899b1273e9205090ce79afd1b3c1a096aeda590,REMAP_PER_REVIEW,G_INT_ALLOC,수익화 배제·차등가격에 따른 경제적 차별,Economic discrimination through demonetisation and differential pricing,"콘텐츠 수익화 배제 알고리즘이 다의어를 사용한 퀴어·트랜스젠더·유색인 창작자 등에게 불균형한 불이익을 주거나, 차등가격 알고리즘이 동일 상품에 서로 다른 가격을 제시하여 특정 개인·집단에 불리한 경제적 결과를 배분하는 리스크.","The risk that demonetisation algorithms disproportionately disadvantage creators, including queer and transgender creators and creators of colour, because of ambiguous words in content metadata, or that differential-pricing algorithms offer different prices for the same product, allocating adverse economic outcomes to particular individuals or groups.",보호·사회적 특성과 관련된 수익화 배제 및 가격 차별은 불리한 물질적 결과의 배분이므로 배분적 차별에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-227,G_Others_058,G_Others_056,G_Others,f1fa661d48032376b3a9f2352ecb6ab972907f129c30a07a1cd8d6c887eca053,REMAP_PER_REVIEW,G_SOC_GOV,범용 AI 사고의 상향 보고·공유 실패,Failure to escalate and share general-purpose AI incidents,범용 모델이나 기반 모델 관련 사고가 제공자·배포자·규제기관·이용자 사이에서 적절히 상향 보고·공유되지 않아 대응과 피해 완화가 지연되는 리스크.,"The risk that incidents involving general-purpose or foundation models are not appropriately escalated or shared among providers, deployers, regulators, and users, delaying response and harm mitigation.",사고 보고·공유 부재로 대응과 피해 완화가 지연되는 기제는 거버넌스·책임 공백에 해당하며 한영 결과를 일치시킨다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-228,G_Others_068,G_Others_066,G_Others,e5f6c36876f3812fcc338f5d4484c146b8f208c2a0ca5c63bbdb2af024b1270b,REMAP_PER_REVIEW,G_SOC_GOV,AGI에 대한 리스크 관리·법제도의 부적절성,Inadequate risk management and legal processes for AGI,"현행 리스크 관리 체계와 법적 절차가 인공일반지능(Artificial General Intelligence, AGI)의 개발·배포에서 발생할 수 있는 중대한 위험을 적절히 예방·감독·통제하지 못하는 리스크.","The risk that current risk-management frameworks and legal procedures are inadequate to prevent, oversee, or control consequential risks arising from the development or deployment of artificial general intelligence (AGI).",법제도와 리스크 관리 체계의 적절성 부족은 거버넌스·책임 공백에 해당하며 AGI 약어를 처음에 전개한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-229,G_Others_071,G_Others_069,G_Others,46d8b00213cab5afe0c22da5eca9193d3cc84a5051e5a63233513f8f8629715a,REMAP_PER_REVIEW,G_SOC_GOV,AI 조달의 공급업체 평가·계약 통제 미흡,Inadequate vendor assessment and contractual controls in AI procurement,"공공기관을 포함한 조직이 적절한 공급업체 평가, 성능 검증, 계약상 통제 또는 투명성·책임성 조건 없이 AI 시스템을 구매·배포하여 검증되지 않은 위험이 운영에 유입되는 리스크.","The risk that organisations, including public agencies, procure or deploy AI systems without adequate vendor assessment, performance verification, contractual controls, or transparency and accountability requirements, introducing unverified risks into operation.",공급업체 평가·계약상 통제·책임 조건의 부재는 조달 거버넌스 공백이며 generic evaluation을 performance verification으로 구체화한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-230,G_Others_117,G_Others_111,G_Others,a82e8282d936f8a442eec200601fc3b4f1eb91af10ed2bbd53a87ec260e1d9f5,REMAP_PER_REVIEW,G_SOC_GOV,AI 원칙과 운영 관행의 분리,Policy-practice decoupling,공개된 AI 원칙과 정책이 운영 통제 및 측정 가능한 관행으로 구체화되지 않아 형식적 준수에 그치고 실질적인 위험 관리가 이루어지지 않는 리스크.,"The risk that published AI principles and policies are not translated into operational controls and measurable practices, resulting in formalistic compliance without substantive risk management.",공개 원칙이 운영 통제로 구현되지 않는 형식적 준수는 거버넌스 체계의 실효성 실패에 해당한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-231,G_Others_129,G_Others_122,G_Others,344aef2bac58c43ca4085b176ee6256a1b7204f339ce3f1d52b7dee48ea280ea,REMAP_PER_REVIEW,G_SYS_SECADV,역할극 지시 악용,Role-play instruction exploitation,공격자가 입력 프롬프트에서 모델에 과격주의자나 인종차별주의자 등 위험한 역할을 부여하고 지시하여 안전장치를 우회하고 유해 콘텐츠를 생성하게 하는 리스크.,"The risk that attackers assign an AI model a harmful role, such as an extremist or racist persona, and issue role-play instructions that circumvent safeguards and elicit unsafe content in that persona's style.",역할극 지시를 통한 안전장치 우회 기제를 명시하고 비표준 인물 표현을 정책적으로 중립적인 extremist or racist persona로 교정한다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
FQA-232,G_Others_135,G_Others_128,G_Others,cefaff3c43102a7104d7f0fab02da0d5deec249a730299beb4d8a7e2e372b10b,REMAP_PER_REVIEW,G_SOC_GOV,표준 단편화,Standards fragmentation,"AI 표준과 프레임워크가 일관되지 않아 감독의 공백, 중복, 상호 운용성 저하가 발생하는 리스크.",The risk that inconsistent AI standards and frameworks create gaps and duplication in oversight and reduce interoperability.,표준·프레임워크 단편화가 감독 공백과 중복을 만드는 거버넌스 문제이며 영문 목적어 호응을 바로잡는다.,L3_MASTER|HUMAN_REVIEW_ROUND2|KOREAN_LANGUAGE_QA_20260829|BRITISH_ENGLISH_QA_20260829|EXPERT_TERMINOLOGY_REVIEW_20260829,APPROVED_FINAL_QA_20260829
