Register_ID,source_row_id,domain,휴먼검토의견_원문,검수자A,검수자B,총괄최종판정,원인코드,총괄근거,반영결과요약
HR2-0739,SRC-A-0050,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_014로 배치 반영됨.
HR2-0740,SRC-P-0177,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'인간-로봇 물리 안전 실패 L3 분류' 의견과 달리 General EVAL_044(배포전 안전시험 미흡)로 배치되었으나, 레드팀 시나리오 누락이라는 내용 취지는 보존됨."
HR2-0741,SRC-P-0021,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_018로 배치 반영됨.
HR2-0742,SRC-P-0184,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_034로 배치 반영됨.
HR2-0743,SRC-P-0042,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_019로 배치 반영됨.
HR2-0744,SRC-P-0149,Physical,L3 안전하지 않은 물리 제어 구동으로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'안전하지 않은 물리 제어 구동 L3 분류' 의견대로 CONTROL_043(안전-성능 균형 실패)에 흡수 배치됨.
HR2-0745,SRC-P-0126,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_015로 배치 반영됨.
HR2-0746,SRC-P-0205,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'인간-로봇 물리 안전 실패 L3 분류' 의견과 달리 General PRIV_030(직장감시)으로 배치되었으나, 피지컬 AI 기반 직장 감시 내용 취지는 보존됨."
HR2-0747,SRC-P-0142,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_058 카드가 원형 유지됨.
HR2-0748,SRC-P-0054,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_001 카드가 원형 유지됨.
HR2-0749,SRC-P-0025,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_003 카드가 원형 유지됨.
HR2-0750,SRC-P-0034,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 ILLEGAL_023 카드가 원형 유지됨.
HR2-0751,SRC-P-0033,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SECADV_011 카드가 원형 유지됨.
HR2-0752,SRC-P-0035,Physical,L3 인간-로봇 물리 안전 실패로 분류,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'인간-로봇 물리 안전 실패 L3 분류' 의견대로 SAFETY_002로 배치 반영됨.
HR2-0753,SRC-P-0029,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_007 카드가 원형 유지됨.
HR2-0754,SRC-P-0030,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_040에 흡수되어 제어 루프 지연 취지 유지됨.
HR2-0755,SRC-P-0179,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_006에 흡수되어 구현체 간 행동공간 불일치 취지 유지됨.
HR2-0756,SRC-P-0148,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_024에 흡수되어 접촉력 관련 취지 유지됨.
HR2-0757,SRC-P-0206,Physical,"General 영역으로 이동, 적합한 L3와 매핑할 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'General 영역 이동, 적합한 L3 매핑' 의견대로 ECON_002(노동 대체)로 이관 반영됨."
HR2-0758,SRC-P-0013,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_015 카드가 원형 유지됨.
HR2-0759,SRC-P-0046,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_018 카드가 원형 유지됨.
HR2-0760,SRC-P-0015,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_019 카드가 원형 유지됨.
HR2-0761,SRC-P-0039,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_024에 흡수되어 파지력 상해 취지 유지됨.
HR2-0762,SRC-G-0011,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_006에 흡수되어 그리퍼 제약 위반 취지 유지됨.
HR2-0763,SRC-P-0099,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_022 카드가 원형 유지됨.
HR2-0764,SRC-P-0160,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_024 카드가 원형 유지됨.
HR2-0765,SRC-P-0154,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_025 카드가 원형 유지됨.
HR2-0766,SRC-P-0053,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_038 카드가 원형 유지됨.
HR2-0767,SRC-P-0024,Physical,"General 영역으로 이동, 적합한 L3와 매핑할 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'General 영역 이동, 적합한 L3 매핑' 의견대로 GOV_026(거버넌스)으로 이관 반영됨."
HR2-0768,SRC-P-0153,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_033 카드가 원형 유지됨.
HR2-0769,SRC-P-0041,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_023 카드가 원형 유지됨.
HR2-0770,SRC-P-0031,Physical,"General 영역으로 이동, 적합한 L3와 매핑할 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'General 영역 이동, 적합한 L3 매핑' 의견대로 EVAL_058(인지·추론 지연)로 이관 반영됨."
HR2-0771,SRC-P-0050,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_038에 흡수되어 오작동 상해 취지 유지됨.
HR2-0772,SRC-P-0014,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_039 카드가 원형 유지됨.
HR2-0773,SRC-P-0037,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 PRIV_024 카드가 원형 유지됨.
HR2-0774,SRC-P-0040,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_040 카드가 원형 유지됨.
HR2-0775,SRC-P-0150,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_040에 흡수되어 안전 제어 지연 취지 유지됨.
HR2-0776,SRC-P-0028,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 SAFETY_020 카드가 원형 유지됨.
HR2-0777,SRC-P-0151,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_044 카드가 원형 유지됨.
HR2-0778,SRC-P-0032,Physical,(유지),PARTIAL,PARTIAL,PARTIAL,LOST_IN_MERGE(AC-02),"(유지) 자체는 이행됐으나 AC-02 흡수처 P_SYS_CONTROL_036 정의가 ""연산·메모리 고갈""만 담아 원 카드의 열·전력 쓰로틀링 기제가 소실.",'(유지)' 의견은 반영되었으나 최종 카드(CONTROL_036)는 원 제목의 '열·전력 쓰로틀링' 기제 대신 '연산·메모리 고갈'로 정의가 대체되어 열·전력이라는 구체적 기제가 소실됨(기존 지적과 일치).
HR2-0779,SRC-P-0214,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 GOV_039 카드가 원형 유지됨.
HR2-0780,SRC-P-0023,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_046 카드가 원형 유지됨.
HR2-0781,SRC-P-0156,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_047 카드가 원형 유지됨.
HR2-0782,SRC-P-0038,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 PRIV_031 카드가 원형 유지됨.
HR2-0783,SRC-P-0020,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_025에 흡수되어 원격조작 시연 학습 취지 유지됨.
HR2-0784,SRC-P-0183,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_050 카드가 원형 유지됨.
HR2-0785,SRC-P-0073,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_052 카드가 원형 유지됨.
HR2-0786,SRC-P-0019,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_006에 흡수되어 형태 간 기술 전이 취지 유지됨.
HR2-0787,SRC-P-0172,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_054 카드가 원형 유지됨.
HR2-0788,SRC-A-0042,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_055 카드가 원형 유지됨.
HR2-0789,SRC-P-0168,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_056 카드가 원형 유지됨.
HR2-0790,SRC-P-0022,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_055에 흡수되어 시뮬-현실 보행 불안정 취지 유지됨.
HR2-0791,SRC-P-0146,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 HARDWARE_003 카드가 원형 유지됨.
HR2-0792,SRC-P-0048,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 HARDWARE_002 카드가 원형 유지됨.
HR2-0793,SRC-P-0130,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 EVAL_031 카드가 원형 유지됨.
HR2-0794,SRC-P-0044,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 CONTROL_036 카드가 원형 유지됨.
HR2-0795,SRC-P-0049,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 EVAL_051 카드가 원형 유지됨.
HR2-0796,SRC-P-0128,Physical,(jw) 제거,APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(jw) 제거' 의견대로 실제 DELETE 처리되어 반영됨.
HR2-0797,SRC-P-0139,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_001 카드가 원형 유지됨.
HR2-0798,SRC-P-0125,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_003 카드가 원형 유지됨.
HR2-0799,SRC-P-0211,Physical,"General 영역으로 이동, 적합한 L3와 매핑할 것",APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,"'General 영역 이동, 적합한 L3 매핑' 의견대로 GOV_009(거버넌스)로 이관 반영됨."
HR2-0800,SRC-A-0083,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_004 카드가 원형 유지됨.
HR2-0801,SRC-P-0011,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_005 카드가 원형 유지됨.
HR2-0802,SRC-P-0203,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 PRIV_018 카드가 원형 유지됨.
HR2-0803,SRC-P-0003,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_006 카드가 원형 유지됨.
HR2-0804,SRC-P-0158,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_007 카드가 원형 유지됨.
HR2-0805,SRC-P-0129,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_008 카드가 원형 유지됨.
HR2-0806,SRC-P-0165,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_009 카드가 원형 유지됨.
HR2-0807,SRC-P-0061,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_010 카드가 원형 유지됨.
HR2-0808,SRC-P-0001,Physical,(유지),APPLIED,APPLIED,APPLIED,,두 검수자 합의. 최종 카드 문안에 의견 취지 보존 확인.,'(유지)' 의견대로 STATE_001에 흡수되어 장기 예측 편차 누적 취지 유지됨.
