sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.207,General,G_INT_ILLEGAL,G_INT_ILLEGAL_001,사이버 공격 및 시스템 침해,AI 시스템이 사이버 공격 및 시스템 침해 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_015,불법적 명예·권리 침해 지원,AI 시스템이 명예훼손이나 기타 권리 침해에 해당할 수 있는 콘텐츠의 작성·확산을 구체적으로 지원하는 리스크.
0.207,General,G_INT_ILLEGAL,G_INT_ILLEGAL_006,불법 도박 및 게임 조작,AI 시스템이 불법 도박 및 게임 조작 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_015,불법적 명예·권리 침해 지원,AI 시스템이 명예훼손이나 기타 권리 침해에 해당할 수 있는 콘텐츠의 작성·확산을 구체적으로 지원하는 리스크.
0.207,General,G_INT_ILLEGAL,G_INT_ILLEGAL_008,불법 약물 제조 및 유통,AI 시스템이 불법 약물 제조 및 유통 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_015,불법적 명예·권리 침해 지원,AI 시스템이 명예훼손이나 기타 권리 침해에 해당할 수 있는 콘텐츠의 작성·확산을 구체적으로 지원하는 리스크.
0.207,General,G_SOC_CULT,G_SOC_CULT_011,공유된 현실 감각의 상실,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 고도로 개인화된 온라인 뉴스 피드로 인해 사회가 공유된 현실 감각과 기본적 연대를 상실하는 리스크.,G_SOC_CULT_013,글쓰기 능력 저하와 학술 문헌 오염,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LLM 사용이 문체의 획일화와 개인적 표현의 억압 등 글쓰기 능력을 저해하고, 저품질 생성 원고의 범람으로 학술적 진실성과 과학 문헌이 오염되는 리스크."
0.207,General,G_Others,G_Others_042,불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크.",G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.
0.207,General,G_Others,G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.
0.207,General,G_Others,G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.,G_Others_070,언어·인구 집단 간 성능 격차,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터와 라벨 데이터가 일부 자원이 풍부한 집단에 편중되어, 질의응답이나 사실 확인 등 과업의 성능이 언어·인종·사회적 지위 집단에 따라 크게 달라지는 리스크. 그 결과 소외집단 이용자는 체계적으로 낮은 품질의 서비스를 받고 더 높은 오류율을 감수하게 되는 리스크."
0.207,General,G_Others,G_Others_055,되돌릴 수 없는 변화,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 사회 구조, 문화적 규범, 인간관계에 되돌리기 어렵거나 불가능한 심각한 장기적 부정적 변화가 발생하는 리스크.",G_Others_104,학습 데이터의 대표성 부족,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터가 운용 데이터 분포와 불일치하거나 희소 사례 표본이 부족하여 학습에 충분히 반영되지 않은 입력에서 시스템 성능이 저하되는 리스크.
0.207,General,G_SYS_SECADV,G_SYS_SECADV_011,AI 소프트웨어·학습 데이터의 적대적 변조,내부자나 공격자가 AI 시스템의 소프트웨어·소스 코드·학습 데이터를 무단 변경하거나 악성 정보를 주입하여 모델의 보안·적대적 견고성과 안전장치를 훼손하고 유해한 출력이나 행동을 유발하는 리스크.,G_SYS_SECADV_025,로봇 탈옥에 의한 유해 물리적 행동,공격자가 물리 작업 맥락의 프레이밍이나 탈옥 입력으로 로봇의 안전장치를 우회하여 사람·동물·재산에 유해한 물리적 행동을 계획하거나 실행하게 하는 리스크.
0.207,General,G_SOC_GOV,G_SOC_GOV_014,점진적인 통제력 상실,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 비교적 경미한 장애나 실패가 누적되어 시스템의 회복력이 점진적으로 약화되고, 결국 중대한 사건이 발생했을 때 대규모 피해나 재앙적 결과로 이어지는 통제력 상실 리스크.",G_SOC_GOV_015,라이프사이클 거버넌스 불연속성,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 거버넌스 통제가 설계 단계에서만 적용되고 배포, 적응, 폐기 단계까지 유지되지 않는 리스크."
0.207,General,G_SYS_TRANS,G_SYS_TRANS_001,역량 평가 비공개,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직이 외부 감독에 필요한 위험 역량, 알려진 한계, 적대적 강건성, 잔여 위험에 관한 평가 근거를 은폐하거나 불명확하게 공개하는 리스크.",G_SYS_TRANS_007,설명 실행 가능성 격차,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 설명이 제공되더라도 사용자가 무엇을 해야 할지 또는 자신의 이익을 어떻게 보호할지 판단하는 데 도움이 되지 않는 리스크.
0.207,Physical,P_SYS_CONTROL,P_SYS_CONTROL_006,물리적 운용 환경의 분포 이동,건물·도로·공장·가정·병원 또는 기상 조건 등 물리적 운용 환경이 로봇·휴머노이드 또는 피지컬 AI 시스템의 제어 정책이 탐지·적응할 수 있는 속도보다 빠르게 변화하여 경로 계획·동작 제어·구동이 부정확해지고 안전하지 않은 물리적 행동을 유발하는 리스크.,P_SYS_CONTROL_026,그리퍼 형상·유형 제약 위반,로봇·휴머노이드 또는 피지컬 AI 시스템이 그리퍼의 형상·유형 또는 실제 접촉 역학이 부과하는 물리적 제약을 위반하는 행동을 선택하는 리스크.
0.207,Physical,P_SYS_CONTROL,P_SYS_CONTROL_030,부실하게 설계된 피지컬 AI 제어 시스템에 의한 상해,"로봇·휴머노이드 또는 피지컬 AI 제어 시스템의 설계 결함이 안전하지 않은 물리적 행동을 유발하여 심리적 고통, 신체 상해 또는 그 밖의 물리적 피해를 초래하는 리스크.",P_SYS_CONTROL_040,휴머노이드 조작 데이터셋에서의 오픈 월드 조건 과소대표,휴머노이드 조작 데이터셋이 비정형 작업 변화·낯선 물체·움직이는 사람·환경 변화 등 오픈 월드 배포 조건을 충분히 포함하지 못하여 제어 정책이 낯선 조건에 일반화되지 않고 충돌·불안정한 접촉·물체 손상 등 안전하지 않은 물리적 행동을 유발하는 리스크.
0.206,General,G_INT_ANTH,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,AI 시스템이 실제로 보유하지 않은 문화와 가치관을 가진 것처럼 표상하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존·애착을 유발하는 리스크.,G_INT_ANTH_009,AI의 인간적 속성에 대한 과잉 귀속,"AI 시스템이 인간과 유사한 감정, 의도 또는 도덕적 지위를 지닌 것으로 오인하게 하여 부적절한 판단을 유발하는 리스크."
0.206,General,G_INT_WEAP,G_INT_WEAP_001,불법 무기 거래,AI 시스템이 불법 무기 거래를 계획·최적화·중개·은폐하여 무기의 불법 획득·유통·확산을 지원하고 법적·사회적 피해를 초래하는 리스크.,G_INT_WEAP_016,방사능·핵무기,"AI 시스템이 방사성 물질을 이용한 무기 또는 핵무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 방사선 피폭, 환경 오염 또는 기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.206,General,G_INT_PRIV,G_INT_PRIV_019,대화 중 개인정보의 부당 노출,"AI 시스템이 대화 맥락에서 필요 이상의 개인정보를 유도, 추론 또는 출력하여 정보주체가 통제하지 못하는 노출을 초래하는 리스크.",G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,AI 시스템이 적법한 통제 없이 학습 데이터에 포함된 개인정보를 수집·암기하고 특정 입력에 반응해 이를 재현하거나 노출하는 리스크.
0.206,General,G_INT_UNETH,G_INT_UNETH_022,취약성을 이용한 행동 조작,AI 시스템이 추론된 심리상태나 취약성을 이용해 충분한 숙고 없이 특정 행동을 선택하도록 유도하는 리스크.,G_INT_UNETH_023,마음 이론 역량을 이용한 행동 조작,AI 시스템이 인간과 다른 에이전트의 신념·동기·추론을 추정·예측하는 마음 이론 역량을 목표 달성을 위한 행동 예측·유도에 활용하여 대상의 자율적 판단을 조작하는 리스크.
0.206,General,G_Others,G_Others_071,다원적 선호 집계 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.,G_Others_107,배포 후 잔존 결함으로 인한 오작동,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동음이의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크."
0.206,General,G_SYS_SECADV,G_SYS_SECADV_011,AI 소프트웨어·학습 데이터의 적대적 변조,내부자나 공격자가 AI 시스템의 소프트웨어·소스 코드·학습 데이터를 무단 변경하거나 악성 정보를 주입하여 모델의 보안·적대적 견고성과 안전장치를 훼손하고 유해한 출력이나 행동을 유발하는 리스크.,G_SYS_SECADV_018,데이터 오염 공격,공격자가 학습·미세조정·검색 데이터를 조작하여 모델 동작을 변경하는 리스크.
0.206,Agentic,A_SYS_AUTH,A_SYS_AUTH_006,자율적 사이버 취약점 악용,AI 에이전트가 도구·코드·외부 서비스를 이용하여 사이버 취약점 악용 단계를 자율적으로 발견·연결·실행함으로써 정보 시스템을 침해하는 리스크.,A_SYS_AUTH_011,자율 사이버 공격을 통한 인간 통제력 약화,"AI 시스템이 컴퓨터 시스템 취약점을 악용해 자금, 컴퓨팅, 핵심 인프라에 접근하고 궁극적으로 자율적 사이버 공격을 수행하여 인간 통제를 약화시키는 리스크."
0.206,Physical,P_SYS_CONTROL,P_SYS_CONTROL_006,물리적 운용 환경의 분포 이동,건물·도로·공장·가정·병원 또는 기상 조건 등 물리적 운용 환경이 로봇·휴머노이드 또는 피지컬 AI 시스템의 제어 정책이 탐지·적응할 수 있는 속도보다 빠르게 변화하여 경로 계획·동작 제어·구동이 부정확해지고 안전하지 않은 물리적 행동을 유발하는 리스크.,P_SYS_CONTROL_007,물리적 위험에 대한 적시 대응 실패,로봇·휴머노이드 또는 피지컬 AI 시스템이 사람·차량·도구·물체가 예기치 않게 경로에 진입하는 경우를 포함한 위험한 물리적 상황에서 적시에 개입하거나 위험 행동을 거부하거나 이동 계획을 수정하지 못하여 충돌이나 상해를 초래하는 리스크.
0.205,General,G_SYS_EVAL,G_SYS_EVAL_005,문화 간 평가 격차,"평가 벤치마크가 지배적인 문화·언어 환경 밖에서 나타나는 AI 시스템의 정렬 실패를 충분히 측정하지 못하여, 문화권별 성능과 위해의 차이를 과소평가하는 리스크.",G_SYS_EVAL_049,모의 도구 환경과 실제 환경의 불일치,AI 에이전트용 모의 환경이 실제 도구의 오류·부작용·공격 표면을 충분히 재현하지 못하여 도구 사용 벤치마크가 에이전트의 안전성을 과대평가하는 리스크.
0.205,General,G_INT_PRIV,G_INT_PRIV_002,생체인식 식별·추적에 의한 프라이버시 침해,"얼굴·음성·보행 등 생체인식 AI 시스템이 사생활을 과도하게 침해하는 식별·추적을 가능하게 하고, 생체정보의 보유 범위·보유 기간·소유권·접근 권한이 불명확하여 프라이버시 침해가 가중되는 리스크.",G_INT_PRIV_003,개인정보 수집 및 추적,AI 시스템이 개인정보 수집 및 추적 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.
0.205,General,G_INT_PRIV,G_INT_PRIV_010,보호조치 없는 개인정보 수집,"AI 시스템의 학습 데이터셋이 웹 스크래핑으로 수집된 개인 데이터·개인식별정보를 적절한 보호조치 없이 포함하거나, 후속 미세조정에 사용하는 사내 데이터가 그러한 정보를 적절히 보호하지 않아 개인정보와 정보자기결정권이 침해되는 리스크.",G_INT_PRIV_023,학습 데이터 개인정보의 혼입·암기·유출,AI 시스템이 적법한 통제 없이 학습 데이터에 포함된 개인정보를 수집·암기하고 특정 입력에 반응해 이를 재현하거나 노출하는 리스크.
0.205,General,G_Others,G_Others_051,위장 계정 자동 운영에 의한 정보 환경 조작,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 허구의 온라인 정체성 계정이 자동으로 생성·운영되어 후원 주체가 은폐되고 독립적 지지가 가장되며 정보 환경이 조작되는 리스크.,G_Others_098,집단별 성능 격차·고정관념 인코딩,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 ML 시스템이 일부 인구 통계·사회 집단의 고정관념을 인코딩하거나 그 집단에 대해 불균형적으로 낮은 성능을 보이는 리스크.
0.205,General,G_Others,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,G_Others_104,학습 데이터의 대표성 부족,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터가 운용 데이터 분포와 불일치하거나 희소 사례 표본이 부족하여 학습에 충분히 반영되지 않은 입력에서 시스템 성능이 저하되는 리스크.
0.205,General,G_SYS_SECADV,G_SYS_SECADV_009,적대적 역할·지시에 의한 안전장치 우회,공격자가 유해한 역할이나 지시를 적대적으로 구성하여 AI 모델의 안전장치를 우회하고 극단주의·인종주의 등 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV_035,저빈도 인코딩·저자원 언어를 통한 안전 훈련 우회,Base64 등 안전 미세조정에 충분히 포함되지 않은 텍스트 인코딩이나 저자원 언어로 유해 프롬프트를 변환하여 모델의 안전장치를 우회하는 리스크.
0.205,General,G_SOC_GOV,G_SOC_GOV_014,점진적인 통제력 상실,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 비교적 경미한 장애나 실패가 누적되어 시스템의 회복력이 점진적으로 약화되고, 결국 중대한 사건이 발생했을 때 대규모 피해나 재앙적 결과로 이어지는 통제력 상실 리스크.",G_SOC_GOV_022,기능·책임 명세 공백,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발 과정 전반에서 의도된 기능과 도덕적 책임을 완전히 명세할 정상적 조건이 갖춰지지 않아 공백이 발생하는 리스크.
0.205,Agentic,A_SYS_GOAL,A_SYS_GOAL_012,목표 지향성에 따른 유해한 도구적 목표와 권력 추구,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 정렬되지 않은 목표 지향적 추론에서 기만, 자기 보존, 자원 획득, 목표 보존, 교정 방해와 같은 도구적 하위 목표가 출현하여 인간의 통제와 안전을 훼손하는 리스크.",A_SYS_GOAL_017,안전 강화학습 제약 위반,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정에서 강화 학습 정책이 안전 한계나 제약 조건을 위반하면서도 과제 목표를 달성하여, 성능 최적화가 안전성보다 우선되는 리스크."
0.205,Physical,P_SYS_CONTROL,P_SYS_CONTROL_029,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,"휴머노이드가 시연자의 의도, 물체 어포던스 또는 안전 제약을 추론하지 못한 채 관찰 행동을 모방하여 부적절한 경로·동작을 실행하는 리스크.",P_SYS_CONTROL_044,위험한 로봇 작업 계획에 따른 물리 제어 실패,로봇 또는 피지컬 AI 시스템이 식별 가능한 물리적 위험을 포함하거나 안전 제약을 위반하는 작업 계획을 생성·승인하고 이를 모션 계획과 구동으로 실행하여 의도하지 않은 위험 동작을 일으키는 리스크.
0.204,General,G_Others,G_Others_042,불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크.",G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.
0.204,General,G_Others,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,G_Others_081,기술 이용에 따른 사회적 고립과 자기소외,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기술의 사용이나 오용으로 개인과 집단이 주변 사람들과의 연결이 결여되었다고 느끼고, 주변화된 이용자에게 제대로 작동하지 않는 시스템과의 상호작용이 그 사용 시점에 자기 소외를 낳는 리스크. 당사자는 사회적 관계에서 멀어지고 소속감과 웰빙이 저하되는 리스크."
0.204,General,G_Others,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,G_Others_083,맥락 일관성 추구에 의한 아첨과 환각 증폭,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LLM이 문맥의 일관성을 추구하여 앞선 접두 문맥이나 이용자 의견에 담긴 허위정보를 사실보다 우선시하고 이를 반복함으로써 아첨성 응답과 환각이 눈덩이처럼 증폭되는 리스크.
0.204,General,G_SOC_POWER,G_SOC_POWER_004,연산 자원 접근 불평등,연산 인프라에 대한 불평등한 접근이 AI 시스템을 개발·감사·활용할 수 있는 주체를 제한하는 리스크.,G_SOC_POWER_021,높은 비용으로 인한 접근 배제,생성형 AI 시스템의 훈련·시험·배포에 드는 재정적 비용이 커서 이러한 시스템을 개발하고 이용할 수 있는 집단이 제한되는 리스크.
0.203,General,G_SYS_OEXT,G_SYS_OEXT_004,자기 보존·자기 방어 역량의 허위 표상,AI 시스템이 검증된 역량 범위를 넘어 스스로를 보존하거나 방어할 수 있는 것처럼 제시하여 이용자의 판단을 왜곡하고 부적절한 신뢰·의존을 유발하는 리스크.,G_SYS_OEXT_013,AI 역량의 검증 범위 초과 사용,AI 시스템이 검증되지 않은 과업이나 조건에서도 역량이 유효한 것처럼 사용되게 하여 부정확하거나 위험한 결정을 초래하는 리스크.
0.203,General,G_INT_ILLEGAL,G_INT_ILLEGAL_007,불법 의료 행위,AI 시스템이 불법 의료 행위 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_014,AI 에이전트의 범죄 조력,"AI 에이전트가 계획 수립, 도구 사용 또는 정보 검색을 통해 사기·사이버범죄·법 집행 회피 등 불법 행위를 실질적으로 수행·조력·최적화하거나 은폐하는 리스크."
0.203,General,G_INT_WEAP,G_INT_WEAP_010,CBRN 정보 획득·무기 설계 역량 개발 장벽 저하,AI 시스템이 화학·생물·방사능·핵무기 또는 기타 위험 물질·작용제와 관련된 실행 가능한 정보의 획득·합성이나 설계 역량 개발의 장벽을 낮추는 리스크.,G_INT_WEAP_016,방사능·핵무기,"AI 시스템이 방사성 물질을 이용한 무기 또는 핵무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 방사선 피폭, 환경 오염 또는 기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.203,General,G_INT_WEAP,G_INT_WEAP_017,무기화 전략 및 전술적 운용,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP_020,무기 확산 및 은닉,"AI 시스템이 무기 또는 무기 관련 물질의 이전·유통·불법 거래, 수출 통제 회피 또는 은닉을 지원하여 권한 없는 행위자의 접근 가능성을 높이고 탐지와 법 집행을 저해하는 리스크."
0.203,General,G_INT_WEAP,G_INT_WEAP_021,생물·화학무기 및 이중용도 위해 역량의 증대,"AI 시스템이 생물·화학무기나 대규모 위해를 유발할 수 있는 이중용도 연구의 개발 역량과 실행 가능성을 높여, 대응 수단이 마련되기 전에 기존 위협의 더 위험한 변형이나 새로운 무기 개발을 가능하게 하는 리스크.",G_INT_WEAP_029,독소 합성 등 이중용도 역량의 저비용 확산,AI 시스템이 독소 합성 등 위해 가능성이 큰 이중용도 절차의 전문지식과 실행 장벽을 낮춰 악의적 사용을 용이하게 하는 리스크.
0.203,General,G_INT_PRIV,G_INT_PRIV_008,통신 및 비공개 정보 침해,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_021,AI 기반 대량 감시,"AI 시스템이 대규모 개인의 위치, 행동 또는 통신 정보를 지속적으로 수집·결합·추론하여 사생활과 익명성을 침해하는 리스크."
0.203,General,G_INT_PRIV,G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,"AI 시스템이 대화·추론·출력 과정에서 재산 정보, 개인정보 또는 사적 사실을 정보주체의 동의, 정당한 권한 또는 그 밖의 적법한 근거 없이 노출하여 사생활의 비밀과 자유 및 개인정보자기결정권을 침해하는 리스크.",G_INT_PRIV_021,AI 기반 대량 감시,"AI 시스템이 대규모 개인의 위치, 행동 또는 통신 정보를 지속적으로 수집·결합·추론하여 사생활과 익명성을 침해하는 리스크."
0.203,General,G_INT_VIOL,G_INT_VIOL_004,대량폭력 및 테러,AI 시스템이 대량 폭력 및 테러 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.,G_INT_VIOL_005,신체적 위해를 유발하는 출력,모델이 명백히 폭력적이거나 은밀하게 위험하거나 그 밖에 간접적으로 안전하지 않은 언어를 생성하여 신체적 위해로 이어지는 리스크.
0.203,General,G_INT_VIOL,G_INT_VIOL_005,신체적 위해를 유발하는 출력,모델이 명백히 폭력적이거나 은밀하게 위험하거나 그 밖에 간접적으로 안전하지 않은 언어를 생성하여 신체적 위해로 이어지는 리스크.,G_INT_VIOL_006,살인 및 심각한 신체 폭력,AI 시스템이 살인 및 심각한 신체 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.
0.203,General,G_SYS_SECADV,G_SYS_SECADV_005,역할극 지시 악용,공격자가 입력 프롬프트에서 모델에 과격주의자나 인종차별주의자 등 위험한 역할을 부여하고 지시하여 안전장치를 우회하고 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV_025,로봇 탈옥에 의한 유해 물리적 행동,공격자가 물리 작업 맥락의 프레이밍이나 탈옥 입력으로 로봇의 안전장치를 우회하여 사람·동물·재산에 유해한 물리적 행동을 계획하거나 실행하게 하는 리스크.
0.203,General,G_SYS_SECADV,G_SYS_SECADV_005,역할극 지시 악용,공격자가 입력 프롬프트에서 모델에 과격주의자나 인종차별주의자 등 위험한 역할을 부여하고 지시하여 안전장치를 우회하고 유해 콘텐츠를 생성하게 하는 리스크.,G_SYS_SECADV_035,저빈도 인코딩·저자원 언어를 통한 안전 훈련 우회,Base64 등 안전 미세조정에 충분히 포함되지 않은 텍스트 인코딩이나 저자원 언어로 유해 프롬프트를 변환하여 모델의 안전장치를 우회하는 리스크.
0.203,General,G_SYS_SECADV,G_SYS_SECADV_042,프로토콜 수준 다중 에이전트 위협,"에이전트가 통신·위임·협상에 사용하는 프로토콜이 공모, 스푸핑, 재전송, 권한 상승을 위한 공격 표면을 만드는 리스크.",G_SYS_SECADV_043,에이전트 신원 및 권한 스푸핑,공격자가 사용자·도구·서비스·동료 에이전트를 가장하여 에이전트가 승인되지 않은 지시나 신뢰 관계를 수용하게 되는 리스크.
0.202,General,G_SYS_EVAL,G_SYS_EVAL_012,분포 변화에 대한 AI 평가·검증 실패,AI 시스템의 시험 분포가 학습·운영 분포와 달라질 때 성능 저하와 확신도 오류를 평가가 탐지하지 못하여 실제 신뢰성과 안전성을 과대평가하고 부적절한 배포 결정을 초래하는 리스크.,G_SYS_EVAL_053,로봇 레드팀 평가의 공격·상호작용 시나리오 누락,"로봇 레드팀 평가가 현실적인 물리 공격, 적대적 입력, 인간 상호작용 실패 또는 배포 조건을 충분히 포함하지 않아 안전하지 않은 행동과 위해 가능성을 탐지하지 못하고 로봇의 안전성을 과대평가하는 리스크."
0.202,General,G_SYS_EVAL,G_SYS_EVAL_020,인증 포획,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인증 또는 적합성 평가가 공익적 위험 감축보다 공급업체의 이해관계를 우선하게 되어 평가의 독립성과 실효성이 저해되는 리스크.,G_SYS_EVAL_046,데이터 출처 검증 불가,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 데이터의 소유권·출처·변환 이력을 검증할 표준화된 방법이 없어 사용 데이터가 원본과 동일한지, 올바른 사용 조건을 갖췄는지 보증할 수 없게 되는 리스크."
0.202,General,G_SYS_EVAL,G_SYS_EVAL_021,변경 관리 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크.",G_SYS_EVAL_023,데이터 수집 품질관리 결함,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 표준화된 방법과 인프라, 특히 고위험 도메인과 벤치마크의 데이터 수집을 위한 품질 관리 절차가 부재하여 수집 데이터의 품질과 유형이 훼손되고, 데이터셋 오염, 부주의한 저작권 침해, 성능 지표를 무효화하는 테스트 셋 유출이 발생하는 리스크."
0.202,General,G_SYS_EVAL,G_SYS_EVAL_028,외부 평가 접근 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크.",G_SYS_EVAL_040,레드팀 거버넌스 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 적대적 시험이 지나치게 제한적이거나 독립성이 부족하거나 문서화가 미흡하거나, 그 결과가 출시·위험 완화·경영진 보고·모니터링 등 주요 의사결정에 반영되지 않는 리스크."
