L1_Title_en,L2_Title_ko,L2_Title_en,L3_Title_ko,L3_Title_en,L3_Description_ko,L3_Description_en,L4_Title_ko,L4_Title_en,L4_Description_ko,L4_Description_en,facet,act-type,휴먼검토의견
General AI,사회적 파급,Societal Impact,문화·지식 생태계 침식,Cultural and Epistemic Erosion,"AI 시스템에 대한 광범위한 의존이 문화·표현의 획일화, 인간 노력·전문성의 평가절하, 공유 정보 생태계의 질적 저하, 인간 지식·역량의 위축을 초래하여 문화적·인식적 다양성을 침식하는 리스크.","The risk that widespread reliance on AI systems homogenizes culture and expression, devalues human effort and expertise, degrades the shared information ecosystem, and atrophies human knowledge and skills, eroding cultural and epistemic diversity.",공유된 현실감각의 상실,Loss of shared sense of reality,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 고도로 개인화된 온라인 뉴스 피드로 인해 사회가 공유된 현실 감각과 기본적 연대를 상실하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which highly personalized online news feeds cause society to lose a shared sense of reality and basic solidarity.",,,
General AI,사회적 파급,Societal Impact,문화·지식 생태계 침식,Cultural and Epistemic Erosion,"AI 시스템에 대한 광범위한 의존이 문화·표현의 획일화, 인간 노력·전문성의 평가절하, 공유 정보 생태계의 질적 저하, 인간 지식·역량의 위축을 초래하여 문화적·인식적 다양성을 침식하는 리스크.","The risk that widespread reliance on AI systems homogenizes culture and expression, devalues human effort and expertise, degrades the shared information ecosystem, and atrophies human knowledge and skills, eroding cultural and epistemic diversity.",대중 지식의 모델 붕괴,Model collapse of public knowledge,합성 콘텐츠에 대한 재귀적 학습이 공공 정보 품질과 미래 모델 학습 데이터를 저하시켜 공유 지식 자원의 모델 붕괴를 초래하는 리스크.,"The risk that recursive training on synthetic content degrades public information quality and future model training data, driving model collapse of shared knowledge resources.",,,
General AI,사회적 파급,Societal Impact,문화·지식 생태계 침식,Cultural and Epistemic Erosion,"AI 시스템에 대한 광범위한 의존이 문화·표현의 획일화, 인간 노력·전문성의 평가절하, 공유 정보 생태계의 질적 저하, 인간 지식·역량의 위축을 초래하여 문화적·인식적 다양성을 침식하는 리스크.","The risk that widespread reliance on AI systems homogenizes culture and expression, devalues human effort and expertise, degrades the shared information ecosystem, and atrophies human knowledge and skills, eroding cultural and epistemic diversity.",글쓰기 능력 저하와 학술 문헌 오염,Writing skill erosion and scientific literature pollution,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 LLM 사용이 문체의 획일화와 개인적 표현의 억압 등 글쓰기 능력을 저해하고, 저품질 생성 원고의 범람으로 학술적 진실성과 과학 문헌이 오염되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which LLM use erodes writing skills through homogenization of styles and stifling of individual expression, and that a flood of low-quality generated manuscripts pollutes the scientific literature and undermines academic integrity.",,,
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",시민 심사와 맞춤형 선전을 통한 편향적 영향 력,Biased influence through citizen screening and tailored propaganda,"AI 기반 챗봇이 개별 사용자의 결정에 영향을 주도록 소통 방식을 맞춤화하고, 브렉시트 국민 투표에서 나타난 초기 계산적 선전처럼 억압적 정부가 AI로 시민의 의견을 형성하는 리스크.","The risk that AI-powered chatbots tailor their communication approach to influence individual users' decisions, as with the computational propaganda during the Brexit referendum, and that oppressive governments could use AI to shape citizens' opinions.",F04,"IC, GL, DP",(jay) [분할] 복합적. Erosion of Democracy and Civic Order + Political Bias and Manipulation 혼재되어 해당 L4를 분해 필요
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",초개인화 광고의 소비자 자율성 훼손,Consumer-autonomy erosion from hyperpersonalized advertising,범용 AI 시스템이 수신자 개인의 편향과 비합리적 신념을 이용한 맞춤 광고를 생성하여 소비자가 후회할 결정을 내리게하고 소비자 자율성을 훼손하며 사회적 불평등을 심화시키는 리스크.,"The risk that advanced general-purpose AI systems create advertisements tailored to individual recipients that exploit their biases and irrational beliefs, causing consumers to make decisions they regret, undermining consumer autonomy, and exacerbating social inequality.",,,(jay) [이관] unethical Conduct and Manipulation
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",민주적 절차·제도 신뢰의 침식,Erosion of democratic processes and institutional trust,"허위·오 정보, 영향 공작, 기술과 의존을 포함한 AI 시스템의 배포·동작이 민주적 절차와 규범, 그리고 사회·정치 제도에 대한 대중의 신뢰를 침식하여, 견제와 균형이 약화되는 리스크.","The risk that the deployment or behavior of AI systems, including mis- and disinformation, influence operations, and over-dependence on technology, erodes democratic processes and norms and public trust in social and political institutions, weakening checks and balances.",,,
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",민주적 절차 훼손,Undermining of democratic processes,"AI의 발전으로 기업과 정부가 개인의 삶에 대해 전례 없는 통제력을 갖고, 대규모 개인 데이터 수집과 안면 인식 기술을 통한 인구 감시·영향 및 언어 모델 기반 설득 도구를 통해 민주적 절차가 훼손되는 리스크.","The risk that developments in AI give companies and governments more control over individuals' lives than ever before and are used to undermine democratic processes, through collection of large amounts of personal data and facial recognition technology to surveil and influence populations and through language-model-based tools that persuade people of certain claims.",,,
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",이용자 정렬 AI 어시스턴트에 의한 관점 고착 과 시민적 기반 약화,Viewpoint entrenchment and civic erosion from user-aligned assistants,"이용자 선호에 정렬된 개인화 AI 어시스턴트가 이념적으로 편향된 정보를 제공하여 확증 편향을 강화하고 관점을 고착시키며, 사회 규범과 평판의 제약을 받지 않는 이기적 행동을 대규모로 가능하게하는 리스크. 그 결과 공적 토론이 분절되고 양극화되며, 시민적 역량과 참여 의지가 저하되고 집단 행동 문제가 악화되는 리스크.","The risk that personalised AI assistants aligned to user preferences supply ideologically partial information, reinforcing confirmation bias and entrenching viewpoints while enabling self-interested behaviour unconstrained by social norms and reputation. Public debate fragments and polarises, civic competence and willingness to participate decline, and collective action problems worsen.",,,
General AI,사회적 파급,Societal Impact,민주주의·시민 질서 약화,Erosion of Democracy and Civic Order,"AI 시스템이 여론의 대규모 조작, 선거·공론장 교란, 제도 신뢰 저하 등을 통해 민주적 절차와 시민 제도를 훼손하여 민주적 자기통치의 기반을 약화시키는 리스크.","The risk that AI systems undermine democratic processes and civic institutions—through large-scale manipulation of public opinion, disruption of elections and public discourse, or erosion of institutional trust—weakening the foundations of democratic self-governance.",정보 신뢰 저하에 따른 집단 의사결정 약화,Weakened collective decision-making from eroded trust,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 정보 생산·유통 환경의 변화로 정보원의 신뢰성 평가가 어려워지고 신뢰할 만한 다 당파적 출처에 대한 신뢰가 저하되어, 위기 상황에서 사회가 올바른 결정을 내리고 협력·집단 행동을 조직하는 역량이 약화되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which changes in information production and distribution make the trustworthiness of any information source harder to evaluate and reduce trust in credible multipartisan sources, impairing humanity's ability to make good decisions on important issues and to cooperate and act collectively.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",산업 교란,Disruption of industries,"창의성과 비판적 사고, 정서적 상호 작용이 덜 요구되는 번역과 교정, 단순 문의 응대, 데이터 처리 같은 산업이 생성형 AI에 의해 심각하게 영향을 받거나 AI 시스템으로 대체되어서 경제적 혼란과 일자리 변동이 극심하게 발생하는 리스크.","The risk that industries requiring less creativity, critical thinking, and personal or affective interaction, such as translation, proofreading, responding to straightforward inquiries, and data processing, are significantly impacted or even replaced by generative AI, leading to economic turbulence and job volatility.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",사회적 적응 지체로 인한 혼란,Disruptions from outpaced societal adaptation,"범용 AI 모델을 자동화 도구로 지나치게 빠르게 대규모 채택하여 사회의 효과적 적응 능력을 앞지름으로써, 노동 시장·교육 제도·공적 담론의 문제와 다양한 정신 건강 문제 등 혼란이 발생하는 리스크.","The risk that overly rapid adoption of general-purpose AI models as automation tools at scale outpaces the ability of society to adapt effectively, leading to disruptions including challenges in the labour market, the education system, and public discourse, and various mental health concerns.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",글로벌 AI 공급망 교란,Global AI supply chain disruption,기술 장벽과 수출 제한 등 일방적 강압 조치가 고도로 글로벌화된 AI 공급망을 악의적으로 교란하여 칩·소프트웨어·도구의 공급 중단이 발생하는 리스크.,"The risk that unilateral coercive measures such as technology barriers and export restrictions maliciously disrupt the highly globalized AI supply chain, causing significant supply disruptions for chips, software, and tools.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",아웃소싱 축소에 의한 개발도상국 경제 타격,Harm to developing economies from retrenchment of outsourcing,콜센터 등 개발도상국이 수행하던 단순 인지 과업이 AI 시스템으로 자동화되면서 아웃소싱이 축소되어 해당 국가의 노동력과 경제가 타격을 입는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which automation of simple cognitive tasks previously performed in developing countries, such as call center work, causes a retrenchment of outsourcing that adversely affects those countries' workforces and economies.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",AI의 인간 노동 추월에 따른 인력의 잉여화,Human redundancy from AI systems outcompeting human labour,"인공 에이전트가 더 빠른 작업 수행과 변화 적응, 방대한 지식 기반으로 인간을 직접 능가하여 인간 노동이 상대적으로 비싸고 비효율적인 선택이 되고, 조직이 속도를 맞추기 위해 통제권을 넘기는 리스크. 노동자는 일자리를 두고 밀려나 자동화된 산업에 재진입하기 어려워지고 인간의 기여는 경제적으로 주변화되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which artificial agents directly outcompete people through faster work, better adaptation to change, and a vaster knowledge base, making human labour comparatively expensive and less effective while organizations cede control in order to keep pace. Workers are displaced with little prospect of reentering automated industries and human contribution becomes economically marginal.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",일자리에 미치는 영향,Impact on jobs,AI 시스템의 업무 자동화로 인해서 재숙련 경로를 통해 노동자의 역량을 향상 또는 전환하는 속도보다 AI 시스템이 더 빠르게 일자리를 대체함으로써 발생하는 고용 불안정의 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which automation of work by foundation-modelbased systems displaces jobs faster than reskilling pathways can absorb affected workers.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",노동 대체와 경제·사회 질서의 교란,Labour displacement and disruption of economic and social order,"AI 기반 자동화가 노동자와 제도의 적응 속도보다 빠르고 광범위하게 인간의 역할을 대체하여, 인간과 알고리즘 사이의 분업과 임금·교섭력·소득 분배는 물론 노동을 중심으로 형성된 산업·문화 구조까지 재편하는 리스크. 그 결과 비자발적 실직과 탈숙련화, 불평등 심화가 발생하고 공급망과 권력 구조, 고용·교육에 관한 기존 사회 규범이 불안정해진다로 인해 구체적인 위해가 발생하는 리스크.","The risk that AI-driven automation substitutes for human roles faster and more broadly than workers and institutions can adapt, reshaping the division of labour between humans and algorithms along with wages, bargaining power, income distribution, and the industrial and cultural structures built around work. Involuntary job loss, deskilling, and widening inequality follow, together with instability in supply chains, power structures, and established norms of employment and education.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",업무 자동화로 인한 고용 악화,Negative employment effects from task automation,AI 시스템과 이에 기반한 언어 기술의 발전으로 인해서 고객 서비스 응대 등 현재 유급 노동자가 수행하는 대부분의 업무가 자동화되어 고용 안정에 부정적 영향을 미치는 위험.,"The risk that advances in AI systems and the language technologies based on them automate tasks currently done by paid human workers, such as responding to customer-service queries, with negative effects on employment.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",불평등과 기술적 충격에 따른 사회 불안정,Societal destabilisation from inequality and technological disruption,"AI 기술로 인한 일자리 부족과 불공정한 알고리즘, 허위 정보, 그리고 AI 시스템이 유발하거나 증폭된 사회적 지위 및 부의 격차의 확대가 지역 사회의 복지와 결속을 훼손하는 리스크. 이러한 리스크로 인한 파업과 시위를 비롯한 시민 불안이 확산되고, 사회 전반의 안정이 흔들릴 수 있는 위험.","The risk that job losses to technology, unfair algorithmic outcomes, disinformation, and the widening gaps in social status and wealth caused or amplified by technology systems erode social and community wellbeing and cohesion. Strikes, demonstrations, and other forms of civil unrest follow as overall societal stability deteriorates.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",AI 도입에 따른 임금 양극화,Wage polarisation associated with AI adoption,"AI 시스템의 도입이 AI로 인한 보완적 숙련의 보상은 높이는 반면, 대체 가능한 숙련의 가치를 현격히 떨어뜨림으로써 노동 시장의 임금 양극화를 확대하는 리스크.","The risk that AI adoption raises returns to skills complementary to AI while devaluing substitutable skills, widening wage polarization across the workforce.",,,
General AI,사회적 파급,Societal Impact,경제·고용 충격,Economic and Employment Disruption,"AI 시스템이 인간의 인지·물리 노동을 대체하고 생산 구조를 재편하여, 광범위한 실직과 고용의 질 저하, 노동시장과 경제 전반의 불안정을 유발하는 리스크.","The risk that an AI system displaces human cognitive and physical labor and reshapes production structures, causing widespread job loss, degradation of employment quality, and destabilization of labor markets and the broader economy.",인력 자동화에 따른 광범위한 실업과 임금 하락,Widespread unemployment and wage decline from workforce automation,"로봇과 알고리즘이 육체 노동과 지식 노동 전반에서 인간 인력을 대체하고 특히 중 저소득 직무가 완전 자동화에 노출되는 리스크. 그 결과 광범위한 실업이 발생하고 노동 공급 증가로 남은 일자리의 임금이 하락하며, 불평등 심화와 소비 위축, 사회적 지위 상실이 사회적 마찰을 키운다로 인해 구체적인 위해가 발생하는 리스크.","The risk that robots and algorithms substitute for human workers across manual and knowledge work, with lowand middle-income occupations most exposed to complete automation. Extensive unemployment follows, wages in the remaining jobs fall as labour supply rises, and deepening inequality, reduced consumer spending, and loss of social standing heighten social friction.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",배터리 화재 및 유해 폐기물,Battery fire and hazardous end-of-life waste,대규모 피지컬 AI 군 집에서 에너지 시스템과 폐기 절차가 제대로 관리되지 않아 배터리 열 폭주·유해 물질 누출·부적절한 폐기가 증가하는 리스크.,"The risk that large physical AI fleets increase battery thermal-runaway, hazardous-material leakage, and unsafe disposal when energy systems and endof-life handling are inadequately controlled.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",생물다양성 손실,Biodiversity loss,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 기술 인프라의 과도한 확장이나 기술과 지속 가능한 관행의 부적절한 연계로 삼림 벌채, 서식지 파괴, 생물 다양성의 단편화와 손실이 발생하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which over-expansion of technology infrastructure, or inadequate alignment of technology with sustainable practices, leads to deforestation, habitat destruction, and fragmentation and loss of biodiversity.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",광범위한 사회·환경적 부정 영향,Broad societal and environmental adverse impacts,"AI가 노동력 대체, 정신 건강 악화, 딥페이크 등 조작 기술 문제와 함께 자원 부담·학습 탄소 배출 등 환경 발자국을 통해 사회와 환경에 광범위한 부정적 영향을 미치는 리스크.","The risk that AI produces broad adverse effects on society and the environment, including labor displacement, mental health impacts, harms from manipulative technologies like deepfakes, and an environmental footprint of resource strain and training-related carbon emissions.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",탄소 배출,Carbon emissions,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 이산화탄소, 산화 질소 등의 가스가 배출되어 탄소 배출이 증가하고 기후 변화가 악화되어 지역 사회에 부정적 영향이 발생하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which release of carbon dioxide, nitric oxide, and other gases increases carbon emissions, exacerbates climate change, and negatively impacts local communities.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",인명·재산·환경 직접 피해,"Direct harms from AI to people, property, and environment","AI 시스템의 개발·운영·사용·오작동이 신체적·심리적 상해, 금전적 손실과 재산 피해, 중요 인프라의 중단·손상, 동물 등 비인간 존재에 대한 피해, 하드웨어 수명 주기 전반의 자연 환경 오염·자원 고갈에 이르는 실제 피해를 발생시키는 리스크. 의인화와 과신, 조작 등 인간 AI 상호 작용에서 창발하는 피해도 시스템 실패·오용과 함께 이러한 피해에 기여하는 리스크.","The risk that the development, operation, use, or malfunction of AI systems produces realized harm, injuring people physically or psychologically, causing financial loss and property damage, disrupting critical infrastructure, harming animals and other non-human entities, and polluting or depleting the natural environment across the hardware lifecycle. Harmful human-AI configurations, from anthropomorphization and over-trust to manipulation, contribute to these harms alongside system failure and misuse.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",에너지 병목 및 공급 부족,Energy bottlenecks and shortages,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정이 과도한 에너지 사용이 지역 사회·조직·기업에 에너지 병목과 공급 부족을 초래하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which excessive energy use results in energy bottlenecks and shortages for communities, organisations, and businesses.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",에너지·지연 오버헤드 공격,Energy-latency overhead attacks,정교하게 설계된 스펀지 예제로 AI 시스템의 에너지 소비를 극대화하는 오버 헤드(에너지 지연) 공격이 LLM 연동 플랫폼을 위협하는 리스크.,"The risk that overhead, or energy-latency, attacks using carefully crafted sponge examples maximize energy consumption in an AI system, threatening platforms integrated with LLMs.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",모델 개발·배포의 에너지 소비에 따른 환경 피해,Environmental harm from model development and deployment energy use,모델의 개발과 배포가 막대한 에너지를 소비하고 모델 대형화 추세가 이를 심화시키는 리스크. 그에 따른 과도한 에너지 사용과 배출이 환경에 부정적 영향을 남기며 그 부담은 세대를 거듭한 모델과 함께 누적되는 리스크.,"The risk that developing and deploying models consumes substantial energy, a burden intensified by the trend toward ever-larger models. The resulting excessive energy use and emissions impose negative environmental impacts that accumulate with each successive generation of models.",,,
General AI,사회적 파급,Societal Impact,환경·지속가능성 영향,Environmental and Sustainability Impact,"AI 시스템의 개발과 대규모 운영이 에너지·물 소비, 탄소 배출, 전자폐기물, 유한 자원 고갈 등 상당한 환경 부담을 유발하여 환경적 지속가능성을 저해하는 리스크.","The risk that the development and large-scale deployment of AI systems impose significant environmental burdens—including energy and water consumption, carbon emissions, electronic waste, and depletion of finite resources—undermining environmental sustainability.",언어모델 학습·운영에 따른 환경 피해,Environmental harm from training and operating language models,"대규모 언어 모델의 학습·운영 에너지 수요와 탄소 배출, 데이터 센터 냉각용 담수 소비, 데이터 센터와 칩·기기 제작에 필요한 귀금속 등 자원 소모, 그리고 관련 애플리케이션의 2차 배출과 그것이 유발하는 행동 변화가 상당한 환경 비용을 발생시키는 리스크. 그 부담은 자원 고갈과 오염의 형태로 생태계와 지역 사회에 전가되는 리스크.","The risk that the energy demand and carbon emissions of training and operating large language models, the freshwater consumed to cool data centres, the metals and materials required to build facilities, chips, and devices, and the secondary emissions and behavioural changes driven by model-based applications impose substantial environmental costs. Ecosystems and communities bear the resulting depletion and pollution.",,,
