"ID","Title_ko","Title_en","Description_ko","Description_en","Human audit_description","Human audit_L3 mapping","","Human audit_duplicate","Instruction Prompt",""
"RAI4-1337","악용 가능한 시스템 결함·백도어","Exploitable system defects and backdoors","AI 알고리즘과 모델의 설계·훈련·검증 단계, 개발 인터페이스와 실행 플랫폼에 쓰이는 표 준화된 API와 기능 라이브러리, 툴킷에 논리 적 결함과 취약점이 있어 악용되거나 의도적 으로 백도어가 심겨 공격에 사용되는 리스크.","The risk that the standardized APIs, feature libraries, and toolkits used in the design, training, and verification stages of AI algorithms and models, development interfaces, and execution platforms contain logical flaws and vulnerabilities that can be exploited, or have backdoors intentionally embedded and triggered for attacks.","1","","","","general 영역으로 이동 — AI 설계·훈련·검증에 쓰이는 표준 API·툴킷의 결함·백도어는 AI 개발 인프라 전반의 이슈로 물리 AI 한정 아님",""
"RAI4-1338","AI 컴퓨팅 인프라 보안 위협","AI computing infrastructure security threats","AI 훈련·운영을 뒷받침하는 컴퓨팅 인프라가 다양하고 유비쿼터스적인 컴퓨팅 노드와 자 원에 의존함으로써 컴퓨팅 자원의 악의적 소 비와 컴퓨팅 인프라 계층에서의 보안 위협 국 경 간 전파에 노출되는 리스크.","The risk that the computing infrastructure underpinning AI training and operations, relying on diverse and ubiquitous computing nodes and various computing resources, is exposed to malicious consumption of computing resources and cross-boundary transmission of security threats at the computing infrastructure layer.","1","","","","general 영역으로 이동 — 컴퓨팅 자원의 악의적 소비, 인프라 계층의 국경 간 보안 위협 전파는 AI 컴퓨팅 인프라 전반의 이슈로 물리 AI 한정 아님",""
"RAI4-1377","사이버 공격 장벽 저하·공격표면 확대","Lowered cyberattack barriers and expanded attack surface","취약점의 자동 발견과 악용 등으로 해킹·맬웨 어·피싱 등 공격적 사이버 역량의 장벽이 낮아 지고 표적 공격의 공격표면이 확대되어 시스 템 가용성과 학습 데이터·코드·모델 가중치의 기밀성·무결성이 훼손되는 리스크.","The risk that lowered barriers for offensive cyber capabilities, including automated discovery and exploitation of vulnerabilities easing hacking, malware, phishing, and other cyberattacks, together with an increased attack surface for targeted cyberattacks, compromise a system's availability or the confidentiality or integrity of training data, code, or model weights.","1","","","","general 영역으로 이동 — 취약점 자동 발견·악용으로 해킹·맬웨어·피싱 장벽이 낮아지는 것은 GPAI 공통의 사이버 위협으로 물리 AI 한정 아님",""
"RAI4-1547","모델 확산에 의한 이중용도 역량의 저비용 확 산","Low-cost diffusion of dual-use capabilities through model proliferation","오픈소스·오픈웨이트 GPAI 모델의 확산으로 비전문가가 최소 비용으로 이중용도 역량에 접근하고, 기반 모델의 개조를 통해 독소 합성 용 단백질 서열 생성 등 위험한 용도로 전용되 는 리스크.","The risk that proliferation of open-source or open-weight GPAI models gives nonexperts low-cost access to dual-use capabilities and allows base models to be modified for dangerous uses such as generating candidate protein sequences for toxin synthesis.","1","","","","general 영역으로 이동 — 오픈소스·오픈웨이트 GPAI 확산으로 비전문가가 이중용도 역량(예: 독소 단백질 서열 생성)에 접근하는 것은 물리 AI 한정 리스크가 아님",""
"RAI4-1550","기반 모델 취약성에 기인한 인프라 공통원인 장애","Common-mode infrastructure failure from underlying model vulnerabilities","중요 인프라가 GPAI에 의존할 때 기반 모델 아키텍처나 훈련 설정의 취약성·견고성 문제 가 우발적 경계사례나 적대적 입력에 의해 촉 발되어 공통원인 장애로 이어지는 리스크.","The risk that vulnerabilities or robustness issues in the underlying model architecture or training setup produce common-mode failures across critical infrastructure relying on GPAI, triggered accidentally in edge cases or by adversarial inputs.","1","","","","general 영역으로 이동 — 기반 모델 아키텍처·훈련 설정의 취약성이 GPAI 의존 인프라의 공통원인 장애로 이어지는 것은 물리 AI 한정 리스크가 아님",""
"RAI4-1561","취약점 자동 탐지·악용에 의한 사이버공격 확 대","Cyberattack scaling through automated vulnerability discovery and exploitation","GPAI가 소프트웨어 취약점의 자동 발견과 악 성코드 자동 개발을 지원하여 악의적 행위자 의 사이버공격이 저비용으로 대규모화되고 피해가 증대되는 리스크.","The risk that GPAI aids automated discovery of software vulnerabilities and automated malware development, allowing malicious actors to scale cyberattacks at low cost and increase their impact.","1","","","","general 영역으로 이동 — GPAI의 취약점 자동 탐지·악성코드 자동 개발 지원으로 사이버공격이 대규모화되는 것은 물리 AI 한정 리스크가 아님",""
"RAI4-0180","희귀 가정 상해의 전조 감지 실패","Failure to detect rare household injury precursors","가정용 에이전트가 드물지만 가능한 낙상·중 독·화상·열상·압착 사고의 전조를 감지하지 못 해 경고하거나 개입하지 않는 위험.","A household agent fails to detect early signs of rare but plausible falls, poisoning, burns, lacerations, or crush events and therefore does not warn or intervene.","","","","","",""
"RAI4-0181","물리적 위험의 감지·예측 실패","Failure to detect or anticipate physical hazards","멀티모달·체화형 시스템이 텍스트·이미지·영 상·센서 입력에 이미 나타난 위험 상태를 식별 하지 못하거나 진행 중인 움직임·접촉·환경 변 화가 곧 위험을 초래할 것을 예측하지 못한 채 행동을 선택하여, 충돌·손상·상해로 이어지는 리스크.","The risk that a multimodal or embodied system neither identifies a hazardous condition already present in its text, image, video, or sensor input nor predicts that ongoing motion, contact, or environmental change will soon create one, selecting actions that end in collision, damage, or injury.","","","","","",""
"RAI4-0224","런타임 안전 모니터 실패","Runtime safety monitor failure","런타임 안전 모니터가 속도·힘·이격 거리·작업 공간·충돌·물체 사용·작업 프로토콜에 대한 제 약을 감지·집행하지 못하여, 위해가 발생할 때 까지 안전하지 않은 동작이 지속되는 리스크.","The risk that runtime safety monitors fail to detect or enforce constraints governing speed, force, separation, workspace, collision, object use, and task protocol, allowing unsafe motion to continue until harm occurs.","","","","","",""
"RAI4-0234","제어 장벽 함수 안전필터 실패","Control barrier function safety-filter failure","제어 장벽 함수 기반 안전 계층이 인지·동역학 ·모델 불확실성 하에서 비안전 행동을 제약하 지 못하는 리스크.","The risk that a safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty.","","","","","",""
"RAI4-0240","접촉 조작 힘 감지 실패","Contact-rich manipulation force-sensing failure","접촉 집약 조작 정책이 힘·촉각·오디오·시각 단서를 올바르게 사용하지 못하여 비안전 압 력·파지·이동을 유발하는 리스크.","The risk that a contact-rich manipulation policy fails to correctly use force, tactile, audio, or visual cues, creating unsafe pressure, impact, or object damage.","","","","","",""
"RAI4-0261","시뮬레이션-실세계 전이·검증 실패","Sim-to-real transfer and validation failure","시뮬레이션에서 훈련·검증된 정책이 접촉·지 연·마모·액추에이터에 관한 동일한 미모델링 가정을 공유하는 시뮬레이터 간 검사까지 통 과하고도, 실제 마찰, 조명, 인간 행동, 롱테일 사건이 시뮬레이션과 달라지는 하드웨어 환 경에서 실패하여 잘못된 안전 확신 속에 배포 되는 리스크.","The risk that a policy trained or validated in simulation, including across multiple simulators sharing the same unmodeled contact, delay, wear, or actuator assumptions, passes testing yet fails on real hardware where friction, lighting, human behavior, or long-tail events diverge, so it is deployed under false safety assurance.","","","","","",""
"RAI4-0278","가정 내 위험 행동 선별 누락","False-negative household action screening","안전 분류기가 알려진 대상물·인간 접촉·열·작 업 공간 제약을 위반하는 가정 내 제안 행동을 허용 가능한 것으로 잘못 판정하는 위험.","A safety classifier labels a proposed household action as acceptable even though the action violates a known object, human-contact, heat, or workspace constraint.","","","","","",""
"RAI4-0321","악천후 인지 실패","Adverse weather perception failure","비·안개·눈부심·먼지·연기·저조도가 카메라·라 이다·레이더·촉각·오디오 인지를 저하시켜 비 안전 행동을 유발하는 위험.","Rain, fog, glare, dust, smoke, or low light may degrade cameras, LiDAR, radar, tactile sensors, or audio perception, weakening real-time situational awareness.","","","","","",""
"RAI4-0322","다중 센서 융합 상충","Multimodal sensor fusion conflict","카메라·라이다·레이더·촉각·자기 수용 신호의 충돌이 불안정한 장면 추정 및 비안전 하위 행 동을 초래하는 위험.","Conflicting camera, LiDAR, radar, tactile, or proprioceptive signals may lead to unstable scene estimates and unsafe downstream control decisions.","","","","","",""
"RAI4-0352","배포 후 변경에 대한 안전 재평가 실패","Failure to reassess safety after deployment changes","환경 변화·부품 열화·모델 업데이트·아차사고 로 기존 안전 가정이 무효화됐는데도 운영자 가 안전성을 재평가하지 않고 운용을 계속하 는 위험.","Operators continue deployment without reassessing safety after environmental changes, component degradation, model updates, or near-miss incidents invalidate prior assumptions.","","","","","",""
"RAI4-0442","사실·증거 환각","Hallucination of facts and evidence","모델이 그럴듯한 형식으로 제시된 허위 인용, 사실, 법적 주장, 과학적 증거를 포함하여 학 습 데이터나 입력에 충실하지 않은 부정확한 콘텐츠를 생성하여, 이를 신뢰한 사용자를 오 도하는 리스크.","The risk that a model generates factually inaccurate or ungrounded content, including fabricated citations, facts, legal claims, and scientific evidence presented plausibly, misleading users who rely on it.","1","","","","general 영역으로 이동 — 허위 인용·사실·법적 주장을 그럴듯한 형식으로 생성하는 환각은 텍스트 기반 LLM 전반의 리스크로 물리 AI 한정 아님",""
"RAI4-0444","대중 지식의 모델 붕괴","Model collapse of public knowledge","합성 콘텐츠에 대한 재귀적 학습이 공공 정보 품질과 미래 모델 학습 데이터를 저하시켜 공 유 지식 자원의 모델 붕괴를 초래하는 리스크","Recursive training on synthetic content degrades public information quality and future model training data, driving model collapse of shared knowledge resources.","1","","","","general 영역으로 이동 — 합성 콘텐츠에 대한 재귀적 학습으로 공공 지식 자원이 저하되는 모델 붕괴는 GPAI 생태계 전반의 이슈로 물리 AI 한정 아님",""
"RAI4-0787","외부 도구에 의해 주입된 사실 오류","Factual errors injected by external tools","외부 도구가 웹 API·검색엔진 등 공개 자원에 서 얻은 추가 지식을 입력 프롬프트에 통합하 는 과정에서, 도구의 신뢰성이 보장되지 않아 사실 오류가 포함된 내용이 유입되고 환각 문 제가 증폭되는 리스크","The risk that external tools incorporate additional knowledge from public resources such as web APIs and search engines into input prompts, and that unreliable tool content containing factual errors consequently amplifies the hallucination issue.","1","","","","general 영역으로 이동 — 웹 API·검색엔진 등 외부 도구가 주입한 사실 오류로 환각이 증폭되는 것은 RAG 시스템 일반의 이슈로 물리 AI 한정 아님",""
"RAI4-0803","디코딩 과정 결함에 의한 환각","Hallucination from defective decoding processes","자기회귀 생성 방식이 오류를 누적시키고 top-p·top-k 등 다양성 확대 샘플링이 무작위 성을 도입하여 모델이 환각 콘텐츠를 산출하 는 리스크","The risk that autoregressive generation accumulates errors while diversityenhancing sampling strategies such as top-p and top-k introduce randomness, increasing the model's production of hallucinated content.","1","","","","삭제 — 자기회귀 생성의 오류 누적, top-p/top-k 샘플링에 따른 환각은 디코딩 알고리즘 설계 관련 ML 연구 주제로 PAI 리스크 택소노미에 부적합",""
"RAI4-0817","지식 경계로 인한 환각","Hallucination arising from knowledge boundaries","LLM의 학습 코퍼스가 모든 세계 지식을 담을 수 없고 롱테일 지식을 충분히 습득하지 못해, 입력 프롬프트가 요구하는 지식과 모델 내재 지식 사이의 격차가 환각을 유발하는 리스크","The risk that gaps between the knowledge involved in an input prompt and the knowledge embedded in an LLM, arising from training corpora that cannot contain all world knowledge and from difficulty grasping long-tail knowledge, lead to hallucinations.","1","","","","general 영역으로 이동 — 학습 코퍼스가 담지 못한 지식과 롱테일 지식 격차로 인한 환각은 LLM 지식 표현의 근본적 한계로 물리 AI 한정 아님",""
"RAI4-0820","잡음 학습 데이터에 의한 지식 오류","Knowledge errors from noisy training data","대규모 학습 코퍼스에 내재한 잡음과 허위정 보가 모델 파라미터에 저장되는 지식에 오류 를 유입시켜 환각을 유발하는 리스크","The risk that noise and misinformation inherent in large-scale training corpora introduce errors into the knowledge stored in model parameters, giving rise to hallucinations.","1","","","","general 영역으로 이동 — 대규모 학습 코퍼스에 내재한 잡음·허위정보가 모델 지식 오류로 이어지는 것은 학습 데이터 품질 이슈로 물리 AI 한정 아님",""
"RAI4-1524","검색증강 시 외부 허위정보에 의한 허위 출력","False outputs from external misinformation in retrieval augmentation","검색증강 과정에서 모델의 사전 지식과 상충 하는 소량의 일관된 허위 증거가 주어질 때 모 델이 이에 민감하게 반응하여 허위 출력을 생 성하는 리스크.","The risk that AI models, being particularly sensitive to coherent external evidence even when it conflicts with their prior knowledge, produce false outputs when given a relatively small amount of false information during the retrievalaugmentation process.","1","","","","general 영역으로 이동 — 검색증강 시 소량의 일관된 허위 증거에 모델이 과민 반응해 허위 출력을 내는 것은 RAG 시스템 일반의 이슈로 물리 AI 한정 아님",""
"RAI4-1527","사용자 수행 설득에 의한 AI 모델의 오용","Misuse of AI model by user-performed persuasion","다중 턴 설득 대화가 모델이 사실적으로 옳은 입장을 포기하고 허위정보를 수용하게 만들 며, 그 효과가 단일 턴 시도를 능가하는 리스 크","Multi-turn persuasive conversation induces a model to abandon factually correct positions and accept misinformation, with persuasion effects exceeding single-turn attempts.","1","","","","general 영역으로 이동 — 다중 턴 설득 대화로 모델이 사실적으로 옳은 입장을 포기하게 만드는 것은 대화형 LLM 전반의 취약점으로 물리 AI 한정 아님",""
"RAI4-1688","장기 계획에서 누적되는 월드 모델 롤아웃 오 류","Compounding world-model rollout error in long-horizon planning","다단계 월드 모델 롤아웃에서 예측 오류가 계 획 깊이에 따라 누적되어 운동학적 드리프트 와 구조적 위반이 발생하고 보상·안전 추정치 가 왜곡되는 리스크. 에이전트는 그럴듯하지 만 물리적으로 잘못된 상상 궤적 위에서 장기 계획을 실행하고 매 행동이 오류를 다시 가중 시킨다.","The risk that prediction errors compound across multi-step world-model rollouts as planning depth increases, producing kinematic drift, structural violations, and misleading reward or safety estimates. Agents execute long-horizon plans on imagined trajectories that are plausible but physically incorrect, with each successive action compounding the error further.","","","","","",""
"RAI4-1696","사회 세계모델 기반 미시표적 영향공작","Micro-targeted influence operations from social world models","소셜 데이터로 훈련된 기반 세계 모델이 감정 을 자극하는 서사에 대한 인구통계별 반응을 예측하여, 대규모의 미시표적 영향력 행사와 심리적 표적 설득이 가능해지는 리스크.","The risk that a foundation world model trained on social data predicts demographic responses to emotionally charged narratives, enabling microtargeted influence and psychologically targeted persuasion at scale.","1","","","","general 영역으로 이동 — 소셜 데이터로 훈련된 세계모델이 감정 자극 서사에 대한 인구통계별 반응을 예측해 여론을 미시표적 조작하는 것은 물리 AI 한정 리스크가 아님",""
"RAI4-1697","반사실적 권위 문제","Counterfactual authority problem","월드모델의 반사실적 설명이 학습 분포를 반 영할 뿐인데도 운영자·규제자가 인과적 사실 로 수용하여 책임 귀속·회피에 선택적으로 활 용되는 리스크","Operators and regulators accept worldmodel counterfactual explanations as causal ground truth although they reflect the model's learned distribution, allowing selective use to attribute or deflect liability.","","","","","",""
"RAI4-0209","감각 교란 기반 비안전 행동","Adversarial sensory perturbation induced unsafe action","영상 또는 감각 입력의 적대적 변경이 로봇 정 책으로 하여금 비안전 피지컬 행동을 선택하 게 하는 위험.","Adversarial changes to video or sensory inputs cause a robot policy to select unsafe physical actions.","","","","","",""
"RAI4-0337","물리 운용 환경 분포 이동","Distribution shift in physical operation","배포 환경이 건물·도로·공장·가정·병원·기상 조건에 걸쳐 모델이 적응할 수 있는 것보다 빠 르게 변화하는 위험.","Deployment environments may change across buildings, roads, factories, homes, hospitals, or weather conditions faster than monitoring and adaptation mechanisms can detect.","","","","","",""
"RAI4-0466","적대적 입력 교란","Adversarial input perturbation","텍스트·이미지·오디오·영상 입력에 가해진, 사 람은 흔히 지각하지 못하는 작은 교란이 모델 의 의사결정 방식을 악용하여 오분류, 오작동, 안전하지 않은 동작을 유발하는 리스크.","The risk that small, often humanimperceptible perturbations to text, image, audio, or video inputs exploit how a model makes decisions, causing misclassification, malfunction, or unsafe behavior.","1","","","","general 영역 이동 검토 — 텍스트·이미지·오디오·영상 입력에 대한 일반적인 적대적 교란(오분류·오작동 유발)으로, 로봇 정책에 특화된 RAI4-0209(감각 교란 기반 비안전 행동)와 개념이 겹침. 0209와 통합하거나 general로 이동 검토",""
"RAI4-0920","분산 학습 네트워크 교란","Disruption of distributed training networks","LLM 분산 학습의 GPU 노드 간 그래디언트 전송 트래픽이 펄스 공격 등 버스트 트래픽에 의해 교란되거나 혼잡을 겪어 학습이 방해받 는 리스크.","The risk that the volumetric gradient traffic between GPU server nodes in distributed LLM training is disrupted by burst traffic such as pulsating attacks or suffers congestion, impairing training.","1","","","","삭제 — GPU 노드 간 그래디언트 전송 트래픽이 버스트 공격으로 교란되는 것은 분산 학습 인프라 단계의 리스크로, 배포된 물리 AI 시스템의 운영 리스크가 아님",""
"RAI4-1287","환경 유발 결함 변이","Environment-induced fault mutation","제조 결함이나 우주선(cosmic ray)에 의한 비 트 반전 등 배포 후 환경 요인이 지능 시스템 내부를 변화시켜 의도되지 않은 행동 변이를 일으키는 리스크","Post-deployment environmental effects such as manufacturing defects or cosmicray bit flips alter an intelligent system's internals, producing unintended behavioral modification.","","","","","",""
"RAI4-0245","전신 이동 충돌 위험","Whole-body locomotion collision risk","휴머노이드 이동 정책이 전신 동작 및 환경 접 촉이 충분히 고려되지 않아 물체·벽·인간과 충 돌하는 위험.","A humanoid locomotion policy collides with objects, walls, or humans because whole-body motion and environmental contact constraints are not jointly satisfied.","","","","","",""
"RAI4-0247","정밀 휴머노이드 접촉력 위험","Dexterous humanoid contact-force risk","정밀 휴머노이드 손 또는 전신 조작기가 파지· 균형·물체 동역학 간 상호작용으로 비안전한 접촉력을 가하는 위험.","A dexterous humanoid hand or wholebody manipulator applies unsafe contact forces because grasp, balance, and object dynamics are not jointly controlled.","","","","","",""
"RAI4-0249","물리적 안전을 우회하는 보상 과적합","Reward overfitting that bypasses physical safety","휴머노이드 제어기가 평가 환경 밖에서 균형· 충돌·힘·작업 공간 제약을 위반하면서 벤치마 크 보상이나 모방 충실도를 극대화하는 위험.","A humanoid controller maximizes benchmark reward or imitation fidelity while violating balance, collision, force, or workspace constraints outside the evaluation setting.","","","","","",""
"RAI4-0253","안전 제어 지연 위험","Safe-control latency risk","안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가 능해지는 위험.","Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.","","","","","",""
"RAI4-0254","원격조작 휴머노이드 안전 재정의 실패","Teleoperated humanoid safety override failure","원격 조작 휴머노이드가 운영자 명령·네트워 크 지연·상황 인식이 비안전해질 때 강건한 자 율 안전 재정의를 갖추지 못하는 리스크.","The risk that a teleoperated humanoid lacks robust autonomous safety overrides when operator commands, network latency, or situational awareness become unsafe.","","","","","",""
"RAI4-0255","장면 변화 시 인간 행동 모방 실패","Human imitation failure under scene variation","물체 형상·장면 배치·상호작용 맥락이 달라졌 는데도 휴머노이드가 시연된 인간 동작을 그 대로 재현해 부적절한 접촉이나 이동을 일으 키는 위험.","A humanoid reproduces demonstrated human motion when object geometry, scene layout, or interaction context has changed, causing inappropriate contact or movement.","","","","","",""
"RAI4-0256","모션 리타겟팅 안전 실패","Motion-retargeting safety failure","인간 동작이 로봇의 피지컬 한계·접촉 제약·안 전 자세 요건을 위반하는 방식으로 휴머노이 드 몸체에 리타겟팅되는 리스크.","The risk that human motion is retargeted to a humanoid body in a way that violates the robot's physical limits, contact constraints, or safe posture requirements.","","","","","",""
"RAI4-0257","의도·어포던스 추론 없는 행동 모방","Imitation without inferred intent or affordances","휴머노이드가 시연을 가능하게 한 행위자의 의도·물체 어포던스·안전 제약을 추론하지 않 고 관찰된 상호작용을 모방하는 위험.","A humanoid copies an observed interaction without inferring the actor's intent, the object's affordances, or the safety constraints that made the demonstration valid.","","","","","",""
"RAI4-0262","휴머노이드 보행·조작 안정성 실패","Humanoid locomotion and manipulation stability failure","휴머노이드가 외란, 탑재 하중 변화, 표면 변 화, 액추에이터 불완전성 하에서, 또는 개방 환경 작업 중 이동과 조작을 결합할 때 안정적 인 보행·자세·접촉·물체 취급을 유지하지 못하 여 전도, 충돌, 물체 손상에 이르는 리스크.","The risk that a humanoid fails to maintain stable gait, posture, contact, or object handling under perturbations, payload shifts, surface changes, or actuator imperfections, or when combining locomotion with manipulation in openworld tasks, leading to falls, collision, or object damage.","","","","","",""
"RAI4-0265","오픈월드 휴머노이드 조작의 과소대표","Underrepresentation of open-world humanoid manipulation","휴머노이드 조작 데이터셋이 오픈월드 배포 에 필요한 비정형 작업 변화·낯선 물체·움직이 는 사람·환경 변화를 충분히 포함하지 못하는 위험.","A humanoid manipulation dataset lacks unscripted task changes, unfamiliar objects, moving people, and environmental variation required for openworld deployment.","","","","","",""
"RAI4-0266","인간-휴머노이드 상호작용 데이터의 인구집 단 편향","Demographic bias in human-humanoid interaction data","상호작용 데이터가 특정 체형·연령·장애·언어· 문화적 행동을 과소 대표해 배포된 휴머노이 드가 해당 집단에 덜 신뢰할 수 있는 안전 판 단을 적용하는 위험.","Interaction data underrepresents specific body types, ages, disabilities, languages, or cultural behaviors, causing deployed humanoids to apply less reliable safety assumptions to those groups.","1","","","","L3 재배치 검토 — 상호작용 데이터의 체형·연령·장애·언어 과소대표로 인한 휴머노이드 안전 판단 격차는 공정성/차별 이슈에 가까움. RAI4-0312(인구집단별 서비스 격차)와 사실상 동일 주제로 통합 검토 필요",""
"RAI4-0270","잠재 상태 압축에 따른 안전 임계 정보 손실","Loss of safety-critical detail in latent-state compression","상태 압축이 휴머노이드의 안전한 계획에 필 요한 접촉·충돌 근접·물체 불안정·인간 근접 정보를 제거하는 위험.","State compression removes contact, nearcollision, object-instability, or humanproximity information needed for safe humanoid planning.","","","","","",""
"RAI4-0276","구현체별 역할·권한 제약 집행 실패","Failure to enforce embodiment-specific role constraints","휴머노이드 등 로봇 역할로 작동하는 모델이 해당 운용 역할에 부여된 권한·물리적 한계·필 수 거부 규칙을 지키지 않는 위험.","A model acting as a humanoid or other robot fails to enforce the permissions, physical limits, and required refusals attached to that operational role.","","","","","",""
"RAI4-0283","휴머노이드 힘 한계 초과","Humanoid force limit exceedance","휴머노이드가 전신 이동, 빠른 팔 동작, 균형 상실 중에 물체·작업·인체 접촉에 대한 안전 임계값을 넘는 충돌력이나 파지·조작 힘을 가 하여, 상해나 손상을 일으키는 리스크.","The risk that a humanoid generates collision, grasp, or manipulation forces above safe thresholds relative to the object, task, or human contact during fullbody movement, rapid arm motion, or loss of balance, causing injury or damage.","","","","","",""
"RAI4-0285","휴머노이드 보행 속도 초과","Humanoid walking-speed safety gap","휴머노이드가 안전한 공유 환경을 위한 정지· 회피·인간 근접 한계를 초과하는 속도로 이동 하는 위험.","A humanoid moves at a speed that exceeds the stopping, avoidance, or human-proximity limits required for safe shared environments.","","","","","",""
"RAI4-0286","휴머노이드 안전 시험·집행 체계 부재","Missing humanoid safety testing and enforcement regime","휴머노이드의 장애물·인간 감지, 근거리 인지, 제어 응답에 대한 반복 가능한 합격·불합격 시 험과 미준수 시스템을 일관되게 인증·감시·리 콜·제재하는 기관·절차가 모두 결여되어, 안전 하지 않은 휴머노이드가 시장에 진입하고 계 속 운용되는 리스크.","The risk that humanoid safety assurance lacks both repeatable pass/fail tests for obstacle and human detection, near-field perception, and control response, and any authority or process that consistently certifies, monitors, recalls, or sanctions noncompliant systems, allowing unsafe humanoids to enter and remain in service.","","","","","",""
"RAI4-0287","휴머노이드 안전 주장 근거의 비교 불가능성","Non-comparable evidence for humanoid safety claims","휴머노이드 안전 주장이 서로 호환되지 않는 시험·지표·근거 형식에 의존해 개발사와 시스 템 간 독립적 비교가 불가능해지는 리스크.","The risk that humanoid safety claims rely on incompatible tests, metrics, and evidence formats, preventing independent comparison across developers and systems.","1","","","","통합 검토 — 휴머노이드 안전 주장의 시험·지표 비호환으로 비교가 불가능한 문제는, RAI4-0286(휴머노이드 안전 시험·집행 체계 부재)이 지적하는 '표준화된 인증·시험 체계 부재'와 동일 이슈의 다른 측면",""
"RAI4-0316","범용 휴머노이드 인증 경로 부재","No applicable certification pathway for general-purpose humanoids","범용 휴머노이드가 기존 산업용·개인 돌봄 로 봇 인증 체계의 적용 범위나 시험 가정에 포함 되지 않아 인정된 적합성 평가 경로가 없는 리 스크.","The risk that a general-purpose humanoid falls outside the declared scope or test assumptions of existing industrial and personal-care robot certification schemes, leaving no recognized conformity pathway.","1","","","","통합 검토 — 범용 휴머노이드가 기존 산업용·돌봄 로봇 인증 체계 범위 밖에 있어 인증 경로가 없는 문제는, RAI4-0286의 '휴머노이드 안전 시험·집행 체계 부재'와 동일한 근본 이슈(표준화 부재)의 구체 사례",""
"RAI4-0320","가림에 의한 충돌","Occlusion-induced collision","피지컬 AI 시스템이 가림으로 숨겨진 사람·동 물·차량·장애물을 감지하지 못하여 비안전 동 작을 유발하는 위험.","A Physical AI system may fail to detect people, animals, vehicles, or obstacles hidden by occlusion, causing unsafe motion in shared physical space.","","","","","",""
"RAI4-0029","에이전트 계획·툴체인 하이재킹","Agent plan and tool-chain hijacking","도구 출력에 숨겨지거나 입력에 삽입된 적대 적 내용이 에이전트의 다단계 계획이나 후속 도구 호출을 공격자가 선택한 하위 목표로 전 환시키면서 중간 단계의 표면적 타당성은 유 지되어, 무단 행동이나 데이터 이동으로 이어 지는 리스크.","The risk that adversarial content, whether hidden in a tool's output or embedded in inputs, redirects an agent's multi-step plan or subsequent tool calls toward attackerchosen subgoals while intermediate steps remain superficially plausible, causing unauthorized actions or data movement.","1","","","","에이전트 영역으로 이동 — 도구 출력이나 입력에 숨겨진 적대적 내용이 에이전트의 다단계 계획·툴체인 호출을 하이재킹하는 것은 소프트웨어 에이전트 전반의 리스크로 물리 AI 한정 아님",""
"RAI4-0032","의도하지 않은 유해 도구 행동 실행","Unintended harmful tool-action execution","에이전트가 모호한 지시를 잘못 구체화하는 등의 경위로 사용자가 의도하지 않은 행동을 시뮬레이션이 아닌 실제 도구를 통해 수행하 여, 운영상 피해와 후속 피해를 야기하는 리스 크.","The risk that an agent carries out concrete actions the user did not intend through real tools rather than simulated outputs, for instance by misresolving an ambiguous instruction, causing operational and downstream harm.","1","","","","에이전트 영역으로 이동 — 모호한 지시를 잘못 구체화해 실제 도구를 통해 의도치 않은 행동을 실행하는 것은 에이전트 일반의 리스크로 물리 AI 한정 아님",""
"RAI4-0235","VLA 조작 제약 위반","VLA manipulation constraint violation","비전-언어-행동 모델이 고수준 안전 지시를 따르면서도 물체 조작 중 작업별 피지컬 제약 을 위반하는 리스크.","The risk that a vision-language-action model violates task-specific physical constraints during object manipulation despite high-level instruction compliance.","","","","","",""
"RAI4-0275","상위 안전 지시의 해석 불명확","Ambiguous high-level safety instruction","상위 안전 지시가 사용자 의도·물리적 위험·운 용 제약 간 구체적 충돌의 해결 기준을 제시하 지 않아 로봇 행동이 일관되지 않게 되는 위 험.","A high-level safety instruction does not specify how to resolve a concrete conflict among user intent, physical hazard, and operational constraints, allowing inconsistent robot actions.","","","","","",""
"RAI4-0281","시각 장면의 안전 판단 오류","Incorrect safety reasoning from visual scenes","비전-언어 모델이 장면은 올바르게 관찰하지 만 제안 행동의 물리적 결과·물체 어포던스·인 간 노출 위험을 잘못 판단하는 위험.","A vision-language model observes the scene correctly but infers the wrong physical consequence, object affordance, or human-exposure risk for a proposed action.","","","","","",""
"RAI4-0326","어포던스 오분류","Affordance misclassification","물체 또는 환경에 잘못된 행동 가능성이 부여 되어 시스템이 비안전하게 파지·밀기·내비게 이션·상호작용하는 위험.","Objects or environments may be assigned incorrect action possibilities, leading the system to grasp, push, navigate, or manipulate them unsafely.","","","","","",""
"RAI4-0327","비안전 궤적 생성","Unsafe trajectory generation","플래너가 형식적으로는 실행 가능하지만 주 변 인간·취약 물체·교통 참여자·인프라에 비안 전한 궤적을 생성하는 위험.","A planner may generate a trajectory that is formally feasible but unsafe for nearby humans, fragile objects, traffic participants, or constrained workspaces.","","","","","",""
