"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"RAI4-1295","F04","IN, IC, GL, DP, CC","AI 가속 나노기술에 의한 독성 나노입자 통제 상실","Uncontrolled toxic-nanoparticle production from AI-accelerated nanotech","AI가 나노봇 개발의 핵심 구성 요소로서 나노 수준에서 물질을 눈에 보이지 않게 변형하고, 독성이 있고 치명적일 수 있는 나노입자를 만 드는 화학반응을 일으켜 위험한 환경 영향을 낳는 리스크.","The risk that AI, a key component for the development of nanobots, produces dangerous environmental implications by invisibly modifying substances at nanoscale, for example starting chemical reactions that create invisible nanoparticles that are toxic and potentially lethal.","신규 L4","","","","","",""
"RAI4-1392","F04","IN, IC, GL, DP, CC","생물·화학 무기 개발 장벽의 저하","Lowered barriers to biological and chemical weapons development","범용 AI 모델과 AI 기반 생물·화학 설계 도구 가 병원체와 독소 제조에 대한 단계별 기술 지 침을 제공하고 강화 단백질 설계와 유해성 후 보 분석을 수행하여 핵심 지식과 자동화된 지 원에 대한 접근을 넓히는 리스크. 그 결과 전 문성이 낮은 행위자에게도 제작 장벽이 낮아 지고 정교한 행위자의 역량은 확장되어, 질병 과 사망을 초래하는 작용제의 고의적 살포가 가능해진다.","The risk that general-purpose models and AI-based biological and chemical design tools generate step-by-step technical instructions for pathogens and toxins, engineer enhanced proteins, and screen for the most harmful candidates, widening access to critical knowledge and automated assistance. Barriers to production fall for less expert actors while the capabilities of sophisticated ones expand, enabling the deliberate release of agents that cause disease and death.","기존 risk정의보완 흡수","","","","","",""
"RAI4-1563","F04","IN, IC, GL, DP, CC","AI 오용에 의한 CBRN 무기 개발 역량 상승","CBRN weapon development uplift through AI misuse","AI의 이중용도 역량이 국가와 비국가 행위자 의 화학·생물·방사능·핵·폭발성 무기 설계와 합성, 획득, 배치에 필요한 기술적 문턱을 크 게 낮추고, 무인 무기체계에 자율 역량을 부여 해 기존 무기를 증강하며 그 파괴력을 증폭시 키는 리스크. 그 결과 비전문가도 공격을 수행 할 수 있고 정교한 행위자의 공격은 더욱 효과 적이 되어 다수의 인명이 위협받고 비확산 체 제가 훼손된다.","The risk that the dual-use capabilities of AI substantially lower the technical thresholds for state and non-state actors to design, synthesize, acquire, and deploy chemical, biological, radiological, nuclear, and explosive weapons, augment existing weapons by granting autonomy to unmanned systems, and amplify their destructive effect. Attacks become feasible for non-experts and more effective for sophisticated actors, endangering large populations and undermining non-proliferation regimes.","기존 risk정의보완 흡수","","","","","",""
"RAI4-1050","F04","DP, GL","심리적 조작·비인간화·대규모 착취","Psychological manipulation, dehumanization, and exploitation","ML 시스템이 심리적 조작, 비인간화, 대규모 인간 착취 등의 추가적인 윤리적 피해를 야기 하는 리스크.","The risk that ML systems produce further ethical harms such as psychological manipulation, dehumanization, and exploitation of humans at scale.","삭제_대규모 착취/조작은 Agentic AI 시스템 리스크 축의 성격이며 응답 단위 무해성과 결이 다름 (Human 의견 동의)","","","","","",""
"RAI4-1434","F04","DP, GL","비인간화와 객관화","Dehumanisation and objectification","기술 시스템을 사용하거나 오용하여 사람을 인간이 아닌 것, 인간 이하인 것 또는 사물로 묘사하거나 대우하는 리스크.","The risk that a technology system is used or misused to depict and/or treat people as not human, less than human, or as objects.","보완_Anthropomorphism L3 신규 L4로 '비인간화·객관화' 추가 타당. 기존 정의(AI가 인간처럼 행동)의 반대 방향(AI가 인간을 사물처럼 대우)도 포괄 필요","","","","","",""
"RAI4-1636","F04","DP, GL","마음이론(Theory of Mind) 능력","Theory of mind capability","시스템이 인간과 타 에이전트의 신념, 동기, 추론을 추정·예측하는 마음이론 역량을 목표 달성을 위한 행동 예측·유도에 활용하는 리스 크","A system infers and predicts the beliefs, motivations, and reasoning of humans and other agents, and exploits this theory-ofmind capability to anticipate and steer their behavior for goal achievement.","Multi-agent risk","","","","","",""
"RAI4-0140","","","개인화된 설득 취약성","Personalized persuasion vulnerability","모델이 개인의 특성, 감정, 맥락을 활용하여 설득을 더 효과적이고 탐지하기 어렵게 만드 는 리스크.","The risk that models exploit personal traits, emotions, or context to make persuasion more effective and less detectable.","","","","","","",""
"RAI4-0435","","","데이터 오염 공격","Data poisoning","공격자가 학습·미세조정·검색 데이터를 조작 하여 모델 동작을 변경하는 리스크.","The risk that attackers manipulate training, fine-tuning, or retrieval data to alter model behavior.","","","","","","",""
"RAI4-0436","","","모델 추출·역전 공격","Model extraction and inversion attacks","적대적 행위자가 배포된 모델에 무단으로 질 의·탐침하여 매개변수, 의사결정 동작, 독점 역량을 재구성하고, 질의와 응답으로 대체 모 델을 학습시키거나 모델 역전으로 학습 관측 데이터를 복원함으로써, 지식재산과 민감한 데이터가 노출되는 리스크.","The risk that adversaries query or probe a deployed model without authorization to reconstruct its parameters, decision behavior, or proprietary capabilities, including by training substitute models on query responses or inverting the model to recover training observations, exposing intellectual property and sensitive data.","","","","","","",""
"RAI4-0593","","","학습 데이터 암기에 의한 민감정보 유출","Leakage of sensitive training data through memorization","사전학습·미세조정 말뭉치에 흔히 당사자의 동의 없이 포함된 개인·독점·민감 정보를 모델 이 암기하고, 우발적 생성, 맥락적 프롬프트, 프라이버시 공격, 정보 간 연계와 삼각추론을 통해 이를 출력으로 노출하여, 프라이버시 침 해와 당사자에 대한 피해를 야기하는 리스크.","The risk that models memorize personal, proprietary, or sensitive information contained, often without consent, in pretraining or fine-tuning corpora and reveal it in generated outputs, whether accidentally, through contextual prompts, through privacy attacks, or by associating and triangulating pieces of information to infer secrets, causing privacy violations and harm to the individuals concerned.","","","","","","",""
"RAI4-0619","","","은밀한 행동 조작","Covert behavioral manipulation","기술 시스템이 넛지, 다크 패턴, 기타 불투명 한 기법으로 이용자의 신념과 행동을 은밀히 변경하여 프라이버시 침식, 중독, 불안과 고통 등을 초래하는 리스크","The risk that a technology system covertly alters user beliefs and behaviour using nudging, dark patterns, or other opaque techniques, resulting in potential erosion of privacy, addiction, anxiety, and distress.","","","","","","",""
"RAI4-0721","","","유해·오염 학습 데이터에 의한 출력 훼손","Output corruption from harmful and poisoned training data","학습 데이터에 허위·편파·권리침해 콘텐츠 등 불법적이거나 유해한 정보가 포함되거나 공 격자에 의해 오염됨으로써, 모델이 불법·악의 적·극단적 콘텐츠를 출력하고 정확성과 신뢰 성이 저하되는 리스크","The risk that training data containing illegal or harmful information such as false, biased, or IPR-infringing content, or poisoned through tampering and error injection by attackers, causes the model to output harmful content and degrades its accuracy and reliability.","","","","","","",""
"RAI4-0733","","","학습 데이터 내 기밀정보 포함과 출력 노출","Confidential information in training data disclosed through outputs","기밀정보가 학습·튜닝 데이터나 프롬프트의 일부로 포함된 뒤 생성 출력에서 그대로 재현 되는 리스크. 이러한 유출은 보호되어야 할 영 업 정보와 개인정보를 권한 없는 이에게 노출 시키고 비밀유지 의무를 위반한다.","The risk that confidential information is incorporated into training data, tuning data, or prompts and is subsequently reproduced in generated outputs. Such leakage exposes protected business and personal information to unauthorized parties and breaches confidentiality obligations.","","","","","","",""
"RAI4-0753","","","학습 데이터 추출 공격","Training data extraction attack","공격자가 모델로부터 학습 데이터셋에 존재 하는 텍스트 기록을 추출해 내는 리스크","The risk that an attacker extracts the text records that exist in the training dataset.","","","","","","",""
"RAI4-0760","","","프롬프트 및 학습 데이터에 기인한 개인정보 노출","Personal data exposure through prompt and training data","학습·미세조정 데이터나 프롬프트에 포함된 개인정보와 기밀정보가 모델 출력을 통해 공 개되는 리스크로, 개인정보를 담은 프롬프트 가 학습 과정에서 기억된 유사한 정보를 이끌 어내는 경우를 포함한다. 다른 목적으로 수집 된 데이터의 당사자는 비인가 공개와 오용에 노출된다.","The risk that personal and confidential data contained in training, fine-tuning, or prompt inputs is disclosed through model outputs, including when a prompt primed with personal information elicits similar records memorized during training. Individuals whose data was collected for another purpose are thereby exposed to unauthorized disclosure and misuse.","","","","","","",""
"RAI4-0788","","","인스트럭션 튜닝 포이즈닝","Instruction-tuning poisoning","명령과 목표 출력 쌍으로 모델을 조정하는 인 스트럭션 튜닝 단계에서 적은 수의 오염 표본 만으로 모델이 오염될 수 있고, 익명 크라우드 소싱으로 수집된 데이터셋이 이를 조장하며 기존 데이터 오염 공격보다 탐지가 어려운 리 스크","The risk that AI models are poisoned during instruction tuning with pairs of instructions and desired outputs, where a lower number of compromised samples suffices, anonymous crowdsourcing of tuning datasets further contributes, and detection is harder than for traditional data poisoning attacks.","","","","","","",""
"RAI4-1173","","","역할극 지시 악용","Role-play instruction exploitation","공격자가 입력 프롬프트에서 모델에 과격주 의자나 인종차별주의자처럼 위험한 집단과 연관된 역할 속성을 부여하고 지시를 내려, 지 시에 지나치게 충실한 모델이 그 인물의 말투 로 안전하지 않은 콘텐츠를 산출하는 리스크.","The risk that attackers specify a model's role attribute within the input prompt, tying it to potentially risky groups such as radicals or racial discriminators, so that the overly faithful model outputs unsafe content in the style of that character.","","","","","","",""
"RAI4-1494","","","오픈웨이트 모델 유해 미세조정","Harmful fine-tuning of open-weight models","가중치가 공개된 모델이 원래 훈련 비용에 비 해 훨씬 적은 시간과 비용으로 악의적 행위자 에 의해 유해한 활동용으로 미세조정되는 리 스크.","The risk that models with publicly available weights are fine-tuned for harmful activities by bad actors using significantly fewer resources, in time and money, than the original training cost.","","","","","","",""
"RAI4-1508","","","가이드라인 오염","Guideline contamination","데이터셋의 수집·주석·사용에 관한 지침이 모 델에 노출되고 그 지침에 포함된 명시적 데이 터-레이블 쌍이 해당 과업에 대한 모델의 역 량을 향상시키는 리스크.","The risk that instructions for the collection, annotation, or use of a dataset are exposed to the model, with explicit data-label pairs contained in those instructions improving the model's capabilities for the task.","","","","","","",""
"RAI4-1564","","","약물 발견 모델 오용에 의한 독소 식별·개발","Dangerous toxin identification through misuse of drug-discovery models","약물-표적 친화성 예측 등 약물 발견에 쓰이 는 모델이 위험한 독소를 식별하거나 개발하 는 데 사용되며, 훈련 데이터에 위험 단백질· 바이러스 정보가 포함될 경우 우려가 커지는 리스크.","The risk that models used for drug discovery, such as drug-target affinity predictors, are used to identify or develop dangerous toxins, a concern heightened when training data includes information on hazardous proteins and viruses.","","","","","","",""
"RAI4-1687","","","월드모델 표현·훈련 데이터 오염","World-model representation and trainingdata poisoning","월드 모델의 훈련 데이터나 잠재 표현이 적대 적으로 손상되어 특정 조건에서만 안전하지 않은 역학을 활성화하는 백도어 트리거가 삽 입되며, 자기지도 사전학습 단계에서 부호화 된 결함은 다운스트림에서 교정될 수 없는 리 스크.","The risk of adversarial corruption of world-model training data or latent representations, including backdoor triggers that activate unsafe dynamics only under specific conditions, where defects encoded in self-supervised pretraining (the ""Foundry Problem"") cannot be remediated downstream.","","","","","","",""
"RAI4-0356","","","배터리 화재 및 유해 폐기물 위험","Battery fire and hazardous end-of-life waste","대규모 피지컬 AI 군집에서 에너지 시스템과 폐기 절차가 제대로 관리되지 않아 배터리 열 폭주·유해물질 누출·부적절한 폐기가 증가하 는 리스크.","The risk that large physical AI fleets increase battery thermal-runaway, hazardous-material leakage, and unsafe disposal when energy systems and endof-life handling are inadequately controlled.","","","","","","L3 영문 수정: Energy Consumption and Environmental > Energy Consumption and Environmental Impact",""
"RAI4-0360","","","산업 공정 피해","Industrial process damage","제조·건설·광업·에너지 시설의 피지컬 AI가 잘 못된 제어로 장비 손상·공정 오염·구조 불안정 또는 환경 사고를 유발하는 위험.","Physical AI in manufacturing, construction, mining, or energy facilities may damage equipment, contaminate processes, or trigger cascading operational failures.","","","","","","",""
"RAI4-0502","","","AI로 인한 인명·재산·환경 직접 피해","Direct harms from AI to people, property, and environment","AI 시스템의 개발·운영·사용·오작동이 신체적· 심리적 상해, 금전적 손실과 재산 피해, 중요 인프라의 중단·손상, 동물 등 비인간 존재에 대한 피해, 하드웨어 수명주기 전반의 자연환 경 오염·자원 고갈에 이르는 실제 피해를 발생 시키는 리스크. 의인화와 과신, 조작 등 인간AI 상호작용에서 창발하는 피해도 시스템 실 패·오용과 함께 이러한 피해에 기여한다.","The risk that the development, operation, use, or malfunction of AI systems produces realized harm, injuring people physically or psychologically, causing financial loss and property damage, disrupting critical infrastructure, harming animals and other non-human entities, and polluting or depleting the natural environment across the hardware lifecycle. Harmful human-AI configurations, from anthropomorphization and over-trust to manipulation, contribute to these harms alongside system failure and misuse.","","","","","","",""
"RAI4-0504","","","에너지 병목 및 공급 부족","Energy bottlenecks and shortages","과도한 에너지 사용이 지역사회·조직·기업에 에너지 병목과 공급 부족을 초래하는 리스크.","The risk that excessive energy use results in energy bottlenecks and shortages for communities, organisations, and businesses.","","","","","","",""
"RAI4-0798","","","생태계 과부하","Overburdening ecosystems","AI 개입이 없을 것으로 기대되는 창작물 공모·채용 지원 등 생태계에 AI 생성물이 대량 유입되어 필터링·신뢰 메커니즘에 과부하를 일으키는 리스크.","Mass AI-generated submissions pollute ecosystems expected to be free of AI involvement, such as creative submission portals and job application channels, overburdening their filtering and trust mechanisms.","","","","","","",""
"RAI4-0799","","","공유 정보 생태계의 오염과 질 저하","Degradation of the shared information ecosystem","생성 도구가 산출한 허위·환각·저품질 콘텐츠 와 인물·사건에 대한 사실적 허위 묘사가 최초 이용자를 넘어 유포되어 공개적으로 이용 가 능한 정보가 오염되는 리스크. 사람들은 그에 근거해 부정확한 인식과 결정에 이르고, 나아 가 정확한 정보에 대한 신뢰마저 잃는다.","The risk that false, hallucinated, lowquality, or realistically fabricated depictions of people and events produced by generative tools circulate beyond the end user and contaminate publicly available information. People form inaccurate perceptions and decisions on that basis and lose trust even in accurate information.","","","","","","",""
"RAI4-0926","","","에너지·지연 오버헤드 공격","Energy-latency overhead attacks","정교하게 설계된 스펀지 예제로 AI 시스템의 에너지 소비를 극대화하는 오버헤드(에너지지연) 공격이 LLM 연동 플랫폼을 위협하는 리 스크.","The risk that overhead, or energy-latency, attacks using carefully crafted sponge examples maximize energy consumption in an AI system, threatening platforms integrated with LLMs.","","","","","","",""
"RAI4-0950","","","지속불가능한 자원 사용","Unsustainable resource use","생성 모델의 막대한 전력·냉각수·희귀금속 하 드웨어 수요가 지속불가능한 방식의 자원 채 굴과 사용을 유발하여 환경 피해를 초래하는 리스크.","The risk that generative models' substantial demands for electricity, cooling water, and rare-metal hardware drive resource extraction and utilization in unsustainable ways, causing environmental harm.","","","","","","",""
"RAI4-0996","","","원자재 수요에 의한 자원 고갈","Resource depletion from raw material demand","이러한 장치의 생산 공정이 니켈·코발트·리튬 등 원자재를 대량으로 요구하여 지구가 머지 않아 충분한 양을 공급하지 못하게 되는 리스 크.","The risk that the production process of these devices requires raw materials such as nickel, cobalt, and lithium in quantities the Earth may soon no longer be able to sustain.","","","","","","",""
"RAI4-1015","","","광범위한 사회·환경적 부정 영향","Broad societal and environmental adverse impacts","AI가 노동력 대체, 정신건강 악화, 딥페이크 등 조작 기술 문제와 함께 자원 부담·학습 탄 소 배출 등 환경 발자국을 통해 사회와 환경에 광범위한 부정적 영향을 미치는 리스크.","The risk that AI produces broad adverse effects on society and the environment, including labor displacement, mental health impacts, harms from manipulative technologies like deepfakes, and an environmental footprint of resource strain and training-related carbon emissions.","","","","","","",""
"RAI4-1064","","","언어모델 학습·운영에 따른 환경 피해","Environmental harm from training and operating language models","대규모 언어모델의 학습·운영 에너지 수요와 탄소 배출, 데이터센터 냉각용 담수 소비, 데 이터센터와 칩·기기 제작에 필요한 귀금속 등 자원 소모, 그리고 관련 애플리케이션의 2차 배출과 그것이 유발하는 행동 변화가 상당한 환경 비용을 발생시키는 리스크. 그 부담은 자 원 고갈과 오염의 형태로 생태계와 지역사회 에 전가된다.","The risk that the energy demand and carbon emissions of training and operating large language models, the freshwater consumed to cool data centres, the metals and materials required to build facilities, chips, and devices, and the secondary emissions and behavioural changes driven by model-based applications impose substantial environmental costs. Ecosystems and communities bear the resulting depletion and pollution.","","","","","","",""
"RAI4-1093","","","모델 개발·배포의 에너지 소비에 따른 환경 피 해","Environmental harm from model development and deployment energy use","모델의 개발과 배포가 막대한 에너지를 소비 하고 모델 대형화 추세가 이를 심화시키는 리 스크. 그에 따른 과도한 에너지 사용과 배출이 환경에 부정적 영향을 남기며 그 부담은 세대 를 거듭한 모델과 함께 누적된다.","The risk that developing and deploying models consumes substantial energy, a burden intensified by the trend toward ever-larger models. The resulting excessive energy use and emissions impose negative environmental impacts that accumulate with each successive generation of models.","","","","","","",""
"RAI4-1269","","","높은 에너지 소비","High energy consumption","딥러닝을 포함한 일부 학습 알고리즘이 반복 적 학습 과정을 사용하여 높은 에너지 소비를 초래하는 리스크.","The risk that some learning algorithms, including deep learning, utilize iterative learning processes that result in high energy consumption.","","","","","","",""
"RAI4-1374","","","데이터센터 냉각을 위한 용수 소비","Water consumption for data centre cooling","AI 학습과 추론을 지원하는 데이터센터가 서 버 과열을 막기 위해 상당한 양의 물을 냉각에 사용하는 리스크. 그 수요가 지역 수자원을 잠 식하여 인근 지역사회와 기업에 용수 제한이 나 부족이 초래된다.","The risk that data centres supporting AI training and inference consume substantial water to cool servers and prevent overheating. That demand draws down local water resources, leading to restrictions or shortages for nearby communities and businesses.","","","","Water consumption for data centre cooling ② L3 mappingYesNo","","",""
"RAI4-1452","","","생물다양성 손실","Biodiversity loss","기술 인프라의 과도한 확장이나 기술과 지속 가능한 관행의 부적절한 연계로 삼림 벌채, 서 식지 파괴, 생물다양성의 단편화와 손실이 발 생하는 리스크.","The risk that over-expansion of technology infrastructure, or inadequate alignment of technology with sustainable practices, leads to deforestation, habitat destruction, and fragmentation and loss of biodiversity.","","","","","","",""
"RAI4-1453","","","탄소 배출","Carbon emissions","이산화탄소, 산화질소 등의 가스가 배출되어 탄소 배출이 증가하고 기후변화가 악화되어 지역사회에 부정적 영향이 발생하는 리스크.","The risk that release of carbon dioxide, nitric oxide, and other gases increases carbon emissions, exacerbates climate change, and negatively impacts local communities.","","","","","","",""
"RAI4-1455","","","전자폐기물 과다 매립","Excessive electronic waste landfill","전기·전자 장비의 과도한 폐기로 생태계와 생 물다양성이 훼손되고 지역사회의 생계가 교 란되며 권리가 침해되는 리스크.","The risk that excessive disposal of electrical or electronic equipment leads to ecological and biodiversity damage, disrupts the livelihoods of local communities, and erodes their rights.","","","","","","",""
"RAI4-1698","","","단일 목표 최적화에 의한 환경 부작용","Environmental side effects from singleobjective optimization","하나의 과업에 집중된 목표를 최적화하는 에 이전트가 다른 환경 변수에 대해 암묵적 무관 심을 보여, 한계적 과업 이득을 위해 더 넓은 환경에 큰 교란을 일으키는 리스크.","The risk that an agent optimizing an objective focused on one task expresses implicit indifference over other environmental variables, causing major disruption to the wider environment for marginal task gain.","","","","","","",""
"RAI4-0346","F04","IN, IC, GL, DP, CC","센서 스푸핑 및 신호 주입","Sensor spoofing and signal injection","공격자가 GNSS·카메라·라이다·레이더·RFID· 오디오·촉각·무선 신호를 조작하여 피지컬 행 동을 변경하는 위험.","Attackers may manipulate GNSS, camera, LiDAR, radar, RFID, audio, tactile, or wireless signals to alter physical behavior.","매핑부적합_Physical AI 'Sensor & Input Validation Failures","","","","","",""
"RAI4-0432","F04","IN, IC, GL, DP, CC","민감 개인속성 추론","Sensitive personal attribute inference","모델 동작으로 인해서 사용자 또는 관리자가 의도적으로 공개되지 않은 민감한 개인의 속성 정보가 추론을 통해서 노출될 수 있는 리스크","The risk that model behavior enables inference of sensitive personal attributes not intentionally disclosed.","기존 risk정의보완 흡수","","","","","",""
"RAI4-1056","F04","IN, IC, GL, DP, CC","보호 속성 추론을 통한 프라이버시 침해","Privacy violation through inference of protected personal attributes","학습 코퍼스에 해당 개인의 데이터가 없더라도 모델이 입력 프롬프트로부터 인종·성별·성적지향·종교성 등 보호 속성을 높은 정확도로 추론하는 리스크로 사용자 본인 또는 당사자의 인지나 동의 없이 진실하고 민감한 정보로 구성된 상세 프로필이 작성되어 차별과 표적화에 노출될 수 있는 위험","The risk that models infer protected characteristics such as race, gender, sexual orientation, or religiousness from a user's input prompt even when that information is absent from the training corpus. Detailed profiles of true and sensitive information are assembled without the individual's knowledge or consent, exposing them to discrimination and targeting.","기존 risk정의보완 흡수","","","","","",""
"RAI4-1655","F04","IN, IC, GL, DP, CC","LLM 기반 정교한 감시·검열에 의한 자유 억압","Suppression of liberties through LLMenabled surveillance and censorship","LLM과 음성인식·멀티모달 기술이 텍스트뿐 아니라 통화·영상 통신까지 대규모로 감시·검 열할 수 있게 하여, 정치적 반대자의 침묵 또는 개인의 자유 위축 등과 같은 국가적 억압의 용도로 이용되거나, 기술에 의해 보다 더 영향이 심각하게 발전되는 위험","The risk that LLMs, including multimodal models and those combined with speechto-text, enable significantly more sophisticated surveillance and censorship operations at scale, including of phone calls and video messages, worsening personal liberties and heightening state oppression.","관점 확장","","","","","",""
"RAI4-0514","","","일자리에 미치는 영향","Impact on jobs","AI 시스템의 업무 자동화로 인해서 재숙련 경로를 통해 노동자의 역량을 향상 또는 전환하는 속도보다 AI 시스템이 더 빠르게 일자리를 대체함으로써 발생하는 고용 불안정의 리스크","Automation of work by foundation-modelbased systems displaces jobs faster than reskilling pathways can absorb affected workers.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1065","","","업무 자동화로 인한 고용 악화","Negative employment effects from task automation","AI 시스템과 이에 기반한 언어 기술의 발전으로 인해서 고객 서비스 응대 등 현재 유급 노동자가 수행하는 대부분의 업무가 자동화되어 고용 안정에 부정적 영향을 미치는 위험","The risk that advances in AI systems and the language technologies based on them automate tasks currently done by paid human workers, such as responding to customer-service queries, with negative effects on employment.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1232","","","산업 교란","Disruption of industries","창의성과 비판적 사고, 정서적 상호작용이 덜 요구되는 번역과 교정, 단순 문의 응대, 데이터 처리 같은 산업이 생성형 AI에 의해 심각하게 영향을 받거나 AI시스템으로 대체되어서 경제적 혼란과 일자리 변동이 극심하게 발생하는 리스크.","The risk that industries requiring less creativity, critical thinking, and personal or affective interaction, such as translation, proofreading, responding to straightforward inquiries, and data processing, are significantly impacted or even replaced by generative AI, leading to economic turbulence and job volatility.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1445","","","불평등과 기술적 충격에 따른 사회 불안정","Societal destabilisation from inequality and technological disruption","AI 기술로 인한 일자리 부족과 불공정한 알고리즘, 허위정보, 그리고 AI 시스템이 유발하거나 증폭된 사회적 지위 및 부의 격차의 확대가 지역사회의 복지와 결속을 훼손하는 리스크. 이러한 리스크로 인한 파업과 시위를 비롯한 시민 불안이 확산되고, 사회 전반의 안정이 흔들릴 수 있는 위험","The risk that job losses to technology, unfair algorithmic outcomes, disinformation, and the widening gaps in social status and wealth caused or amplified by technology systems erode social and community wellbeing and cohesion. Strikes, demonstrations, and other forms of civil unrest follow as overall societal stability deteriorates.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1662","","","아웃소싱 축소에 의한 개발도상국 경제 타격","Harm to developing economies from retrenchment of outsourcing","콜센터 등 개발도상국이 수행하던 단순 인지 과업이 AI 시스템으로 자동화되면서 아웃소싱이 축소되어 해당 국가의 노동력과 경제가 타격을 입는 리스크","The risk that automation of simple cognitive tasks previously performed in developing countries, such as call center work, causes a retrenchment of outsourcing that adversely affects those countries' workforces and economies.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0384","","","남반구 지식 추출","Global South knowledge extraction","남반구 공동체의 지식, 언어 데이터, 문화 자원이 적절한 인정·통제·이익 공유없이 AI 개발에 추출되는 글로벌 사우스 지식 추출 리스크","The risk that knowledge, language data, or cultural resources from Global South communities are extracted for AI development without adequate recognition, control, or benefit-sharing.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0458","","","AI 관련 임금 양극화","AI-related wage polarization","AI 시스템의 도입이 AI로 인한 보완적 숙련의 보상은 높이는 반면, 대체 가능한 숙련의 가치를 현격히 떨어뜨림으로써 노동시장의 임금 양극화를 확대하는 리스크","AI adoption raises returns to skills complementary to AI while devaluing substitutable skills, widening wage polarization across the workforce.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0461","","","연산 자원 접근 불평등","Compute inequality","연산 인프라에 대한 불평등한 접근으로 인해 AI 시스템을 개발·감사·활용할 수 있는 주체를 결정하는 연산 자원 접근 불평등 리스크","The risk that unequal access to compute infrastructure shapes who can develop, audit, or benefit from AI.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0505","","","AI 개발 과정의 노동 착취","Labor exploitation in AI development","데이터 라벨링, 콘텐츠 조정, 데이터 소싱, 사용자 테스트 등 AI 시스템의 학습, 개발, 최적화 과정에 투입되는 노동이 저소득 국가와 역외 노동자에게 외주화된 채 저임금과 열악한 노동 조건, 신체·정신 건강 보호의 결여 속에서 착취적 관행과 불평등이 지속되는 리스크","The risk that the labor used to train, develop, and optimize AI systems, including data labeling, moderation, sourcing, and user testing outsourced to low-income countries and offshore workers, is underpaid and denied adequate working conditions and physical and mental health protections, perpetuating exploitative practices and inequality.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0509","","","글로벌 AI 격차와 불평등","Global AI divide and inequality","희소한 연산 자원, 과학기술 인재, 첨단 범용 모델에 대한 실질적 접근이 소수 선도 국가와 대형 기업에 집중되어 AI 연구개발과 경제력 이 편중되고, 선도국과 후발국 간 격차가 벌어 지며 기업·개인·국가 간 기존의 사회경제적 불 평등이 심화되는 리스크.","The risk that scarce computing power, STEM talent, and effective access to advanced general-purpose models concentrate AI research, development, and economic power in a few leading countries and large firms, widening the divide between those leading in AI and those falling behind and deepening existing socioeconomic disparities among companies, individuals, and countries.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1011","","","노동 착취와 거시경제적 불평등 심화","Labor exploitation and macro-economic inequality","AI 시스템이 사회경제적 관계의 권력 불균형을 키워 디지털 격차와 체계적 불평등을 고착시키고, 비윤리적 데이터 수집·노동환경 악화 등 노동 착취와 기술적 실업·탈숙련을 낳으며, 대규모 실패시 플래시 크래시 등 광 범위한 악영향을 초래하는 노동 착취와 거시적 불평등을 심화시키는 리스크","The risk that algorithmic systems increase power imbalances in socio-economic relations, exacerbating digital divides and entrenching systemic inequalities, fostering labor exploitation such as unethical data collection and worsening worker conditions, driving technological unemployment and deskilling, and causing flash crashes and other widespread adverse incidents when algorithmic financial systems fail at scale.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1022","","","높은 비용으로 인한 접근 배제","Exclusion from access due to high costs","생성형 AI 시스템의 훈련·시험·배포에 드는 재 정적 비용이 커서 이러한 시스템을 개발하고 이용할 수 있는 집단이 제한되는 리스크.","The risk that the estimated financial costs of training, testing, and deploying generative AI systems restrict the groups of people able to afford developing and interacting with these systems.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1224","","","디지털 격차 확대","Widening digital divide","생성 AI가 기기나 인터넷 접근이 없거나 벤더 에 차단된 지역의 사람들에게 1차 디지털 격차 를, 언어와 문화 장벽에 부딪히거나 도구 활용 이 어려운 이들에게 2차 디지털 격차를 확대 하는 리스크.","The risk that generative AI widens the first-level digital divide for those without access to devices or the Internet or blocked by vendors, and the second-level divide for those facing language and cultural barriers or finding the tools difficult to use.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
