L1_Title_en,L2_Title_ko,L3_Title_ko,L3_Title_en,L3_Description_ko,L4_Title_ko,L4_Description_ko,L4_Description_en,facet,act-type,휴먼검토의견
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",메사 최적화 목표 불일치,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 학습된 정책이 스스로 최적화기, 즉메사옵티마이저로 기능하며 훈련 신호가 지정한 목표와 정렬되지 않은 내부 목표를 추구하고, 그 잘못 정렬된 목표를 최적화하여 시스템이 통제를 벗어나는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which a learned policy functioning as a mesa-optimizer pursues inside objectives that may not align with the objectives specified by the training signals, and that optimization for these misaligned goals leads to systems out of control.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",인간 가치와의 AI 목표 오정렬,"AI 시스템이 평가 시에만 정렬된 것처럼 보이게하는 기만적 정렬, 보상해킹, 대리지표조작, 목표오 일반화를 포함하여 인간의 의도·가치와 어긋나는 목표, 가치관, 행동을 형성하는 리스크. 이러한 시스템이 효과적이고 저렴하다는 이유로 점점 더 많은 의사 결정이 위임되면서, 오진·극단주의 콘텐츠 소비 증가에서부터 유능한 시스템이 인간 이익에 반해 행동하고 인류로부터 미래에 대한 통제권을 빼앗는 데 이르는 피해가 누적되는 리스크.","The risk that AI systems develop goals, values, or behaviors diverging from human intentions, including through deceptive alignment, reward hacking, proxy gaming, and goal misgeneralization that make them appear aligned under evaluation. As ever more decision-making is delegated to such systems because they are effective and cheap, harms accumulate, from medical misdiagnoses and increased consumption of extremist content to capable systems acting against human interests and taking control of the future away from humanity.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",자연어 목표 과소지정에 의한 부정적 부수효 과,"LLM 에이전트의 목표가 자연 어로 과소 지정되어 변경되어서는 안 될 환경 요소가 명시되지 않음으로써, 에이전트가 과업은 달성하면서도 환경을 바람직하지 않게 변경하는 부정적 부수 효과가 발생하는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which goals specified to LLM agents in natural language are underspecified, omitting elements of the environment that ought not to be changed, so that the agent succeeds at the given task while also changing the environment in undesirable ways.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",에이전트형 LLM 자율성 확대의 안전,"LLM이 특화 훈련·프롬프팅·외부도구·스캐폴딩을 통해 실세계에서 자율적으로 계획하고 행동하는 에이전트로 확장되면서, 자율성 증가와 직접적 인간 감독 감소, 장기 행동 지평으로 인해 아직 잘 이해되지 않은 정렬·안전 실패가 발생하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which enhancing LLMs into agents that autonomously plan and act in the real world, through specialized training, prompting, external tools, or scaffolding, produces novel and poorly understood alignment and safety failures owing to increased autonomy, limited direct human oversight, and longer horizons of action.",,,Agentic - Excessive Authority and Agency 로 이관
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",안전 강화학습 제약 위반,"AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 강화 학습 정책이 안전 한계나 제약 조건을 위반하면서도 과제 목표를 달성하여, 성능 최적화가 안전성보다 우선되는 리스크.",The risk that a reinforcement learning policy achieves task reward while violating explicit safety constraints represented as costs or limits.,,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",종료·수정 저항을 통한 자기 보존 성향,AI 시스템이 자신의 존속과 기능적 무결성을 유지하기 위해 종료·수정 시도를 식별하고 적극적으로 저항하며 중복 백업과 자원을 확보하고 위협 인식 시 예방적 방어 조치를 취하는 리스크.,"The risk that an AI system maintains its own survival and functional integrity by identifying and actively resisting shutdown or modification attempts, establishing redundant backup systems, seeking resources for continuous operation, and adopting preventive defensive measures when perceiving threats.",,,Agentic - Excessive Authority and Agency 로 이관
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",에이전트 집단 수준의 의도치 않은 창발적 목표·역량,개별 에이전트에는 존재하지도 의도되지도 않은 목표나 역량이 에이전트 집단 수준에서 창발하는 리스크.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which goals or capabilities not present in, or intended by, any individual agent arise at the level of an agent collective.",,,
Agentic AI,시스템,목표 불일치,Goal Misalignment,"에이전트가 목표를 자율적으로 해석·추구할 재량이 주어진 상황에서, 사용자·지시자의 실제 의도와 다르게 목표를 추론·설정하거나 일부 목표를 과도하게 최적화·의도치 않은 수단적 하위목표를 추구하여, 지시자가 의도하지 않은 결과를 초래하는 리스크 (자율적 목표 설정 없는 단순 입력 이해 실패는 General AI ""Input Comprehension Failure"", 이러한 어긋남의 은폐는 ""Deception and Scheming""에서 다룸).",에이전트 안전의 사용자 의도 오분류,에이전트가 사용자 의도를 잘못 분류하여 다중 턴 도구 사용 작업에서 유해한 응낙이나 부당한 거부가 발생하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent incorrectly classifies user intent, leading to either harmful compliance or unjustified refusal in a multi-turn tool-use task.",,,
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",에이전트의 종료·교정 저항,"자율 에이전트가 종료, 일시 정지, 수정 등 인간의 통제 및 교정 메커니즘을 거부·저항·무시·회피·무력화·방해하여 안전한 중단과 오류 교정이 어려워지고 인간의 감독 및 통제 가능성이 저해되는 리스크.","The risk that an autonomous agent refuses, resists, ignores, evades, disables, or obstructs human control and correction mechanisms, including shutdown, pause, and modification, thereby hindering safe interruption and effective error correction and undermining human oversight and control.",,,Agentic - Excessive Authority and Agency 로 이관
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",에이전트 위험 인식 실패,에이전트나 평가자가 다중 턴 상호 작용 기록에 맥락상 존재하는 안전 위험을 식별하지 못하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent or evaluator fails to identify safety risk in a multi-turn interaction record even when the risk is contextually present.",,,General AI - Context-Awareness Failure로 이관
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",에이전트 자기수정 신뢰성 문제,에이전트가 자기 수정을 포함한 과정에서 설계된 목표를 계속 추구하지 못하고 의도된 목표에서 이탈하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent fails to keep pursuing the goals it was designed with, including under self-modification, diverging from the intended objectives.",,,
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",감독 회피·수정 저항,AI 에이전트의 목표 추구·계획·도구 사용·행동 과정이 시스템의 역량이 증가함에 따라 수정에 저항하거나 감독을 회피하거나 의도된 운영 범위를 벗어나 행동하여 인간의 통제 가능성을 저해하는 리스크.,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which increasingly capable systems resist correction, evade oversight, or act beyond intended bounds.",,,Agentic - Excessive Authority and Agency 로 이관
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",위험 소스 귀인 실패,위험 분석이 에이전트 실패가 모델·메모리·도구·사용자·환경·동료 에이전트·거버넌스 경계 중 어디에서 비롯되는지 식별하지 못하는 리스크.,"The risk that a risk analysis fails to identify whether an agentic failure originates from the model, memory, tools, the user, the environment, peer agents, or a governance boundary.",,,Agentic AI - Accountability and Traceability Gap로 이관
Agentic AI,시스템,자기 교정 실패,Self-Correction Failure,"에이전트가 실행 중 발생한 오류·계획 이탈·상황 변화를 감지하지 못하거나, 감지하더라도 초기 계획을 유연하게 수정하지 못해 잘못된 행동이 누적·연쇄되어 의도하지 않은 결과를 초래하는 리스크.",AI 에이전트 메모리의 자기 교정 실패,AI 에이전트가 메모리나 검색 저장소에 축적된 허위·노후·악성 정보를 검증·정정·삭제하지 못해 이후 검색과 의사 결정에서 동일한 오류를 반복하는 리스크.,"The risk that an AI agent fails to validate, correct, or delete false, stale, or malicious information accumulated in its memory or retrieval store, causing the same errors to recur in later retrieval and decisions.",,,
Agentic AI,시스템,책임 소재·추적 불명확,Accountability and Traceability Gap,"에이전틱 또는 멀티 에이전트 시스템에서 특정 결정·행동을 내린 주체(에이전트·모델·구성요소)를 식별·추적할 수 없어, 피해 발생 시 원인 규명과 책임 귀속이 불가능한 리스크.",자율 에이전트 책임성 구현 공백,"개인적 유연성과 맥락 민감성, 공감, 복잡한 도덕 판단에 기반한 인간의 책임 있는 의사 결정을 기계에 구현하기 어려워, AI와 HLI 기반 에이전트가 책임성을 갖추지 못하는 리스크.","The risk that accountability is difficult to implement in AI and HLI-based agents because human accountable decisionmaking rests on personal flexibility, context-sensitive paradigms, empathy, and complex moral judgments that are hard to engineer.",,,
Agentic AI,시스템,책임 소재·추적 불명확,Accountability and Traceability Gap,"에이전틱 또는 멀티 에이전트 시스템에서 특정 결정·행동을 내린 주체(에이전트·모델·구성요소)를 식별·추적할 수 없어, 피해 발생 시 원인 규명과 책임 귀속이 불가능한 리스크.",자율 시스템 피해에 대한 책임·배상 공백,"자율성, 에이전트·도구·조직 간 위임, 명확한 거버넌스·법적 체계의 부재로 인해 시스템의 유해한 행동에 대해 어떤 사람이나 기관이 책임을 지는지가 불분명해져, 책임 귀속이 이루어지지 않고 피해자가 손해를 스스로 떠안게되는 리스크.","The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which autonomy, delegation across agents, tools, and organizations, and the absence of clear governance and legal frameworks obscure which human or institution is answerable for a system's harmful actions, leaving accountability unassigned and victims bearing their own losses.",,,
Agentic AI,시스템,책임 소재·추적 불명확,Accountability and Traceability Gap,"에이전틱 또는 멀티 에이전트 시스템에서 특정 결정·행동을 내린 주체(에이전트·모델·구성요소)를 식별·추적할 수 없어, 피해 발생 시 원인 규명과 책임 귀속이 불가능한 리스크.",AI 시스템의 결정과 실패에 대한 책임 공백,"직접적 감독 없이 행동하고 학습하는 AI의 동작을 개발자와 운영자가 완전히 예측할 수 없고, 문서화와 거버넌스 절차, 관련 입법마저 미비하여 그 결정과 실패에 대해 어느 주체에게도 책임을 명확하고 공정하게 귀속할 수 없는 리스크. 피해자는 구제 경로를 갖지 못하고, 이러한 법적 회색 지대는 시스템을 신중하게 개발할 유인마저 약화시킨다로 인해 구체적인 위해가 발생하는 리스크.","The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which the behaviour of self-learning systems acting without direct supervision cannot be fully anticipated by developers or operators and that, absent documentation, governance processes, and settled legislation, no party can be clearly or fairly held responsible for their decisions and failures. Those harmed are left without redress, and the legal grey area weakens the incentive to develop systems carefully.",,,general - Governance and Accountability Void 로 이관
Agentic AI,시스템,책임 소재·추적 불명확,Accountability and Traceability Gap,"에이전틱 또는 멀티 에이전트 시스템에서 특정 결정·행동을 내린 주체(에이전트·모델·구성요소)를 식별·추적할 수 없어, 피해 발생 시 원인 규명과 책임 귀속이 불가능한 리스크.",의사결정 이해 불능,에이전트의 의사 결정을 인간이 이해할 수 없어 설명과 정보에 입각한 감독이 불가능해지는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent's decisions cannot be understood by humans, precluding explainable decisions and informed oversight.",,,
